mask,basis_cycle_ids,basis_active_count,basis_length_sum,height_action,edge_mod2_height_action,edge_mod2_height_gap,residual_integral,residual_mod_1000003,transport_scalar_mod_1000003,transport_scalar_signed,support_sector,q42_shadow_nonzero,q12_shadow_nonzero,coefficient_matches_residual_mod_prime
0,,0,0,0,0,0,0,0,0,0,33,0,0,True
1,0,1,8,1075200,1075200,0,-1075200,924806,462403,462403,33,0,0,True
2,1,1,8,1320960,1320960,0,-1320960,679046,339523,339523,33,0,0,True
3,0 1,2,16,2396160,1683456,712704,-2396160,603849,801926,-198077,33,0,0,True
4,2,1,5,774144,774144,0,-774144,225859,612931,-387072,33,0,0,True
5,0 2,2,13,1849344,817152,1032192,-1849344,150662,75331,75331,33,0,0,True
6,1 2,2,13,2095104,2095104,0,-2095104,904905,952454,-47549,33,0,0,True
7,0 1 2,3,21,3170304,1425408,1744896,-3170304,829708,414854,414854,33,0,0,True
8,3,1,10,1191936,1191936,0,-1191936,808070,404035,404035,33,0,0,True
9,0 3,2,18,2267136,2009088,258048,-2267136,732873,866438,-133565,33,0,0,True
10,1 3,2,18,2512896,976896,1536000,-2512896,487113,743558,-256445,33,0,0,True
11,0 1 3,3,26,3588096,1081344,2506752,-3588096,411916,205958,205958,33,0,0,True
12,2 3,2,15,1966080,1744896,221184,-1966080,33926,16963,16963,33,0,0,True
13,0 2 3,3,23,3041280,1529856,1511424,-3041280,958732,479366,479366,33,0,0,True
14,1 2 3,3,23,3287040,1529856,1757184,-3287040,712972,356486,356486,33,0,0,True
15,0 1 2 3,4,31,4362240,602112,3760128,-4362240,637775,818889,-181114,33,0,0,True
16,4,1,8,1081344,1081344,0,-1081344,918662,459331,459331,33,0,0,True
17,0 4,2,16,2156544,2009088,147456,-2156544,843465,921734,-78269,33,0,0,True
18,1 4,2,16,2402304,976896,1425408,-2402304,597705,798854,-201149,33,0,0,True
19,0 1 4,3,24,3477504,1191936,2285568,-3477504,522508,261254,261254,33,0,0,True
20,2 4,2,13,1855488,1855488,0,-1855488,144518,72259,72259,33,0,0,True
21,0 2 4,3,21,2930688,1751040,1179648,-2930688,69321,534662,-465341,33,0,0,True
22,1 2 4,3,21,3176448,1751040,1425408,-3176448,823564,411782,411782,33,0,0,True
23,0 1 2 4,4,29,4251648,933888,3317760,-4251648,748367,874185,-125818,33,0,0,True
24,3 4,2,18,2273280,700416,1572864,-2273280,726729,863366,-136637,33,0,0,True
25,0 3 4,3,26,3348480,1665024,1683456,-3348480,651532,325766,325766,33,0,0,True
26,1 3 4,3,26,3594240,1910784,1683456,-3594240,405772,202886,202886,33,0,0,True
27,0 1 3 4,4,34,4669440,2162688,2506752,-4669440,330575,665289,-334714,33,0,0,True
28,2 3 4,3,23,3047424,1253376,1794048,-3047424,952588,476294,476294,33,0,0,True
29,0 2 3 4,4,31,4122624,1185792,2936832,-4122624,877391,938697,-61306,33,0,0,True
30,1 2 3 4,4,31,4368384,2463744,1904640,-4368384,631631,815817,-184186,33,0,0,True
31,0 1 2 3 4,5,39,5443584,1683456,3760128,-5443584,556434,278217,278217,33,0,0,True
32,5,1,5,691200,691200,0,-691200,308803,654403,-345600,33,0,0,True
33,0 5,2,13,1766400,1618944,147456,-1766400,233606,116803,116803,33,0,0,True
34,1 5,2,13,2012160,1569792,442368,-2012160,987849,993926,-6077,33,0,0,True
35,0 1 5,3,21,3087360,1784832,1302528,-3087360,912652,456326,456326,33,0,0,True
36,2 5,2,10,1465344,1465344,0,-1465344,534662,267331,267331,33,0,0,True
37,0 2 5,3,18,2540544,1360896,1179648,-2540544,459465,729734,-270269,33,0,0,True
38,1 2 5,3,18,2786304,2343936,442368,-2786304,213705,606854,-393149,33,0,0,True
39,0 1 2 5,4,26,3861504,1526784,2334720,-3861504,138508,69254,69254,33,0,0,True
40,3 5,2,15,1883136,1293312,589824,-1883136,116870,58435,58435,33,0,0,True
41,0 3 5,3,23,2958336,2257920,700416,-2958336,41673,520838,-479165,33,0,0,True
42,1 3 5,3,23,3204096,1520640,1683456,-3204096,795916,397958,397958,33,0,0,True
43,0 1 3 5,4,31,4279296,1772544,2506752,-4279296,720719,860361,-139642,33,0,0,True
44,2 3 5,3,20,2657280,1846272,811008,-2657280,342729,671366,-328637,33,0,0,True
45,0 2 3 5,4,28,3732480,1778688,1953792,-3732480,267532,133766,133766,33,0,0,True
46,1 2 3 5,4,28,3978240,2073600,1904640,-3978240,21772,10886,10886,33,0,0,True
47,0 1 2 3 5,5,36,5053440,1293312,3760128,-5053440,946578,473289,473289,33,0,0,True
48,4 5,2,13,1772544,979968,792576,-1772544,227462,113731,113731,33,0,0,True
49,0 4 5,3,21,2847744,2055168,792576,-2847744,152265,576134,-423869,33,0,0,True
50,1 4 5,3,21,3093504,1317888,1775616,-3093504,906508,453254,453254,33,0,0,True
51,0 1 4 5,4,29,4168704,1680384,2488320,-4168704,831311,915657,-84346,33,0,0,True
52,2 4 5,3,18,2546688,1754112,792576,-2546688,453321,726662,-273341,33,0,0,True
53,0 2 4 5,4,26,3621888,1797120,1824768,-3621888,378124,189062,189062,33,0,0,True
54,1 2 4 5,4,26,3867648,2092032,1775616,-3867648,132364,66182,66182,33,0,0,True
55,0 1 2 4 5,5,34,4942848,1422336,3520512,-4942848,57167,528585,-471418,33,0,0,True
56,3 4 5,3,23,2964480,1188864,1775616,-2964480,35529,517766,-482237,33,0,0,True
57,0 3 4 5,4,31,4039680,2006016,2033664,-4039680,960335,980169,-19834,33,0,0,True
58,1 3 4 5,4,31,4285440,1956864,2328576,-4285440,714575,857289,-142714,33,0,0,True
59,0 1 3 4 5,5,39,5360640,2061312,3299328,-5360640,639378,319689,319689,33,0,0,True
60,2 3 4 5,4,28,3738624,1741824,1996800,-3738624,261388,130694,130694,33,0,0,True
61,0 2 3 4 5,5,36,4813824,1526784,3287040,-4813824,186191,593097,-406906,33,0,0,True
62,1 2 3 4 5,5,36,5059584,2509824,2549760,-5059584,940434,470217,470217,33,0,0,True
63,0 1 2 3 4 5,6,44,6134784,1582080,4552704,-6134784,865237,932620,-67383,33,0,0,True
64,6,1,5,903168,903168,0,-903168,96835,548419,-451584,33,0,0,True
65,0 6,2,13,1978368,1056768,921600,-1978368,21638,10819,10819,33,0,0,True
66,1 6,2,13,2224128,2002944,221184,-2224128,775881,887942,-112061,33,0,0,True
67,0 1 6,3,21,3299328,1886208,1413120,-3299328,700684,350342,350342,33,0,0,True
68,2 6,2,10,1677312,1234944,442368,-1677312,322694,161347,161347,33,0,0,True
69,0 2 6,3,18,2752512,1241088,1511424,-2752512,247497,623750,-376253,33,0,0,True
70,1 2 6,3,18,2998272,2334720,663552,-2998272,1737,500870,-499133,33,0,0,True
71,0 1 2 6,4,26,4073472,2070528,2002944,-4073472,926543,963273,-36730,33,0,0,True
72,3 6,2,15,2095104,1837056,258048,-2095104,904905,952454,-47549,33,0,0,True
73,0 3 6,3,23,3170304,2248704,921600,-3170304,829708,414854,414854,33,0,0,True
74,1 3 6,3,23,3416064,1400832,2015232,-3416064,583948,291974,291974,33,0,0,True
75,0 1 3 6,4,31,4491264,1542144,2949120,-4491264,508751,754377,-245626,33,0,0,True
76,2 3 6,3,20,2869248,1947648,921600,-2869248,130761,565382,-434621,33,0,0,True
77,0 2 3 6,4,28,3944448,2211840,1732608,-3944448,55564,27782,27782,33,0,0,True
78,1 2 3 6,4,28,4190208,1511424,2678784,-4190208,809807,904905,-95098,33,0,0,True
79,0 1 2 3 6,5,36,5265408,1505280,3760128,-5265408,734610,367305,367305,33,0,0,True
80,4 6,2,13,1984512,1837056,147456,-1984512,15494,7747,7747,33,0,0,True
81,0 4 6,3,21,3059712,2138112,921600,-3059712,940300,470150,470150,33,0,0,True
82,1 4 6,3,21,3305472,1511424,1794048,-3305472,694540,347270,347270,33,0,0,True
83,0 1 4 6,4,29,4380672,1542144,2838528,-4380672,619343,809673,-190330,33,0,0,True
84,2 4 6,3,18,2758656,2168832,589824,-2758656,241353,620678,-379325,33,0,0,True
85,0 2 4 6,4,26,3833856,2322432,1511424,-3833856,166156,83078,83078,33,0,0,True
86,1 2 4 6,4,26,4079616,1843200,2236416,-4079616,920399,960201,-39802,33,0,0,True
87,0 1 2 4 6,5,34,5154816,1726464,3428352,-5154816,845202,422601,422601,33,0,0,True
88,3 4 6,3,23,3176448,1492992,1683456,-3176448,823564,411782,411782,33,0,0,True
89,0 3 4 6,4,31,4251648,1757184,2494464,-4251648,748367,874185,-125818,33,0,0,True
90,1 3 4 6,4,31,4497408,2482176,2015232,-4497408,502607,751305,-248698,33,0,0,True
91,0 1 3 4 6,5,39,5572608,2476032,3096576,-5572608,427410,213705,213705,33,0,0,True
92,2 3 4 6,4,28,3950592,1603584,2347008,-3950592,49420,24710,24710,33,0,0,True
93,0 2 3 4 6,5,36,5025792,1720320,3305472,-5025792,974226,487113,487113,33,0,0,True
94,1 2 3 4 6,5,36,5271552,2592768,2678784,-5271552,728466,364233,364233,33,0,0,True
95,0 1 2 3 4 6,6,44,6346752,2439168,3907584,-6346752,653269,826636,-173367,33,0,0,True
96,5 6,2,10,1594368,1446912,147456,-1594368,405638,202819,202819,33,0,0,True
97,0 5 6,3,18,2669568,1747968,921600,-2669568,330441,665222,-334781,33,0,0,True
98,1 5 6,3,18,2915328,2104320,811008,-2915328,84681,542342,-457661,33,0,0,True
99,0 1 5 6,4,26,3990528,2135040,1855488,-3990528,9484,4742,4742,33,0,0,True
100,2 5 6,3,15,2368512,1778688,589824,-2368512,631497,815750,-184253,33,0,0,True
101,0 2 5 6,4,23,3443712,1932288,1511424,-3443712,556300,278150,278150,33,0,0,True
102,1 2 5 6,4,23,3689472,2436096,1253376,-3689472,310540,155270,155270,33,0,0,True
103,0 1 2 5 6,5,31,4764672,2319360,2445312,-4764672,235343,617673,-382330,33,0,0,True
104,3 5 6,3,20,2786304,2085888,700416,-2786304,213705,606854,-393149,33,0,0,True
105,0 3 5 6,4,28,3861504,2350080,1511424,-3861504,138508,69254,69254,33,0,0,True
106,1 3 5 6,4,28,4107264,2092032,2015232,-4107264,892751,946377,-53626,33,0,0,True
107,0 1 3 5 6,5,36,5182464,2085888,3096576,-5182464,817554,408777,408777,33,0,0,True
108,2 3 5 6,4,25,3560448,2196480,1363968,-3560448,439564,219782,219782,33,0,0,True
109,0 2 3 5 6,5,33,4635648,2313216,2322432,-4635648,364367,682185,-317818,33,0,0,True
110,1 2 3 5 6,5,33,4881408,2202624,2678784,-4881408,118607,559305,-440698,33,0,0,True
111,0 1 2 3 5 6,6,41,5956608,2049024,3907584,-5956608,43410,21705,21705,33,0,0,True
112,4 5 6,3,18,2675712,1883136,792576,-2675712,324297,662150,-337853,33,0,0,True
113,0 4 5 6,4,26,3750912,2036736,1714176,-3750912,249100,124550,124550,33,0,0,True
114,1 4 5 6,4,26,3996672,1999872,1996800,-3996672,3340,1670,1670,33,0,0,True
115,0 1 4 5 6,5,34,5071872,1883136,3188736,-5071872,928146,464073,464073,33,0,0,True
116,2 4 5 6,4,23,3449856,2214912,1234944,-3449856,550156,275078,275078,33,0,0,True
117,0 2 4 5 6,5,31,4525056,2221056,2304000,-4525056,474959,737481,-262522,33,0,0,True
118,1 2 4 5 6,5,31,4770816,2331648,2439168,-4770816,229199,614601,-385402,33,0,0,True
119,0 1 2 4 5 6,6,39,5846016,2067456,3778560,-5846016,154002,77001,77001,33,0,0,True
120,3 4 5 6,4,28,3867648,1833984,2033664,-3867648,132364,66182,66182,33,0,0,True
121,0 3 4 5 6,5,36,4942848,2245632,2697216,-4942848,57167,528585,-471418,33,0,0,True
122,1 3 4 5 6,5,36,5188608,2380800,2807808,-5188608,811410,405705,405705,33,0,0,True
123,0 1 3 4 5 6,6,44,6263808,2522112,3741696,-6263808,736213,868108,-131895,33,0,0,True
124,2 3 4 5 6,5,33,4641792,1944576,2697216,-4641792,358223,679113,-320890,33,0,0,True
125,0 2 3 4 5 6,6,41,5716992,2208768,3508224,-5716992,283026,141513,141513,33,0,0,True
126,1 2 3 4 5 6,6,41,5962752,2491392,3471360,-5962752,37266,18633,18633,33,0,0,True
127,0 1 2 3 4 5 6,7,49,7037952,2485248,4552704,-7037952,962072,481036,481036,33,0,0,True
128,7,1,5,1069056,1069056,0,-1069056,930950,465475,465475,33,0,0,True
129,0 7,2,13,2144256,1628160,516096,-2144256,855753,927878,-72125,33,0,0,True
130,1 7,2,13,2390016,1038336,1351680,-2390016,609993,804998,-195005,33,0,0,True
131,0 1 7,3,21,3465216,1916928,1548288,-3465216,534796,267398,267398,33,0,0,True
132,2 7,2,10,1843200,1843200,0,-1843200,156806,78403,78403,33,0,0,True
133,0 2 7,3,18,2918400,1370112,1548288,-2918400,81609,540806,-459197,33,0,0,True
134,1 2 7,3,18,3164160,1812480,1351680,-3164160,835852,417926,417926,33,0,0,True
135,0 1 2 7,4,26,4239360,1658880,2580480,-4239360,760655,880329,-119674,33,0,0,True
136,3 7,2,15,2260992,1425408,835584,-2260992,739017,869510,-130493,33,0,0,True
137,0 3 7,3,23,3336192,1726464,1609728,-3336192,663820,331910,331910,33,0,0,True
138,1 3 7,3,23,3581952,1529856,2052096,-3581952,418060,209030,209030,33,0,0,True
139,0 1 3 7,4,31,4657152,2150400,2506752,-4657152,342863,671433,-328570,33,0,0,True
140,2 3 7,3,20,3035136,1978368,1056768,-3035136,964876,482438,482438,33,0,0,True
141,0 2 3 7,4,28,4110336,1247232,2863104,-4110336,889679,944841,-55162,33,0,0,True
142,1 2 3 7,4,28,4356096,2082816,2273280,-4356096,643919,821961,-178042,33,0,0,True
143,0 1 2 3 7,5,36,5431296,1671168,3760128,-5431296,568722,284361,284361,33,0,0,True
144,4 7,2,13,2150400,1314816,835584,-2150400,849609,924806,-75197,33,0,0,True
145,0 4 7,3,21,3225600,1726464,1499136,-3225600,774412,387206,387206,33,0,0,True
146,1 4 7,3,21,3471360,1529856,1941504,-3471360,528652,264326,264326,33,0,0,True
147,0 1 4 7,4,29,4546560,2260992,2285568,-4546560,453455,726729,-273274,33,0,0,True
148,2 4 7,3,18,2924544,2088960,835584,-2924544,75465,537734,-462269,33,0,0,True
149,0 2 4 7,4,26,3999744,1468416,2531328,-3999744,268,134,134,33,0,0,True
150,1 2 4 7,4,26,4245504,2304000,1941504,-4245504,754511,877257,-122746,33,0,0,True
151,0 1 2 4 7,5,34,5320704,2002944,3317760,-5320704,679314,339657,339657,33,0,0,True
152,3 4 7,3,23,3342336,1769472,1572864,-3342336,657676,328838,328838,33,0,0,True
153,0 3 4 7,4,31,4417536,2217984,2199552,-4417536,582479,791241,-208762,33,0,0,True
154,1 3 4 7,4,31,4663296,1628160,3035136,-4663296,336719,668361,-331642,33,0,0,True
155,0 1 3 4 7,5,39,5738496,2396160,3342336,-5738496,261522,130761,130761,33,0,0,True
156,2 3 4 7,4,28,4116480,2322432,1794048,-4116480,883535,941769,-58234,33,0,0,True
157,0 2 3 4 7,5,36,5191680,1738752,3452928,-5191680,808338,404169,404169,33,0,0,True
158,1 2 3 4 7,5,36,5437440,2181120,3256320,-5437440,562578,281289,281289,33,0,0,True
159,0 1 2 3 4 7,6,44,6512640,1916928,4595712,-6512640,487381,743692,-256311,33,0,0,True
160,5 7,2,10,1760256,1317888,442368,-1760256,239750,119875,119875,33,0,0,True
161,0 5 7,3,18,2835456,1729536,1105920,-2835456,164553,582278,-417725,33,0,0,True
162,1 5 7,3,18,3081216,1729536,1351680,-3081216,918796,459398,459398,33,0,0,True
163,0 1 5 7,4,26,4156416,2460672,1695744,-4156416,843599,921801,-78202,33,0,0,True
164,2 5 7,3,15,2534400,2092032,442368,-2534400,465609,732806,-267197,33,0,0,True
165,0 2 5 7,4,23,3609600,1471488,2138112,-3609600,390412,195206,195206,33,0,0,True
166,1 2 5 7,4,23,3855360,2503680,1351680,-3855360,144652,72326,72326,33,0,0,True
167,0 1 2 5 7,5,31,4930560,2202624,2727936,-4930560,69455,534729,-465274,33,0,0,True
168,3 5 7,3,20,2952192,1969152,983040,-2952192,47817,523910,-476093,33,0,0,True
169,0 3 5 7,4,28,4027392,2417664,1609728,-4027392,972623,986313,-13690,33,0,0,True
170,1 3 5 7,4,28,4273152,1631232,2641920,-4273152,726863,863433,-136570,33,0,0,True
171,0 1 3 5 7,5,36,5348352,2399232,2949120,-5348352,651666,325833,325833,33,0,0,True
172,2 3 5 7,4,25,3726336,2522112,1204224,-3726336,273676,136838,136838,33,0,0,True
173,0 2 3 5 7,5,33,4801536,1938432,2863104,-4801536,198479,599241,-400762,33,0,0,True
174,1 2 3 5 7,5,33,5047296,2184192,2863104,-5047296,952722,476361,476361,33,0,0,True
175,0 1 2 3 5 7,6,41,6122496,1920000,4202496,-6122496,877525,938764,-61239,33,0,0,True
176,4 5 7,3,18,2841600,1655808,1185792,-2841600,158409,579206,-420797,33,0,0,True
177,0 4 5 7,4,26,3916800,2214912,1701888,-3916800,83212,41606,41606,33,0,0,True
178,1 4 5 7,4,26,4162560,1428480,2734080,-4162560,837455,918729,-81274,33,0,0,True
179,0 1 4 5 7,5,34,5237760,2307072,2930688,-5237760,762258,381129,381129,33,0,0,True
180,2 4 5 7,4,23,3615744,2429952,1185792,-3615744,384268,192134,192134,33,0,0,True
181,0 2 4 5 7,5,31,4690944,1956864,2734080,-4690944,309071,654537,-345466,33,0,0,True
182,1 2 4 5 7,5,31,4936704,2202624,2734080,-4936704,63311,531657,-468346,33,0,0,True
183,0 1 2 4 5 7,6,39,6011904,2049024,3962880,-6011904,988117,994060,-5943,33,0,0,True
184,3 4 5 7,4,28,4033536,1815552,2217984,-4033536,966479,983241,-16762,33,0,0,True
185,0 3 4 5 7,5,36,5108736,2116608,2992128,-5108736,891282,445641,445641,33,0,0,True
186,1 3 4 5 7,5,36,5354496,2116608,3237888,-5354496,645522,322761,322761,33,0,0,True
187,0 1 3 4 5 7,6,44,6429696,2737152,3692544,-6429696,570325,785164,-214839,33,0,0,True
188,2 3 4 5 7,5,33,4807680,2368512,2439168,-4807680,192335,596169,-403834,33,0,0,True
189,0 2 3 4 5 7,6,41,5882880,1637376,4245504,-5882880,117138,58569,58569,33,0,0,True
190,1 2 3 4 5 7,6,41,6128640,2669568,3459072,-6128640,871381,935692,-64311,33,0,0,True
191,0 1 2 3 4 5 7,7,49,7203840,2257920,4945920,-7203840,796184,398092,398092,33,0,0,True
192,6 7,2,10,1972224,1751040,221184,-1972224,27782,13891,13891,33,0,0,True
193,0 6 7,3,18,3047424,1830912,1216512,-3047424,952588,476294,476294,33,0,0,True
194,1 6 7,3,18,3293184,1941504,1351680,-3293184,706828,353414,353414,33,0,0,True
195,0 1 6 7,4,26,4368384,1898496,2469888,-4368384,631631,815817,-184186,33,0,0,True
196,2 6 7,3,15,2746368,2082816,663552,-2746368,253641,626822,-373181,33,0,0,True
197,0 2 6 7,4,23,3821568,2015232,1806336,-3821568,178444,89222,89222,33,0,0,True
198,1 2 6 7,4,23,4067328,2273280,1794048,-4067328,932687,966345,-33658,33,0,0,True
199,0 1 2 6 7,5,31,5142528,2082816,3059712,-5142528,857490,428745,428745,33,0,0,True
200,3 6 7,3,20,3164160,1849344,1314816,-3164160,835852,417926,417926,33,0,0,True
201,0 3 6 7,4,28,4239360,2187264,2052096,-4239360,760655,880329,-119674,33,0,0,True
202,1 3 6 7,4,28,4485120,2174976,2310144,-4485120,514895,757449,-242554,33,0,0,True
203,0 1 3 6 7,5,36,5560320,2390016,3170304,-5560320,439698,219849,219849,33,0,0,True
204,2 3 6 7,4,25,3938304,1959936,1978368,-3938304,61708,30854,30854,33,0,0,True
205,0 2 3 6 7,5,33,5013504,2150400,2863104,-5013504,986514,493257,493257,33,0,0,True
206,1 2 3 6 7,5,33,5259264,2285568,2973696,-5259264,740754,370377,370377,33,0,0,True
207,0 1 2 3 6 7,6,41,6334464,2353152,3981312,-6334464,665557,832780,-167223,33,0,0,True
208,4 6 7,3,18,3053568,1849344,1204224,-3053568,946444,473222,473222,33,0,0,True
209,0 4 6 7,4,26,4128768,2076672,2052096,-4128768,871247,935625,-64378,33,0,0,True
210,1 4 6 7,4,26,4374528,2285568,2088960,-4374528,625487,812745,-187258,33,0,0,True
211,0 1 4 6 7,5,34,5449728,2390016,3059712,-5449728,550290,275145,275145,33,0,0,True
212,2 4 6 7,4,23,3827712,2181120,1646592,-3827712,172300,86150,86150,33,0,0,True
213,0 2 4 6 7,5,31,4902912,2260992,2641920,-4902912,97103,548553,-451450,33,0,0,True
214,1 2 4 6 7,5,31,5148672,2617344,2531328,-5148672,851346,425673,425673,33,0,0,True
215,0 1 2 4 6 7,6,39,6223872,2574336,3649536,-6223872,776149,888076,-111927,33,0,0,True
216,3 4 6 7,4,28,4245504,2340864,1904640,-4245504,754511,877257,-122746,33,0,0,True
217,0 3 4 6 7,5,36,5320704,2531328,2789376,-5320704,679314,339657,339657,33,0,0,True
218,1 3 4 6 7,5,36,5566464,2420736,3145728,-5566464,433554,216777,216777,33,0,0,True
219,0 1 3 4 6 7,6,44,6641664,2488320,4153344,-6641664,358357,679180,-320823,33,0,0,True
220,2 3 4 6 7,5,33,5019648,2451456,2568192,-5019648,980370,490185,490185,33,0,0,True
221,0 2 3 4 6 7,6,41,6094848,2494464,3600384,-6094848,905173,952588,-47415,33,0,0,True
222,1 2 3 4 6 7,6,41,6340608,2531328,3809280,-6340608,659413,829708,-170295,33,0,0,True
223,0 1 2 3 4 6 7,7,49,7415808,2451456,4964352,-7415808,584216,292108,292108,33,0,0,True
224,5 6 7,3,15,2663424,1852416,811008,-2663424,336585,668294,-331709,33,0,0,True
225,0 5 6 7,4,23,3738624,2079744,1658880,-3738624,261388,130694,130694,33,0,0,True
226,1 5 6 7,4,23,3984384,2485248,1499136,-3984384,15628,7814,7814,33,0,0,True
227,0 1 5 6 7,5,31,5059584,2589696,2469888,-5059584,940434,470217,470217,33,0,0,True
228,2 5 6 7,4,20,3437568,2184192,1253376,-3437568,562444,281222,281222,33,0,0,True
229,0 2 5 6 7,5,28,4512768,2264064,2248704,-4512768,487247,743625,-256378,33,0,0,True
230,1 2 5 6 7,5,28,4758528,2817024,1941504,-4758528,241487,620745,-379258,33,0,0,True
231,0 1 2 5 6 7,6,36,5833728,2774016,3059712,-5833728,166290,83145,83145,33,0,0,True
232,3 5 6 7,4,25,3855360,2540544,1314816,-3855360,144652,72326,72326,33,0,0,True
233,0 3 5 6 7,5,33,4930560,2731008,2199552,-4930560,69455,534729,-465274,33,0,0,True
234,1 3 5 6 7,5,33,5176320,2423808,2752512,-5176320,823698,411849,411849,33,0,0,True
235,0 1 3 5 6 7,6,41,6251520,2491392,3760128,-6251520,748501,874252,-125751,33,0,0,True
236,2 3 5 6 7,5,30,4629504,2651136,1978368,-4629504,370511,685257,-314746,33,0,0,True
237,0 2 3 5 6 7,6,38,5704704,2694144,3010560,-5704704,295314,147657,147657,33,0,0,True
238,1 2 3 5 6 7,6,38,5950464,2534400,3416064,-5950464,49554,24777,24777,33,0,0,True
239,0 1 2 3 5 6 7,7,46,7025664,2454528,4571136,-7025664,974360,487180,487180,33,0,0,True
240,4 5 6 7,4,23,3744768,2337792,1406976,-3744768,255244,127622,127622,33,0,0,True
241,0 4 5 6 7,5,31,4819968,2417664,2402304,-4819968,180047,590025,-409978,33,0,0,True
242,1 4 5 6 7,5,31,5065728,2331648,2734080,-5065728,934290,467145,467145,33,0,0,True
243,0 1 4 5 6 7,6,39,6140928,2288640,3852288,-6140928,859093,929548,-70455,33,0,0,True
244,2 4 5 6 7,5,28,4518912,2669568,1849344,-4518912,481103,740553,-259450,33,0,0,True
245,0 2 4 5 6 7,6,36,5594112,2601984,2992128,-5594112,405906,202953,202953,33,0,0,True
246,1 2 4 5 6 7,6,36,5839872,2663424,3176448,-5839872,160146,80073,80073,33,0,0,True
247,0 1 2 4 5 6 7,7,44,6915072,2472960,4442112,-6915072,84949,542476,-457527,33,0,0,True
248,3 4 5 6 7,5,33,4936704,2239488,2697216,-4936704,63311,531657,-468346,33,0,0,True
249,0 3 4 5 6 7,6,41,6011904,2577408,3434496,-6011904,988117,994060,-5943,33,0,0,True
250,1 3 4 5 6 7,6,41,6257664,2761728,3495936,-6257664,742357,871180,-128823,33,0,0,True
251,0 1 3 4 5 6 7,7,49,7332864,2976768,4356096,-7332864,667160,333580,333580,33,0,0,True
252,2 3 4 5 6 7,6,38,5710848,2350080,3360768,-5710848,289170,144585,144585,33,0,0,True
253,0 2 3 4 5 6 7,7,46,6786048,2540544,4245504,-6786048,213973,606988,-393015,33,0,0,True
254,1 2 3 4 5 6 7,7,46,7031808,2872320,4159488,-7031808,968216,484108,484108,33,0,0,True
255,0 1 2 3 4 5 6 7,8,54,8107008,2939904,5167104,-8107008,893019,946511,-53492,33,0,0,True
256,8,1,5,374784,374784,0,-374784,625219,812611,-187392,33,0,0,True
257,0 8,2,13,1449984,1339392,110592,-1449984,550022,275011,275011,33,0,0,True
258,1 8,2,13,1695744,1695744,0,-1695744,304262,152131,152131,33,0,0,True
259,0 1 8,3,21,2770944,1947648,823296,-2770944,229065,614534,-385469,33,0,0,True
260,2 8,2,10,1148928,983040,165888,-1148928,851078,425539,425539,33,0,0,True
261,0 2 8,3,18,2224128,915456,1308672,-2224128,775881,887942,-112061,33,0,0,True
262,1 2 8,3,18,2469888,2304000,165888,-2469888,530121,765062,-234941,33,0,0,True
263,0 1 2 8,4,26,3545088,1523712,2021376,-3545088,454924,227462,227462,33,0,0,True
264,3 8,2,15,1566720,1290240,276480,-1566720,433286,216643,216643,33,0,0,True
265,0 3 8,3,23,2641920,2217984,423936,-2641920,358089,679046,-320957,33,0,0,True
266,1 3 8,3,23,2887680,1075200,1812480,-2887680,112329,556166,-443837,33,0,0,True
267,0 1 3 8,4,31,3962880,1290240,2672640,-3962880,37132,18566,18566,33,0,0,True
268,2 3 8,3,20,2340864,2009088,331776,-2340864,659145,829574,-170429,33,0,0,True
269,0 2 3 8,4,28,3416064,1904640,1511424,-3416064,583948,291974,291974,33,0,0,True
270,1 2 3 8,4,28,3661824,1794048,1867776,-3661824,338188,169094,169094,33,0,0,True
271,0 1 2 3 8,5,36,4737024,976896,3760128,-4737024,262991,631497,-368506,33,0,0,True
272,4 8,2,13,1456128,1400832,55296,-1456128,543878,271939,271939,33,0,0,True
273,0 4 8,3,21,2531328,2217984,313344,-2531328,468681,734342,-265661,33,0,0,True
274,1 4 8,3,21,2777088,1296384,1480704,-2777088,222921,611462,-388541,33,0,0,True
275,0 1 4 8,4,29,3852288,1400832,2451456,-3852288,147724,73862,73862,33,0,0,True
276,2 4 8,3,18,2230272,2009088,221184,-2230272,769737,884870,-115133,33,0,0,True
277,0 2 4 8,4,26,3305472,1794048,1511424,-3305472,694540,347270,347270,33,0,0,True
278,1 2 4 8,4,26,3551232,1904640,1646592,-3551232,448780,224390,224390,33,0,0,True
279,0 1 2 4 8,5,34,4626432,976896,3649536,-4626432,373583,686793,-313210,33,0,0,True
280,3 4 8,3,23,2648064,743424,1904640,-2648064,351945,675974,-324029,33,0,0,True
281,0 3 4 8,4,31,3723264,1818624,1904640,-3723264,276748,138374,138374,33,0,0,True
282,1 3 4 8,4,31,3969024,1953792,2015232,-3969024,30988,15494,15494,33,0,0,True
283,0 1 3 4 8,5,39,5044224,2316288,2727936,-5044224,955794,477897,477897,33,0,0,True
284,2 3 4 8,4,28,3422208,1462272,1959936,-3422208,577804,288902,288902,33,0,0,True
285,0 2 3 4 8,5,36,4497408,1505280,2992128,-4497408,502607,751305,-248698,33,0,0,True
286,1 2 3 4 8,5,36,4743168,2672640,2070528,-4743168,256847,628425,-371578,33,0,0,True
287,0 1 2 3 4 8,6,44,5818368,2002944,3815424,-5818368,181650,90825,90825,33,0,0,True
288,5 8,2,10,1065984,1010688,55296,-1065984,934022,467011,467011,33,0,0,True
