psi,ratio,iterations,monotone,theta_std,cv_x,start_index,contained_blocks,support_size,complement_size,complement_mask,complement,shell,job_index
-1.5921053396249034,0.2034967306918395,16,True,2.164907663902278e-14,2.1643132736625298e-14,1,77,22,2,1064960,14 20,16,430
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,2113536,14 21,16,431
-1.5921053396249043,0.2034967306918393,20,True,1.0478145556317445e-14,1.04792155012848e-14,3,77,22,2,4210688,14 22,16,432
-1.5921053396249052,0.20349673069183913,19,True,1.8476165353584355e-14,1.8500293572723223e-14,3,77,22,2,8404992,14 23,16,433
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,98304,15 16,16,434
-1.5921053396249052,0.20349673069183913,17,True,5.133117248565275e-15,5.119279980679363e-15,1,77,22,2,163840,15 17,16,435
-1.5921053396249052,0.20349673069183913,19,True,1.488769025785983e-14,1.490554522265158e-14,3,77,22,2,294912,15 18,16,436
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,557056,15 19,16,437
-1.5921053396249052,0.20349673069183913,19,True,1.638726036388902e-14,1.641891861261382e-14,4,77,22,2,1081344,15 20,16,438
-1.592105339624906,0.20349673069183893,17,True,1.903320895795484e-14,1.905253988102652e-14,2,77,22,2,2129920,15 21,16,439
-1.5921053396249052,0.20349673069183913,16,True,3.148123486313373e-14,3.150742396860063e-14,1,77,22,2,4227072,15 22,16,440
-1.592105339624907,0.20349673069183877,2,True,3.002807657932862e-17,2.125915238862714e-16,0,77,22,2,8421376,15 23,16,441
-1.592105339624907,0.20349673069183877,16,True,3.5319847205224913e-14,3.530212448108223e-14,1,77,22,2,196608,16 17,16,442
-1.5921053396249043,0.2034967306918393,2,True,3.765879415529128e-17,2.125915238862714e-16,0,77,22,2,327680,16 18,16,443
-1.5921053396249043,0.2034967306918393,17,True,1.0396521519261243e-14,1.0389239828876784e-14,2,77,22,2,589824,16 19,16,444
-1.5921053396249043,0.2034967306918393,2,True,3.765879415529128e-17,2.125915238862714e-16,0,77,22,2,1114112,16 20,16,445
-1.5921053396249052,0.20349673069183913,19,True,1.2304127132740984e-14,1.2293432926080662e-14,4,77,22,2,2162688,16 21,16,446
-1.5921053396249079,0.20349673069183857,2,True,5.126847630598729e-17,2.077037090527612e-16,0,77,22,2,4259840,16 22,16,447
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,8454144,16 23,16,448
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,393216,17 18,16,449
-1.592105339624907,0.20349673069183877,18,True,2.3388990981991906e-14,2.3358610492221455e-14,3,77,22,2,655360,17 19,16,450
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,1179648,17 20,16,451
-1.5921053396249043,0.2034967306918393,2,True,3.765879415529128e-17,2.125915238862714e-16,0,77,22,2,2228224,17 21,16,452
-1.5921053396249043,0.2034967306918393,2,True,4.0729915544707495e-17,2.125915238862714e-16,0,77,22,2,4325376,17 22,16,453
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,8519680,17 23,16,454
-1.5921053396249043,0.2034967306918393,2,True,4.5356844573739534e-17,2.125915238862714e-16,0,77,22,2,786432,18 19,16,455
-1.5921053396249043,0.2034967306918393,2,True,3.765879415529128e-17,2.125915238862714e-16,0,77,22,2,1310720,18 20,16,456
-1.5921053396249043,0.2034967306918393,2,True,4.0729915544707495e-17,2.125915238862714e-16,0,77,22,2,2359296,18 21,16,457
-1.5921053396249043,0.2034967306918393,2,True,3.765879415529128e-17,2.125915238862714e-16,0,77,22,2,4456448,18 22,16,458
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,8650752,18 23,16,459
-1.5921053396249043,0.2034967306918393,2,True,4.0729915544707495e-17,2.125915238862714e-16,0,77,22,2,1572864,19 20,16,460
-1.5921053396249043,0.2034967306918393,2,True,3.765879415529128e-17,2.125915238862714e-16,0,77,22,2,2621440,19 21,16,461
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,4718592,19 22,16,462
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,8912896,19 23,16,463
-1.5921053396249052,0.20349673069183913,2,True,4.363535695783158e-17,2.125915238862714e-16,0,77,22,2,3145728,20 21,16,464
-1.5921053396249043,0.2034967306918393,2,True,4.0729915544707495e-17,2.125915238862714e-16,0,77,22,2,5242880,20 22,16,465
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,9437184,20 23,16,466
-1.592105339624906,0.20349673069183893,2,True,4.046035655711836e-17,2.125915238862714e-16,0,77,22,2,6291456,21 22,16,467
-1.5921053396249043,0.2034967306918393,2,True,3.765879415529128e-17,2.125915238862714e-16,0,77,22,2,10485760,21 23,16,468
-1.5921053396249043,0.2034967306918393,2,True,4.0729915544707495e-17,2.125915238862714e-16,0,77,22,2,12582912,22 23,16,469
