intervention_id,intervention_size,block_code_0,block_code_1,block_code_2,block_code_3,block_code_4,block_code_5,block_code_6,block_code_7,block_code_8,candidate_touch_count,cut_edge_touch_count,full_face_count,max_face_edge_touch_count,state_count,new_state_count,edge_count,new_edge_count,cut_edge_count,old_cut_edge_still_cut_count,old_cut_edge_same_side_count,promoted_cut_edge_count,promoted_only_cut_edge_count,lambda_2_x1e12,cut_conductance_x1e12,conductance_reduction_x1e12,support_changed_flag,selected_best_flag,all_nine_flag
171,5,1451,4552,1255,5255,1252,-1,-1,-1,-1,19,6,4,3,933,73,2840,269,8,6,0,8,2,2659463000,4439512000,-110508000,0,0,0
172,5,1451,4552,1255,5255,2145,-1,-1,-1,-1,19,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
173,5,1451,4552,1255,5255,5252,-1,-1,-1,-1,19,6,4,3,933,73,2840,269,8,6,0,8,2,2653436000,4405286000,-76282000,0,0,0
174,5,1451,4552,1255,1252,2145,-1,-1,-1,-1,18,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
175,5,1451,4552,1255,1252,5252,-1,-1,-1,-1,18,6,4,3,918,58,2767,196,7,6,0,7,1,2520675000,4224502000,104502000,0,0,0
176,5,1451,4552,1255,2145,5252,-1,-1,-1,-1,18,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
177,5,1451,4552,5255,1252,2145,-1,-1,-1,-1,18,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
178,5,1451,4552,5255,1252,5252,-1,-1,-1,-1,18,6,4,3,910,50,2740,169,6,6,0,6,0,2431955000,3649635000,679369000,0,0,0
179,5,1451,4552,5255,2145,5252,-1,-1,-1,-1,18,6,4,3,963,103,3008,437,11,6,0,11,5,2652027000,5186233000,-857229000,0,0,0
180,5,1451,4552,1252,2145,5252,-1,-1,-1,-1,17,6,4,3,957,97,2970,399,11,6,0,11,5,2704286000,5378973000,-1049969000,0,0,0
181,5,1451,5125,1255,5255,1252,-1,-1,-1,-1,19,6,4,3,933,73,2840,269,8,6,0,8,2,2659463000,4439512000,-110508000,0,0,0
182,5,1451,5125,1255,5255,2145,-1,-1,-1,-1,19,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
183,5,1451,5125,1255,5255,5252,-1,-1,-1,-1,19,6,4,3,934,74,2843,272,8,6,0,8,2,2653591000,4405286000,-76282000,0,0,0
184,5,1451,5125,1255,1252,2145,-1,-1,-1,-1,18,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
185,5,1451,5125,1255,1252,5252,-1,-1,-1,-1,18,6,4,3,918,58,2767,196,7,6,0,7,1,2520675000,4224502000,104502000,0,0,0
186,5,1451,5125,1255,2145,5252,-1,-1,-1,-1,18,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
187,5,1451,5125,5255,1252,2145,-1,-1,-1,-1,18,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
188,5,1451,5125,5255,1252,5252,-1,-1,-1,-1,18,6,4,3,916,56,2755,184,7,6,0,7,1,2588197000,4229607000,99397000,0,0,0
189,5,1451,5125,5255,2145,5252,-1,-1,-1,-1,18,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
190,5,1451,5125,1252,2145,5252,-1,-1,-1,-1,17,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
191,5,1451,1255,5255,1252,2145,-1,-1,-1,-1,16,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
192,5,1451,1255,5255,1252,5252,-1,-1,-1,-1,16,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
193,5,1451,1255,5255,2145,5252,-1,-1,-1,-1,16,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
194,5,1451,1255,1252,2145,5252,-1,-1,-1,-1,15,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
195,5,1451,5255,1252,2145,5252,-1,-1,-1,-1,15,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
196,5,4512,4552,5125,1255,5255,-1,-1,-1,-1,21,5,2,3,924,64,2806,235,8,6,0,8,2,2659259000,4530011000,-201007000,0,0,0
197,5,4512,4552,5125,1255,1252,-1,-1,-1,-1,20,5,2,3,907,47,2734,163,7,6,0,7,1,2519034000,4355943000,-26939000,0,0,0
198,5,4512,4552,5125,1255,2145,-1,-1,-1,-1,20,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
199,5,4512,4552,5125,1255,5252,-1,-1,-1,-1,20,5,2,3,910,50,2737,166,7,6,0,7,1,2538808000,4313001000,16003000,0,0,0
200,5,4512,4552,5125,5255,1252,-1,-1,-1,-1,20,5,2,3,908,48,2724,153,7,6,0,7,1,2609975000,4345127000,-16123000,0,0,0
201,5,4512,4552,5125,5255,2145,-1,-1,-1,-1,20,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
202,5,4512,4552,5125,5255,5252,-1,-1,-1,-1,20,5,2,3,909,49,2734,163,7,6,0,7,1,2593184000,4297115000,31889000,0,0,0
203,5,4512,4552,5125,1252,2145,-1,-1,-1,-1,19,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
204,5,4512,4552,5125,1252,5252,-1,-1,-1,-1,19,5,2,3,893,33,2654,83,7,6,0,7,1,2674675000,4758668000,-429664000,0,0,0
205,5,4512,4552,5125,2145,5252,-1,-1,-1,-1,19,6,4,3,955,95,2962,391,11,6,0,11,5,2723154000,5437469000,-1108465000,0,0,0
206,5,4512,4552,1255,5255,1252,-1,-1,-1,-1,18,5,2,3,930,70,2831,260,8,6,0,8,2,2662570000,4439512000,-110508000,0,0,0
207,5,4512,4552,1255,5255,2145,-1,-1,-1,-1,18,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
208,5,4512,4552,1255,5255,5252,-1,-1,-1,-1,18,5,2,3,931,71,2834,263,8,6,0,8,2,2655393000,4405286000,-76282000,0,0,0
209,5,4512,4552,1255,1252,2145,-1,-1,-1,-1,17,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
210,5,4512,4552,1255,1252,5252,-1,-1,-1,-1,17,5,2,3,915,55,2758,187,7,6,0,7,1,2523529000,4224502000,104502000,0,0,0
211,5,4512,4552,1255,2145,5252,-1,-1,-1,-1,17,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
212,5,4512,4552,5255,1252,2145,-1,-1,-1,-1,17,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
213,5,4512,4552,5255,1252,5252,-1,-1,-1,-1,17,5,2,3,908,48,2734,163,6,6,0,6,0,2433665000,3649635000,679369000,0,0,0
214,5,4512,4552,5255,2145,5252,-1,-1,-1,-1,17,6,4,3,963,103,3008,437,11,6,0,11,5,2652027000,5186233000,-857229000,0,0,0
215,5,4512,4552,1252,2145,5252,-1,-1,-1,-1,16,6,4,3,957,97,2970,399,11,6,0,11,5,2704286000,5378973000,-1049969000,0,0,0
216,5,4512,5125,1255,5255,1252,-1,-1,-1,-1,18,5,2,3,930,70,2831,260,8,6,0,8,2,2662570000,4439512000,-110508000,0,0,0
217,5,4512,5125,1255,5255,2145,-1,-1,-1,-1,18,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
218,5,4512,5125,1255,5255,5252,-1,-1,-1,-1,18,5,2,3,932,72,2837,266,8,6,0,8,2,2655545000,4405286000,-76282000,0,0,0
219,5,4512,5125,1255,1252,2145,-1,-1,-1,-1,17,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
220,5,4512,5125,1255,1252,5252,-1,-1,-1,-1,17,5,2,3,915,55,2758,187,7,6,0,7,1,2523529000,4224502000,104502000,0,0,0
221,5,4512,5125,1255,2145,5252,-1,-1,-1,-1,17,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
222,5,4512,5125,5255,1252,2145,-1,-1,-1,-1,17,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
223,5,4512,5125,5255,1252,5252,-1,-1,-1,-1,17,5,2,3,914,54,2749,178,7,6,0,7,1,2589987000,4229607000,99397000,0,0,0
224,5,4512,5125,5255,2145,5252,-1,-1,-1,-1,17,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
225,5,4512,5125,1252,2145,5252,-1,-1,-1,-1,16,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
226,5,4512,1255,5255,1252,2145,-1,-1,-1,-1,15,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
227,5,4512,1255,5255,1252,5252,-1,-1,-1,-1,15,5,2,3,936,76,2856,285,8,6,0,8,2,2643172000,4333694000,-4690000,0,0,0
228,5,4512,1255,5255,2145,5252,-1,-1,-1,-1,15,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
229,5,4512,1255,1252,2145,5252,-1,-1,-1,-1,14,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
230,5,4512,5255,1252,2145,5252,-1,-1,-1,-1,14,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
231,5,4552,5125,1255,5255,1252,-1,-1,-1,-1,18,5,2,3,930,70,2831,260,8,6,0,8,2,2662570000,4439512000,-110508000,0,0,0
232,5,4552,5125,1255,5255,2145,-1,-1,-1,-1,18,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
233,5,4552,5125,1255,5255,5252,-1,-1,-1,-1,18,5,2,3,932,72,2837,266,8,6,0,8,2,2655545000,4405286000,-76282000,0,0,0
234,5,4552,5125,1255,1252,2145,-1,-1,-1,-1,17,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
235,5,4552,5125,1255,1252,5252,-1,-1,-1,-1,17,5,2,3,915,55,2758,187,7,6,0,7,1,2523529000,4224502000,104502000,0,0,0
236,5,4552,5125,1255,2145,5252,-1,-1,-1,-1,17,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
237,5,4552,5125,5255,1252,2145,-1,-1,-1,-1,17,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
238,5,4552,5125,5255,1252,5252,-1,-1,-1,-1,17,5,2,3,914,54,2749,178,7,6,0,7,1,2589987000,4229607000,99397000,0,0,0
239,5,4552,5125,5255,2145,5252,-1,-1,-1,-1,17,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
240,5,4552,5125,1252,2145,5252,-1,-1,-1,-1,16,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
241,5,4552,1255,5255,1252,2145,-1,-1,-1,-1,15,6,4,3,972,112,3060,489,11,6,0,11,5,2573599000,4934948000,-605944000,0,0,0
242,5,4552,1255,5255,1252,5252,-1,-1,-1,-1,15,5,2,3,929,69,2834,263,8,6,0,8,2,2653340000,4333694000,-4690000,0,0,0
243,5,4552,1255,5255,2145,5252,-1,-1,-1,-1,15,6,4,3,971,111,3055,484,11,6,0,11,5,2580890000,4957188000,-628184000,0,0,0
244,5,4552,1255,1252,2145,5252,-1,-1,-1,-1,14,6,4,3,964,104,3014,443,11,6,0,11,5,2632988000,5147403000,-818399000,0,0,0
245,5,4552,5255,1252,2145,5252,-1,-1,-1,-1,14,6,4,3,962,102,3008,437,11,6,0,11,5,2644543000,5147403000,-818399000,0,0,0
246,5,5125,1255,5255,1252,2145,-1,-1,-1,-1,15,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
247,5,5125,1255,5255,1252,5252,-1,-1,-1,-1,15,5,2,3,936,76,2856,285,8,6,0,8,2,2643172000,4333694000,-4690000,0,0,0
248,5,5125,1255,5255,2145,5252,-1,-1,-1,-1,15,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
249,5,5125,1255,1252,2145,5252,-1,-1,-1,-1,14,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
250,5,5125,5255,1252,2145,5252,-1,-1,-1,-1,14,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
251,5,1255,5255,1252,2145,5252,-1,-1,-1,-1,12,6,4,3,972,112,3060,489,11,6,0,11,5,2573599000,4934948000,-605944000,0,0,0
252,6,1451,4512,4552,5125,1255,5255,-1,-1,-1,27,6,4,3,927,67,2815,244,8,6,0,8,2,2656178000,4530011000,-201007000,0,0,0
253,6,1451,4512,4552,5125,1255,1252,-1,-1,-1,26,6,4,3,911,51,2745,174,7,6,0,7,1,2515543000,4355943000,-26939000,0,0,0
254,6,1451,4512,4552,5125,1255,2145,-1,-1,-1,26,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
255,6,1451,4512,4552,5125,1255,5252,-1,-1,-1,26,6,4,3,913,53,2746,175,7,6,0,7,1,2535971000,4313001000,16003000,0,0,0
256,6,1451,4512,4552,5125,5255,1252,-1,-1,-1,26,6,4,3,911,51,2733,162,7,6,0,7,1,2607117000,4345127000,-16123000,0,0,0
257,6,1451,4512,4552,5125,5255,2145,-1,-1,-1,26,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
258,6,1451,4512,4552,5125,5255,5252,-1,-1,-1,26,6,4,3,911,51,2740,169,7,6,0,7,1,2591404000,4297115000,31889000,0,0,0
259,6,1451,4512,4552,5125,1252,2145,-1,-1,-1,25,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
260,6,1451,4512,4552,5125,1252,5252,-1,-1,-1,25,6,4,3,896,36,2663,92,7,6,0,7,1,2671945000,4758668000,-429664000,0,0,0
261,6,1451,4512,4552,5125,2145,5252,-1,-1,-1,25,6,4,3,955,95,2962,391,11,6,0,11,5,2723154000,5437469000,-1108465000,0,0,0
262,6,1451,4512,4552,1255,5255,1252,-1,-1,-1,24,6,4,3,933,73,2840,269,8,6,0,8,2,2659463000,4439512000,-110508000,0,0,0
263,6,1451,4512,4552,1255,5255,2145,-1,-1,-1,24,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
264,6,1451,4512,4552,1255,5255,5252,-1,-1,-1,24,6,4,3,933,73,2840,269,8,6,0,8,2,2653436000,4405286000,-76282000,0,0,0
265,6,1451,4512,4552,1255,1252,2145,-1,-1,-1,23,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
266,6,1451,4512,4552,1255,1252,5252,-1,-1,-1,23,6,4,3,918,58,2767,196,7,6,0,7,1,2520675000,4224502000,104502000,0,0,0
267,6,1451,4512,4552,1255,2145,5252,-1,-1,-1,23,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
268,6,1451,4512,4552,5255,1252,2145,-1,-1,-1,23,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
269,6,1451,4512,4552,5255,1252,5252,-1,-1,-1,23,6,4,3,910,50,2740,169,6,6,0,6,0,2431955000,3649635000,679369000,0,0,0
270,6,1451,4512,4552,5255,2145,5252,-1,-1,-1,23,6,4,3,963,103,3008,437,11,6,0,11,5,2652027000,5186233000,-857229000,0,0,0
271,6,1451,4512,4552,1252,2145,5252,-1,-1,-1,22,6,4,3,957,97,2970,399,11,6,0,11,5,2704286000,5378973000,-1049969000,0,0,0
272,6,1451,4512,5125,1255,5255,1252,-1,-1,-1,24,6,4,3,933,73,2840,269,8,6,0,8,2,2659463000,4439512000,-110508000,0,0,0
273,6,1451,4512,5125,1255,5255,2145,-1,-1,-1,24,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
274,6,1451,4512,5125,1255,5255,5252,-1,-1,-1,24,6,4,3,934,74,2843,272,8,6,0,8,2,2653591000,4405286000,-76282000,0,0,0
275,6,1451,4512,5125,1255,1252,2145,-1,-1,-1,23,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
276,6,1451,4512,5125,1255,1252,5252,-1,-1,-1,23,6,4,3,918,58,2767,196,7,6,0,7,1,2520675000,4224502000,104502000,0,0,0
277,6,1451,4512,5125,1255,2145,5252,-1,-1,-1,23,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
278,6,1451,4512,5125,5255,1252,2145,-1,-1,-1,23,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
279,6,1451,4512,5125,5255,1252,5252,-1,-1,-1,23,6,4,3,916,56,2755,184,7,6,0,7,1,2588197000,4229607000,99397000,0,0,0
280,6,1451,4512,5125,5255,2145,5252,-1,-1,-1,23,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
281,6,1451,4512,5125,1252,2145,5252,-1,-1,-1,22,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
282,6,1451,4512,1255,5255,1252,2145,-1,-1,-1,21,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
283,6,1451,4512,1255,5255,1252,5252,-1,-1,-1,21,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
284,6,1451,4512,1255,5255,2145,5252,-1,-1,-1,21,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
285,6,1451,4512,1255,1252,2145,5252,-1,-1,-1,20,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
286,6,1451,4512,5255,1252,2145,5252,-1,-1,-1,20,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
287,6,1451,4552,5125,1255,5255,1252,-1,-1,-1,24,6,4,3,933,73,2840,269,8,6,0,8,2,2659463000,4439512000,-110508000,0,0,0
288,6,1451,4552,5125,1255,5255,2145,-1,-1,-1,24,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
289,6,1451,4552,5125,1255,5255,5252,-1,-1,-1,24,6,4,3,934,74,2843,272,8,6,0,8,2,2653591000,4405286000,-76282000,0,0,0
290,6,1451,4552,5125,1255,1252,2145,-1,-1,-1,23,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
291,6,1451,4552,5125,1255,1252,5252,-1,-1,-1,23,6,4,3,918,58,2767,196,7,6,0,7,1,2520675000,4224502000,104502000,0,0,0
292,6,1451,4552,5125,1255,2145,5252,-1,-1,-1,23,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
293,6,1451,4552,5125,5255,1252,2145,-1,-1,-1,23,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
294,6,1451,4552,5125,5255,1252,5252,-1,-1,-1,23,6,4,3,916,56,2755,184,7,6,0,7,1,2588197000,4229607000,99397000,0,0,0
295,6,1451,4552,5125,5255,2145,5252,-1,-1,-1,23,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
296,6,1451,4552,5125,1252,2145,5252,-1,-1,-1,22,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
297,6,1451,4552,1255,5255,1252,2145,-1,-1,-1,21,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
298,6,1451,4552,1255,5255,1252,5252,-1,-1,-1,21,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
299,6,1451,4552,1255,5255,2145,5252,-1,-1,-1,21,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
300,6,1451,4552,1255,1252,2145,5252,-1,-1,-1,20,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
301,6,1451,4552,5255,1252,2145,5252,-1,-1,-1,20,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
302,6,1451,5125,1255,5255,1252,2145,-1,-1,-1,21,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
303,6,1451,5125,1255,5255,1252,5252,-1,-1,-1,21,6,4,3,938,78,2862,291,8,6,0,8,2,2641215000,4333694000,-4690000,0,0,0
304,6,1451,5125,1255,5255,2145,5252,-1,-1,-1,21,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
305,6,1451,5125,1255,1252,2145,5252,-1,-1,-1,20,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
306,6,1451,5125,5255,1252,2145,5252,-1,-1,-1,20,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
307,6,1451,1255,5255,1252,2145,5252,-1,-1,-1,18,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
308,6,4512,4552,5125,1255,5255,1252,-1,-1,-1,23,5,2,3,930,70,2831,260,8,6,0,8,2,2662570000,4439512000,-110508000,0,0,0
309,6,4512,4552,5125,1255,5255,2145,-1,-1,-1,23,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
310,6,4512,4552,5125,1255,5255,5252,-1,-1,-1,23,5,2,3,932,72,2837,266,8,6,0,8,2,2655545000,4405286000,-76282000,0,0,0
311,6,4512,4552,5125,1255,1252,2145,-1,-1,-1,22,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
312,6,4512,4552,5125,1255,1252,5252,-1,-1,-1,22,5,2,3,915,55,2758,187,7,6,0,7,1,2523529000,4224502000,104502000,0,0,0
313,6,4512,4552,5125,1255,2145,5252,-1,-1,-1,22,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
314,6,4512,4552,5125,5255,1252,2145,-1,-1,-1,22,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
315,6,4512,4552,5125,5255,1252,5252,-1,-1,-1,22,5,2,3,914,54,2749,178,7,6,0,7,1,2589987000,4229607000,99397000,0,0,0
316,6,4512,4552,5125,5255,2145,5252,-1,-1,-1,22,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
317,6,4512,4552,5125,1252,2145,5252,-1,-1,-1,21,6,4,3,958,98,2973,402,11,6,0,11,5,2705919000,5378973000,-1049969000,0,0,0
318,6,4512,4552,1255,5255,1252,2145,-1,-1,-1,20,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
319,6,4512,4552,1255,5255,1252,5252,-1,-1,-1,20,5,2,3,936,76,2856,285,8,6,0,8,2,2643172000,4333694000,-4690000,0,0,0
320,6,4512,4552,1255,5255,2145,5252,-1,-1,-1,20,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
321,6,4512,4552,1255,1252,2145,5252,-1,-1,-1,19,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
322,6,4512,4552,5255,1252,2145,5252,-1,-1,-1,19,6,4,3,965,105,3016,445,11,6,0,11,5,2639397000,5147403000,-818399000,0,0,0
323,6,4512,5125,1255,5255,1252,2145,-1,-1,-1,20,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
324,6,4512,5125,1255,5255,1252,5252,-1,-1,-1,20,5,2,3,936,76,2856,285,8,6,0,8,2,2643172000,4333694000,-4690000,0,0,0
325,6,4512,5125,1255,5255,2145,5252,-1,-1,-1,20,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
326,6,4512,5125,1255,1252,2145,5252,-1,-1,-1,19,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
327,6,4512,5125,5255,1252,2145,5252,-1,-1,-1,19,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
328,6,4512,1255,5255,1252,2145,5252,-1,-1,-1,17,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
329,6,4552,5125,1255,5255,1252,2145,-1,-1,-1,20,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
330,6,4552,5125,1255,5255,1252,5252,-1,-1,-1,20,5,2,3,936,76,2856,285,8,6,0,8,2,2643172000,4333694000,-4690000,0,0,0
331,6,4552,5125,1255,5255,2145,5252,-1,-1,-1,20,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
332,6,4552,5125,1255,1252,2145,5252,-1,-1,-1,19,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
333,6,4552,5125,5255,1252,2145,5252,-1,-1,-1,19,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
334,6,4552,1255,5255,1252,2145,5252,-1,-1,-1,17,6,4,3,972,112,3060,489,11,6,0,11,5,2573599000,4934948000,-605944000,0,0,0
335,6,5125,1255,5255,1252,2145,5252,-1,-1,-1,17,6,4,3,975,115,3068,497,11,6,0,11,5,2568466000,4934948000,-605944000,0,0,0
336,7,1451,4512,4552,5125,1255,5255,1252,-1,-1,29,6,4,3,933,73,2840,269,8,6,0,8,2,2659463000,4439512000,-110508000,0,0,0
337,7,1451,4512,4552,5125,1255,5255,2145,-1,-1,29,6,4,3,974,114,3063,492,11,6,0,11,5,2575756000,4957188000,-628184000,0,0,0
338,7,1451,4512,4552,5125,1255,5255,5252,-1,-1,29,6,4,3,934,74,2843,272,8,6,0,8,2,2653591000,4405286000,-76282000,0,0,0
339,7,1451,4512,4552,5125,1255,1252,2145,-1,-1,28,6,4,3,967,107,3022,451,11,6,0,11,5,2627874000,5147403000,-818399000,0,0,0
340,7,1451,4512,4552,5125,1255,1252,5252,-1,-1,28,6,4,3,918,58,2767,196,7,6,0,7,1,2520675000,4224502000,104502000,0,0,0
341,7,1451,4512,4552,5125,1255,2145,5252,-1,-1,28,6,4,3,965,105,3014,443,11,6,0,11,5,2639289000,5186233000,-857229000,0,0,0
342,7,1451,4512,4552,5125,5255,1252,2145,-1,-1,28,6,4,3,966,106,3019,448,11,6,0,11,5,2640934000,5147403000,-818399000,0,0,0
343,7,1451,4512,4552,5125,5255,1252,5252,-1,-1,28,6,4,3,916,56,2755,184,7,6,0,7,1,2588197000,4229607000,99397000,0,0,0
344,7,1451,4512,4552,5125,5255,2145,5252,-1,-1,28,6,4,3,964,104,3011,440,11,6,0,11,5,2653574000,5186233000,-857229000,0,0,0
