transition_id,edge_id,left_basis_id,right_basis_id,left_raw_row_id,right_raw_row_id,source0_boundary_count,source1_boundary_count,boundary_count,normal_form_delta_t,contact_lift_flag,endpoint_pair_raw_row_flag,operation_row_id,operation_source0_addr,operation_source1_addr,operation_target_addr,operation_coeff,operation_time_component,semantic_transition_flag,obstruction_code
297,297,114,124,628058,658505,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
298,298,115,124,654033,658505,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
299,299,115,125,654033,666281,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
300,300,116,117,401587,402805,0,19,19,1,1,1,-1,-1,-1,-1,0,0,0,0
301,301,116,126,401587,354776,0,19,19,1,1,1,-1,-1,-1,-1,0,0,0,0
302,302,116,127,401587,401486,15,0,15,1,1,1,-1,-1,-1,-1,0,0,0,0
303,303,116,128,401587,402890,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
304,304,116,129,401587,404804,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
305,305,117,130,402805,408126,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
306,306,117,131,402805,420470,0,6,6,1,1,1,-1,-1,-1,-1,0,0,0,0
307,307,118,119,425328,435898,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
308,308,118,131,425328,420470,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
309,309,118,132,425328,426473,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
310,310,118,133,425328,427117,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
311,311,119,120,435898,436193,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
312,312,119,134,435898,435900,43,0,43,1,1,1,-1,-1,-1,-1,0,0,0,0
313,313,119,135,435898,436887,8,0,8,1,1,1,-1,-1,-1,-1,0,0,0,0
314,314,120,135,436193,436887,3,2,5,1,1,1,-1,-1,-1,-1,0,0,0,0
315,315,121,122,511970,561559,0,19,19,1,1,1,-1,-1,-1,-1,0,0,0,0
316,316,121,135,511970,436887,0,4,4,1,1,1,-1,-1,-1,-1,0,0,0,0
317,317,121,136,511970,511937,36,0,36,1,1,1,-1,-1,-1,-1,0,0,0,0
318,318,121,137,511970,516344,7,0,7,1,1,1,-1,-1,-1,-1,0,0,0,0
319,319,122,123,561559,577143,0,19,19,1,1,1,-1,-1,-1,-1,0,0,0,0
320,320,122,138,561559,563610,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
321,321,123,124,577143,658505,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
322,322,123,139,577143,577125,74,0,74,1,1,1,-1,-1,-1,-1,0,0,0,0
323,323,123,140,577143,580237,4,0,4,1,1,1,-1,-1,-1,-1,0,0,0,0
324,324,123,141,577143,585330,21,0,21,1,1,1,-1,-1,-1,-1,0,0,0,0
325,325,123,142,577143,588797,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
326,326,124,125,658505,666281,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
327,327,124,143,658505,658357,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
328,328,124,144,658505,662186,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
329,329,125,145,666281,668292,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
330,330,126,127,354776,401486,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
331,331,126,148,354776,678547,733,0,733,1,1,1,-1,-1,-1,-1,0,0,0,0
332,332,127,128,401486,402890,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
333,333,127,146,401486,720274,15,0,15,1,1,1,-1,-1,-1,-1,0,0,0,0
334,334,128,129,402890,404804,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
335,335,128,146,402890,720274,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
336,336,129,130,404804,408126,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
337,337,129,146,404804,720274,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
338,338,130,131,408126,420470,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
339,339,130,146,408126,720274,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
340,340,131,132,420470,426473,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
341,341,131,158,420470,735674,18,0,18,1,1,1,-1,-1,-1,-1,0,0,0,0
342,342,132,133,426473,427117,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
343,343,132,158,426473,735674,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
344,344,133,134,427117,435900,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
345,345,133,158,427117,735674,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
346,346,134,135,435900,436887,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
347,347,134,147,435900,746894,43,0,43,1,1,1,-1,-1,-1,-1,0,0,0,0
348,348,135,136,436887,511937,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
349,349,135,147,436887,746894,21,0,21,1,1,1,-1,-1,-1,-1,0,0,0,0
350,350,136,137,511937,516344,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
351,351,136,155,511937,812663,36,0,36,1,1,1,-1,-1,-1,-1,0,0,0,0
352,352,137,138,516344,563610,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
353,353,137,155,516344,812663,7,0,7,1,1,1,-1,-1,-1,-1,0,0,0,0
354,354,138,139,563610,577125,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
355,355,138,155,563610,812663,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
356,356,139,140,577125,580237,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
357,357,139,151,577125,869825,74,0,74,1,1,1,-1,-1,-1,-1,0,0,0,0
358,358,140,141,580237,585330,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
359,359,140,151,580237,869825,4,0,4,1,1,1,-1,-1,-1,-1,0,0,0,0
360,360,141,142,585330,588797,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
361,361,141,151,585330,869825,21,0,21,1,1,1,-1,-1,-1,-1,0,0,0,0
362,362,142,143,588797,658357,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
363,363,142,151,588797,869825,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
364,364,143,144,658357,662186,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
365,365,143,151,658357,869825,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
366,366,144,145,662186,668292,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
367,367,144,151,662186,869825,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
368,368,145,151,668292,869825,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
369,369,146,148,720274,678547,0,163,163,1,1,1,-1,-1,-1,-1,0,0,0,0
370,370,146,149,720274,721485,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
371,371,146,158,720274,735674,0,163,163,1,1,1,-1,-1,-1,-1,0,0,0,0
372,372,146,171,720274,720309,19,0,19,1,1,1,-1,-1,-1,-1,0,0,0,0
373,373,147,150,746894,750899,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
374,374,147,155,746894,812663,0,164,164,1,1,1,-1,-1,-1,-1,0,0,0,0
375,375,147,158,746894,735674,0,164,164,1,1,1,-1,-1,-1,-1,0,0,0,0
376,376,147,159,746894,745701,62,0,62,1,1,1,-1,-1,-1,-1,0,0,0,0
377,377,147,160,746894,747749,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
378,378,148,152,678547,678525,728,0,728,1,1,1,-1,-1,-1,-1,0,0,0,0
379,379,148,170,678547,680365,5,0,5,1,1,1,-1,-1,-1,-1,0,0,0,0
380,380,148,171,678547,720309,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
381,381,149,153,721485,722805,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
382,382,149,158,721485,735674,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
383,383,149,171,721485,720309,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
384,384,150,154,750899,752434,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
385,385,150,155,750899,812663,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
386,386,150,160,750899,747749,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
387,387,151,155,869825,812663,0,167,167,1,1,1,-1,-1,-1,-1,0,0,0,0
388,388,151,156,869825,869829,103,0,103,1,1,1,-1,-1,-1,-1,0,0,0,0
389,389,151,186,869825,901017,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
390,390,152,169,678525,678550,727,0,727,1,1,1,-1,-1,-1,-1,0,0,0,0
391,391,152,170,678525,680365,1,2,3,1,1,1,-1,-1,-1,-1,0,0,0,0
392,392,153,157,722805,726884,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
393,393,153,158,722805,735674,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
394,394,153,171,722805,720309,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
395,395,154,155,752434,812663,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
396,396,154,160,752434,747749,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
397,397,154,161,752434,769186,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
398,398,155,156,812663,869829,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
399,399,155,162,812663,811059,40,0,40,1,1,1,-1,-1,-1,-1,0,0,0,0
400,400,155,163,812663,813110,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
401,401,155,164,812663,816289,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
402,402,155,183,812663,818932,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
403,403,156,165,869829,868857,90,0,90,1,1,1,-1,-1,-1,-1,0,0,0,0
404,404,156,166,869829,870190,9,0,9,1,1,1,-1,-1,-1,-1,0,0,0,0
405,405,156,167,869829,877127,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
406,406,156,168,869829,893846,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
407,407,156,186,869829,901017,1,1,2,1,1,1,-1,-1,-1,-1,0,0,0,0
408,408,157,158,726884,735674,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
409,409,157,171,726884,720309,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
410,410,157,172,726884,734367,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
411,411,158,159,735674,745701,0,5,5,1,1,1,-1,-1,-1,-1,0,0,0,0
412,412,158,173,735674,735042,19,0,19,1,1,1,-1,-1,-1,-1,0,0,0,0
413,413,158,174,735674,737749,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
414,414,159,160,745701,747749,0,5,5,1,1,1,-1,-1,-1,-1,0,0,0,0
415,415,159,175,745701,747479,53,0,53,1,1,1,-1,-1,-1,-1,0,0,0,0
416,416,159,176,745701,749541,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
417,417,159,177,745701,751587,6,0,6,1,1,1,-1,-1,-1,-1,0,0,0,0
418,418,159,178,745701,761815,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
419,419,160,161,747749,769186,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
420,420,160,178,747749,761815,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
421,421,161,162,769186,811059,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
422,422,161,179,769186,796482,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
423,423,162,163,811059,813110,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
424,424,162,180,811059,812360,36,0,36,1,1,1,-1,-1,-1,-1,0,0,0,0
425,425,162,181,811059,813710,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
426,426,162,182,811059,816193,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
427,427,163,164,813110,816289,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
428,428,163,182,813110,816193,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
429,429,164,183,816289,818932,1,1,2,1,1,1,-1,-1,-1,-1,0,0,0,0
430,430,165,166,868857,870190,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
431,431,165,183,868857,818932,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
432,432,165,184,868857,868289,87,0,87,1,1,1,-1,-1,-1,-1,0,0,0,0
433,433,165,185,868857,878594,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
434,434,166,167,870190,877127,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
435,435,166,186,870190,901017,9,0,9,1,1,1,-1,-1,-1,-1,0,0,0,0
436,436,167,168,877127,893846,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
437,437,167,186,877127,901017,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
438,438,168,186,893846,901017,1,1,2,1,1,1,-1,-1,-1,-1,0,0,0,0
439,439,169,170,678550,680365,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
440,440,169,190,678550,960900,727,0,727,1,1,1,-1,-1,-1,-1,0,0,0,0
441,441,170,171,680365,720309,0,4,4,1,1,1,-1,-1,-1,-1,0,0,0,0
442,442,170,190,680365,960900,6,0,6,1,1,1,-1,-1,-1,-1,0,0,0,0
443,443,171,172,720309,734367,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
444,444,171,193,720309,1027586,19,0,19,1,1,1,-1,-1,-1,-1,0,0,0,0
445,445,172,173,734367,735042,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
446,446,172,193,734367,1027586,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
447,447,173,174,735042,737749,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
448,448,173,199,735042,1057186,19,0,19,1,1,1,-1,-1,-1,-1,0,0,0,0
449,449,174,175,737749,747479,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
450,450,174,199,737749,1057186,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
451,451,175,176,747479,749541,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
452,452,175,187,747479,1078832,53,0,53,1,1,1,-1,-1,-1,-1,0,0,0,0
453,453,176,177,749541,751587,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
454,454,176,187,749541,1078832,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
455,455,177,178,751587,761815,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
456,456,177,187,751587,1078832,6,0,6,1,1,1,-1,-1,-1,-1,0,0,0,0
457,457,178,179,761815,796482,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
458,458,178,187,761815,1078832,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
459,459,179,180,796482,812360,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
460,460,179,187,796482,1078832,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
461,461,180,181,812360,813710,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
462,462,180,188,812360,1179795,36,0,36,1,1,1,-1,-1,-1,-1,0,0,0,0
463,463,181,182,813710,816193,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
464,464,181,188,813710,1179795,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
465,465,182,183,816193,818932,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
466,466,182,188,816193,1179795,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
467,467,183,184,818932,868289,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
468,468,183,188,818932,1179795,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
469,469,184,185,868289,878594,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
470,470,184,189,868289,1271332,87,0,87,1,1,1,-1,-1,-1,-1,0,0,0,0
471,471,185,186,878594,901017,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
472,472,185,189,878594,1271332,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
473,473,186,189,901017,1271332,14,0,14,1,1,1,-1,-1,-1,-1,0,0,0,0
474,474,187,188,1078832,1179795,0,258,258,1,1,1,-1,-1,-1,-1,0,0,0,0
475,475,187,192,1078832,1083060,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
476,476,187,198,1078832,1078479,63,0,63,1,1,1,-1,-1,-1,-1,0,0,0,0
477,477,187,199,1078832,1057186,0,258,258,1,1,1,-1,-1,-1,-1,0,0,0,0
478,478,188,189,1179795,1271332,0,269,269,1,1,1,-1,-1,-1,-1,0,0,0,0
479,479,188,191,1179795,1186422,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
480,480,188,192,1179795,1083060,0,11,11,1,1,1,-1,-1,-1,-1,0,0,0,0
481,481,188,195,1179795,1180947,42,0,42,1,1,1,-1,-1,-1,-1,0,0,0,0
482,482,188,207,1179795,1182018,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
483,483,189,196,1271332,1272933,102,0,102,1,1,1,-1,-1,-1,-1,0,0,0,0
484,484,189,258,1271332,1295177,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
485,485,190,193,960900,1027586,0,270,270,1,1,1,-1,-1,-1,-1,0,0,0,0
486,486,190,201,960900,961967,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
487,487,190,212,960900,960535,732,0,732,1,1,1,-1,-1,-1,-1,0,0,0,0
488,488,191,196,1186422,1272933,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
489,489,191,207,1186422,1182018,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
490,490,191,253,1186422,1197535,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
491,491,192,194,1083060,1086021,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
492,492,192,195,1083060,1180947,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
493,493,192,198,1083060,1078479,0,13,13,1,1,1,-1,-1,-1,-1,0,0,0,0
494,494,193,199,1027586,1057186,0,272,272,1,1,1,-1,-1,-1,-1,0,0,0,0
495,495,193,201,1027586,961967,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
496,496,193,202,1027586,1028296,18,0,18,1,1,1,-1,-1,-1,-1,0,0,0,0
497,497,193,214,1027586,1030898,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
498,498,193,215,1027586,1036021,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
499,499,194,195,1086021,1180947,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
500,500,194,197,1086021,1113806,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
501,501,194,198,1086021,1078479,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
502,502,195,207,1180947,1182018,4,3,7,1,1,1,-1,-1,-1,-1,0,0,0,0
503,503,195,211,1180947,1180560,38,0,38,1,1,1,-1,-1,-1,-1,0,0,0,0
504,504,196,208,1272933,1274509,23,0,23,1,1,1,-1,-1,-1,-1,0,0,0,0
505,505,196,221,1272933,1272107,79,0,79,1,1,1,-1,-1,-1,-1,0,0,0,0
506,506,196,253,1272933,1197535,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
507,507,196,258,1272933,1295177,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
508,508,197,198,1113806,1078479,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
509,509,197,211,1113806,1180560,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
510,510,197,219,1113806,1114474,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
511,511,198,199,1078479,1057186,0,19,19,1,1,1,-1,-1,-1,-1,0,0,0,0
512,512,198,200,1078479,1079071,59,0,59,1,1,1,-1,-1,-1,-1,0,0,0,0
513,513,198,205,1078479,1081527,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
514,514,198,206,1078479,1083047,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
515,515,198,219,1078479,1114474,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
516,516,199,200,1057186,1079071,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
517,517,199,203,1057186,1057185,15,0,15,1,1,1,-1,-1,-1,-1,0,0,0,0
518,518,199,204,1057186,1057845,5,0,5,1,1,1,-1,-1,-1,-1,0,0,0,0
519,519,199,215,1057186,1036021,0,6,6,1,1,1,-1,-1,-1,-1,0,0,0,0
520,520,200,205,1079071,1081527,3,1,4,1,1,1,-1,-1,-1,-1,0,0,0,0
521,521,200,217,1079071,1079836,56,0,56,1,1,1,-1,-1,-1,-1,0,0,0,0
522,522,201,202,961967,1028296,0,7,7,1,1,1,-1,-1,-1,-1,0,0,0,0
523,523,201,209,961967,967329,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
524,524,201,212,961967,960535,0,9,9,1,1,1,-1,-1,-1,-1,0,0,0,0
525,525,202,213,1028296,1028579,13,0,13,1,1,1,-1,-1,-1,-1,0,0,0,0
526,526,202,214,1028296,1030898,5,7,12,1,1,1,-1,-1,-1,-1,0,0,0,0
527,527,203,204,1057185,1057845,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
528,528,203,215,1057185,1036021,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
529,529,203,216,1057185,1063956,9,0,9,1,1,1,-1,-1,-1,-1,0,0,0,0
530,530,203,225,1057185,1057273,5,0,5,1,1,1,-1,-1,-1,-1,0,0,0,0
531,531,203,241,1057185,1058610,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
532,532,204,216,1057845,1063956,5,0,5,1,1,1,-1,-1,-1,-1,0,0,0,0
533,533,204,217,1057845,1079836,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
534,534,205,206,1081527,1083047,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
535,535,205,210,1081527,1080613,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
536,536,205,217,1081527,1079836,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
537,537,205,218,1081527,1091099,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
538,538,206,218,1083047,1091099,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
539,539,206,219,1083047,1114474,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
540,540,207,211,1182018,1180560,0,7,7,1,1,1,-1,-1,-1,-1,0,0,0,0
541,541,207,220,1182018,1185724,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
542,542,207,252,1182018,1192044,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
543,543,207,253,1182018,1197535,1,9,10,1,1,1,-1,-1,-1,-1,0,0,0,0
544,544,208,221,1274509,1272107,0,8,8,1,1,1,-1,-1,-1,-1,0,0,0,0
545,545,208,222,1274509,1274117,21,0,21,1,1,1,-1,-1,-1,-1,0,0,0,0
546,546,208,258,1274509,1295177,2,8,10,1,1,1,-1,-1,-1,-1,0,0,0,0
547,547,209,212,967329,960535,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
548,548,209,213,967329,1028579,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
549,549,209,224,967329,973639,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
550,550,210,217,1080613,1079836,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
551,551,210,218,1080613,1091099,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
552,552,210,245,1080613,1084876,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
553,553,211,219,1180560,1114474,0,7,7,1,1,1,-1,-1,-1,-1,0,0,0,0
554,554,211,220,1180560,1185724,8,2,10,1,1,1,-1,-1,-1,-1,0,0,0,0
555,555,211,228,1180560,1183262,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
556,556,211,249,1180560,1181041,29,0,29,1,1,1,-1,-1,-1,-1,0,0,0,0
557,557,212,223,960535,965179,16,0,16,1,1,1,-1,-1,-1,-1,0,0,0,0
558,558,212,224,960535,973639,1,1,2,1,1,1,-1,-1,-1,-1,0,0,0,0
559,559,212,229,960535,961041,715,0,715,1,1,1,-1,-1,-1,-1,0,0,0,0
560,560,213,214,1028579,1030898,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
561,561,213,224,1028579,973639,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
562,562,213,234,1028579,1028398,10,0,10,1,1,1,-1,-1,-1,-1,0,0,0,0
563,563,213,235,1028579,1030153,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
564,564,214,215,1030898,1036021,0,10,10,1,1,1,-1,-1,-1,-1,0,0,0,0
565,565,214,236,1030898,1031348,3,0,3,1,1,1,-1,-1,-1,-1,0,0,0,0
566,566,214,237,1030898,1034698,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
567,567,214,238,1030898,1035888,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
568,568,215,225,1036021,1057273,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
569,569,215,239,1036021,1056266,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
570,570,216,217,1063956,1079836,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
571,571,216,241,1063956,1058610,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
572,572,216,242,1063956,1064268,12,0,12,1,1,1,-1,-1,-1,-1,0,0,0,0
573,573,216,243,1063956,1066632,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
574,574,217,226,1079836,1081629,4,0,4,1,1,1,-1,-1,-1,-1,0,0,0,0
575,575,217,244,1079836,1079612,52,0,52,1,1,1,-1,-1,-1,-1,0,0,0,0
576,576,217,245,1079836,1084876,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
577,577,218,219,1091099,1114474,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
578,578,218,227,1091099,1140699,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
579,579,218,245,1091099,1084876,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
580,580,218,246,1091099,1139202,4,0,4,1,1,1,-1,-1,-1,-1,0,0,0,0
581,581,219,227,1114474,1140699,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
582,582,219,249,1114474,1181041,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
583,583,220,228,1185724,1183262,0,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0
584,584,220,250,1185724,1185491,9,0,9,1,1,1,-1,-1,-1,-1,0,0,0,0
585,585,220,251,1185724,1187680,1,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0
586,586,220,252,1185724,1192044,0,3,3,1,1,1,-1,-1,-1,-1,0,0,0,0
587,587,221,222,1272107,1274117,0,2,2,1,1,1,-1,-1,-1,-1,0,0,0,0
588,588,221,253,1272107,1197535,0,10,10,1,1,1,-1,-1,-1,-1,0,0,0,0
589,589,221,254,1272107,1272526,44,0,44,1,1,1,-1,-1,-1,-1,0,0,0,0
590,590,221,255,1272107,1275929,2,0,2,1,1,1,-1,-1,-1,-1,0,0,0,0
591,591,221,256,1272107,1281882,22,0,22,1,1,1,-1,-1,-1,-1,0,0,0,0
