weight_type,series,total_dimension_n,count,q_weighted_sum,q_mean,q2_weighted_sum
full_pair_output_support,symmetric_relation_pair_stack,29,47091690558312102750459126963985546745644851707308531426175158970117432840306212435163306863809460155016659605311198639682737511281423647721797,1991661443473854466315337739685121552547339927989825947448842040697443178539536857997884048834499630454321156216439819662266365564777442775403241,42.293267025689914,102987001981683046418981440668360423528566883202851443086756090358791844794155062637371266065379389572433484547623750946157048034255160128434278439
full_pair_output_support,symmetric_relation_pair_stack,30,1523030037698818364734798992384396393281849329037335684353005504529833373588939353465813645378173493582023780728412509965865979329179236988397647212,66635085592285558322769713876016306789586809222612657118820751731686293427206266044802473466453853739116903763815261797287916573567801655911803552506,43.75165554381716,3542820166969064368557886866460915278617019425281432198501986353268721836698093365861007710493976624606082776934518443000486979740498344488338910042724
full_pair_output_support,symmetric_relation_pair_stack,31,47668629329918290725024593425882755758295895165100011088055385828126857563465104427388481330381900616387337175797724753317069756939316428400264576426553,2155100832378100813015297622042300512997488799172678260316374602883821790075770088525238413377945613624051881070686397873144520975805451168191799015908725,45.210044061944394,117724294593594161767055962954630615841114566520457639540604981312262829752692983522111588583547343545196499482945752589906408670150654598937368406664837781
full_pair_output_support,symmetric_relation_pair_stack,32,1445336675597787533928108184582248779415170911765125850983393109285483793948619184143859672162145550938231764480703555364810916520034139846833086329722932822,67451597200640212336547438821763749572735489233249932874680103684546670064828085751789319864228784176109143728495120115176470768153468892143088511888065514288,46.66843258007163,3782974617702670000984084028829700645569106312734182295687290800973078931496450832067820142005701024912528025975230758850384755421931121154653224680165990121422
full_pair_output_support,symmetric_relation_pair_stack,33,42495394753196440585044983694187888874032296596111768761756028117397662749429824781622968828170549898470893305683282539475811699739922538462685543279424621619031,2045168260784424078156922121436901973445030349865594651341412666345937557863153994345197231563279077144447058504640476055995204963546197807239295399937764381810591,48.126821098198874,117684469870498783370737437779064554495156335656276069293347707555048458061609063366057189418980412853859892440339556750520496411497201627025169637407661243226773015
full_pair_output_support,symmetric_relation_pair_stack,34,1212691080071966824975428697703339612455406083206118055550802414574923374167352741258731681079226730015239846001616007939002468076913733971758252326311179259818103628,60131541405217385976496330623189851231596246226640760268122751499901321676211180475275711138477116810287317625412520509547020794078400458953855351146345440710663234754,49.58520961632611,3547825986672760959704776600249294787108665310919427889202460371761659377250514043496773240247941906510603711500883337560720240036632381093781892866867589835439538595594
full_pair_output_support,symmetric_relation_pair_stack,35,33617840990272755989538127664483986247845741734740404838607327246321401584899173802799899758603196208851696045906028224093808886167720761388686031002525028170598569339549,1715975565655435755887333853277845784740436083975958183992402058246486427814402837404593729127664629764738393258912918503743717644302001754912037131975596037244956946678535,51.04359813445335,103746990244516072567982015126482909963754970786985827933387896086061088611058601839132052333059713196136729063340823705889893808558707962827057656517439921984866290300895737
full_pair_output_support,symmetric_relation_pair_stack,36,906056844422834561844701762670940628378459806050823203152050248903155978609916763572443699903979832546855595867105813889702318088812485554780987961873642128316518187525117788,47569784352366945614492697160132858808244880814562840991056294893572519667053283658736105060977686510530576896546939381908227845507900563734025036374766838082157678940441294748,52.501986652580584,2945420110511201506863195568103273209410895829118781920617648170034021134969202247989047504448931615334398731739831320190551973724505918411310254164926201880310773410378490833894
full_pair_output_support,symmetric_relation_pair_stack,37,23759773511528213102973031329437216751302907921936131001573912900258406372149645315028575405247552136234545166605723356335868845773283883521316096571742453508154618017279601440653,1282086292653108472746202501943095118524148971191071717998257438463207730950875807909864687399735817687648851811109596491673876228455707863639809901692101189014191483174045231501229,53.96037517070783,81253855199471285879263999451300890545723180801149316821532846330787972942484975533091545784483096135573158944304467653565849001568485504873571123489411309103228550366990135961587009
full_pair_output_support,symmetric_relation_pair_stack,38,606663299127431239518863639306878238679207552888235221014742878154584297860270687631807293779635666596241938343569492693213524423319612928003449791411552893537474448497526774288011666,33620530013032171161720957380082479316279200161445616675250688891935876703207988553045286783700411390347205486555244251764730119132216153646774809424536269547086066257985228381830518218,55.418763688835064,2179776122661851726519226838435864908557390006426513968887113508454445352000991268902356587101460724824251608531898667122330301657238699649305502933401140752689878096197792492765549046152
