mask,basis_cycle_ids,residue_edge_weight,total_basis_length,total_optical_action,total_connection_log_action,total_entropy_proxy,incidence_vector_mod2
831,0 1 2 3 4 5 8 9,16,54,7501824,305.9291118640014,81.39999999999999,011001100101011111000101110010
832,6 8 9,11,15,2270208,86.84039867354528,24.633333333333333,101010000011000000100101010110
833,0 6 8 9,13,23,3345408,131.6729503720073,36.300000000000004,011001011001000000100101011110
834,1 6 8 9,17,23,3591168,133.75239191368715,38.96666666666667,101100110011101010100101011110
835,0 1 6 8 9,17,31,4666368,178.58494361214917,50.633333333333326,011111101001101010100101010110
836,2 6 8 9,12,20,3044352,116.01824729158034,33.03333333333334,101010001100000000101101010110
837,0 2 6 8 9,14,28,4119552,160.85079899004236,44.7,011001010110000000101101011110
838,1 2 6 8 9,18,28,4365312,162.9302405317222,47.36666666666666,101100111100101010101101011110
839,0 1 2 6 8 9,18,36,5440512,207.76279223018423,59.03333333333333,011111100110101010101101010110
840,3 6 8 9,17,25,3462144,141.44267793436393,37.56666666666667,011110000010111010101101110110
841,0 3 6 8 9,19,33,4537344,186.27522963282595,49.233333333333334,101101011000111010101101111110
842,1 3 6 8 9,15,33,4783104,188.3546711745058,51.89999999999999,011000110010010000101101111110
843,0 1 3 6 8 9,15,41,5858304,233.1872228729678,63.56666666666666,101011101000010000101101110110
844,2 3 6 8 9,18,30,4236288,170.62052655239899,45.96666666666667,011110001101111010100101110110
845,0 2 3 6 8 9,20,38,5311488,215.453078250861,57.633333333333326,101101010111111010100101111110
846,1 2 3 6 8 9,16,38,5557248,217.53251979254085,60.3,011000111101010000100101111110
847,0 1 2 3 6 8 9,16,46,6632448,262.3650714910029,71.96666666666665,101011100111010000100101110110
848,4 6 8 9,11,23,3351552,131.50305133521192,36.36666666666667,000110000011001110100100010010
849,0 4 6 8 9,15,31,4426752,176.33560303367392,48.03333333333333,110101011001001110100100011010
850,1 4 6 8 9,11,31,4672512,178.41504457535376,50.7,000000110011100100100100011010
851,0 1 4 6 8 9,13,39,5747712,223.2475962738158,62.36666666666666,110011101001100100100100010010
852,2 4 6 8 9,12,28,4125696,160.68089995324698,44.766666666666666,000110001100001110101100010010
853,0 2 4 6 8 9,16,36,5200896,205.513451651709,56.43333333333332,110101010110001110101100011010
854,1 2 4 6 8 9,12,36,5446656,207.59289319338885,59.099999999999994,000000111100100100101100011010
855,0 1 2 4 6 8 9,14,44,6521856,252.42544489185084,70.76666666666667,110011100110100100101100010010
856,3 4 6 8 9,13,33,4543488,186.10533059603054,49.3,110010000010110100101100110010
857,0 3 4 6 8 9,13,41,5618688,230.9378822944926,60.96666666666667,000001011000110100101100111010
858,1 3 4 6 8 9,17,41,5864448,233.01732383617244,63.633333333333326,110100110010011110101100111010
859,0 1 3 4 6 8 9,15,49,6939648,277.84987553463446,75.3,000111101000011110101100110010
860,2 3 4 6 8 9,14,38,5317632,215.2831792140656,57.7,110010001101110100100100110010
861,0 2 3 4 6 8 9,14,46,6392832,260.1157309125277,69.36666666666666,000001010111110100100100111010
862,1 2 3 4 6 8 9,18,46,6638592,262.1951724542075,72.03333333333333,110100111101011110100100111010
863,0 1 2 3 4 6 8 9,16,54,7713792,307.02772415266946,83.69999999999999,000111100111011110100100110010
864,5 6 8 9,10,20,2961408,115.61278218347218,32.13333333333333,000110000011000001100100010110
865,0 5 6 8 9,14,28,4036608,160.44533388193418,43.8,110101011001000001100100011110
866,1 5 6 8 9,14,28,4282368,162.52477542361402,46.46666666666667,000000110011101011100100011110
867,0 1 5 6 8 9,16,36,5357568,207.35732712207604,58.133333333333326,110011101001101011100100010110
868,2 5 6 8 9,11,25,3735552,144.79063080150723,40.53333333333334,000110001100000001101100010110
869,0 2 5 6 8 9,15,33,4810752,189.62318249996926,52.2,110101010110000001101100011110
870,1 2 5 6 8 9,15,33,5056512,191.7026240416491,54.86666666666666,000000111100101011101100011110
871,0 1 2 5 6 8 9,17,41,6131712,236.53517574011116,66.53333333333333,110011100110101011101100010110
872,3 5 6 8 9,16,30,4153344,170.21506144429082,45.06666666666666,110010000010111011101100110110
873,0 3 5 6 8 9,16,38,5228544,215.04761314275285,56.733333333333334,000001011000111011101100111110
874,1 3 5 6 8 9,16,38,5474304,217.1270546844327,59.39999999999999,110100110010010001101100111110
875,0 1 3 5 6 8 9,14,46,6549504,261.9596063828947,71.06666666666666,000111101000010001101100110110
876,2 3 5 6 8 9,17,35,4927488,199.3929100623259,53.46666666666667,110010001101111011100100110110
877,0 2 3 5 6 8 9,17,43,6002688,244.2254617607879,65.13333333333333,000001010111111011100100111110
878,1 2 3 5 6 8 9,17,43,6248448,246.30490330246775,67.8,110100111101010001100100111110
879,0 1 2 3 5 6 8 9,15,51,7323648,291.1374550009297,79.46666666666665,000111100111010001100100110110
880,4 5 6 8 9,14,28,4042752,160.27543484513882,43.86666666666667,101010000011001111100101010010
881,0 4 5 6 8 9,16,36,5117952,205.10798654360084,55.53333333333333,011001011001001111100101011010
882,1 4 5 6 8 9,16,36,5363712,207.1874280852807,58.19999999999999,101100110011100101100101011010
883,0 1 4 5 6 8 9,16,44,6438912,252.01997978374268,69.86666666666666,011111101001100101100101010010
884,2 4 5 6 8 9,15,33,4816896,189.4532834631739,52.266666666666666,101010001100001111101101010010
885,0 2 4 5 6 8 9,17,41,5892096,234.2858351616359,63.93333333333332,011001010110001111101101011010
886,1 2 4 5 6 8 9,17,41,6137856,236.36527670331574,66.6,101100111100100101101101011010
887,0 1 2 4 5 6 8 9,17,49,7213056,281.19782840177777,78.26666666666667,011111100110100101101101010010
888,3 4 5 6 8 9,16,38,5234688,214.87771410595744,56.8,011110000010110101101101110010
889,0 3 4 5 6 8 9,18,46,6309888,259.7102658044195,68.46666666666667,101101011000110101101101111010
890,1 3 4 5 6 8 9,18,46,6555648,261.78970734609936,71.13333333333333,011000110010011111101101111010
891,0 1 3 4 5 6 8 9,18,54,7630848,306.6222590445613,82.8,101011101000011111101101110010
892,2 3 4 5 6 8 9,17,43,6008832,244.0555627239925,65.2,011110001101110101100101110010
893,0 2 3 4 5 6 8 9,19,51,7084032,288.8881144224545,76.86666666666666,101101010111110101100101111010
894,1 2 3 4 5 6 8 9,19,51,7329792,290.9675559641344,79.53333333333333,011000111101011111100101111010
895,0 1 2 3 4 5 6 8 9,19,59,8404992,335.8001076625964,91.19999999999999,101011100111011111100101110010
896,7 8 9,13,15,2436096,87.41576281844883,26.433333333333334,011110000001000010010101011110
897,0 7 8 9,15,23,3511296,132.24831451691085,38.1,101101011011000010010101010110
898,1 7 8 9,13,23,3757056,134.3277560585907,40.766666666666666,011000110001101000010101010110
899,0 1 7 8 9,17,31,4832256,179.16030775705272,52.43333333333334,101011101011101000010101011110
900,2 7 8 9,16,20,3210240,116.59361143648391,34.833333333333336,011110001110000010011101011110
901,0 2 7 8 9,14,28,4285440,161.4261631349459,46.5,101101010100000010011101010110
902,1 2 7 8 9,16,28,4531200,163.50560467662575,49.16666666666667,011000111110101000011101010110
903,0 1 2 7 8 9,16,36,5606400,208.33815637508778,60.83333333333333,101011100100101000011101011110
904,3 7 8 9,15,25,3628032,142.01804207926747,39.36666666666667,101010000000111000011101111110
905,0 3 7 8 9,17,33,4703232,186.8505937777295,51.03333333333333,011001011010111000011101110110
906,1 3 7 8 9,15,33,4948992,188.93003531940934,53.7,101100110000010010011101110110
907,0 1 3 7 8 9,19,41,6024192,233.76258701787137,65.36666666666667,011111101010010010011101111110
908,2 3 7 8 9,18,30,4402176,171.19589069730256,47.766666666666666,101010001111111000010101111110
909,0 2 3 7 8 9,16,38,5477376,216.02844239576459,59.43333333333334,011001010101111000010101110110
910,1 2 3 7 8 9,18,38,5723136,218.10788393744443,62.10000000000001,101100111111010010010101110110
911,0 1 2 3 7 8 9,18,46,6798336,262.94043563590645,73.76666666666667,011111100101010010010101111110
912,4 7 8 9,11,23,3517440,132.07841548011547,38.166666666666664,110010000001001100010100011010
913,0 4 7 8 9,11,31,4592640,176.9109671785775,49.83333333333333,000001011011001100010100010010
914,1 4 7 8 9,13,31,4838400,178.99040872025734,52.5,110100110001100110010100010010
915,0 1 4 7 8 9,15,39,5913600,223.82296041871936,64.16666666666667,000111101011100110010100011010
916,2 4 7 8 9,14,28,4291584,161.25626409815055,46.56666666666666,110010001110001100011100011010
917,0 2 4 7 8 9,10,36,5366784,206.08881579661258,58.233333333333334,000001010100001100011100010010
918,1 2 4 7 8 9,16,36,5612544,208.16825733829242,60.900000000000006,110100111110100110011100010010
919,0 1 2 4 7 8 9,14,44,6687744,253.00080903675442,72.56666666666666,000111100100100110011100011010
920,3 4 7 8 9,13,33,4709376,186.68069474093411,51.099999999999994,000110000000110110011100111010
921,0 3 4 7 8 9,17,41,5784576,231.51324643939614,62.766666666666666,110101011010110110011100110010
922,1 3 4 7 8 9,11,41,6030336,233.59268798107598,65.43333333333334,000000110000011100011100110010
923,0 1 3 4 7 8 9,17,49,7105536,278.42523967953804,77.10000000000001,110011101010011100011100111010
924,2 3 4 7 8 9,16,38,5483520,215.85854335896917,59.5,000110001111110110010100111010
925,0 2 3 4 7 8 9,16,46,6558720,260.69109505743126,71.16666666666667,110101010101110110010100110010
926,1 2 3 4 7 8 9,14,46,6804480,262.7705365991111,73.83333333333334,000000111111011100010100110010
927,0 1 2 3 4 7 8 9,16,54,7879680,307.60308829757304,85.49999999999999,110011100101011100010100111010
928,5 7 8 9,12,20,3127296,116.18814632837572,33.93333333333334,110010000001000011010100011110
929,0 5 7 8 9,12,28,4202496,161.02069802683775,45.599999999999994,000001011011000011010100010110
930,1 5 7 8 9,14,28,4448256,163.1001395685176,48.266666666666666,110100110001101001010100010110
931,0 1 5 7 8 9,16,36,5523456,207.93269126697962,59.93333333333334,000111101011101001010100011110
932,2 5 7 8 9,15,25,3901440,145.3659949464108,42.333333333333336,110010001110000011011100011110
933,0 2 5 7 8 9,11,33,4976640,190.19854664487283,54.0,000001010100000011011100010110
934,1 2 5 7 8 9,17,33,5222400,192.27798818655268,56.66666666666667,110100111110101001011100010110
935,0 1 2 5 7 8 9,15,41,6297600,237.1105398850147,68.33333333333333,000111100100101001011100011110
936,3 5 7 8 9,14,30,4319232,170.79042558919437,46.86666666666666,000110000000111001011100111110
937,0 3 5 7 8 9,18,38,5394432,215.6229772876564,58.53333333333333,110101011010111001011100110110
938,1 3 5 7 8 9,12,38,5640192,217.70241882933624,61.2,000000110000010011011100110110
939,0 1 3 5 7 8 9,18,46,6715392,262.5349705277983,72.86666666666667,110011101010010011011100111110
940,2 3 5 7 8 9,17,35,5093376,199.96827420722946,55.266666666666666,000110001111111001010100111110
941,0 2 3 5 7 8 9,17,43,6168576,244.80082590569148,66.93333333333334,110101010101111001010100110110
942,1 2 3 5 7 8 9,15,43,6414336,246.88026744737132,69.60000000000001,000000111111010011010100110110
943,0 1 2 3 5 7 8 9,17,51,7489536,291.7128191458333,81.26666666666665,110011100101010011010100111110
944,4 5 7 8 9,14,28,4208640,160.85079899004236,45.66666666666667,011110000001001101010101011010
945,0 4 5 7 8 9,16,36,5283840,205.6833506885044,57.33333333333333,101101011011001101010101010010
946,1 4 5 7 8 9,14,36,5529600,207.76279223018423,60.0,011000110001100111010101010010
947,0 1 4 5 7 8 9,18,44,6604800,252.59534392864626,71.66666666666667,101011101011100111010101011010
948,2 4 5 7 8 9,17,33,4982784,190.02864760807745,54.06666666666666,011110001110001101011101011010
949,0 2 4 5 7 8 9,15,41,6057984,234.86119930653948,65.73333333333333,101101010100001101011101010010
950,1 2 4 5 7 8 9,17,41,6303744,236.94064084821932,68.4,011000111110100111011101010010
951,0 1 2 4 5 7 8 9,17,49,7378944,281.77319254668134,80.06666666666666,101011100100100111011101011010
952,3 4 5 7 8 9,16,38,5400576,215.453078250861,58.599999999999994,101010000000110111011101111010
953,0 3 4 5 7 8 9,18,46,6475776,260.28562994932304,70.26666666666667,011001011010110111011101110010
954,1 3 4 5 7 8 9,16,46,6721536,262.3650714910029,72.93333333333334,101100110000011101011101110010
955,0 1 3 4 5 7 8 9,20,54,7796736,307.1976231894649,84.6,011111101010011101011101111010
956,2 3 4 5 7 8 9,19,43,6174720,244.63092686889607,67.0,101010001111110111010101111010
957,0 2 3 4 5 7 8 9,17,51,7249920,289.4634785673581,78.66666666666667,011001010101110111010101110010
958,1 2 3 4 5 7 8 9,19,51,7495680,291.542920109038,81.33333333333333,101100111111011101010101110010
959,0 1 2 3 4 5 7 8 9,19,59,8570880,336.3754718075,92.99999999999999,011111100101011101010101111010
960,6 7 8 9,14,20,3339264,117.28675861704386,36.233333333333334,101100000011000010110101011110
961,0 6 7 8 9,16,28,4414464,162.11931031550586,47.900000000000006,011111011001000010110101010110
962,1 6 7 8 9,16,28,4660224,164.1987518571857,50.56666666666666,101010110011101000110101010110
963,0 1 6 7 8 9,16,36,5735424,209.03130355564772,62.233333333333334,011001101001101000110101011110
964,2 6 7 8 9,15,25,4113408,146.46460723507892,44.63333333333334,101100001100000010111101011110
965,0 2 6 7 8 9,17,33,5188608,191.29715893354094,56.3,011111010110000010111101010110
966,1 2 6 7 8 9,17,33,5434368,193.37660047522078,58.96666666666667,101010111100101000111101010110
967,0 1 2 6 7 8 9,17,41,6509568,238.2091521736828,70.63333333333334,011001100110101000111101011110
968,3 6 7 8 9,16,30,4531200,171.8890378778625,49.16666666666667,011000000010111000111101111110
969,0 3 6 7 8 9,18,38,5606400,216.72158957632453,60.83333333333334,101011011000111000111101110110
970,1 3 6 7 8 9,18,38,5852160,218.80103111800437,63.5,011110110010010010111101110110
971,0 1 3 6 7 8 9,18,46,6927360,263.6335828164664,75.16666666666667,101101101000010010111101111110
972,2 3 6 7 8 9,17,35,5305344,201.06688649589756,57.56666666666666,011000001101111000110101111110
973,0 2 3 6 7 8 9,19,43,6380544,245.8994381943596,69.23333333333333,101011010111111000110101110110
974,1 2 3 6 7 8 9,19,43,6626304,247.97887973603943,71.9,011110111101010010110101110110
975,0 1 2 3 6 7 8 9,19,51,7701504,292.81143143450146,83.56666666666665,101101100111010010110101111110
976,4 6 7 8 9,10,28,4420608,161.9494112787105,47.96666666666667,000000000011001100110100011010
977,0 4 6 7 8 9,14,36,5495808,206.78196297717253,59.63333333333334,110011011001001100110100010010
978,1 4 6 7 8 9,14,36,5741568,208.86140451885237,62.3,000110110011100110110100010010
979,0 1 4 6 7 8 9,16,44,6816768,253.69395621731437,73.96666666666667,110101101001100110110100011010
980,2 4 6 7 8 9,11,33,5194752,191.12725989674556,56.36666666666666,000000001100001100111100011010
981,0 2 4 6 7 8 9,15,41,6269952,235.95981159520758,68.03333333333333,110011010110001100111100010010
982,1 2 4 6 7 8 9,15,41,6515712,238.03925313688742,70.7,000110111100100110111100010010
983,0 1 2 4 6 7 8 9,17,49,7590912,282.87180483534945,82.36666666666666,110101100110100110111100011010
984,3 4 6 7 8 9,16,38,5612544,216.55169053952912,60.900000000000006,110100000010110110111100111010
985,0 3 4 6 7 8 9,16,46,6687744,261.3842422379912,72.56666666666668,000111011000110110111100110010
986,1 3 4 6 7 8 9,16,46,6933504,263.46368377967104,75.23333333333333,110010110010011100111100110010
987,0 1 3 4 6 7 8 9,14,54,8008704,308.29623547813304,86.89999999999999,000001101000011100111100111010
988,2 3 4 6 7 8 9,17,43,6386688,245.72953915756418,69.30000000000001,110100001101110110110100111010
989,0 2 3 4 6 7 8 9,17,51,7461888,290.56209085602626,80.96666666666665,000111010111110110110100110010
990,1 2 3 4 6 7 8 9,17,51,7707648,292.64153239770604,83.63333333333333,110010111101011100110100110010
991,0 1 2 3 4 6 7 8 9,15,59,8782848,337.47408409616804,95.29999999999998,000001100111011100110100111010
992,5 6 7 8 9,11,25,4030464,146.05914212697076,43.733333333333334,000000000011000011110100011110
993,0 5 6 7 8 9,15,33,5105664,190.89169382543278,55.39999999999999,110011011001000011110100010110
994,1 5 6 7 8 9,15,33,5351424,192.97113536711262,58.06666666666666,000110110011101001110100010110
995,0 1 5 6 7 8 9,17,41,6426624,237.80368706557462,69.73333333333333,110101101001101001110100011110
996,2 5 6 7 8 9,12,30,4804608,175.2369907450058,52.13333333333334,000000001100000011111100011110
997,0 2 5 6 7 8 9,16,38,5879808,220.06954244346784,63.8,110011010110000011111100010110
998,1 2 5 6 7 8 9,16,38,6125568,222.14898398514768,66.46666666666667,000110111100101001111100010110
999,0 1 2 5 6 7 8 9,18,46,7200768,266.98153568360976,78.13333333333334,110101100110101001111100011110
1000,3 5 6 7 8 9,17,35,5222400,200.66142138778937,56.66666666666667,110100000010111001111100111110
1001,0 3 5 6 7 8 9,17,43,6297600,245.49397308625143,68.33333333333334,000111011000111001111100110110
1002,1 3 5 6 7 8 9,17,43,6543360,247.57341462793127,71.0,110010110010010011111100110110
1003,0 1 3 5 6 7 8 9,15,51,7618560,292.4059663263933,82.66666666666666,000001101000010011111100111110
1004,2 3 5 6 7 8 9,18,40,5996544,229.8392700058245,65.06666666666668,110100001101111001110100111110
1005,0 2 3 5 6 7 8 9,18,48,7071744,274.6718217042865,76.73333333333333,000111010111111001110100110110
1006,1 2 3 5 6 7 8 9,18,48,7317504,276.75126324596636,79.39999999999999,110010111101010011110100110110
1007,0 1 2 3 5 6 7 8 9,16,56,8392704,321.5838149444283,91.06666666666665,000001100111010011110100111110
1008,4 5 6 7 8 9,15,33,5111808,190.72179478863737,55.46666666666667,101100000011001101110101011010
