source_addr,finite_frontier_targets,frontier_min,frontier_max,closure_volume,exact_pair_count,exact_pair_weight
875,985,701,881,248748,170,3408
876,985,701,881,248748,170,3408
877,985,701,881,248748,170,3408
878,985,701,881,248748,170,3408
879,985,701,881,248748,170,3408
880,985,701,881,248748,170,1136
881,985,701,881,248748,284,3408
882,985,701,881,248748,284,3408
883,985,701,881,248748,284,1704
884,985,701,881,248748,284,3408
885,985,701,881,248748,284,3408
886,985,701,881,248748,284,3408
887,985,701,881,248748,284,3408
888,985,701,881,248748,284,3408
889,985,701,881,248748,284,3408
890,985,701,881,248748,284,3408
891,985,701,881,248748,284,3408
892,985,701,881,248748,284,3408
893,985,701,881,248748,284,284
894,985,701,881,248748,284,568
895,985,701,881,248748,284,1704
896,985,701,881,248748,284,1704
897,985,701,881,248748,284,1704
898,985,701,881,248748,284,1704
899,985,701,881,248748,284,1704
900,985,701,881,248748,284,3408
901,985,701,881,248748,284,1704
902,985,701,881,248748,284,1704
903,985,701,881,248748,284,3408
904,985,701,881,248748,284,3408
905,985,701,881,248748,284,1704
906,985,701,881,248748,284,1704
907,985,701,881,248748,284,3408
908,985,701,881,248748,284,1704
909,985,701,881,248748,284,1704
910,985,701,881,248748,284,852
911,985,701,881,248748,284,1704
912,985,701,881,248748,284,852
913,985,701,881,248748,284,1704
914,985,701,881,248748,284,1704
915,985,701,881,248748,284,3408
916,985,701,881,248748,284,1704
917,985,701,881,248748,284,852
918,985,701,881,248748,284,1704
919,985,701,881,248748,284,1704
920,985,701,881,248748,284,3408
921,985,701,881,248748,284,3408
922,985,701,881,248748,284,3408
923,985,701,881,248748,284,1704
924,985,701,881,248748,284,3408
925,985,701,881,248748,284,3408
926,985,701,881,248748,284,1704
927,985,701,881,248748,284,1704
928,985,701,881,248748,284,3408
929,985,701,881,248748,284,1704
930,985,701,881,248748,284,1704
931,985,701,881,248748,284,1704
932,985,701,881,248748,284,852
933,985,701,881,248748,284,1704
934,985,701,881,248748,284,852
935,985,701,881,248748,284,1704
936,985,701,881,248748,284,3408
937,985,701,881,248748,284,1704
938,985,701,881,248748,284,1704
939,985,701,881,248748,284,1704
940,985,701,881,248748,284,852
941,985,701,881,248748,284,1704
942,985,701,881,248748,284,1704
943,985,701,881,248748,284,1704
944,985,701,881,248748,284,3408
945,985,701,881,248748,284,3408
946,985,701,881,248748,284,3408
947,985,701,881,248748,284,3408
948,985,701,881,248748,284,3408
949,985,701,881,248748,284,1704
950,985,701,881,248748,284,3408
951,985,701,881,248748,284,1704
952,985,701,881,248748,284,1704
953,985,701,881,248748,284,1704
954,985,701,881,248748,284,1704
955,985,701,881,248748,284,852
956,985,701,881,248748,284,852
957,985,701,881,248748,284,1704
958,985,701,881,248748,284,3408
959,985,701,881,248746,284,3408
960,985,701,881,248746,284,3408
961,985,701,881,248746,284,1704
962,985,701,881,248746,284,1704
963,985,701,881,248746,284,3408
964,985,701,881,248746,284,3408
965,985,701,881,248746,284,1704
966,985,701,881,248746,284,3408
967,985,701,881,248746,284,1704
968,985,701,881,248746,284,1704
969,985,701,881,248746,284,1704
970,985,701,893,248718,284,3408
971,985,701,893,248712,284,1704
972,985,701,893,248710,284,1704
973,985,701,893,248660,284,852
974,985,701,893,248660,284,568
975,985,701,893,248659,284,284
976,985,701,893,248659,284,568
977,985,701,893,248659,284,284
978,985,701,893,248653,284,852
979,985,701,893,248645,284,1704
980,985,701,893,248508,284,1704
981,985,701,893,248486,284,852
982,985,701,893,248462,284,852
983,985,701,893,247802,284,284
984,985,701,893,247749,284,568
