rank,slack_row_id,face_id,vertex_id,face_type_code,face_size,slack_x1e12,face_weight,tau_num,tau_den
477,1180,21,38,1,6,2638145076845,-484,2638145076845,484
478,1191,21,51,1,6,2638145076845,-484,2638145076845,484
479,1194,21,54,1,6,2638145076845,-484,2638145076845,484
480,950,17,20,1,6,1777482111021,-324,592494037007,108
481,969,17,45,1,6,1777482111021,-324,592494037007,108
482,974,17,50,1,6,1777482111021,-324,592494037007,108
483,562,10,12,0,5,700974816159,-121,700974816159,121
484,564,10,14,0,5,700974816159,-121,700974816159,121
485,577,10,27,0,5,700974816159,-121,700974816159,121
486,578,10,28,0,5,700974816159,-121,700974816159,121
487,586,10,36,0,5,700974816159,-121,700974816159,121
488,588,10,38,0,5,700974816159,-121,700974816159,121
489,590,10,40,0,5,700974816159,-121,700974816159,121
490,594,10,44,0,5,700974816159,-121,700974816159,121
491,601,10,56,0,5,700974816159,-121,700974816159,121
492,602,10,57,0,5,700974816159,-121,700974816159,121
493,984,18,0,1,6,2253244897385,-361,2253244897385,361
494,985,18,1,1,6,2253244897385,-361,2253244897385,361
495,1004,18,20,1,6,2253244897385,-361,2253244897385,361
496,1008,18,24,1,6,2253244897385,-361,2253244897385,361
497,1028,18,50,1,6,2253244897385,-361,2253244897385,361
498,1030,18,52,1,6,2253244897385,-361,2253244897385,361
499,1158,21,12,1,6,3023045256305,-484,3023045256305,484
500,1159,21,13,1,6,3023045256305,-484,3023045256305,484
501,1178,21,36,1,6,3023045256305,-484,3023045256305,484
502,1181,21,39,1,6,3023045256305,-484,3023045256305,484
503,1190,21,50,1,6,3023045256305,-484,3023045256305,484
504,1192,21,52,1,6,3023045256305,-484,3023045256305,484
505,738,13,30,1,6,1245563145284,-196,311390786321,49
506,743,13,35,1,6,1245563145284,-196,311390786321,49
507,763,13,55,1,6,1245563145284,-196,311390786321,49
508,991,18,7,1,6,2400263683663,-361,2400263683663,361
509,998,18,14,1,6,2400263683663,-361,2400263683663,361
510,1020,18,38,1,6,2400263683663,-361,2400263683663,361
511,945,17,15,1,6,2253244897385,-324,2253244897385,324
512,946,17,16,1,6,2253244897385,-324,2253244897385,324
513,961,17,35,1,6,2253244897385,-324,2253244897385,324
514,962,17,36,1,6,2253244897385,-324,2253244897385,324
515,979,17,55,1,6,2253244897385,-324,2253244897385,324
516,980,17,56,1,6,2253244897385,-324,2253244897385,324
517,497,9,2,0,5,700974816159,-100,700974816159,100
518,499,9,4,0,5,700974816159,-100,700974816159,100
519,510,9,15,0,5,700974816159,-100,700974816159,100
520,513,9,18,0,5,700974816159,-100,700974816159,100
521,525,9,30,0,5,700974816159,-100,700974816159,100
522,528,9,33,0,5,700974816159,-100,700974816159,100
523,536,9,41,0,5,700974816159,-100,700974816159,100
524,539,9,44,0,5,700974816159,-100,700974816159,100
525,545,9,55,0,5,700974816159,-100,700974816159,100
526,547,9,57,0,5,700974816159,-100,700974816159,100
527,722,13,12,1,6,1392581931561,-196,1392581931561,196
528,724,13,14,1,6,1392581931561,-196,1392581931561,196
529,731,13,23,1,6,1392581931561,-196,1392581931561,196
530,732,13,24,1,6,1392581931561,-196,1392581931561,196
531,755,13,47,1,6,1392581931561,-196,1392581931561,196
532,757,13,49,1,6,1392581931561,-196,1392581931561,196
533,348,6,18,0,5,350487408079,-49,350487408079,49
534,353,6,23,0,5,350487408079,-49,350487408079,49
535,356,6,26,0,5,350487408079,-49,350487408079,49
536,366,6,41,0,5,350487408079,-49,350487408079,49
537,372,6,47,0,5,350487408079,-49,350487408079,49
538,989,18,5,1,6,2638145076845,-361,2638145076845,361
539,992,18,8,1,6,2638145076845,-361,2638145076845,361
540,994,18,10,1,6,2638145076845,-361,2638145076845,361
541,997,18,13,1,6,2638145076845,-361,2638145076845,361
542,1019,18,37,1,6,2638145076845,-361,2638145076845,361
543,1021,18,39,1,6,2638145076845,-361,2638145076845,361
544,933,17,3,1,6,2400263683663,-324,2400263683663,324
545,938,17,8,1,6,2400263683663,-324,2400263683663,324
546,943,17,13,1,6,2400263683663,-324,2400263683663,324
547,932,17,2,1,6,2638145076845,-324,2638145076845,324
548,934,17,4,1,6,2638145076845,-324,2638145076845,324
549,937,17,7,1,6,2638145076845,-324,2638145076845,324
550,939,17,9,1,6,2638145076845,-324,2638145076845,324
551,942,17,12,1,6,2638145076845,-324,2638145076845,324
552,944,17,14,1,6,2638145076845,-324,2638145076845,324
553,739,13,31,1,6,1630463324743,-196,1630463324743,196
554,742,13,34,1,6,1630463324743,-196,1630463324743,196
555,744,13,36,1,6,1630463324743,-196,1630463324743,196
556,745,13,37,1,6,1630463324743,-196,1630463324743,196
557,764,13,56,1,6,1630463324743,-196,1630463324743,196
558,766,13,58,1,6,1630463324743,-196,1630463324743,196
559,990,18,6,1,6,3023045256305,-361,3023045256305,361
560,993,18,9,1,6,3023045256305,-361,3023045256305,361
561,995,18,11,1,6,3023045256305,-361,3023045256305,361
562,996,18,12,1,6,3023045256305,-361,3023045256305,361
563,1017,18,35,1,6,3023045256305,-361,3023045256305,361
564,1018,18,36,1,6,3023045256305,-361,3023045256305,361
565,466,8,26,0,5,700974816159,-81,233658272053,27
566,469,8,29,0,5,700974816159,-81,233658272053,27
567,472,8,32,0,5,700974816159,-81,233658272053,27
568,474,8,34,0,5,700974816159,-81,233658272053,27
569,482,8,47,0,5,700974816159,-81,233658272053,27
570,484,8,49,0,5,700974816159,-81,233658272053,27
571,486,8,51,0,5,700974816159,-81,233658272053,27
572,489,8,54,0,5,700974816159,-81,233658272053,27
573,493,8,58,0,5,700974816159,-81,233658272053,27
574,494,8,59,0,5,700974816159,-81,233658272053,27
575,605,11,0,0,5,1268075355060,-144,105672946255,12
576,607,11,2,0,5,1268075355060,-144,105672946255,12
577,616,11,11,0,5,1268075355060,-144,105672946255,12
578,617,11,12,0,5,1268075355060,-144,105672946255,12
579,645,11,40,0,5,1268075355060,-144,105672946255,12
580,646,11,41,0,5,1268075355060,-144,105672946255,12
581,651,11,46,0,5,1268075355060,-144,105672946255,12
582,652,11,47,0,5,1268075355060,-144,105672946255,12
583,656,11,51,0,5,1268075355060,-144,105672946255,12
584,657,11,52,0,5,1268075355060,-144,105672946255,12
585,723,13,13,1,6,1777482111021,-196,1777482111021,196
586,730,13,22,1,6,1777482111021,-196,1777482111021,196
587,756,13,48,1,6,1777482111021,-196,1777482111021,196
588,930,17,0,1,6,3023045256305,-324,3023045256305,324
589,931,17,1,1,6,3023045256305,-324,3023045256305,324
590,935,17,5,1,6,3023045256305,-324,3023045256305,324
591,936,17,6,1,6,3023045256305,-324,3023045256305,324
592,940,17,10,1,6,3023045256305,-324,3023045256305,324
593,941,17,11,1,6,3023045256305,-324,3023045256305,324
594,297,5,22,0,5,350487408079,-36,350487408079,36
595,302,5,32,0,5,350487408079,-36,350487408079,36
596,308,5,38,0,5,350487408079,-36,350487408079,36
597,310,5,40,0,5,350487408079,-36,350487408079,36
598,321,5,51,0,5,350487408079,-36,350487408079,36
599,560,10,10,0,5,1268075355060,-121,1268075355060,121
600,561,10,11,0,5,1268075355060,-121,1268075355060,121
601,575,10,25,0,5,1268075355060,-121,1268075355060,121
602,576,10,26,0,5,1268075355060,-121,1268075355060,121
603,585,10,35,0,5,1268075355060,-121,1268075355060,121
604,587,10,37,0,5,1268075355060,-121,1268075355060,121
605,591,10,41,0,5,1268075355060,-121,1268075355060,121
606,592,10,42,0,5,1268075355060,-121,1268075355060,121
607,600,10,55,0,5,1268075355060,-121,1268075355060,121
608,603,10,58,0,5,1268075355060,-121,1268075355060,121
609,740,13,32,1,6,2253244897385,-196,2253244897385,196
610,741,13,33,1,6,2253244897385,-196,2253244897385,196
611,746,13,38,1,6,2253244897385,-196,2253244897385,196
612,747,13,39,1,6,2253244897385,-196,2253244897385,196
613,765,13,57,1,6,2253244897385,-196,2253244897385,196
614,767,13,59,1,6,2253244897385,-196,2253244897385,196
615,733,13,25,1,6,2400263683663,-196,2400263683663,196
616,750,13,42,1,6,2400263683663,-196,2400263683663,196
617,758,13,50,1,6,2400263683663,-196,2400263683663,196
618,495,9,0,0,5,1268075355060,-100,63403767753,5
619,496,9,1,0,5,1268075355060,-100,63403767753,5
620,511,9,16,0,5,1268075355060,-100,63403767753,5
621,512,9,17,0,5,1268075355060,-100,63403767753,5
622,526,9,31,0,5,1268075355060,-100,63403767753,5
623,527,9,32,0,5,1268075355060,-100,63403767753,5
624,535,9,40,0,5,1268075355060,-100,63403767753,5
625,538,9,43,0,5,1268075355060,-100,63403767753,5
626,546,9,56,0,5,1268075355060,-100,63403767753,5
627,549,9,59,0,5,1268075355060,-100,63403767753,5
628,610,11,5,0,5,1835175893962,-144,917587946981,72
629,611,11,6,0,5,1835175893962,-144,917587946981,72
630,620,11,15,0,5,1835175893962,-144,917587946981,72
631,624,11,19,0,5,1835175893962,-144,917587946981,72
632,633,11,28,0,5,1835175893962,-144,917587946981,72
633,634,11,29,0,5,1835175893962,-144,917587946981,72
634,638,11,33,0,5,1835175893962,-144,917587946981,72
635,639,11,34,0,5,1835175893962,-144,917587946981,72
636,641,11,36,0,5,1835175893962,-144,917587946981,72
637,644,11,39,0,5,1835175893962,-144,917587946981,72
638,734,13,26,1,6,2638145076845,-196,2638145076845,196
639,735,13,27,1,6,2638145076845,-196,2638145076845,196
640,749,13,41,1,6,2638145076845,-196,2638145076845,196
641,752,13,44,1,6,2638145076845,-196,2638145076845,196
642,760,13,52,1,6,2638145076845,-196,2638145076845,196
643,762,13,54,1,6,2638145076845,-196,2638145076845,196
644,347,6,17,0,5,700974816159,-49,700974816159,49
645,349,6,19,0,5,700974816159,-49,700974816159,49
646,351,6,21,0,5,700974816159,-49,700974816159,49
647,352,6,22,0,5,700974816159,-49,700974816159,49
648,355,6,25,0,5,700974816159,-49,700974816159,49
649,358,6,28,0,5,700974816159,-49,700974816159,49
650,365,6,40,0,5,700974816159,-49,700974816159,49
651,367,6,42,0,5,700974816159,-49,700974816159,49
652,371,6,46,0,5,700974816159,-49,700974816159,49
653,373,6,48,0,5,700974816159,-49,700974816159,49
654,551,10,1,0,5,1835175893962,-121,1835175893962,121
655,554,10,4,0,5,1835175893962,-121,1835175893962,121
656,556,10,6,0,5,1835175893962,-121,1835175893962,121
657,559,10,9,0,5,1835175893962,-121,1835175893962,121
658,572,10,22,0,5,1835175893962,-121,1835175893962,121
659,574,10,24,0,5,1835175893962,-121,1835175893962,121
660,582,10,32,0,5,1835175893962,-121,1835175893962,121
661,583,10,33,0,5,1835175893962,-121,1835175893962,121
662,598,10,48,0,5,1835175893962,-121,1835175893962,121
663,599,10,49,0,5,1835175893962,-121,1835175893962,121
664,736,13,28,1,6,3023045256305,-196,3023045256305,196
665,737,13,29,1,6,3023045256305,-196,3023045256305,196
666,748,13,40,1,6,3023045256305,-196,3023045256305,196
667,751,13,43,1,6,3023045256305,-196,3023045256305,196
668,759,13,51,1,6,3023045256305,-196,3023045256305,196
669,761,13,53,1,6,3023045256305,-196,3023045256305,196
670,465,8,25,0,5,1268075355060,-81,422691785020,27
671,467,8,27,0,5,1268075355060,-81,422691785020,27
672,470,8,30,0,5,1268075355060,-81,422691785020,27
673,471,8,31,0,5,1268075355060,-81,422691785020,27
674,480,8,45,0,5,1268075355060,-81,422691785020,27
675,481,8,46,0,5,1268075355060,-81,422691785020,27
676,485,8,50,0,5,1268075355060,-81,422691785020,27
677,487,8,52,0,5,1268075355060,-81,422691785020,27
678,490,8,55,0,5,1268075355060,-81,422691785020,27
679,491,8,56,0,5,1268075355060,-81,422691785020,27
680,612,11,7,0,5,2402276432863,-144,2402276432863,144
681,614,11,9,0,5,2402276432863,-144,2402276432863,144
682,621,11,16,0,5,2402276432863,-144,2402276432863,144
683,623,11,18,0,5,2402276432863,-144,2402276432863,144
684,631,11,26,0,5,2402276432863,-144,2402276432863,144
685,632,11,27,0,5,2402276432863,-144,2402276432863,144
686,635,11,30,0,5,2402276432863,-144,2402276432863,144
687,637,11,32,0,5,2402276432863,-144,2402276432863,144
688,640,11,35,0,5,2402276432863,-144,2402276432863,144
689,643,11,38,0,5,2402276432863,-144,2402276432863,144
690,500,9,5,0,5,1835175893962,-100,917587946981,50
691,502,9,7,0,5,1835175893962,-100,917587946981,50
692,505,9,10,0,5,1835175893962,-100,917587946981,50
693,509,9,14,0,5,1835175893962,-100,917587946981,50
694,516,9,21,0,5,1835175893962,-100,917587946981,50
695,518,9,23,0,5,1835175893962,-100,917587946981,50
696,521,9,26,0,5,1835175893962,-100,917587946981,50
697,523,9,28,0,5,1835175893962,-100,917587946981,50
698,543,9,53,0,5,1835175893962,-100,917587946981,50
699,544,9,54,0,5,1835175893962,-100,917587946981,50
700,613,11,8,0,5,2752763840942,-144,1376381920471,72
701,622,11,17,0,5,2752763840942,-144,1376381920471,72
702,630,11,25,0,5,2752763840942,-144,1376381920471,72
703,636,11,31,0,5,2752763840942,-144,1376381920471,72
704,642,11,37,0,5,2752763840942,-144,1376381920471,72
705,298,5,23,0,5,700974816159,-36,233658272053,12
706,299,5,24,0,5,700974816159,-36,233658272053,12
707,301,5,31,0,5,700974816159,-36,233658272053,12
708,303,5,33,0,5,700974816159,-36,233658272053,12
709,307,5,37,0,5,700974816159,-36,233658272053,12
710,309,5,39,0,5,700974816159,-36,233658272053,12
711,311,5,41,0,5,700974816159,-36,233658272053,12
712,313,5,43,0,5,700974816159,-36,233658272053,12
713,322,5,52,0,5,700974816159,-36,233658272053,12
714,323,5,53,0,5,700974816159,-36,233658272053,12
715,550,10,0,0,5,2402276432863,-121,2402276432863,121
716,553,10,3,0,5,2402276432863,-121,2402276432863,121
717,555,10,5,0,5,2402276432863,-121,2402276432863,121
718,558,10,8,0,5,2402276432863,-121,2402276432863,121
719,570,10,20,0,5,2402276432863,-121,2402276432863,121
720,573,10,23,0,5,2402276432863,-121,2402276432863,121
721,581,10,31,0,5,2402276432863,-121,2402276432863,121
722,584,10,34,0,5,2402276432863,-121,2402276432863,121
723,595,10,45,0,5,2402276432863,-121,2402276432863,121
724,597,10,47,0,5,2402276432863,-121,2402276432863,121
725,625,11,20,0,5,3103251249022,-144,1551625624511,72
726,626,11,21,0,5,3103251249022,-144,1551625624511,72
727,627,11,22,0,5,3103251249022,-144,1551625624511,72
728,628,11,23,0,5,3103251249022,-144,1551625624511,72
729,629,11,24,0,5,3103251249022,-144,1551625624511,72
730,443,8,3,0,5,1835175893962,-81,1835175893962,81
731,444,8,4,0,5,1835175893962,-81,1835175893962,81
732,453,8,13,0,5,1835175893962,-81,1835175893962,81
733,454,8,14,0,5,1835175893962,-81,1835175893962,81
734,458,8,18,0,5,1835175893962,-81,1835175893962,81
735,459,8,19,0,5,1835175893962,-81,1835175893962,81
736,462,8,22,0,5,1835175893962,-81,1835175893962,81
737,463,8,23,0,5,1835175893962,-81,1835175893962,81
738,478,8,38,0,5,1835175893962,-81,1835175893962,81
739,479,8,39,0,5,1835175893962,-81,1835175893962,81
740,552,10,2,0,5,2752763840942,-121,2752763840942,121
741,557,10,7,0,5,2752763840942,-121,2752763840942,121
742,571,10,21,0,5,2752763840942,-121,2752763840942,121
743,580,10,30,0,5,2752763840942,-121,2752763840942,121
744,596,10,46,0,5,2752763840942,-121,2752763840942,121
745,501,9,6,0,5,2402276432863,-100,2402276432863,100
746,503,9,8,0,5,2402276432863,-100,2402276432863,100
747,506,9,11,0,5,2402276432863,-100,2402276432863,100
748,508,9,13,0,5,2402276432863,-100,2402276432863,100
749,515,9,20,0,5,2402276432863,-100,2402276432863,100
750,517,9,22,0,5,2402276432863,-100,2402276432863,100
751,520,9,25,0,5,2402276432863,-100,2402276432863,100
752,524,9,29,0,5,2402276432863,-100,2402276432863,100
753,540,9,50,0,5,2402276432863,-100,2402276432863,100
754,541,9,51,0,5,2402276432863,-100,2402276432863,100
755,565,10,15,0,5,3103251249022,-121,3103251249022,121
756,566,10,16,0,5,3103251249022,-121,3103251249022,121
757,567,10,17,0,5,3103251249022,-121,3103251249022,121
758,568,10,18,0,5,3103251249022,-121,3103251249022,121
759,569,10,19,0,5,3103251249022,-121,3103251249022,121
760,345,6,15,0,5,1268075355060,-49,1268075355060,49
761,346,6,16,0,5,1268075355060,-49,1268075355060,49
762,350,6,20,0,5,1268075355060,-49,1268075355060,49
763,354,6,24,0,5,1268075355060,-49,1268075355060,49
764,357,6,27,0,5,1268075355060,-49,1268075355060,49
765,359,6,29,0,5,1268075355060,-49,1268075355060,49
766,368,6,43,0,5,1268075355060,-49,1268075355060,49
767,369,6,44,0,5,1268075355060,-49,1268075355060,49
768,370,6,45,0,5,1268075355060,-49,1268075355060,49
769,374,6,49,0,5,1268075355060,-49,1268075355060,49
770,504,9,9,0,5,2752763840942,-100,1376381920471,50
771,507,9,12,0,5,2752763840942,-100,1376381920471,50
772,519,9,24,0,5,2752763840942,-100,1376381920471,50
773,522,9,27,0,5,2752763840942,-100,1376381920471,50
774,542,9,52,0,5,2752763840942,-100,1376381920471,50
775,441,8,1,0,5,2402276432863,-81,2402276432863,81
776,442,8,2,0,5,2402276432863,-81,2402276432863,81
777,450,8,10,0,5,2402276432863,-81,2402276432863,81
778,452,8,12,0,5,2402276432863,-81,2402276432863,81
779,455,8,15,0,5,2402276432863,-81,2402276432863,81
780,457,8,17,0,5,2402276432863,-81,2402276432863,81
781,461,8,21,0,5,2402276432863,-81,2402276432863,81
782,464,8,24,0,5,2402276432863,-81,2402276432863,81
783,476,8,36,0,5,2402276432863,-81,2402276432863,81
784,477,8,37,0,5,2402276432863,-81,2402276432863,81
785,530,9,35,0,5,3103251249022,-100,1551625624511,50
786,531,9,36,0,5,3103251249022,-100,1551625624511,50
787,532,9,37,0,5,3103251249022,-100,1551625624511,50
788,533,9,38,0,5,3103251249022,-100,1551625624511,50
789,534,9,39,0,5,3103251249022,-100,1551625624511,50
790,440,8,0,0,5,2752763840942,-81,2752763840942,81
791,451,8,11,0,5,2752763840942,-81,2752763840942,81
792,456,8,16,0,5,2752763840942,-81,2752763840942,81
793,460,8,20,0,5,2752763840942,-81,2752763840942,81
794,475,8,35,0,5,2752763840942,-81,2752763840942,81
795,295,5,20,0,5,1268075355060,-36,105672946255,3
796,296,5,21,0,5,1268075355060,-36,105672946255,3
797,300,5,30,0,5,1268075355060,-36,105672946255,3
798,304,5,34,0,5,1268075355060,-36,105672946255,3
799,305,5,35,0,5,1268075355060,-36,105672946255,3
800,306,5,36,0,5,1268075355060,-36,105672946255,3
801,312,5,42,0,5,1268075355060,-36,105672946255,3
802,314,5,44,0,5,1268075355060,-36,105672946255,3
803,320,5,50,0,5,1268075355060,-36,105672946255,3
804,324,5,54,0,5,1268075355060,-36,105672946255,3
805,332,6,2,0,5,1835175893962,-49,1835175893962,49
806,333,6,3,0,5,1835175893962,-49,1835175893962,49
807,337,6,7,0,5,1835175893962,-49,1835175893962,49
808,338,6,8,0,5,1835175893962,-49,1835175893962,49
809,362,6,37,0,5,1835175893962,-49,1835175893962,49
810,363,6,38,0,5,1835175893962,-49,1835175893962,49
811,376,6,51,0,5,1835175893962,-49,1835175893962,49
812,378,6,53,0,5,1835175893962,-49,1835175893962,49
813,382,6,57,0,5,1835175893962,-49,1835175893962,49
814,383,6,58,0,5,1835175893962,-49,1835175893962,49
815,445,8,5,0,5,3103251249022,-81,3103251249022,81
816,446,8,6,0,5,3103251249022,-81,3103251249022,81
817,447,8,7,0,5,3103251249022,-81,3103251249022,81
818,448,8,8,0,5,3103251249022,-81,3103251249022,81
819,449,8,9,0,5,3103251249022,-81,3103251249022,81
820,330,6,0,0,5,2402276432863,-49,2402276432863,49
821,334,6,4,0,5,2402276432863,-49,2402276432863,49
822,335,6,5,0,5,2402276432863,-49,2402276432863,49
823,339,6,9,0,5,2402276432863,-49,2402276432863,49
824,360,6,35,0,5,2402276432863,-49,2402276432863,49
825,364,6,39,0,5,2402276432863,-49,2402276432863,49
826,377,6,52,0,5,2402276432863,-49,2402276432863,49
827,379,6,54,0,5,2402276432863,-49,2402276432863,49
828,380,6,55,0,5,2402276432863,-49,2402276432863,49
829,384,6,59,0,5,2402276432863,-49,2402276432863,49
830,283,5,8,0,5,1835175893962,-36,917587946981,18
831,284,5,9,0,5,1835175893962,-36,917587946981,18
832,287,5,12,0,5,1835175893962,-36,917587946981,18
833,288,5,13,0,5,1835175893962,-36,917587946981,18
834,292,5,17,0,5,1835175893962,-36,917587946981,18
835,293,5,18,0,5,1835175893962,-36,917587946981,18
836,317,5,47,0,5,1835175893962,-36,917587946981,18
837,318,5,48,0,5,1835175893962,-36,917587946981,18
838,327,5,57,0,5,1835175893962,-36,917587946981,18
839,329,5,59,0,5,1835175893962,-36,917587946981,18
840,331,6,1,0,5,2752763840942,-49,2752763840942,49
841,336,6,6,0,5,2752763840942,-49,2752763840942,49
842,361,6,36,0,5,2752763840942,-49,2752763840942,49
843,375,6,50,0,5,2752763840942,-49,2752763840942,49
844,381,6,56,0,5,2752763840942,-49,2752763840942,49
845,340,6,10,0,5,3103251249022,-49,3103251249022,49
846,341,6,11,0,5,3103251249022,-49,3103251249022,49
847,342,6,12,0,5,3103251249022,-49,3103251249022,49
848,343,6,13,0,5,3103251249022,-49,3103251249022,49
849,344,6,14,0,5,3103251249022,-49,3103251249022,49
850,281,5,6,0,5,2402276432863,-36,2402276432863,36
851,282,5,7,0,5,2402276432863,-36,2402276432863,36
852,286,5,11,0,5,2402276432863,-36,2402276432863,36
853,289,5,14,0,5,2402276432863,-36,2402276432863,36
854,291,5,16,0,5,2402276432863,-36,2402276432863,36
855,294,5,19,0,5,2402276432863,-36,2402276432863,36
856,316,5,46,0,5,2402276432863,-36,2402276432863,36
857,319,5,49,0,5,2402276432863,-36,2402276432863,36
858,326,5,56,0,5,2402276432863,-36,2402276432863,36
859,328,5,58,0,5,2402276432863,-36,2402276432863,36
860,280,5,5,0,5,2752763840942,-36,1376381920471,18
861,285,5,10,0,5,2752763840942,-36,1376381920471,18
862,290,5,15,0,5,2752763840942,-36,1376381920471,18
863,315,5,45,0,5,2752763840942,-36,1376381920471,18
864,325,5,55,0,5,2752763840942,-36,1376381920471,18
865,275,5,0,0,5,3103251249022,-36,1551625624511,18
866,276,5,1,0,5,3103251249022,-36,1551625624511,18
867,277,5,2,0,5,3103251249022,-36,1551625624511,18
868,278,5,3,0,5,3103251249022,-36,1551625624511,18
869,279,5,4,0,5,3103251249022,-36,1551625624511,18
