cut_id,left_addr,right_addr,positive_crossing_section_count,reverse_crossing_section_count,total_crossing_section_count,signed_crossing_section_count,positive_crossing_coeff_sum,reverse_crossing_coeff_sum,total_crossing_coeff_sum,signed_crossing_coeff_sum,positive_crossing_coeff_square_sum,reverse_crossing_coeff_square_sum,total_crossing_coeff_square_sum,signed_crossing_coeff_square_sum,projection_count_flag,projection_coeff_flag,projection_coeff_square_flag
259,259,260,16193,258683,274876,-242490,61200,485928,547128,-424728,630842,1381114,2011956,-750272,1,1,1
260,260,261,16209,259321,275530,-243112,61088,487128,548216,-426040,625062,1383374,2008436,-758312,1,1,1
261,261,262,16197,259931,276128,-243734,60912,488264,549176,-427352,619098,1385450,2004548,-766352,1,1,1
262,262,263,16256,260424,276680,-244168,61440,488160,549600,-426720,621824,1378560,2000384,-756736,1,1,1
263,263,264,16317,261551,277868,-245234,59584,490752,550336,-431168,586820,1386780,1973600,-799960,1,1,1
264,264,265,16330,262630,278960,-246300,57600,493216,550816,-435616,551416,1394600,1946016,-843184,1,1,1
265,265,266,16279,263645,279924,-247366,55488,495552,551040,-440064,515668,1402076,1917744,-886408,1,1,1
266,266,267,16180,264612,280792,-248432,53248,497760,551008,-444512,479520,1409152,1888672,-929632,1,1,1
267,267,268,16023,265521,281544,-249498,50880,499840,550720,-448960,443012,1415868,1858880,-972856,1,1,1
268,268,269,15806,266370,282176,-250564,48384,501792,550176,-453408,406112,1422192,1828304,-1016080,1,1,1
269,269,270,15549,267179,282728,-251630,45760,503616,549376,-457856,368852,1428156,1797008,-1059304,1,1,1
270,270,271,15232,267928,283160,-252696,43008,505312,548320,-462304,331200,1433728,1764928,-1102528,1,1,1
271,271,272,14860,268232,283092,-253372,41952,505384,547336,-463432,322032,1432164,1754196,-1110132,1,1,1
272,272,273,14182,268594,282776,-254412,38976,507240,546216,-468264,285340,1440840,1726180,-1155500,1,1,1
273,273,274,13456,268908,282364,-255452,35872,508968,544840,-473096,248260,1449128,1697388,-1200868,1,1,1
274,274,275,12984,269112,282096,-256128,34560,508784,543344,-474224,238280,1446752,1685032,-1208472,1,1,1
275,275,276,12393,269277,281670,-256884,33184,508536,541720,-475352,228688,1444828,1673516,-1216140,1,1,1
276,276,277,11861,269421,281282,-257560,31744,508224,539968,-476480,218388,1442132,1660520,-1223744,1,1,1
277,277,278,11212,269528,280740,-258316,30240,507848,538088,-477608,208452,1439864,1648316,-1231412,1,1,1
278,278,279,10545,269617,280162,-259072,28672,507408,536080,-478736,198292,1437372,1635664,-1239080,1,1,1
279,279,280,9925,269673,279598,-259748,27040,506904,533944,-479864,187496,1434180,1621676,-1246684,1,1,1
280,280,281,9200,269704,278904,-260504,25344,506336,531680,-480992,176992,1431344,1608336,-1254352,1,1,1
281,281,282,8520,269700,278220,-261180,23584,505704,529288,-482120,165876,1427832,1593708,-1261956,1,1,1
282,282,283,7450,269670,277120,-262220,19584,506536,526120,-486952,125884,1433208,1559092,-1307324,1,1,1
283,283,284,6700,269596,276296,-262896,17664,505744,523408,-488080,114312,1429240,1543552,-1314928,1,1,1
284,284,285,5847,269499,275346,-263652,15680,504888,520568,-489208,103020,1425616,1528636,-1322596,1,1,1
285,285,286,5053,269381,274434,-264328,13632,503968,517600,-490336,91028,1421228,1512256,-1330200,1,1,1
286,286,287,4154,269238,273392,-265084,11520,502984,514504,-491464,79308,1417176,1496484,-1337868,1,1,1
287,287,288,2908,269032,271940,-266124,7008,503304,510312,-496296,37528,1420764,1458292,-1383236,1,1,1
288,288,289,1945,268825,270770,-266880,4736,502160,506896,-497424,25308,1416212,1441520,-1390904,1,1,1
289,289,290,960,268596,269556,-267636,2400,500952,503352,-498552,12888,1411460,1424348,-1398572,1,1,1
290,290,291,0,268312,268312,-268312,0,499680,499680,-499680,0,1406176,1406176,-1406176,1,1,1
291,291,292,1521,269367,270888,-267846,1832,501000,502832,-499168,2486,1408238,1410724,-1405752,1,1,1
292,292,293,3012,270392,273404,-267380,3616,502272,505888,-498656,4888,1410216,1415104,-1405328,1,1,1
293,293,294,4473,271387,275860,-266914,5352,503496,508848,-498144,7206,1412110,1419316,-1404904,1,1,1
294,294,295,5904,272352,278256,-266448,7040,504672,511712,-497632,9440,1413920,1423360,-1404480,1,1,1
295,295,296,7318,273378,280696,-266060,8680,505800,514480,-497120,11532,1415296,1426828,-1403764,1,1,1
296,296,297,8472,274200,282672,-265728,10272,506880,517152,-496608,14000,1417080,1431080,-1403080,1,1,1
297,297,298,9590,274986,284576,-265396,11816,507912,519728,-496096,16396,1418792,1435188,-1402396,1,1,1
298,298,299,10896,275904,286800,-265008,13312,508896,522208,-495584,18272,1419952,1438224,-1401680,1,1,1
299,299,300,12169,276711,288880,-264542,14760,509832,524592,-495072,20102,1421358,1441460,-1401256,1,1,1
300,300,301,13412,277488,290900,-264076,16160,510720,526880,-494560,21848,1422680,1444528,-1400832,1,1,1
301,301,302,14625,278235,292860,-263610,17512,511560,529072,-494048,23510,1423918,1447428,-1400408,1,1,1
302,302,303,15808,278952,294760,-263144,18816,512352,531168,-493536,25088,1425072,1450160,-1399984,1,1,1
303,303,304,16934,279664,296598,-262730,20072,513096,533168,-493024,26604,1425876,1452480,-1399272,1,1,1
304,304,305,18064,280352,298416,-262288,21280,513792,535072,-492512,27968,1426656,1454624,-1398688,1,1,1
305,305,306,19150,280996,300146,-261846,22440,514440,536880,-492000,29276,1427380,1456656,-1398104,1,1,1
306,306,307,20144,281576,301720,-261432,23552,515040,538592,-491488,30624,1428016,1458640,-1397392,1,1,1
307,307,308,20994,282012,303006,-261018,24616,515592,540208,-490976,32164,1429092,1461256,-1396928,1,1,1
308,308,309,21820,282424,304244,-260604,25632,516096,541728,-490464,33608,1430072,1463680,-1396464,1,1,1
309,309,310,22644,282876,305520,-260232,26600,516552,543152,-489952,34864,1430420,1465284,-1395556,1,1,1
310,310,311,23432,283292,306724,-259860,27520,516960,544480,-489440,36048,1430696,1466744,-1394648,1,1,1
311,311,312,24180,283668,307848,-259488,28392,517320,545712,-488928,37168,1430908,1468076,-1393740,1,1,1
312,312,313,24892,284008,308900,-259116,29216,517632,546848,-488416,38216,1431048,1469264,-1392832,1,1,1
313,313,314,25530,284232,309762,-258702,29992,517896,547888,-487904,39316,1431684,1471000,-1392368,1,1,1
314,314,315,26144,284432,310576,-258288,30720,518112,548832,-487392,40320,1432224,1472544,-1391904,1,1,1
315,315,316,27355,285279,312634,-257924,32528,519456,551984,-486928,43710,1434750,1478460,-1391040,1,1,1
316,316,317,28508,286068,314576,-257560,34240,520704,554944,-486464,46904,1437080,1483984,-1390176,1,1,1
317,317,318,29708,286938,316646,-257230,35856,521856,557712,-486000,49688,1438724,1488412,-1389036,1,1,1
318,318,319,30739,287605,318344,-256866,37376,522912,560288,-485536,52502,1440674,1493176,-1388172,1,1,1
319,319,320,31712,288214,319926,-256502,38800,523872,562672,-485072,55120,1442428,1497548,-1387308,1,1,1
320,320,321,32696,288868,321564,-256172,40128,524736,564864,-484608,57424,1443592,1501016,-1386168,1,1,1
321,321,322,33600,289442,323042,-255842,41360,525504,566864,-484144,59600,1444628,1504228,-1385028,1,1,1
322,322,323,34416,289928,324344,-255512,42496,526176,568672,-483680,61664,1445552,1507216,-1383888,1,1,1
323,323,324,35139,290287,325426,-255148,43536,526752,570288,-483216,63534,1446558,1510092,-1383024,1,1,1
324,324,325,35804,290588,326392,-254784,44480,527232,571712,-482752,65208,1447368,1512576,-1382160,1,1,1
325,325,326,36411,290831,327242,-254420,45328,527616,572944,-482288,66686,1447982,1514668,-1381296,1,1,1
326,326,327,36960,291016,327976,-254056,46080,527904,573984,-481824,67968,1448400,1516368,-1380432,1,1,1
327,327,328,37568,291424,328992,-253856,47904,528752,576656,-480848,75172,1450644,1525816,-1375472,1,1,1
328,328,329,38152,291808,329960,-253656,49664,529536,579200,-479872,82112,1452624,1534736,-1370512,1,1,1
329,329,330,38708,292164,330872,-253456,51360,530256,581616,-478896,88868,1454420,1543288,-1365552,1,1,1
330,330,331,39236,292492,331728,-253256,52992,530912,583904,-477920,95440,1456032,1551472,-1360592,1,1,1
331,331,332,39744,292800,332544,-253056,54560,531504,586064,-476944,101668,1457300,1558968,-1355632,1,1,1
332,332,333,40224,293080,333304,-252856,56064,532032,588096,-475968,107712,1458384,1566096,-1350672,1,1,1
333,333,334,40534,293258,333792,-252724,57616,531808,589424,-474192,115780,1454068,1569848,-1338288,1,1,1
334,334,335,40824,293416,334240,-252592,59136,531552,590688,-472416,123792,1449696,1573488,-1325904,1,1,1
335,335,336,41094,293554,334648,-252460,60624,531264,591888,-470640,131748,1445268,1577016,-1313520,1,1,1
336,336,337,41344,293672,335016,-252328,62080,530944,593024,-468864,139648,1440784,1580432,-1301136,1,1,1
337,337,338,41700,293828,335528,-252128,63328,531216,594544,-467888,145028,1441204,1586232,-1296176,1,1,1
338,338,339,42011,294017,336028,-252006,64704,530816,595520,-466112,152662,1435150,1587812,-1282488,1,1,1
339,339,340,42312,294196,336508,-251884,66048,530384,596432,-464336,160124,1428924,1589048,-1268800,1,1,1
340,340,341,42599,294361,336960,-251762,67360,529920,597280,-462560,167494,1422606,1590100,-1255112,1,1,1
341,341,342,42876,294516,337392,-251640,68640,529424,598064,-460784,174692,1416116,1590808,-1241424,1,1,1
342,342,343,43139,294657,337796,-251518,69888,528896,598784,-459008,181798,1409534,1591332,-1227736,1,1,1
343,343,344,43411,294729,338140,-251318,70832,528864,599696,-458032,185714,1408490,1594204,-1222776,1,1,1
344,344,345,43648,294844,338492,-251196,72000,528256,600256,-456256,192488,1401576,1594064,-1209088,1,1,1
345,345,346,44116,295106,339222,-250990,72224,529104,601328,-456880,188360,1404652,1593012,-1216292,1,1,1
346,346,347,44584,295368,339952,-250784,72320,529824,602144,-457504,182648,1406144,1588792,-1223496,1,1,1
347,347,348,44779,295441,340220,-250662,73296,529024,602320,-455728,187946,1397754,1585700,-1209808,1,1,1
348,348,349,44960,295500,340460,-250540,74240,528192,602432,-453952,193152,1389272,1582424,-1196120,1,1,1
349,349,350,45141,295804,340945,-250663,76095,527834,603929,-451739,217159,1379202,1596361,-1162043,1,1,1
350,350,351,45420,296265,341685,-250845,77945,527830,605775,-449885,232303,1374152,1606455,-1141849,1,1,1
351,351,352,46214,297561,343775,-251347,79752,529957,609709,-450205,237060,1379717,1616777,-1142657,1,1,1
352,352,353,46480,298002,344482,-251522,81575,529914,611489,-448339,252095,1374536,1626631,-1122441,1,1,1
353,353,354,47201,299157,346358,-251956,83353,531976,615329,-448623,257319,1380218,1637537,-1122899,1,1,1
354,354,355,47374,299443,346817,-252069,85177,531577,616754,-446400,281123,1369935,1651058,-1088812,1,1,1
355,355,356,47814,300196,348010,-252382,86945,532171,619116,-445226,289663,1367859,1657522,-1078196,1,1,1
356,356,357,48102,300671,348773,-252569,88745,532094,620839,-443349,302821,1362256,1665077,-1059435,1,1,1
357,357,358,48846,301893,350739,-253047,90408,534030,624438,-443622,306946,1367084,1674030,-1060138,1,1,1
358,358,359,49567,303084,352651,-253517,92041,535916,627957,-443875,311039,1371824,1682863,-1060785,1,1,1
359,359,360,49963,303771,353734,-253808,93733,536374,630107,-442641,319343,1369328,1688671,-1049985,1,1,1
360,360,361,50223,304204,354427,-253981,95473,536211,631684,-440738,332269,1363443,1695712,-1031174,1,1,1
361,361,362,51427,306299,357726,-254872,96867,540621,637488,-443754,332063,1382065,1714128,-1050002,1,1,1
362,362,363,52110,307429,359539,-255319,98399,542343,640742,-443944,335743,1386195,1721938,-1050452,1,1,1
363,363,364,53267,309508,362775,-256241,99711,546471,646182,-446760,335907,1403523,1739430,-1067616,1,1,1
364,364,365,53919,310597,364516,-256678,101169,548067,649236,-446898,339379,1407165,1746544,-1067786,1,1,1
365,365,366,55036,312634,367670,-257598,102333,552027,654360,-449694,338303,1423077,1761380,-1084774,1,1,1
366,366,367,56152,314581,370733,-258429,103593,555775,659368,-452182,338735,1436769,1775504,-1098034,1,1,1
367,367,368,56371,314947,371318,-258576,105177,555406,660583,-450229,350621,1429746,1780367,-1079125,1,1,1
368,368,369,56581,315300,371881,-258719,106745,555013,661758,-448268,362435,1422635,1785070,-1060200,1,1,1
369,369,370,56972,315945,372917,-258973,108247,555261,663508,-447014,368487,1420523,1789010,-1052036,1,1,1
370,370,371,57357,316578,373935,-259221,109739,555493,665232,-445754,374521,1418387,1792908,-1043866,1,1,1
371,371,372,57948,317518,375466,-259570,111111,556907,668018,-445796,378025,1421505,1799530,-1043480,1,1,1
372,372,373,58514,318419,376933,-259905,112433,558203,670636,-445770,381357,1424077,1805434,-1042720,1,1,1
373,373,374,58869,319004,377873,-260135,113877,558327,672204,-444450,387301,1421635,1808936,-1034334,1,1,1
374,374,375,59220,319579,378799,-260359,115313,558437,673750,-443124,393229,1419171,1812400,-1025942,1,1,1
375,375,376,59832,320548,380380,-260716,116654,559594,676248,-442940,396526,1420782,1817308,-1024256,1,1,1
376,376,377,60150,321079,381229,-260929,118042,559639,677681,-441597,402364,1418187,1820551,-1015823,1,1,1
377,377,378,60751,322026,382777,-261275,119363,560743,680106,-441380,405611,1419635,1825246,-1014024,1,1,1
378,378,379,61066,322543,383609,-261477,120747,560757,681504,-440010,411443,1416951,1828394,-1005508,1,1,1
379,379,380,62074,324358,386432,-262284,121571,563761,685332,-442190,409679,1426335,1836014,-1016656,1,1,1
380,380,381,63082,326181,389263,-263099,122315,566717,689032,-444402,406775,1434707,1841482,-1027932,1,1,1
381,381,382,63388,326671,390059,-263283,123670,566674,690344,-443004,412436,1431816,1844252,-1019380,1,1,1
382,382,383,63688,327149,390837,-263461,125013,566613,691626,-441600,418073,1428895,1846968,-1010822,1,1,1
383,383,384,63989,327622,391611,-263633,126332,566533,692865,-440201,423528,1425843,1849371,-1002315,1,1,1
384,384,385,64262,328061,392323,-263799,127631,566433,694064,-438802,429075,1422913,1851988,-993838,1,1,1
385,385,386,64550,328509,393059,-263959,128929,566316,695245,-437387,434493,1419794,1854287,-985301,1,1,1
386,386,387,64814,328927,393741,-264113,130219,566183,696402,-435964,440037,1416795,1856832,-976758,1,1,1
387,387,388,65295,329646,394941,-264351,131399,567115,698514,-435716,443131,1418393,1861524,-975262,1,1,1
388,388,389,65811,330452,396263,-264641,132442,567890,700332,-435448,444952,1418860,1863812,-973908,1,1,1
389,389,390,66321,331246,397567,-264925,133475,568643,702118,-435168,446743,1419273,1866016,-972530,1,1,1
390,390,391,66758,331907,398665,-265149,134581,569443,704024,-434862,449715,1420489,1870204,-970774,1,1,1
391,391,392,67005,332280,399285,-265275,135830,569222,705052,-433392,455146,1417268,1872414,-962122,1,1,1
392,392,393,67250,332645,399895,-265395,137077,568985,706062,-431908,460575,1414003,1874578,-953428,1,1,1
393,393,394,67497,333006,400503,-265509,138305,568700,707005,-430395,465853,1410464,1876317,-944611,1,1,1
394,394,395,67748,333365,401113,-265617,139545,568413,707958,-428868,471171,1406923,1878094,-935752,1,1,1
395,395,396,68215,334074,402289,-265859,140623,569153,709776,-428530,474029,1407677,1881706,-933648,1,1,1
396,396,397,69135,335646,404781,-266511,141261,571491,712752,-430230,472225,1413965,1886190,-941740,1,1,1
397,397,398,69592,336331,405923,-266739,142321,572125,714446,-429804,475091,1414119,1889210,-939028,1,1,1
398,398,399,70026,336985,407011,-266959,143327,572689,716016,-429362,477685,1414065,1891750,-936380,1,1,1
399,399,400,70941,338522,409463,-267581,143895,574881,718776,-430986,474613,1419133,1893746,-944520,1,1,1
400,400,401,71368,339157,410525,-267789,144877,575385,720262,-430508,477083,1418835,1895918,-941752,1,1,1
401,401,402,71840,339761,411601,-267921,146051,576019,722070,-429968,480243,1419391,1899634,-939148,1,1,1
402,402,403,71937,339875,411812,-267938,147458,575107,722565,-427649,500194,1405159,1905353,-904965,1,1,1
403,403,404,72088,340041,412129,-267953,148838,574417,723255,-425579,511826,1396283,1908109,-884457,1,1,1
404,404,405,72592,340739,413331,-268147,149907,574888,724795,-424981,514151,1395640,1909791,-881489,1,1,1
405,405,406,72742,340897,413639,-268155,151281,574180,725461,-422899,525725,1386684,1912409,-860959,1,1,1
406,406,407,72846,341010,413856,-268164,152688,573260,725948,-420572,545620,1372388,1918008,-826768,1,1,1
407,407,408,73342,341689,415031,-268347,153725,573657,727382,-419932,547835,1371363,1919198,-823528,1,1,1
408,408,409,73781,342300,416081,-268519,154753,574061,728814,-419308,550593,1370369,1920962,-819776,1,1,1
409,409,410,74281,342969,417250,-268688,155792,574448,730240,-418656,552716,1369388,1922104,-816672,1,1,1
410,410,411,74718,343566,418284,-268848,156810,574812,731622,-418002,555418,1368254,1923672,-812836,1,1,1
411,411,412,75211,344216,419427,-269005,157851,575147,732998,-417296,557711,1367119,1924830,-809408,1,1,1
412,412,413,75678,344757,420435,-269079,159021,575641,734662,-416620,560875,1367243,1928118,-806368,1,1,1
413,413,414,75767,344841,420608,-269074,160378,574657,735035,-414279,580440,1352603,1933043,-772163,1,1,1
414,414,415,75858,344925,420783,-269067,161737,573673,735410,-411936,600007,1337963,1937970,-737956,1,1,1
415,415,416,76489,345739,422228,-269250,162485,575793,738278,-413308,595199,1344471,1939670,-749272,1,1,1
416,416,417,76959,346335,423294,-269376,163567,576147,739714,-412580,597985,1343333,1941318,-745348,1,1,1
417,417,418,77425,346919,424344,-269494,164661,576449,741110,-411788,600959,1341871,1942830,-740912,1,1,1
418,418,419,77913,347449,425362,-269536,165881,576883,742764,-411002,604315,1341627,1945942,-737312,1,1,1
419,419,420,78440,348091,426531,-269651,166982,577194,744176,-410212,606666,1340442,1947108,-733776,1,1,1
420,420,421,78961,348721,427682,-269760,168065,577467,745532,-409402,608891,1339059,1947950,-730168,1,1,1
421,421,422,79242,349111,428353,-269869,169175,576961,746136,-407786,613693,1332441,1946134,-718748,1,1,1
422,422,423,79523,349495,429018,-269972,170297,576443,746740,-406146,618555,1325787,1944342,-707232,1,1,1
423,423,424,79816,349884,429700,-270068,171425,575933,747358,-404508,623369,1319153,1942522,-695784,1,1,1
424,424,425,80115,350274,430389,-270159,172579,575427,748006,-402848,628291,1312535,1940826,-684244,1,1,1
425,425,426,80414,350657,431071,-270243,173737,574905,748642,-401168,633225,1305865,1939090,-672640,1,1,1
426,426,427,80721,351043,431764,-270322,174917,574395,749312,-399478,638227,1299243,1937470,-661016,1,1,1
427,427,428,81357,351765,433122,-270408,175793,576255,752048,-400462,635107,1304543,1939650,-669436,1,1,1
428,428,429,82001,352481,434482,-270480,176829,578067,754896,-401238,634803,1309459,1944262,-674656,1,1,1
429,429,430,82652,353221,435873,-270569,177973,579879,757852,-401906,636147,1314375,1950522,-678228,1,1,1
430,430,431,82978,353607,436585,-270629,179231,579357,758588,-400126,641477,1307693,1949170,-666216,1,1,1
431,431,432,83306,353989,437295,-270683,180497,578831,759328,-398334,646827,1301007,1947834,-654180,1,1,1
432,432,433,83398,354038,437436,-270640,181773,577728,759501,-395955,665255,1285192,1950447,-619937,1,1,1
433,433,434,83969,354656,438625,-270687,183041,577968,761009,-394927,668289,1283680,1951969,-615391,1,1,1
434,434,435,84064,354704,438768,-270640,184320,576864,761184,-392544,686720,1267864,1954584,-581144,1,1,1
435,435,436,84076,355752,439828,-271676,183280,578672,761952,-395392,679634,1272482,1952116,-592848,1,1,1
436,436,437,84068,356788,440856,-272720,182208,580448,762656,-398240,672464,1277064,1949528,-604600,1,1,1
437,437,438,84042,357806,441848,-273764,181104,582192,763296,-401088,665226,1281578,1946804,-616352,1,1,1
438,438,439,84003,358795,442798,-274792,179968,583904,763872,-403936,657794,1285922,1943716,-628128,1,1,1
439,439,440,83919,359747,443666,-275828,178800,585584,764384,-406784,650492,1290324,1940816,-639832,1,1,1
440,440,441,83817,360689,444506,-276872,177600,587232,764832,-409632,643106,1294690,1937796,-651584,1,1,1
441,441,442,83675,361583,445258,-277908,176368,588848,765216,-412480,635612,1299020,1934632,-663408,1,1,1
442,442,443,83529,362481,446010,-278952,175104,590432,765536,-415328,628118,1303278,1931396,-675160,1,1,1
443,443,444,83368,363348,446716,-279980,173808,591984,765792,-418176,620442,1307378,1927820,-686936,1,1,1
444,444,445,83156,364172,447328,-281016,172480,593504,765984,-421024,612796,1311556,1924352,-698760,1,1,1
445,445,446,82924,364976,447900,-282052,171120,594992,766112,-423872,605082,1315666,1920748,-710584,1,1,1
446,446,447,82672,365760,448432,-283088,169728,596448,766176,-426720,597312,1319720,1917032,-722408,1,1,1
447,447,448,82400,366524,448924,-284124,168304,597872,766176,-429568,589482,1323714,1913196,-734232,1,1,1
448,448,449,82129,367281,449410,-285152,166848,599264,766112,-432416,581526,1327534,1909060,-746008,1,1,1
449,449,450,81838,368018,449856,-286180,165360,600624,765984,-435264,573514,1331298,1904812,-757784,1,1,1
450,450,451,81492,368716,450208,-287224,163840,601952,765792,-438112,565636,1335172,1900808,-769536,1,1,1
451,451,452,81128,369388,450516,-288260,162288,603248,765536,-440960,557598,1338958,1896556,-781360,1,1,1
452,452,453,80712,370008,450720,-289296,160704,604512,765216,-443808,549644,1342708,1892352,-793064,1,1,1
453,453,454,80294,370634,450928,-290340,159088,605744,764832,-446656,541614,1346430,1888044,-804816,1,1,1
454,454,455,79832,371208,451040,-291376,157440,606944,764384,-449504,533552,1350072,1883624,-816520,1,1,1
455,455,456,79372,371784,451156,-292412,155760,608112,763872,-452352,525326,1353670,1878996,-828344,1,1,1
456,456,457,78892,372340,451232,-293448,154048,609248,763296,-455200,517044,1357212,1874256,-840168,1,1,1
457,457,458,78376,372868,451244,-294492,152304,610352,762656,-458048,508806,1360726,1869532,-851920,1,1,1
458,458,459,77840,373376,451216,-295536,150528,611424,761952,-460896,500512,1364184,1864696,-863672,1,1,1
459,459,460,77288,373860,451148,-296572,148720,612464,761184,-463744,492130,1367506,1859636,-875376,1,1,1
460,460,461,76714,374322,451036,-297608,146880,613472,760352,-466592,483696,1370776,1854472,-887080,1,1,1
461,461,462,76143,374779,450922,-298636,145008,614448,759456,-469440,475068,1373924,1848992,-898856,1,1,1
462,462,463,75552,375216,450768,-299664,143104,615392,758496,-472288,466384,1377016,1843400,-910632,1,1,1
463,463,464,74939,375631,450570,-300692,141168,616304,757472,-475136,457644,1380052,1837696,-922408,1,1,1
464,464,465,74306,376026,450332,-301720,139200,617184,756384,-477984,448848,1383032,1831880,-934184,1,1,1
465,465,466,73596,376352,449948,-302756,137200,618032,755232,-480832,440194,1386082,1826276,-945888,1,1,1
466,466,467,72864,376656,449520,-303792,135168,618848,754016,-483680,431488,1389080,1820568,-957592,1,1,1
467,467,468,72356,376738,449094,-304382,134520,618432,752952,-483912,429964,1387632,1817596,-957668,1,1,1
468,468,469,71493,376787,448280,-305294,132432,619384,751816,-486952,420710,1392442,1813152,-971732,1,1,1
469,469,470,70959,376843,447802,-305884,131744,618928,750672,-487184,419112,1390920,1810032,-971808,1,1,1
470,470,471,70062,376858,446920,-306796,129600,619824,749424,-490224,409732,1395604,1805336,-985872,1,1,1
471,471,472,69161,376869,446030,-307708,127424,620688,748112,-493264,400216,1400152,1800368,-999936,1,1,1
472,472,473,68121,376821,444942,-308700,125216,621520,746736,-496304,391892,1404820,1796712,-1012928,1,1,1
473,473,474,67541,376831,444372,-309290,124440,620976,745416,-496536,390094,1403098,1793192,-1013004,1,1,1
474,474,475,66584,376786,443370,-310202,122176,621752,743928,-499576,380424,1407492,1787916,-1027068,1,1,1
475,475,476,65978,376770,442748,-310792,121360,621168,742528,-499808,378552,1405696,1784248,-1027144,1,1,1
476,476,477,64881,376681,441562,-311800,119040,621888,740928,-502848,370068,1410044,1780112,-1039976,1,1,1
477,477,478,63866,376578,440444,-312712,116688,622576,739264,-505888,360212,1414252,1774464,-1054040,1,1,1
478,478,479,63222,376524,439746,-313302,115808,621928,737736,-506120,358196,1412312,1770508,-1054116,1,1,1
479,479,480,62193,376407,438600,-314214,113400,622560,735960,-509160,348134,1416314,1764448,-1068180,1,1,1
480,480,481,61523,376327,437850,-314804,112480,621872,734352,-509392,346044,1414300,1760344,-1068256,1,1,1
481,481,482,60342,376154,436496,-315812,110016,622448,732464,-512432,337220,1418308,1755528,-1081088,1,1,1
482,482,483,59139,375959,435098,-316820,107520,622992,730512,-515472,328332,1422252,1750584,-1093920,1,1,1
483,483,484,57885,375697,433582,-317812,104992,623504,728496,-518512,319424,1426336,1745760,-1106912,1,1,1
484,484,485,57173,375575,432748,-318402,103984,622728,726712,-518744,317104,1424092,1741196,-1106988,1,1,1
485,485,486,56022,375336,431358,-319314,101400,623184,724584,-521784,306746,1427798,1734544,-1121052,1,1,1
486,486,487,54745,375067,429812,-320322,98784,623608,722392,-524824,297612,1431496,1729108,-1133884,1,1,1
487,487,488,53991,374903,428894,-320912,97712,622768,720480,-525056,295188,1429148,1724336,-1133960,1,1,1
488,488,489,52796,374620,427416,-321824,95040,623136,718176,-528096,284600,1432624,1717224,-1148024,1,1,1
489,489,490,51583,374319,425902,-322736,92336,623472,715808,-531136,273940,1436028,1709968,-1162088,1,1,1
490,490,491,50187,373915,424102,-323728,89600,623776,713376,-534176,264668,1439748,1704416,-1175080,1,1,1
491,491,492,48804,373540,422344,-324736,86832,624048,710880,-537216,255224,1443136,1698360,-1187912,1,1,1
492,492,493,47986,373312,421298,-325326,85648,623096,708744,-537448,252526,1440514,1693040,-1187988,1,1,1
493,493,494,47158,373074,420232,-325916,84448,622128,706576,-537680,249826,1437890,1687716,-1188064,1,1,1
494,494,495,45680,372588,418268,-326908,81600,622320,703920,-540720,240376,1441432,1681808,-1201056,1,1,1
495,495,496,44371,372191,416562,-327820,78720,622480,701200,-543760,229296,1444416,1673712,-1215120,1,1,1
496,496,497,42902,371730,414632,-328828,75808,622608,698416,-546800,219536,1447488,1667024,-1227952,1,1,1
497,497,498,42020,371438,413458,-329418,74520,621552,696072,-547032,216652,1444680,1661332,-1228028,1,1,1
498,498,499,40515,370941,411456,-330426,71552,621624,693176,-550072,206778,1447638,1654416,-1240860,1,1,1
499,499,500,39118,370456,409574,-331338,68552,621664,690216,-553112,195524,1450448,1645972,-1254924,1,1,1
500,500,501,37717,369967,407684,-332250,65520,621672,687192,-556152,184130,1453118,1637248,-1268988,1,1,1
501,501,502,36154,369412,405566,-333258,62456,621648,684104,-559192,174036,1455856,1629892,-1281820,1,1,1
502,502,503,35212,369060,404272,-333848,61056,620480,681536,-559424,170880,1452776,1623656,-1281896,1,1,1
503,503,504,34258,368696,402954,-334438,59640,619296,678936,-559656,167700,1449672,1617372,-1281972,1,1,1
504,504,505,32787,368137,400924,-335350,56496,619192,675688,-562696,156074,1452110,1608184,-1296036,1,1,1
505,505,506,31807,367747,399554,-335940,55040,617968,673008,-562928,152820,1448932,1601752,-1296112,1,1,1
506,506,507,30302,367154,397456,-336852,51840,617808,669648,-565968,141068,1451244,1592312,-1310176,1,1,1
507,507,508,28791,366555,395346,-337764,48608,617616,666224,-569008,129200,1453440,1582640,-1324240,1,1,1
508,508,509,27781,366135,393916,-338354,47088,616328,663416,-569240,125786,1450102,1575888,-1324316,1,1,1
509,509,510,26236,365502,391738,-339266,43800,616080,659880,-572280,113792,1452172,1565964,-1338380,1,1,1
510,510,511,25200,365056,390256,-339856,42240,614752,656992,-572512,110304,1448760,1559064,-1338456,1,1,1
511,511,512,23522,364370,387892,-340848,38896,614448,653344,-575552,99276,1450724,1550000,-1351448,1,1,1
512,512,513,22494,363932,386426,-341438,37296,613080,650376,-575784,95508,1447032,1542540,-1351524,1,1,1
513,513,514,21460,363488,384948,-342028,35680,611696,647376,-576016,91698,1443298,1534996,-1351600,1,1,1
514,514,515,19728,362748,382476,-343020,32256,611312,643568,-579056,80532,1445124,1525656,-1364592,1,1,1
515,515,516,18666,362276,380942,-343610,30600,609888,640488,-579288,76658,1441326,1517984,-1364668,1,1,1
