trim_candidate_id,edit_radius,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,first_return_closed_path_count,closure_excess_abs_from_24,normalized_tail_template_count,template_excess_abs_from_6,template_lift_count_min,template_lift_count_max,four_lift_template_count,all_four_lift_flag,exact24_flag,six_template_flag,exact24_six_template_flag,exact24_six_all_four_flag,all_four_ge24_flag,best_all_four_ge24_flag,best_six_template_gap_flag,tail_entry_3_path_count,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,has_chord_31_28_flag,has_chord_50_34_flag
91,3,15,2,1,4,3,1,2,5,5,2,2,5,2,1,4,5,-1,13,48,42,27,28,31,27,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,215,448,424,3,3,148,152,0,0,0,0,0,0,0,0,0,0,0,152,296,0,1,0
92,3,16,2,1,4,3,1,2,5,1,2,5,2,5,2,1,4,5,14,48,42,27,28,31,27,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,215,24,0,3,3,8,8,0,0,1,0,0,0,0,0,0,0,0,8,16,0,1,0
93,3,16,2,1,4,3,1,2,5,1,2,5,5,2,1,4,5,2,12,48,42,27,28,31,27,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,215,240,216,6,0,40,40,0,0,0,1,0,0,0,0,0,0,0,160,80,0,1,0
94,3,16,2,1,4,3,1,2,5,2,2,5,2,5,2,1,4,5,14,48,42,27,28,31,27,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,215,92,68,3,3,28,32,0,0,0,0,0,0,0,0,0,0,0,28,64,0,1,0
95,3,16,2,1,4,3,1,2,5,2,2,5,5,2,1,4,5,2,13,48,42,27,28,31,27,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,215,896,872,6,0,148,152,0,0,0,1,0,0,0,0,0,0,0,592,304,0,1,0
96,3,16,2,1,4,3,1,2,5,2,5,2,1,5,2,1,4,5,14,48,42,27,28,31,27,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,215,24,0,2,4,12,12,0,0,1,0,0,0,0,0,0,0,0,0,24,0,1,0
97,3,16,2,1,4,3,1,2,5,2,5,2,2,5,2,1,4,5,14,48,42,27,28,31,27,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,215,92,68,3,3,28,32,0,0,0,0,0,0,0,0,0,0,0,28,64,0,1,0
98,3,16,2,1,4,3,1,2,5,2,5,2,5,2,1,4,5,2,16,48,42,27,28,31,27,29,39,45,39,45,39,29,28,34,44,-1,-1,-1,-1,2,215,32,8,6,0,4,8,4,0,0,1,0,0,0,0,1,0,0,16,16,0,1,0
99,3,16,2,1,4,3,1,2,5,2,5,2,5,5,2,1,4,5,15,48,42,27,28,31,27,29,39,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,2,215,92,68,9,3,4,12,1,0,0,0,0,0,0,0,0,0,36,4,16,36,1,0
100,3,16,2,1,4,3,1,2,5,2,5,4,1,5,2,1,4,5,10,48,42,27,28,31,27,29,39,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,215,24,0,2,4,12,12,0,0,1,0,0,0,0,0,0,0,0,0,24,0,1,0
101,3,16,2,1,4,3,1,2,5,2,5,4,4,5,2,1,4,5,10,48,42,27,28,31,27,29,39,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,215,144,120,3,3,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0
102,3,16,2,1,4,3,1,2,5,2,5,5,2,1,4,5,2,2,13,48,42,27,28,31,27,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,215,552,528,12,6,32,60,0,0,0,0,0,0,0,0,0,360,0,0,192,0,1,0
103,3,16,2,1,4,3,1,2,5,2,5,5,2,1,4,5,2,5,13,48,42,27,28,31,27,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,215,184,160,4,2,32,60,0,0,0,0,0,0,0,0,0,120,0,0,64,0,1,0
104,3,16,2,1,4,3,1,2,5,2,5,5,2,5,2,1,4,5,14,48,42,27,28,31,27,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,215,92,68,3,3,28,32,0,0,0,0,0,0,0,0,0,0,0,28,64,0,1,0
105,3,16,2,1,4,3,1,2,5,5,2,2,5,5,2,1,4,5,14,48,42,27,28,31,27,29,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,215,2252,2228,9,3,148,300,0,0,0,0,0,0,0,0,0,0,900,148,304,900,1,0
106,3,16,2,1,4,3,1,2,5,5,2,5,2,5,2,1,4,5,15,48,42,27,28,31,27,29,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,215,92,68,3,3,28,32,0,0,0,0,0,0,0,0,0,0,0,28,64,0,1,0
107,3,16,2,1,4,3,1,2,5,5,2,5,5,2,1,4,5,2,12,48,42,27,28,31,27,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,215,896,872,6,0,148,152,0,0,0,1,0,0,0,0,0,0,0,592,304,0,1,0
108,0,13,2,1,4,3,1,5,2,5,5,2,1,4,5,-1,-1,-1,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
109,1,12,2,1,4,3,1,5,2,5,2,1,4,5,-1,-1,-1,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,8,16,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0
110,1,13,2,1,4,3,1,5,2,2,5,2,1,4,5,-1,-1,-1,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
111,1,14,2,1,4,3,1,5,2,2,5,5,2,1,4,5,-1,-1,13,48,42,27,28,31,32,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,152,128,9,3,8,20,0,0,0,0,0,0,0,0,0,0,60,8,24,60,1,0
112,1,14,2,1,4,3,1,5,2,5,2,5,2,1,4,5,-1,-1,15,48,42,27,28,31,32,29,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,217,8,16,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0
113,1,14,2,1,4,3,1,5,2,5,5,2,1,4,5,2,-1,-1,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
114,2,11,2,1,4,3,1,2,5,5,1,4,5,-1,-1,-1,-1,-1,11,48,42,27,28,31,27,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,5,1,4,8,3,0,0,0,0,0,0,0,0,0,0,16,12,0,1,0
115,2,13,2,1,4,3,1,5,2,5,2,1,4,5,2,-1,-1,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,16,8,4,2,4,4,4,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0
116,2,14,2,1,4,3,1,5,2,2,5,2,1,4,5,2,-1,-1,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
117,2,15,2,1,4,3,1,5,2,1,5,2,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,8,16,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0
118,2,15,2,1,4,3,1,5,2,2,5,2,5,2,1,4,5,-1,14,48,42,27,28,31,32,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
119,2,15,2,1,4,3,1,5,2,2,5,5,2,1,4,5,2,-1,13,48,42,27,28,31,32,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,304,280,6,0,48,52,0,0,0,1,0,0,0,0,0,0,0,208,96,0,1,0
120,2,15,2,1,4,3,1,5,2,5,2,1,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,8,16,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0
121,2,15,2,1,4,3,1,5,2,5,2,2,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
122,2,15,2,1,4,3,1,5,2,5,2,5,2,1,4,5,2,-1,15,48,42,27,28,31,32,29,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,217,16,8,4,2,4,4,4,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0
123,2,15,2,1,4,3,1,5,2,5,2,5,5,2,1,4,5,-1,14,48,42,27,28,31,32,29,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
124,2,15,2,1,4,3,1,5,2,5,5,2,1,4,5,2,2,-1,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,168,144,12,6,8,20,0,0,0,0,0,0,0,0,0,120,0,0,48,0,1,0
125,2,15,2,1,4,3,1,5,2,5,5,2,1,4,5,2,5,-1,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,4,2,8,20,0,0,0,0,0,0,0,0,0,40,0,0,16,0,1,0
126,2,15,2,1,4,3,1,5,2,5,5,2,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
127,3,12,2,1,4,3,1,2,5,5,1,4,5,2,-1,-1,-1,-1,11,48,42,27,28,31,27,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,6,0,4,12,2,0,0,1,0,0,0,0,0,0,24,8,0,24,1,0
128,3,14,2,1,4,3,1,2,5,1,1,5,2,1,4,5,-1,-1,12,48,42,27,28,31,27,29,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,48,24,2,4,24,24,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0
129,3,14,2,1,4,3,1,2,5,1,2,5,5,1,4,5,-1,-1,11,48,42,27,28,31,27,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,217,40,16,5,1,8,8,0,0,0,0,0,0,0,0,0,0,0,16,24,0,1,0
130,3,14,2,1,4,3,1,2,5,5,2,5,5,1,4,5,-1,-1,11,48,42,27,28,31,27,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,217,152,128,5,1,28,32,0,0,0,0,0,0,0,0,0,0,0,56,96,0,1,0
131,3,14,2,1,4,3,1,5,2,5,2,1,4,5,2,2,-1,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,48,24,12,6,4,4,12,1,0,0,0,0,1,0,0,24,0,0,24,0,1,0
132,3,14,2,1,4,3,1,5,2,5,2,1,4,5,2,5,-1,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,16,8,4,2,4,4,4,1,0,0,0,0,0,0,0,8,0,0,8,0,1,0
133,3,15,2,1,4,3,1,2,5,1,1,5,5,2,1,4,5,-1,14,48,42,27,28,31,27,29,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,168,144,7,1,24,24,0,0,0,0,0,0,0,0,0,0,72,24,0,72,1,0
134,3,15,2,1,4,3,1,5,2,2,5,2,1,4,5,2,2,-1,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,168,144,12,6,8,20,0,0,0,0,0,0,0,0,0,120,0,0,48,0,1,0
135,3,15,2,1,4,3,1,5,2,2,5,2,1,4,5,2,5,-1,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,4,2,8,20,0,0,0,0,0,0,0,0,0,40,0,0,16,0,1,0
136,3,16,2,1,4,3,1,2,5,2,5,5,1,2,5,1,4,5,13,48,42,27,28,31,27,29,39,45,35,29,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,1,5,28,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0
137,3,16,2,1,4,3,1,5,2,1,5,2,2,5,2,1,4,5,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
138,3,16,2,1,4,3,1,5,2,1,5,2,5,2,1,4,5,2,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,16,8,4,2,4,4,4,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0
139,3,16,2,1,4,3,1,5,2,1,5,2,5,5,2,1,4,5,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
140,3,16,2,1,4,3,1,5,2,2,5,2,1,5,2,1,4,5,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,40,16,2,4,20,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0
141,3,16,2,1,4,3,1,5,2,2,5,2,2,5,2,1,4,5,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,152,128,3,3,48,52,0,0,0,0,0,0,0,0,0,0,0,48,104,0,1,0
142,3,16,2,1,4,3,1,5,2,2,5,2,5,2,1,4,5,2,14,48,42,27,28,31,32,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
143,3,16,2,1,4,3,1,5,2,2,5,2,5,5,2,1,4,5,13,48,42,27,28,31,32,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,152,128,9,3,8,20,0,0,0,0,0,0,0,0,0,0,60,8,24,60,1,0
144,3,16,2,1,4,3,1,5,2,2,5,5,2,1,4,5,2,2,13,48,42,27,28,31,32,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,912,888,12,6,52,100,0,0,0,0,0,0,0,0,0,600,0,0,312,0,1,0
145,3,16,2,1,4,3,1,5,2,2,5,5,2,1,4,5,2,5,13,48,42,27,28,31,32,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,304,280,4,2,52,100,0,0,0,0,0,0,0,0,0,200,0,0,104,0,1,0
146,3,16,2,1,4,3,1,5,2,2,5,5,2,5,2,1,4,5,14,48,42,27,28,31,32,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,152,128,3,3,48,52,0,0,0,0,0,0,0,0,0,0,0,48,104,0,1,0
147,3,16,2,1,4,3,1,5,2,5,2,1,4,5,2,1,4,5,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,24,0,3,3,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0
148,3,16,2,1,4,3,1,5,2,5,2,1,5,2,1,4,5,2,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,16,8,4,2,4,4,4,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0
149,3,16,2,1,4,3,1,5,2,5,2,2,5,2,1,4,5,2,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
150,3,16,2,1,4,3,1,5,2,5,2,2,5,5,2,1,4,5,14,48,42,27,28,31,32,29,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,152,128,9,3,8,20,0,0,0,0,0,0,0,0,0,0,60,8,24,60,1,0
151,3,16,2,1,4,3,1,5,2,5,2,5,2,1,4,5,2,2,15,48,42,27,28,31,32,29,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,217,48,24,12,6,4,4,12,1,0,0,0,0,1,0,0,24,0,0,24,0,1,0
152,3,16,2,1,4,3,1,5,2,5,2,5,2,1,4,5,2,5,15,48,42,27,28,31,32,29,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,217,16,8,4,2,4,4,4,1,0,0,0,0,0,0,0,8,0,0,8,0,1,0
153,3,16,2,1,4,3,1,5,2,5,2,5,2,5,2,1,4,5,17,48,42,27,28,31,32,29,45,39,45,39,45,39,29,28,34,44,-1,-1,-1,2,217,8,16,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0
154,3,16,2,1,4,3,1,5,2,5,2,5,5,2,1,4,5,2,14,48,42,27,28,31,32,29,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
155,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,1,4,5,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,1,5,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,2,1,2,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,84,60,3,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,2,1,3,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,84,60,3,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,2,1,5,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,2,4,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,2,2,2,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,504,480,18,12,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,2,2,5,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,280,256,10,4,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,2,5,2,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,2,4,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
162,3,16,2,1,4,3,1,5,2,5,5,2,1,4,5,2,5,5,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,168,144,6,0,28,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
163,3,16,2,1,4,3,1,5,2,5,5,2,1,5,2,1,4,5,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,40,16,2,4,20,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0
164,3,16,2,1,4,3,1,5,2,5,5,2,2,5,2,1,4,5,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,152,128,3,3,48,52,0,0,0,0,0,0,0,0,0,0,0,48,104,0,1,0
165,3,16,2,1,4,3,1,5,2,5,5,2,5,2,1,4,5,2,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
166,3,16,2,1,4,3,1,5,2,5,5,2,5,5,2,1,4,5,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,152,128,9,3,8,20,0,0,0,0,0,0,0,0,0,0,60,8,24,60,1,0
167,3,16,2,1,5,2,1,4,3,1,5,2,5,5,2,1,4,5,13,48,42,27,29,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
168,0,11,2,1,4,3,1,5,5,2,1,4,5,-1,-1,-1,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
169,1,12,2,1,4,3,1,5,5,2,1,4,5,2,-1,-1,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
170,1,14,2,1,4,3,1,5,2,1,5,5,2,1,4,5,-1,-1,13,48,42,27,28,31,32,29,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,28,4,7,1,4,4,7,1,0,0,0,0,1,1,0,0,12,4,0,12,1,0
171,1,14,2,1,4,3,1,5,5,2,5,5,2,1,4,5,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,152,128,9,3,8,20,0,0,0,0,0,0,0,0,0,0,60,8,24,60,1,0
172,2,13,2,1,4,3,1,5,5,2,1,4,5,2,2,-1,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,168,144,12,6,8,20,0,0,0,0,0,0,0,0,0,120,0,0,48,0,1,0
173,2,13,2,1,4,3,1,5,5,2,1,4,5,2,5,-1,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,56,32,4,2,8,20,0,0,0,0,0,0,0,0,0,40,0,0,16,0,1,0
174,2,13,2,1,4,3,1,5,5,2,5,2,1,4,5,-1,-1,-1,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
175,2,14,2,1,4,3,1,5,5,2,1,5,2,1,4,5,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,40,16,2,4,20,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0
176,2,14,2,1,4,3,1,5,5,2,2,5,2,1,4,5,-1,-1,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,152,128,3,3,48,52,0,0,0,0,0,0,0,0,0,0,0,48,104,0,1,0
177,2,15,2,1,4,3,1,5,2,1,5,5,2,1,4,5,2,-1,13,48,42,27,28,31,32,29,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,56,32,6,0,8,12,0,0,0,1,0,0,0,0,0,0,0,32,24,0,1,0
178,2,15,2,1,4,3,1,5,5,2,2,5,5,2,1,4,5,-1,14,48,42,27,28,31,32,35,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,219,748,724,9,3,48,100,0,0,0,0,0,0,0,0,0,0,300,52,96,300,1,0
179,2,15,2,1,4,3,1,5,5,2,5,2,5,2,1,4,5,-1,15,48,42,27,28,31,32,35,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,219,28,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,12,16,0,1,0
180,2,15,2,1,4,3,1,5,5,2,5,5,2,1,4,5,2,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,304,280,6,0,48,52,0,0,0,1,0,0,0,0,0,0,0,208,96,0,1,0
181,3,14,2,1,4,3,1,5,2,5,5,1,2,5,4,3,-1,-1,11,48,42,27,28,31,32,29,45,35,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,219,72,48,6,0,12,12,0,0,0,1,0,0,0,0,0,0,0,0,72,0,1,0
182,3,14,2,1,4,3,1,5,5,1,1,5,2,1,4,5,-1,-1,12,48,42,27,28,31,32,35,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,72,48,2,4,36,36,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0
183,3,14,2,1,4,3,1,5,5,2,1,4,5,1,4,5,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,28,4,1,5,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,3,14,2,1,4,3,1,5,5,2,1,4,5,2,1,2,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,84,60,3,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
185,3,14,2,1,4,3,1,5,5,2,1,4,5,2,1,3,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,84,60,3,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,3,14,2,1,4,3,1,5,5,2,1,4,5,2,1,5,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,56,32,2,4,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,3,14,2,1,4,3,1,5,5,2,1,4,5,2,2,2,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,504,480,18,12,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
188,3,14,2,1,4,3,1,5,5,2,1,4,5,2,2,5,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,280,256,10,4,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
