contact_id,edge_id,left_basis_id,right_basis_id,source0_boundary_count,source1_boundary_count,boundary_count,source0_sample_x,source0_sample_y,source0_sample_owner_a,source0_sample_owner_b,source1_sample_x,source1_sample_y,source1_sample_owner_a,source1_sample_owner_b,left_endpoint_raw_flag,right_endpoint_raw_flag,source0_count_verified_flag,source1_count_verified_flag,boundary_count_verified_flag,contact_lift_flag
296,296,114,123,0,1,1,-1,-1,-1,-1,528,981,123,114,1,1,1,1,1,1
297,297,114,124,1,0,1,528,982,114,124,-1,-1,-1,-1,1,1,1,1,1,1
298,298,115,124,1,0,1,528,983,115,124,-1,-1,-1,-1,1,1,1,1,1,1
299,299,115,125,1,0,1,528,984,115,125,-1,-1,-1,-1,1,1,1,1,1,1
300,300,116,117,0,19,19,-1,-1,-1,-1,511,751,116,117,1,1,1,1,1,1
301,301,116,126,0,19,19,-1,-1,-1,-1,511,732,126,116,1,1,1,1,1,1
302,302,116,127,15,0,15,529,733,116,127,-1,-1,-1,-1,1,1,1,1,1,1
303,303,116,128,1,0,1,529,748,116,128,-1,-1,-1,-1,1,1,1,1,1,1
304,304,116,129,3,0,3,529,749,116,129,-1,-1,-1,-1,1,1,1,1,1,1
305,305,117,130,1,0,1,529,752,117,130,-1,-1,-1,-1,1,1,1,1,1,1
306,306,117,131,0,6,6,-1,-1,-1,-1,524,752,117,131,1,1,1,1,1,1
307,307,118,119,0,1,1,-1,-1,-1,-1,529,772,118,119,1,1,1,1,1,1
308,308,118,131,0,1,1,-1,-1,-1,-1,529,770,131,118,1,1,1,1,1,1
309,309,118,132,1,0,1,529,771,118,132,-1,-1,-1,-1,1,1,1,1,1,1
310,310,118,133,1,0,1,529,772,118,133,-1,-1,-1,-1,1,1,1,1,1,1
311,311,119,120,0,2,2,-1,-1,-1,-1,528,823,119,120,1,1,1,1,1,1
312,312,119,134,43,0,43,529,773,119,134,-1,-1,-1,-1,1,1,1,1,1,1
313,313,119,135,8,0,8,529,816,119,135,-1,-1,-1,-1,1,1,1,1,1,1
314,314,120,135,3,2,5,529,824,120,135,528,826,120,135,1,1,1,1,1,1
315,315,121,122,0,19,19,-1,-1,-1,-1,511,879,121,122,1,1,1,1,1,1
316,316,121,135,0,4,4,-1,-1,-1,-1,526,836,135,121,1,1,1,1,1,1
317,317,121,136,36,0,36,529,837,121,136,-1,-1,-1,-1,1,1,1,1,1,1
318,318,121,137,7,0,7,529,873,121,137,-1,-1,-1,-1,1,1,1,1,1,1
319,319,122,123,0,19,19,-1,-1,-1,-1,511,880,122,123,1,1,1,1,1,1
320,320,122,138,1,0,1,529,880,122,138,-1,-1,-1,-1,1,1,1,1,1,1
321,321,123,124,0,1,1,-1,-1,-1,-1,529,981,123,124,1,1,1,1,1,1
322,322,123,139,74,0,74,529,881,123,139,-1,-1,-1,-1,1,1,1,1,1,1
323,323,123,140,4,0,4,529,955,123,140,-1,-1,-1,-1,1,1,1,1,1,1
324,324,123,141,21,0,21,529,959,123,141,-1,-1,-1,-1,1,1,1,1,1,1
325,325,123,142,2,0,2,529,980,123,142,-1,-1,-1,-1,1,1,1,1,1,1
326,326,124,125,0,1,1,-1,-1,-1,-1,529,983,124,125,1,1,1,1,1,1
327,327,124,143,1,0,1,529,982,124,143,-1,-1,-1,-1,1,1,1,1,1,1
328,328,124,144,1,0,1,529,983,124,144,-1,-1,-1,-1,1,1,1,1,1,1
329,329,125,145,1,0,1,529,984,125,145,-1,-1,-1,-1,1,1,1,1,1,1
330,330,126,127,0,1,1,-1,-1,-1,-1,530,732,126,127,1,1,1,1,1,1
331,331,126,148,733,0,733,530,0,126,148,-1,-1,-1,-1,1,1,1,1,1,1
332,332,127,128,0,1,1,-1,-1,-1,-1,530,747,127,128,1,1,1,1,1,1
333,333,127,146,15,0,15,530,733,127,146,-1,-1,-1,-1,1,1,1,1,1,1
334,334,128,129,0,1,1,-1,-1,-1,-1,530,748,128,129,1,1,1,1,1,1
335,335,128,146,1,0,1,530,748,128,146,-1,-1,-1,-1,1,1,1,1,1,1
336,336,129,130,0,1,1,-1,-1,-1,-1,530,751,129,130,1,1,1,1,1,1
337,337,129,146,3,0,3,530,749,129,146,-1,-1,-1,-1,1,1,1,1,1,1
338,338,130,131,0,1,1,-1,-1,-1,-1,530,752,130,131,1,1,1,1,1,1
339,339,130,146,1,0,1,530,752,130,146,-1,-1,-1,-1,1,1,1,1,1,1
340,340,131,132,0,1,1,-1,-1,-1,-1,530,770,131,132,1,1,1,1,1,1
341,341,131,158,18,0,18,530,753,131,158,-1,-1,-1,-1,1,1,1,1,1,1
342,342,132,133,0,1,1,-1,-1,-1,-1,530,771,132,133,1,1,1,1,1,1
343,343,132,158,1,0,1,530,771,132,158,-1,-1,-1,-1,1,1,1,1,1,1
344,344,133,134,0,1,1,-1,-1,-1,-1,530,772,133,134,1,1,1,1,1,1
345,345,133,158,1,0,1,530,772,133,158,-1,-1,-1,-1,1,1,1,1,1,1
346,346,134,135,0,1,1,-1,-1,-1,-1,530,815,134,135,1,1,1,1,1,1
347,347,134,147,43,0,43,530,773,134,147,-1,-1,-1,-1,1,1,1,1,1,1
348,348,135,136,0,1,1,-1,-1,-1,-1,530,836,135,136,1,1,1,1,1,1
349,349,135,147,21,0,21,530,816,135,147,-1,-1,-1,-1,1,1,1,1,1,1
350,350,136,137,0,1,1,-1,-1,-1,-1,530,872,136,137,1,1,1,1,1,1
351,351,136,155,36,0,36,530,837,136,155,-1,-1,-1,-1,1,1,1,1,1,1
352,352,137,138,0,1,1,-1,-1,-1,-1,530,879,137,138,1,1,1,1,1,1
353,353,137,155,7,0,7,530,873,137,155,-1,-1,-1,-1,1,1,1,1,1,1
354,354,138,139,0,1,1,-1,-1,-1,-1,530,880,138,139,1,1,1,1,1,1
355,355,138,155,1,0,1,530,880,138,155,-1,-1,-1,-1,1,1,1,1,1,1
356,356,139,140,0,1,1,-1,-1,-1,-1,530,954,139,140,1,1,1,1,1,1
357,357,139,151,74,0,74,530,881,139,151,-1,-1,-1,-1,1,1,1,1,1,1
358,358,140,141,0,1,1,-1,-1,-1,-1,530,958,140,141,1,1,1,1,1,1
359,359,140,151,4,0,4,530,955,140,151,-1,-1,-1,-1,1,1,1,1,1,1
360,360,141,142,0,1,1,-1,-1,-1,-1,530,979,141,142,1,1,1,1,1,1
361,361,141,151,21,0,21,530,959,141,151,-1,-1,-1,-1,1,1,1,1,1,1
362,362,142,143,0,1,1,-1,-1,-1,-1,530,981,142,143,1,1,1,1,1,1
363,363,142,151,2,0,2,530,980,142,151,-1,-1,-1,-1,1,1,1,1,1,1
364,364,143,144,0,1,1,-1,-1,-1,-1,530,982,143,144,1,1,1,1,1,1
365,365,143,151,1,0,1,530,982,143,151,-1,-1,-1,-1,1,1,1,1,1,1
366,366,144,145,0,1,1,-1,-1,-1,-1,530,983,144,145,1,1,1,1,1,1
367,367,144,151,1,0,1,530,983,144,151,-1,-1,-1,-1,1,1,1,1,1,1
368,368,145,151,1,0,1,530,984,145,151,-1,-1,-1,-1,1,1,1,1,1,1
369,369,146,148,0,163,163,-1,-1,-1,-1,531,732,148,146,1,1,1,1,1,1
370,370,146,149,1,0,1,693,752,146,149,-1,-1,-1,-1,1,1,1,1,1,1
371,371,146,158,0,163,163,-1,-1,-1,-1,531,752,146,158,1,1,1,1,1,1
372,372,146,171,19,0,19,693,733,146,171,-1,-1,-1,-1,1,1,1,1,1,1
373,373,147,150,1,0,1,694,836,147,150,-1,-1,-1,-1,1,1,1,1,1,1
374,374,147,155,0,164,164,-1,-1,-1,-1,531,836,147,155,1,1,1,1,1,1
375,375,147,158,0,164,164,-1,-1,-1,-1,531,772,158,147,1,1,1,1,1,1
376,376,147,159,62,0,62,694,773,147,159,-1,-1,-1,-1,1,1,1,1,1,1
377,377,147,160,1,0,1,694,835,147,160,-1,-1,-1,-1,1,1,1,1,1,1
378,378,148,152,728,0,728,696,0,148,152,-1,-1,-1,-1,1,1,1,1,1,1
379,379,148,170,5,0,5,696,728,148,170,-1,-1,-1,-1,1,1,1,1,1,1
380,380,148,171,0,3,3,-1,-1,-1,-1,694,732,148,171,1,1,1,1,1,1
381,381,149,153,1,0,1,696,752,149,153,-1,-1,-1,-1,1,1,1,1,1,1
382,382,149,158,0,3,3,-1,-1,-1,-1,694,752,149,158,1,1,1,1,1,1
383,383,149,171,0,3,3,-1,-1,-1,-1,694,751,171,149,1,1,1,1,1,1
384,384,150,154,1,0,1,697,836,150,154,-1,-1,-1,-1,1,1,1,1,1,1
385,385,150,155,0,3,3,-1,-1,-1,-1,695,836,150,155,1,1,1,1,1,1
386,386,150,160,0,3,3,-1,-1,-1,-1,695,835,160,150,1,1,1,1,1,1
387,387,151,155,0,167,167,-1,-1,-1,-1,531,880,155,151,1,1,1,1,1,1
388,388,151,156,103,0,103,697,881,151,156,-1,-1,-1,-1,1,1,1,1,1,1
389,389,151,186,1,0,1,697,984,151,186,-1,-1,-1,-1,1,1,1,1,1,1
390,390,152,169,727,0,727,698,0,152,169,-1,-1,-1,-1,1,1,1,1,1,1
391,391,152,170,1,2,3,698,727,152,170,697,727,152,170,1,1,1,1,1,1
392,392,153,157,1,0,1,698,752,153,157,-1,-1,-1,-1,1,1,1,1,1,1
393,393,153,158,0,2,2,-1,-1,-1,-1,697,752,153,158,1,1,1,1,1,1
394,394,153,171,0,2,2,-1,-1,-1,-1,697,751,171,153,1,1,1,1,1,1
395,395,154,155,0,1,1,-1,-1,-1,-1,698,836,154,155,1,1,1,1,1,1
396,396,154,160,0,1,1,-1,-1,-1,-1,698,835,160,154,1,1,1,1,1,1
397,397,154,161,1,0,1,698,836,154,161,-1,-1,-1,-1,1,1,1,1,1,1
398,398,155,156,0,1,1,-1,-1,-1,-1,698,880,155,156,1,1,1,1,1,1
399,399,155,162,40,0,40,698,837,155,162,-1,-1,-1,-1,1,1,1,1,1,1
400,400,155,163,2,0,2,698,877,155,163,-1,-1,-1,-1,1,1,1,1,1,1
401,401,155,164,1,0,1,698,879,155,164,-1,-1,-1,-1,1,1,1,1,1,1
402,402,155,183,1,0,1,698,880,155,183,-1,-1,-1,-1,1,1,1,1,1,1
403,403,156,165,90,0,90,698,881,156,165,-1,-1,-1,-1,1,1,1,1,1,1
404,404,156,166,9,0,9,698,971,156,166,-1,-1,-1,-1,1,1,1,1,1,1
405,405,156,167,2,0,2,698,980,156,167,-1,-1,-1,-1,1,1,1,1,1,1
406,406,156,168,1,0,1,698,982,156,168,-1,-1,-1,-1,1,1,1,1,1,1
407,407,156,186,1,1,2,698,983,156,186,698,983,156,186,1,1,1,1,1,1
408,408,157,158,0,1,1,-1,-1,-1,-1,699,752,157,158,1,1,1,1,1,1
409,409,157,171,0,1,1,-1,-1,-1,-1,699,751,171,157,1,1,1,1,1,1
410,410,157,172,1,0,1,699,752,157,172,-1,-1,-1,-1,1,1,1,1,1,1
411,411,158,159,0,5,5,-1,-1,-1,-1,695,772,158,159,1,1,1,1,1,1
412,412,158,173,19,0,19,699,753,158,173,-1,-1,-1,-1,1,1,1,1,1,1
413,413,158,174,1,0,1,699,772,158,174,-1,-1,-1,-1,1,1,1,1,1,1
414,414,159,160,0,5,5,-1,-1,-1,-1,695,834,159,160,1,1,1,1,1,1
415,415,159,175,53,0,53,699,773,159,175,-1,-1,-1,-1,1,1,1,1,1,1
416,416,159,176,1,0,1,699,826,159,176,-1,-1,-1,-1,1,1,1,1,1,1
417,417,159,177,6,0,6,699,827,159,177,-1,-1,-1,-1,1,1,1,1,1,1
418,418,159,178,2,0,2,699,833,159,178,-1,-1,-1,-1,1,1,1,1,1,1
419,419,160,161,0,1,1,-1,-1,-1,-1,699,835,160,161,1,1,1,1,1,1
420,420,160,178,1,0,1,699,835,160,178,-1,-1,-1,-1,1,1,1,1,1,1
421,421,161,162,0,1,1,-1,-1,-1,-1,699,836,161,162,1,1,1,1,1,1
422,422,161,179,1,0,1,699,836,161,179,-1,-1,-1,-1,1,1,1,1,1,1
423,423,162,163,0,1,1,-1,-1,-1,-1,699,876,162,163,1,1,1,1,1,1
424,424,162,180,36,0,36,699,837,162,180,-1,-1,-1,-1,1,1,1,1,1,1
425,425,162,181,3,0,3,699,873,162,181,-1,-1,-1,-1,1,1,1,1,1,1
426,426,162,182,1,0,1,699,876,162,182,-1,-1,-1,-1,1,1,1,1,1,1
427,427,163,164,0,1,1,-1,-1,-1,-1,699,878,163,164,1,1,1,1,1,1
428,428,163,182,2,0,2,699,877,163,182,-1,-1,-1,-1,1,1,1,1,1,1
429,429,164,183,1,1,2,699,879,164,183,699,879,164,183,1,1,1,1,1,1
430,430,165,166,0,1,1,-1,-1,-1,-1,699,970,165,166,1,1,1,1,1,1
431,431,165,183,0,1,1,-1,-1,-1,-1,699,880,183,165,1,1,1,1,1,1
432,432,165,184,87,0,87,699,881,165,184,-1,-1,-1,-1,1,1,1,1,1,1
433,433,165,185,3,0,3,699,968,165,185,-1,-1,-1,-1,1,1,1,1,1,1
434,434,166,167,0,1,1,-1,-1,-1,-1,699,979,166,167,1,1,1,1,1,1
435,435,166,186,9,0,9,699,971,166,186,-1,-1,-1,-1,1,1,1,1,1,1
436,436,167,168,0,1,1,-1,-1,-1,-1,699,981,167,168,1,1,1,1,1,1
437,437,167,186,2,0,2,699,980,167,186,-1,-1,-1,-1,1,1,1,1,1,1
438,438,168,186,1,1,2,699,982,168,186,699,982,168,186,1,1,1,1,1,1
439,439,169,170,0,2,2,-1,-1,-1,-1,699,726,169,170,1,1,1,1,1,1
440,440,169,190,727,0,727,700,0,169,190,-1,-1,-1,-1,1,1,1,1,1,1
441,441,170,171,0,4,4,-1,-1,-1,-1,697,732,170,171,1,1,1,1,1,1
442,442,170,190,6,0,6,700,727,170,190,-1,-1,-1,-1,1,1,1,1,1,1
443,443,171,172,0,1,1,-1,-1,-1,-1,700,751,171,172,1,1,1,1,1,1
444,444,171,193,19,0,19,700,733,171,193,-1,-1,-1,-1,1,1,1,1,1,1
445,445,172,173,0,1,1,-1,-1,-1,-1,700,752,172,173,1,1,1,1,1,1
446,446,172,193,1,0,1,700,752,172,193,-1,-1,-1,-1,1,1,1,1,1,1
447,447,173,174,0,1,1,-1,-1,-1,-1,700,771,173,174,1,1,1,1,1,1
448,448,173,199,19,0,19,700,753,173,199,-1,-1,-1,-1,1,1,1,1,1,1
449,449,174,175,0,1,1,-1,-1,-1,-1,700,772,174,175,1,1,1,1,1,1
450,450,174,199,1,0,1,700,772,174,199,-1,-1,-1,-1,1,1,1,1,1,1
451,451,175,176,0,1,1,-1,-1,-1,-1,700,825,175,176,1,1,1,1,1,1
452,452,175,187,53,0,53,700,773,175,187,-1,-1,-1,-1,1,1,1,1,1,1
453,453,176,177,0,1,1,-1,-1,-1,-1,700,826,176,177,1,1,1,1,1,1
454,454,176,187,1,0,1,700,826,176,187,-1,-1,-1,-1,1,1,1,1,1,1
455,455,177,178,0,1,1,-1,-1,-1,-1,700,832,177,178,1,1,1,1,1,1
456,456,177,187,6,0,6,700,827,177,187,-1,-1,-1,-1,1,1,1,1,1,1
457,457,178,179,0,1,1,-1,-1,-1,-1,700,835,178,179,1,1,1,1,1,1
458,458,178,187,3,0,3,700,833,178,187,-1,-1,-1,-1,1,1,1,1,1,1
459,459,179,180,0,1,1,-1,-1,-1,-1,700,836,179,180,1,1,1,1,1,1
460,460,179,187,1,0,1,700,836,179,187,-1,-1,-1,-1,1,1,1,1,1,1
461,461,180,181,0,1,1,-1,-1,-1,-1,700,872,180,181,1,1,1,1,1,1
462,462,180,188,36,0,36,700,837,180,188,-1,-1,-1,-1,1,1,1,1,1,1
463,463,181,182,0,1,1,-1,-1,-1,-1,700,875,181,182,1,1,1,1,1,1
464,464,181,188,3,0,3,700,873,181,188,-1,-1,-1,-1,1,1,1,1,1,1
465,465,182,183,0,1,1,-1,-1,-1,-1,700,878,182,183,1,1,1,1,1,1
466,466,182,188,3,0,3,700,876,182,188,-1,-1,-1,-1,1,1,1,1,1,1
467,467,183,184,0,1,1,-1,-1,-1,-1,700,880,183,184,1,1,1,1,1,1
468,468,183,188,2,0,2,700,879,183,188,-1,-1,-1,-1,1,1,1,1,1,1
469,469,184,185,0,1,1,-1,-1,-1,-1,700,967,184,185,1,1,1,1,1,1
470,470,184,189,87,0,87,700,881,184,189,-1,-1,-1,-1,1,1,1,1,1,1
471,471,185,186,0,1,1,-1,-1,-1,-1,700,970,185,186,1,1,1,1,1,1
472,472,185,189,3,0,3,700,968,185,189,-1,-1,-1,-1,1,1,1,1,1,1
473,473,186,189,14,0,14,700,971,186,189,-1,-1,-1,-1,1,1,1,1,1,1
474,474,187,188,0,258,258,-1,-1,-1,-1,701,836,187,188,1,1,1,1,1,1
475,475,187,192,1,0,1,958,836,187,192,-1,-1,-1,-1,1,1,1,1,1,1
476,476,187,198,63,0,63,958,773,187,198,-1,-1,-1,-1,1,1,1,1,1,1
477,477,187,199,0,258,258,-1,-1,-1,-1,701,772,199,187,1,1,1,1,1,1
478,478,188,189,0,269,269,-1,-1,-1,-1,701,880,188,189,1,1,1,1,1,1
479,479,188,191,1,0,1,969,880,188,191,-1,-1,-1,-1,1,1,1,1,1,1
480,480,188,192,0,11,11,-1,-1,-1,-1,959,836,192,188,1,1,1,1,1,1
481,481,188,195,42,0,42,969,837,188,195,-1,-1,-1,-1,1,1,1,1,1,1
482,482,188,207,1,0,1,969,879,188,207,-1,-1,-1,-1,1,1,1,1,1,1
483,483,189,196,102,0,102,969,881,189,196,-1,-1,-1,-1,1,1,1,1,1,1
484,484,189,258,2,0,2,969,983,189,258,-1,-1,-1,-1,1,1,1,1,1,1
485,485,190,193,0,270,270,-1,-1,-1,-1,701,732,190,193,1,1,1,1,1,1
486,486,190,201,1,0,1,970,732,190,201,-1,-1,-1,-1,1,1,1,1,1,1
487,487,190,212,732,0,732,970,0,190,212,-1,-1,-1,-1,1,1,1,1,1,1
488,488,191,196,0,1,1,-1,-1,-1,-1,970,880,191,196,1,1,1,1,1,1
489,489,191,207,0,1,1,-1,-1,-1,-1,970,879,207,191,1,1,1,1,1,1
490,490,191,253,1,0,1,970,880,191,253,-1,-1,-1,-1,1,1,1,1,1,1
491,491,192,194,1,0,1,971,836,192,194,-1,-1,-1,-1,1,1,1,1,1,1
492,492,192,195,0,2,2,-1,-1,-1,-1,970,836,192,195,1,1,1,1,1,1
493,493,192,198,0,13,13,-1,-1,-1,-1,959,835,198,192,1,1,1,1,1,1
494,494,193,199,0,272,272,-1,-1,-1,-1,701,752,193,199,1,1,1,1,1,1
495,495,193,201,0,2,2,-1,-1,-1,-1,971,732,201,193,1,1,1,1,1,1
496,496,193,202,18,0,18,972,733,193,202,-1,-1,-1,-1,1,1,1,1,1,1
497,497,193,214,1,0,1,972,751,193,214,-1,-1,-1,-1,1,1,1,1,1,1
498,498,193,215,1,0,1,972,752,193,215,-1,-1,-1,-1,1,1,1,1,1,1
499,499,194,195,0,1,1,-1,-1,-1,-1,972,836,194,195,1,1,1,1,1,1
500,500,194,197,1,0,1,972,836,194,197,-1,-1,-1,-1,1,1,1,1,1,1
501,501,194,198,0,1,1,-1,-1,-1,-1,972,835,198,194,1,1,1,1,1,1
502,502,195,207,4,3,7,972,875,195,207,970,878,195,207,1,1,1,1,1,1
503,503,195,211,38,0,38,972,837,195,211,-1,-1,-1,-1,1,1,1,1,1,1
504,504,196,208,23,0,23,972,960,196,208,-1,-1,-1,-1,1,1,1,1,1,1
505,505,196,221,79,0,79,972,881,196,221,-1,-1,-1,-1,1,1,1,1,1,1
506,506,196,253,0,2,2,-1,-1,-1,-1,971,880,253,196,1,1,1,1,1,1
507,507,196,258,0,3,3,-1,-1,-1,-1,970,982,196,258,1,1,1,1,1,1
508,508,197,198,0,2,2,-1,-1,-1,-1,973,835,198,197,1,1,1,1,1,1
509,509,197,211,0,2,2,-1,-1,-1,-1,973,836,197,211,1,1,1,1,1,1
510,510,197,219,1,0,1,974,836,197,219,-1,-1,-1,-1,1,1,1,1,1,1
511,511,198,199,0,19,19,-1,-1,-1,-1,959,772,199,198,1,1,1,1,1,1
512,512,198,200,59,0,59,977,773,198,200,-1,-1,-1,-1,1,1,1,1,1,1
513,513,198,205,2,0,2,977,832,198,205,-1,-1,-1,-1,1,1,1,1,1,1
514,514,198,206,2,0,2,977,834,198,206,-1,-1,-1,-1,1,1,1,1,1,1
515,515,198,219,0,3,3,-1,-1,-1,-1,975,835,198,219,1,1,1,1,1,1
516,516,199,200,0,1,1,-1,-1,-1,-1,978,772,199,200,1,1,1,1,1,1
517,517,199,203,15,0,15,978,753,199,203,-1,-1,-1,-1,1,1,1,1,1,1
518,518,199,204,5,0,5,978,768,199,204,-1,-1,-1,-1,1,1,1,1,1,1
519,519,199,215,0,6,6,-1,-1,-1,-1,973,752,215,199,1,1,1,1,1,1
520,520,200,205,3,1,4,978,829,200,205,978,831,200,205,1,1,1,1,1,1
521,521,200,217,56,0,56,978,773,200,217,-1,-1,-1,-1,1,1,1,1,1,1
522,522,201,202,0,7,7,-1,-1,-1,-1,973,732,201,202,1,1,1,1,1,1
523,523,201,209,1,0,1,979,732,201,209,-1,-1,-1,-1,1,1,1,1,1,1
524,524,201,212,0,9,9,-1,-1,-1,-1,971,731,212,201,1,1,1,1,1,1
525,525,202,213,13,0,13,979,733,202,213,-1,-1,-1,-1,1,1,1,1,1,1
526,526,202,214,5,7,12,979,746,202,214,973,750,202,214,1,1,1,1,1,1
527,527,203,204,0,1,1,-1,-1,-1,-1,979,767,203,204,1,1,1,1,1,1
528,528,203,215,0,1,1,-1,-1,-1,-1,979,752,215,203,1,1,1,1,1,1
529,529,203,216,9,0,9,979,759,203,216,-1,-1,-1,-1,1,1,1,1,1,1
530,530,203,225,5,0,5,979,753,203,225,-1,-1,-1,-1,1,1,1,1,1,1
531,531,203,241,1,0,1,979,758,203,241,-1,-1,-1,-1,1,1,1,1,1,1
532,532,204,216,5,0,5,979,768,204,216,-1,-1,-1,-1,1,1,1,1,1,1
533,533,204,217,0,1,1,-1,-1,-1,-1,979,772,204,217,1,1,1,1,1,1
534,534,205,206,0,2,2,-1,-1,-1,-1,978,833,205,206,1,1,1,1,1,1
535,535,205,210,2,0,2,979,829,205,210,-1,-1,-1,-1,1,1,1,1,1,1
536,536,205,217,0,1,1,-1,-1,-1,-1,979,828,217,205,1,1,1,1,1,1
537,537,205,218,3,0,3,979,831,205,218,-1,-1,-1,-1,1,1,1,1,1,1
538,538,206,218,2,0,2,979,834,206,218,-1,-1,-1,-1,1,1,1,1,1,1
539,539,206,219,0,2,2,-1,-1,-1,-1,978,835,206,219,1,1,1,1,1,1
540,540,207,211,0,7,7,-1,-1,-1,-1,973,874,211,207,1,1,1,1,1,1
541,541,207,220,2,0,2,979,875,207,220,-1,-1,-1,-1,1,1,1,1,1,1
542,542,207,252,2,0,2,979,877,207,252,-1,-1,-1,-1,1,1,1,1,1,1
543,543,207,253,1,9,10,979,879,207,253,971,879,207,253,1,1,1,1,1,1
544,544,208,221,0,8,8,-1,-1,-1,-1,973,959,221,208,1,1,1,1,1,1
545,545,208,222,21,0,21,980,960,208,222,-1,-1,-1,-1,1,1,1,1,1,1
546,546,208,258,2,8,10,980,981,208,258,973,982,208,258,1,1,1,1,1,1
547,547,209,212,0,2,2,-1,-1,-1,-1,980,731,212,209,1,1,1,1,1,1
548,548,209,213,0,2,2,-1,-1,-1,-1,980,732,209,213,1,1,1,1,1,1
549,549,209,224,1,0,1,981,732,209,224,-1,-1,-1,-1,1,1,1,1,1,1
550,550,210,217,0,2,2,-1,-1,-1,-1,980,828,217,210,1,1,1,1,1,1
551,551,210,218,0,2,2,-1,-1,-1,-1,980,830,210,218,1,1,1,1,1,1
552,552,210,245,2,0,2,981,829,210,245,-1,-1,-1,-1,1,1,1,1,1,1
553,553,211,219,0,7,7,-1,-1,-1,-1,975,836,219,211,1,1,1,1,1,1
554,554,211,220,8,2,10,981,867,211,220,980,874,211,220,1,1,1,1,1,1
555,555,211,228,1,0,1,981,866,211,228,-1,-1,-1,-1,1,1,1,1,1,1
556,556,211,249,29,0,29,981,837,211,249,-1,-1,-1,-1,1,1,1,1,1,1
557,557,212,223,16,0,16,982,715,212,223,-1,-1,-1,-1,1,1,1,1,1,1
558,558,212,224,1,1,2,982,731,212,224,982,731,212,224,1,1,1,1,1,1
559,559,212,229,715,0,715,982,0,212,229,-1,-1,-1,-1,1,1,1,1,1,1
560,560,213,214,0,3,3,-1,-1,-1,-1,980,745,213,214,1,1,1,1,1,1
561,561,213,224,0,1,1,-1,-1,-1,-1,982,732,224,213,1,1,1,1,1,1
562,562,213,234,10,0,10,982,733,213,234,-1,-1,-1,-1,1,1,1,1,1,1
563,563,213,235,3,0,3,982,743,213,235,-1,-1,-1,-1,1,1,1,1,1,1
564,564,214,215,0,10,10,-1,-1,-1,-1,973,751,214,215,1,1,1,1,1,1
565,565,214,236,3,0,3,982,746,214,236,-1,-1,-1,-1,1,1,1,1,1,1
566,566,214,237,2,0,2,982,749,214,237,-1,-1,-1,-1,1,1,1,1,1,1
567,567,214,238,1,0,1,982,751,214,238,-1,-1,-1,-1,1,1,1,1,1,1
568,568,215,225,0,3,3,-1,-1,-1,-1,980,752,215,225,1,1,1,1,1,1
569,569,215,239,1,0,1,982,752,215,239,-1,-1,-1,-1,1,1,1,1,1,1
570,570,216,217,0,3,3,-1,-1,-1,-1,980,772,216,217,1,1,1,1,1,1
571,571,216,241,0,3,3,-1,-1,-1,-1,980,758,241,216,1,1,1,1,1,1
572,572,216,242,12,0,12,982,759,216,242,-1,-1,-1,-1,1,1,1,1,1,1
573,573,216,243,2,0,2,982,771,216,243,-1,-1,-1,-1,1,1,1,1,1,1
574,574,217,226,4,0,4,982,825,217,226,-1,-1,-1,-1,1,1,1,1,1,1
575,575,217,244,52,0,52,982,773,217,244,-1,-1,-1,-1,1,1,1,1,1,1
576,576,217,245,0,1,1,-1,-1,-1,-1,982,828,217,245,1,1,1,1,1,1
577,577,218,219,0,3,3,-1,-1,-1,-1,980,835,218,219,1,1,1,1,1,1
578,578,218,227,1,0,1,982,835,218,227,-1,-1,-1,-1,1,1,1,1,1,1
579,579,218,245,0,1,1,-1,-1,-1,-1,982,830,245,218,1,1,1,1,1,1
580,580,218,246,4,0,4,982,831,218,246,-1,-1,-1,-1,1,1,1,1,1,1
581,581,219,227,1,0,1,982,836,219,227,-1,-1,-1,-1,1,1,1,1,1,1
582,582,219,249,0,1,1,-1,-1,-1,-1,982,836,219,249,1,1,1,1,1,1
583,583,220,228,0,1,1,-1,-1,-1,-1,982,866,228,220,1,1,1,1,1,1
584,584,220,250,9,0,9,982,867,220,250,-1,-1,-1,-1,1,1,1,1,1,1
585,585,220,251,1,0,1,982,876,220,251,-1,-1,-1,-1,1,1,1,1,1,1
586,586,220,252,0,3,3,-1,-1,-1,-1,980,876,220,252,1,1,1,1,1,1
587,587,221,222,0,2,2,-1,-1,-1,-1,981,959,221,222,1,1,1,1,1,1
588,588,221,253,0,10,10,-1,-1,-1,-1,973,880,253,221,1,1,1,1,1,1
589,589,221,254,44,0,44,982,881,221,254,-1,-1,-1,-1,1,1,1,1,1,1
590,590,221,255,2,0,2,982,925,221,255,-1,-1,-1,-1,1,1,1,1,1,1
591,591,221,256,22,0,22,982,927,221,256,-1,-1,-1,-1,1,1,1,1,1,1
592,592,221,257,10,0,10,982,949,221,257,-1,-1,-1,-1,1,1,1,1,1,1
593,593,221,258,1,0,1,982,959,221,258,-1,-1,-1,-1,1,1,1,1,1,1
594,594,222,258,21,2,23,982,960,222,258,981,980,222,258,1,1,1,1,1,1
595,595,223,224,0,1,1,-1,-1,-1,-1,983,730,223,224,1,1,1,1,1,1
596,596,223,229,0,1,1,-1,-1,-1,-1,983,714,229,223,1,1,1,1,1,1
