sample,K,K2,lambda,support,a_sha256
204,0.9996675397703163,0.999335190070437,0.04,24,243345b95ab3cc2b2f6fd05960c2bcceadcce895ac7f6448521f3069bc2df5e8
205,0.9996532628388912,0.9993066459044414,0.04,16,b03bd1c04c7729a37663abd2bf5978f22d9770cb71810665b7020402f0b214b5
206,0.9998667131157831,0.9997334439969598,0.04,24,f6d42d517d0e3647f64b443d5c7215773f35f22ce216673d209786302e575c54
207,0.9999042951703828,0.99980859950018,0.04,24,06fb91bf9db46a1c7d1f685d8490ca7c07e3afa5011dc8c6f578b0a539b7d0de
208,0.999666542914462,0.9993331970225519,0.04,24,85c841c66747d449fc22d83c7eb508574f962780c134e60ffb32bc074ce595f9
209,0.9997633740987387,0.9995268041892946,0.04,24,1c8a90a044c7ff8daa9bffbd4a9c4fb86abe9db177e09bd7780d4c2784596bd2
210,0.9997128880464832,0.9994258585262401,0.04,17,57121d61c3b2b2c71fd4a5e1067a6793de73ae1bad867a6a18d26bfc8698c195
211,0.9998667141355606,0.9997334460362429,0.04,24,5ea4a62ff2aeef91f7fb99177c25ed90432453b36af0b38018eb4c0d1cfdd0b9
212,0.9996737635305117,0.9993476334912574,0.04,24,b57a28cca7c3a1fdb831027a875f472acaa1e77f06c702f078bab53bfb31b8fd
213,0.9996782540822459,0.9993566116849274,0.04,24,c24274308b8873772c5534ebe3bbb8a597c8386d4670dfc6e65d96e23f7a7f55
214,0.9998431455333949,0.9996863156701136,0.04,24,c97191f750e53bf0bf1b141c5241639aa9b871e394c36ba2f42204a3dc9b4402
215,0.9999196086629478,0.9998392237886627,0.04,4,9eb7482275012db49da3e3bc457e69cd3744b64c2de26771990340e1da880103
216,0.9998667131157831,0.9997334439969598,0.04,24,75dee62a23fb97345b8071499b20a7e2ddf03ddb4f7fc4abb29fd976f54ab9ef
217,0.9997226482254974,0.9994453733750015,0.04,24,45fb3d112c8722b5c704aafafd3d5edc9a48d70fec06d145d535ce7ba02e691e
218,0.999691194674263,0.9993824847092553,0.04,24,503d4c7587c815a6ca4a5716ef29fb4f41c360a59fcd7311c7dfb599a1619bcb
219,0.9995970464832041,0.9991942553379449,0.04,24,30f9dabffdbed80ae52e0e99eb61d99e9be4cf8c495e4695b6b8e52aea2b4cd3
220,0.9997165051211241,0.9994330906115946,0.04,5,1f008945accbf91ed6614f823bfe75f13a9ff54e79016184b50350d1bb87fd4c
221,0.9998667131157889,0.9997334439969714,0.04,24,74f42f9bfe63c7774810f0faee240cf12cde22c52f1bdc16a563fa45567a705a
222,0.9995488755242129,0.9990979545617183,0.04,24,caa98dd7013b2c95246859158a5eff8494496f03ae1881da1992884da1e22f0b
223,0.9995111989940769,0.9990226369145773,0.04,24,50f4aa12d4c1c4780a88334443df37270abe043f7a5e256eb48e345af0da1a4d
224,0.9997673637322904,0.9995347815842138,0.04,24,8126941aa3343c34269e42348792fa4db757c148bc74a84674db364361e75694
225,0.9996824061576747,0.999364913181198,0.04,8,cf594768e37bb84ca1f9c821d9958a98fd55001e8eb66011d62dccce56d756ba
226,0.9998667131157889,0.9997334439969714,0.04,24,7095b19710e3bcb145e043698d029f990a8ee5b9c611d3f8e7d00930689a8da5
227,0.9997503303075032,0.9995007229499616,0.04,24,962851644753bc15d900d871cec3213cb6f5f37dce08c19cf1251cfc5fa2bb82
228,0.9996594447680687,0.9993190055140033,0.04,24,cc588ef7351a0e2a6a00a3a6206a4df437329f35f73f87fb6be02651f0738bce
229,0.9995321999563415,0.9990646187495638,0.04,24,ef565877c09789f37f6e6f6b795f99e7192c424d8f2fa5b37f612deb862f75d5
230,0.9996961947522461,0.9993924818021208,0.04,23,7e323b2963d5a7141a98323e41cade649b96222388d882c21cbb4f776215dcc8
231,0.9998667141355606,0.9997334460362429,0.04,24,20c9450fc94625bb4e997ee1612f25a4c39c0e175703417eca75e0e318f39420
232,0.9997669367185565,0.9995339277556063,0.04,24,57b3cb13d2a623d565488c914a8358405f63ae6e0fd0718532f9b26b72797bf2
233,0.999454496199471,0.9989092899733385,0.04,24,a2059986fd2e7a3d242c013bf94192101c0edabb4b25bedf7635a88f0a1bd44f
234,0.9996982207098339,0.9993965324904078,0.04,24,3e7c9a8ed2209f5aa9c3482b4448abc746c0ccbe3c85961b318ca87178426354
235,0.9997726030875063,0.9995452578843684,0.04,12,7a22a24c271af81d7d55d453478de7b085133507ce90d505ef7081a189e6afbf
236,0.9998667131157831,0.9997334439969598,0.04,24,6fa6875aae8a6304336714de1f070d53c61db8ed61ae8be051267a657d105877
237,0.999679364622265,0.9993588320515755,0.04,24,2c72e641fbdd047b1f33049adabd68da9cd664199bfcb8b7ebe5736a4912dec7
238,0.9995231941627759,0.9990466156693582,0.04,24,c97983bfdd678a7d43153cdfc7de8849a22ed35d171effd4039db9b24d2127dc
239,0.9996041059070979,0.9992083685463287,0.04,24,2a8c80c01b41c049046270f9ed89074610ab647714d005be17082b2ded695dd4
240,0.9991525532272357,0.9983058246205041,0.04,10,69154c79924cd4b47dfc57cde8bd59820f126abeb324e2edb66d6f6b0b49728d
241,0.9998667141355606,0.9997334460362429,0.04,24,56fbdc2a5b4845cc462f06bb938ab01ae032e6722194cedfa3808c6e69d93464
242,0.9996964931603609,0.9993930784371235,0.04,24,dd10dc7f4bbb12ef96ca5344e1081230e7c709f40e0b5c0703a4392caba940e6
243,0.9997048936587609,0.9994098744052745,0.04,24,1e6021a5e743d50b132e834f37fa7456a8a7b7ba984f9a1bf3a192c293ee814e
244,0.9997039320975267,0.9994079518512564,0.04,24,6e544a95d79917327f597a619fd21164e6771addd835cfe90b3d0bfe90bf2db8
245,0.9997502735588923,0.99950060948108,0.04,14,1a2ebff7783f60155dfb990fdd6c16edfd6ef2ff5576d8ea55954cf1333eb3c3
246,0.9998667141355606,0.9997334460362429,0.04,24,e00ac6d4b9ce8557d7683861ddc04a43bb49710fb13041b70cba77fabb321eb2
247,0.9996493293879096,0.9992987817456975,0.04,24,bbdb4bd14863d2aac3f902ac777c88678870db47156d13b471b3085e9f120fc1
248,0.9993992601973585,0.9987988812830275,0.04,24,3e8383be551ed9c6f5ccd6733e34e140bb4da2432dfad645bdbf3f47cb26c58c
249,0.9996334836621236,0.999267101658473,0.04,24,475e71253605ace1fb5296f54e21fce2827b4f10603c675e6929e3e44cd77b2a
250,0.9996959061166781,0.9993919047064461,0.04,23,973b7d7216bab658a4387d2bcea4f914f306aac7d2579ee4e3fc959c3b00b309
251,0.9998667141355606,0.9997334460362429,0.04,24,64cfd85785a9f10c43eaf0387e6afdd4f310aa0219ee850927da4788249b9e18
252,0.999665611564316,0.9993313349442579,0.04,24,04593441c69066b2335598c5f113a257b39ea16cf4507b61250e407829e72a93
253,0.9996390610143007,0.9992782523055527,0.04,24,09032473ba46cb289ab1cd07d3eb602948b23cb85b5af4c51ebd5b8fed0b85c8
254,0.999545339466605,0.9990908856494105,0.04,24,b15210a64a5331855df31b6a3d808e312a66e5804267a8c15b2f170cdee0dd2c
255,0.9994243309240038,0.9988489932428927,0.04,15,57d37bf5b1589d0e889c999201d9742f58006dc98c432ec00c9ec39a41f4827d
256,1.0109254066835094,1.0219701778782186,0.7448101265822785,24,c6f093518acae1aa94b5d56297985485d2eeca67846b7c803d222c13f3e67edd
257,0.9997022090500698,0.9994045067795895,0.04,24,291e32fe72e282fd96da61fccfd5de9326b8bde2bd7c50fe191142df3f3f0f8e
258,0.999680687178187,0.9993614763170522,0.04,24,a65288e1833995a7f981d4476d3da3428db42ef21eb706f305b071d00bcf2a53
259,0.9993159215548784,0.9986323110730757,0.04,24,5cd267722eee683b6bb8b93dfb412be3f8ca053f037bf50d99806a459359c6f6
260,0.9997939892302734,0.9995880209009841,0.04,3,baf6842c2a0d67de7d188b951a53e483d3c0d8015b684bc7f82055f01e16a80f
261,0.9998667141355606,0.9997334460362429,0.04,24,8055f8eeff517e04c111b4ef0703416f47d4483c4bf1d8ab5e8cf57453e734ed
262,0.9996391785185478,0.9992784872292371,0.04,24,1db1b4655e2d9a7c44115d37fcba0284d4c6fff4d9cd8776ffb97f9dcc5cb048
263,0.9993407766227819,0.9986819878210249,0.04,24,b54bc6027f749190a95318d3de3227788eeda51a66cd9a1e607b013820d7bbd2
264,0.9997181730211718,0.9994364254687897,0.04,24,cc22dcc9bbd3b6895f3dfbab92a60adf40615d3c6bbd93b7033244907612c918
265,0.9994586884576162,0.9989176699334184,0.04,17,d694ba41ac48b3d7fb6675176f32733a1688f83f9e27bd49ad56e4bcab53c644
266,1.0109254066835094,1.0219701778782186,0.7448101265822785,24,fc3a7a8e69b3b676451124e9591779f7759d063ab208e0fb744a378c281ee3eb
267,0.9996193230660924,0.9992387910471127,0.04,24,8a0a8fe97c220cd084246db172a4c8dee7266560601c50a2d50ad53491d9131e
268,0.9996434098352189,0.9992869468269835,0.04,24,f5d1dc94ebd701a116302135c22f13370fc7597fd59e48cf2995ae1027330993
269,0.9996852835948664,0.9993706662361486,0.04,24,8337c06ecf78b30260c6c945677e72d94038e369371ec6af52f07df066e25df8
270,0.9996956242126787,0.9993913410699772,0.04,3,eb67de7c73c255c3e626d0cedc4adeea9122a5bcfad10cbc09c938624785e306
271,0.9998667141355635,0.9997334460362487,0.04,24,04b2fc9d2690b11ddb0de636f81a13577819633a803a4325d4ca7e854e54b560
272,0.9997211769832005,0.9994424317086756,0.04,24,fdbd26e414e2a4b3df0b1d3e0e13c72a25330ae654e3e61aa99b526d56f23cbf
273,0.9994511030405915,0.9989025073690551,0.04,24,06a3e36cdba628d6ae9762e6dd00f421a316480b006736952db8270cadeb2418
274,0.9997630695953963,0.9995261953268093,0.04,24,de43c6cc69f18fd0f8f210f18b67c6e781a2f404259ff80ed4251f3e5e2fe334
275,0.9998141415563038,0.9996283176559687,0.04,15,840c67f27262a55ad408f0108b2c19e63001b660595db9d5682ea1e3d11f4649
276,0.9998667131157831,0.9997334439969598,0.04,24,d65b51ea0aa9a41de29ecadabb0fa005304c582b740da46011ddfc8fba27e605
277,0.9995898573559474,0.9991798829288834,0.04,24,a38f3b984f45cb0c9b43756197101ac5e6fbbd6f2fda89f7994f4da82d4c034f
278,0.9996167310039638,0.9992336089030509,0.04,24,fcc4630bb195f9c21fe85776f03a9147e58de424787d9e9abdb5bd6fac0533dd
279,0.9994556088112776,0.9989115139843217,0.04,24,27817228086d9fb174a3737b1b7908ce65b9ad1d4657b3123ef4b2d94b6d6a67
280,0.9996054969691511,0.9992111495709437,0.04,17,51471362b65036abb9c4545216c74c9edcb8db0da2d1a0022ddf327a1a898981
281,0.9998667131157889,0.9997334439969714,0.04,24,70088ed6b9c04595434499a8f0e378825922c84d01560acdf8114aee57b5995a
282,0.9996501699932698,0.9993004623675732,0.04,24,19e8f44a8a7b34da4c1b4bee50610d234abc68b25255b8bcb784b54718bc3688
283,0.9997220966994881,0.9994442706292207,0.04,24,8c5d39f22d651ab20ea4bcbe4b3926b142df074da3a81a2b72b00065bca0eb4e
284,0.9995166197950236,0.9990334732464697,0.04,24,e65418d2b7df331e0ede910f41d633abcf6e01676cf4ae3fe5712e4492cd2ffa
285,0.9999083041980567,0.9998166168042334,0.04,8,96af43be49a4e8310217990d66fd3f2760de9479cd283153bfbc70dd91c853cc
286,0.9998667131157831,0.9997334439969598,0.04,24,ab43dfcfe3ce1452154355165531722b94a3800c442ba155e4288b6444191d93
287,0.9996706286050487,0.9993413656956133,0.04,24,1ef8a50816d25c56adbe408c3ed2a241ba1baea254d34769a128847f04709295
288,0.9996238208262047,0.9992477831631802,0.04,24,33609768a9396555f11ef1e9d9e31ae122f7ee21495e5e97b139d21d5a6c91e7
289,0.9996086832601807,0.9992175196491522,0.04,24,32a0a92520457af1c354b4f16735c1bb9ec7cabaad9ba7362e5a8418b0ad3e6f
290,0.9992810182503064,0.9985625534353691,0.04,21,9714154f6728bfafa45096ea59238b6556c9d0379fd055704bdd74f5fbeb1d50
291,0.9998667141355606,0.9997334460362429,0.04,24,21d30f2e9451e47baa7d5d0ded01856e65bc0e592bda1c494085758077637e50
292,0.9996435872596119,0.9992873015492654,0.04,24,9c3a5ff443b0c4996e2520fd68d99025a5dd527edb0efa855c6e87882aa9983f
293,0.9997743746358952,0.9995488001785954,0.04,24,93e7a269caa2454165744a98ac1d0d6bc17e4161b8444ada2c4988c4fd9537c9
294,0.9993849322588927,0.9987702428261116,0.04,24,9fff20f5c636f5fab28f81ea20aa7764c295f193c6585420021351903b667ef4
295,0.9996974661109607,0.9993950237486753,0.04,15,87d0ac2a9c24a9e0819f7158e4fa4e6b2454062c49a900b3021110ffb8fd323d
296,0.9998667141355606,0.9997334460362429,0.04,24,ce5aacaa17aef67dfa619547f087ad079fac8e30fc659a769b012f3ef60b462a
297,0.9997060410224596,0.9994121684567997,0.04,24,1ec927e40c342149838eda40c2ba7d1fa7be3a2e0232280c5260c73ee9018be5
298,0.999684395040005,0.9993688896865006,0.04,24,7adac5af5d1a655beee899d1dd656698c1d20462f90eb99f9dd3672e6de2b3b5
299,0.999737849288752,0.9994757673004994,0.04,24,07d744c60bb771a1221efe07dbb7be3d8e6235854b6c72cdfcfcb08b14c1f820
300,0.9998688997715685,0.9997378167304067,0.04,5,e7384de534ca0dc7dc26213dc4252583a596f9ba22cf696e4791f1c55f837000
301,0.9998667131157831,0.9997334439969598,0.04,24,4275d46a25ec506830e4f29a0160d80fa6533bec6b4bc4e51767e1d77bf6acea
302,0.9995592564091655,0.999118707073244,0.04,24,9d16981ceb5d3ec212fcaf917f92006e5cb84fae78eff134e59beb19dae754b6
303,0.9996961119230293,0.9993923161940219,0.04,24,8d8f0be8671ac6967508219ea1dc5ebec218062f2651ac289ada3733e6114762
304,0.9995522065152346,0.9991046135494741,0.04,24,6d94fd15879c3af60248b193dbb197f297e297786e40bcf1982da7d761790ad5
305,0.9995299204901944,0.9990600619551343,0.04,23,b9e1d3d4320371e04700e2526d6646d7e66e0e1cdda5c1fb227154abe71d9416
306,0.9998667141355606,0.9997334460362429,0.04,24,c60a4e05cb26862e88f4272bbb9d21bc23d5d1c19fc9f3239598cf5218f0c33c
307,0.9996331043020705,0.9992663432165942,0.04,24,5cccd7706ee2e782ecd05ddeab578b0dc30992f4428f022e53c9ed0d3de3f4ad
308,0.9995739816819763,0.9991481448555599,0.04,24,a6d99c0ae16eab969391e210049c19808e59840cd03e962684df9335b1a1c4a3
309,0.999409229988736,0.9988188089866783,0.04,24,dc56c9b44886ea83f964fbe8c5d53d55816e47e2b5a9adfc93498bf316f9a2de
310,0.9996987158494481,0.9993975224710357,0.04,19,f9279f3191ca3e8422b2d3b63dd163cf9de9c25361411d79aeb3020acfb498dd
311,0.9998667141355606,0.9997334460362429,0.04,24,639f51e5ff0bad3dcb3d24e5b12eaee953da58b67e61f952222bb29c87b211a7
312,0.9996428303893734,0.9992857883488776,0.04,24,d01b9f1205dac13c91e3ce961e0aa42440c9258876a8a9a618e3336e15ac1b02
313,0.9995912488490488,0.999182664775601,0.04,24,70664ef4d5a40d70796084aab09520604088bf66e9e5588a2c693e147ec1070d
314,0.9997148911956658,0.999429863678362,0.04,24,255bc998c9abe84384b6535fa7674054e1d342ce57215d0216b9769e149e0640
315,0.9997150961856448,0.9994302735414731,0.04,8,b5d9b53f218497d22992d0e819fbe974370eb1ecdadd7fb253c6296a21b1bf7f
316,0.9998667131157889,0.9997334439969714,0.04,24,1918df6a3f802a4ed6b870d01416452b8c6f571fda67f66fd04114bb10df76fc
317,0.9998598384816241,0.9997196966084995,0.04,24,515659e9f54c55add6db8445030389f0d2bcbbe5f1f5a351ea94bbe8822c3d30
318,0.9997627489586115,0.9995255542052797,0.04,24,c090f38a06f4039d873fba41339f90905bbdd5b38f6d62a9a7554fe6ed8dcfa1
319,0.9997723639511624,0.9995447797204956,0.04,24,08a2fca6842911d23f5d66892fad4d7e28f54fe8c186af83435dfed1bff9d90f
320,0.9997810666761772,0.9995621812841545,0.04,9,bb7a12c4d503817e026f86e0b1014bf1fd42a5149c1480877799e3970eed586b
321,0.9998667141355606,0.9997334460362429,0.04,24,d13e1cc0816ed6b66f1bc869c669a0e1b766ff0f126f08dfb6649ec17a7f6052
322,0.9994920759033634,0.9989844097936147,0.04,24,05e315303609fdf6645d5b19bfcc45dc174d86d10deceb7c879c4cd23cc0ef4b
323,0.9997387512595719,0.9994775707700483,0.04,24,12ab0297b8b48174e48b239883d3cdd41726fef5c6ed8085aba7d7bbbeef49e7
324,0.9997044760531815,0.9994090394407661,0.04,24,26a2dbbf296c73837c482ca8846c0a034dad07a9869d449f9b6f2deb1ea4f9c3
325,0.9996976103232349,0.9993953120859863,0.04,7,c3d3ab293ce880c438d60ae6fbebd7e0515845e1fca35518b3701a6c5088e193
326,0.9998667141355606,0.9997334460362429,0.04,24,d8f15aad7d128f5806405a34c677328014864deb4b80be79a511198ee34b03fd
327,0.9997057869347012,0.9994116604307303,0.04,24,7faadebeea8812afe304bfcf41a34ed83ab9bcf3e8545d3bef6c3b20b94eeb96
328,0.9996116097496828,0.9992233703463521,0.04,24,97bd17ffc80d4e9a9093796597e3b92cdc3633f383513a85635b84dbe7d17a2b
329,0.9995885854439615,0.9991773401498598,0.04,24,bd278952edf24ee5523cd21949c0c13c655b4dbe7514bef24378496aa693ef32
330,0.9997093833924252,0.999418851242863,0.04,3,55206525cfcd0ad73241c0630c7614e084b50d885926e3879f2dadc6b35ecdc7
331,0.9998667141355606,0.9997334460362429,0.04,24,9e00de755966d90b0acdc0374b7b8914cdecf00d5abedbbefc5a516d966b2ec1
332,0.9998398650873234,0.999679755817837,0.04,24,2763593271b199918d4a3ebc513ad6e4465f0ac5666663b2aa313824d77679df
333,0.9995473952117976,0.9990949952746894,0.04,24,453762f8b5166617b96add4c71905bd84f39db2b80d8679dbdca2aa54736e3db
334,0.9997002646800581,0.9994006192013782,0.04,24,782349a773b6a73980443fb7c4a684f4a1b17997bc55d5f5fc7039c0d93c0f6c
335,0.999757730503133,0.9995155197007751,0.04,20,a93e3a61a170b86d636a4533d5739cc7bf550529f8c3d42b0a35321fcb6c8526
336,0.9998667141355606,0.9997334460362429,0.04,24,719d483fdcc0da6d7803369ae2d2ace5ff0a4f3808214c5679fde27e46064cad
337,0.9996039020845404,0.9992079610626394,0.04,24,469b3aa98b53a3a57a8fa0433d725638558789b2e9db8a4784e4a94ed34f2688
338,0.9997389007640692,0.9994778697009494,0.04,24,9f8df1f1587e9454770e84567ed188131209ac16bc1c449f6663ba6de0381280
339,0.999627112729441,0.9992543645037986,0.04,24,2002d8683df08a304e614ced7c564ea013d06cbe2d57a623c46419632700e039
340,0.9995412719942185,0.9990827544198203,0.04,17,77ba41fd950a746eeeb564ee0a31a461588f5b1f1b6b8ab70644d2f89868b65a
341,0.9998667131157831,0.9997334439969598,0.04,24,cbb6803c12e915864633f60b4b88a948c4aedb70346780c4d050cf972d143fa1
342,0.9995214607007445,0.99904315040135,0.04,24,caa7a85a1f6eaafe15a30fb813300a9e9d45a56d429a1695e225d14a8e0e7430
343,0.9998216358966588,0.9996433036070711,0.04,24,adbd49b2a0d6b748c2b56a4c3272050079c82387b46dada22ae76c4e4996e36d
344,0.9996087012578012,0.999217555630308,0.04,24,a443d67c14bf7308e695c6238576ea76658951616bacfb166a0e4599f5d11411
345,0.9997574067739227,0.9995148723993187,0.04,7,56ea3c48b4c644e2b875bcefa6e488a617111258b83e43b379d1f4287e49b952
346,0.9998667141355606,0.9997334460362429,0.04,24,4fab2f991526b81ad2c1418288bc8b78ea6fc2bc7fa43e7237abcd9b0ed38860
347,0.9998060969624649,0.9996122315233178,0.04,24,9ac16ba8bef9ee15a466f949351431543847759f726e7d25287e8464895ac779
348,0.9996740027122042,0.9993481116986401,0.04,24,e0cc7c490de05b5d07a4c9215f55dcd9de56097f36ede906a6085c376ffa9f51
349,0.9996604937799314,0.9993211028243362,0.04,24,8883102e9a6d7bf143a76131d1f5c48a0413d9bbd625a74313f0653959a4336e
350,0.9999889465133005,0.9999778931487806,0.04,4,dd8d0be179d09d731d264b39fbb8776d1472e6b4ccb4d93ae4ba5dd33b292b35
351,0.9998667141355606,0.9997334460362429,0.04,24,3872fc78987eace29a38cdd7c63e2453912477dbc0eabe6303ce262b28d448f8
352,0.9998593122927152,0.9997186443784614,0.04,24,df7b9378eb1b13f982c439044b10b9fdb6a9304e78da76546deb1b0e79bacba4
353,0.9998925473675577,0.9997851062811837,0.04,24,9f04a8c1fe3b7bfb776a3595afce7ca41f452b1437a8fa4ced768fcef0c83324
354,0.9996871206579527,0.9993743392093881,0.04,24,8a4e43ded8939be3f764d8f610c8c1de939e04e4d39a84939aadbdb9cb087d2b
355,0.9997198224602131,0.99943972341988,0.04,24,8b7e582546a003ac8b07346d605053da13e46818973ffba3dff521b22801c6cb
356,0.9998667141355606,0.9997334460362429,0.04,24,7e7a42a0e4e49c0735f51d1fc2e745c6c207b5d3e73494dbdb20d7782375fb39
357,0.9990706292132264,0.9981421221565121,0.04,24,7afe60664568d5c4233fe292b9a61fdaeb2811258b3c4b0a34bcfdc657a4fe5a
358,0.9995837296141556,0.9991676325093455,0.04,24,34f20de5351b0861980c13ef10b182ad3b15e99641246ba7bd36a8f6a80fbff1
359,0.9997232042316408,0.9994464850791791,0.04,24,20a56adaac145d2afa15456b4de1786ab43fd72b57b948de51c56328f5eb02fe
360,0.9995288813744517,0.9990579847016627,0.04,23,5d0cb38f860075506cf6d613644b78fc6e94d3deca79f0277e05c385619bf3a8
361,0.9998667141355606,0.9997334460362429,0.04,24,a5aed6b0ddfc1eb393a22524355458b558449f57fb4c55383bddd24df00593f0
362,0.9997700712410622,0.9995401953493587,0.04,24,1d529319debcfcc781de097bb6d75afe9436f3c33bd7c494e324bdc93245198f
363,0.9996723907850564,0.9993448888979105,0.04,24,89aa4904e29eebf8188bed6c511c34227e7ea828ec9ff4f5a40387f907d8db25
364,0.9998119928472213,0.9996240210411321,0.04,24,732f187912a7660821f72f33c9cf17ee4f290afb08b25ac13a9f278d24dd02ab
365,0.9999901339816074,0.9999802680605531,0.04,1,0844e26b68ad0c777b7362fbb58dd6740e8e3d3185faf0d38eb3794799199152
366,0.9998667141355606,0.9997334460362429,0.04,24,eb41cdb09a4054ae961dfa39054633f647c8756c6fc88ded305beaad5f963238
367,0.9997516268389185,0.999503315367064,0.04,24,bfe75d8025dd16c1876bd558f1983781654321991b6357e74998af2a3abaa508
368,0.9996815724148452,0.9993632462258175,0.04,24,68068ed8f7fe58dda6b9b64dcd33488b74a2844427db83ad46aecf5dfa621911
369,0.9994294735202794,0.9988592725410229,0.04,24,1cd45a67223f11ec1b753e5a6985c09558fed30cab67dff5f3f782809f7fc8a8
370,0.9999149841136048,0.9998299754549105,0.04,1,0d1deac9c33e8ffca83232537cfb42294c48d49ab0d66d37115d895e566c4ae3
371,0.9998667141355635,0.9997334460362487,0.04,24,097055313a0b78a173c89a8b10c0ce8f4c38cb0de2696846e0c067e070dfa193
372,0.9997768003868859,0.9995536505918391,0.04,24,818fabeacfb36d54914726706bcf404a2abd50a87cc9ca2f4ea72cb11f224001
373,0.9997116124566897,0.9994233080807545,0.04,24,295c0b7220fc0ff94f98991443335a934c48f38a30c7911bdef6fee6173891d7
374,0.999639218112047,0.9992785663876648,0.04,24,592be75cb76ffa1f0de7940c72aaaf01304bc53c9a20a2429d8604a41cf17ad6
375,0.9998877937958082,0.9997756001818486,0.04,12,8d62731de716f225335830663caf45232fc766fa6d271b1b1ccf0361a313d182
376,0.9998667131157831,0.9997334439969598,0.04,24,3f33246e669e5017cf6c12cf7e3c99bfb5521060a16f86a6e9d1529c4203a1ec
377,0.9995247788582472,0.9990497835516279,0.04,24,503e8a51f9ea799dc85180c568e7cb2f786b87c25456434840ee89ec8132b12d
378,0.9997355169703533,0.9994711038919797,0.04,24,62b3d1ab1fa328bad39d5bcfa3a18c0d04ec7700099e8ed8dc496f8da6007812
379,0.9995762269347551,0.9991526334531211,0.04,24,8599c83f0f3f3918e1014ab86b3309f11fe39d46f1237e77f04507c60aae62b3
380,0.9998819604842758,0.9997639349018789,0.04,2,3642c58d093d997d9a1ba18f4029a0f2105eba6c7010f8c2ed20bb337100bd82
381,0.9998667141355606,0.9997334460362429,0.04,24,382f94c1470f107c97baeb4533f388007a46c6a733add6d94e41bdd62ad7648b
382,0.9996501924784957,0.9993005073222936,0.04,24,6d187d627689969f2e346f492cdd5aaf8752a761146f2d010281772efaa5b5df
383,0.9996960993482041,0.9993922910520143,0.04,24,574cc61782a320912cb74fa69d0abc5fc99ad7106438407c3f177614df68ef93
384,0.9997903182792534,0.9995806805249307,0.04,24,c6bf0d9922ebaebb13fd0cbb47e0238ded75042d3cd53a6545fc3b8ff01e722f
385,0.999823110189642,0.999646251669289,0.04,5,f3be3e70ebdf182ae3da023593aac259c76281b529f22111e5de821dc665604a
386,1.0109254066835094,1.0219701778782186,0.7448101265822785,24,b5adc6d18b8a0d9750b4c86c58461d83e8af958dbef26ec12071f269b80cda83
387,0.9995218044176565,0.9990438375063279,0.04,24,f9a03a3df55675e7d59694ec2644393dd1987c21bda40c2f692e836752bef136
388,0.9994702457246389,0.9989407720888701,0.04,24,749516340d5fc5afecbc82e9e4347238fba8622ef684b7ecc86692db8628793d
389,0.9997307191830831,0.9994615108783246,0.04,24,fdd4a51f384558d5b53cbcbb725232e7502dafc4f0e63d12704ea2422a966aed
390,0.999418366153998,0.998837070605927,0.04,17,5846892b98ebb81c7a9ac763e1f36e16ba11bb22b1ef919cac18d66af1beeec0
391,0.9998667141355606,0.9997334460362429,0.04,24,75c5423494177fdb6e1f3dc8d7af13de029ecbfa8f9add5ecaf5922ecd9d8bfc
392,0.9996351856133188,0.9992705043161744,0.04,24,5cf48e6f453d6fa6709b0ef9a3da41d817944d64cdeb74aa77d28cdaad7bc11a
393,0.9996346136786962,0.9992693608645562,0.04,24,32c649456908fb1408d4552e37df436c0603db704accd3b6cf427fc527db4ef2
394,0.9996342847627233,0.9992687032730814,0.04,24,d560fda3d2cd1035f1ea84a009e9c51cd26507feb269404ddf2c916b03103a8f
395,0.999842504078068,0.9996850329611014,0.04,10,a0d9697032bf6b8b7813459987aaa2cd685e7651484ac7c2dcd8589a602b4282
396,0.9998667141355606,0.9997334460362429,0.04,24,74986021a6063ea59e1628a6aa6e951dd26741f85c556b975b1df8de79c0592f
397,0.9994959861127316,0.9989922262554617,0.04,24,cdaaca50000c9b30a775c7156062687c50956baacdae673753e3ee8c855a9bbd
398,0.9996631700515897,0.9993264535575935,0.04,24,6b77a6b8da97c6551528df4f141967b46b313af17f32b20a0773c86d83ea318f
399,0.9996548863181104,0.9993098917396742,0.04,24,e026c30d1969563775ad385eb7ee162af2aba4ce9d754f872e49abcd470dae35
