weight_type,series,total_dimension_n,q_exponent,coefficient
gauge,grade1,27,135,1302000
gauge,grade1,27,139,1232280
gauge,grade1,27,143,1030680
gauge,grade1,27,147,1172520
gauge,grade1,27,151,1019520
gauge,grade1,27,155,900000
gauge,grade1,27,159,789000
gauge,grade1,27,163,808920
gauge,grade1,27,167,605880
gauge,grade1,27,171,549360
gauge,grade1,27,175,471960
gauge,grade1,27,179,442800
gauge,grade1,27,183,495540
gauge,grade1,27,187,448740
gauge,grade1,27,191,309960
gauge,grade1,27,195,301560
gauge,grade1,27,199,277020
gauge,grade1,27,203,268740
gauge,grade1,27,207,171540
gauge,grade1,27,211,184680
gauge,grade1,27,215,124380
gauge,grade1,27,219,138780
gauge,grade1,27,223,129060
gauge,grade1,27,227,140940
gauge,grade1,27,231,136080
gauge,grade1,27,235,133380
gauge,grade1,27,239,71100
gauge,grade1,27,243,88580
gauge,grade1,27,247,57240
gauge,grade1,27,251,52140
gauge,grade1,27,255,56880
gauge,grade1,27,259,49140
gauge,grade1,27,263,35460
gauge,grade1,27,267,19920
gauge,grade1,27,271,33480
gauge,grade1,27,275,27840
gauge,grade1,27,279,36720
gauge,grade1,27,283,54000
gauge,grade1,27,287,34920
gauge,grade1,27,291,26280
gauge,grade1,27,295,14040
gauge,grade1,27,299,17700
gauge,grade1,27,303,4320
gauge,grade1,27,307,8100
gauge,grade1,27,311,15480
gauge,grade1,27,315,19020
gauge,grade1,27,319,9180
gauge,grade1,27,323,8460
gauge,grade1,27,327,1620
gauge,grade1,27,331,5400
gauge,grade1,27,335,1080
gauge,grade1,27,339,10740
gauge,grade1,27,343,16200
gauge,grade1,27,347,14640
gauge,grade1,27,351,4500
gauge,grade1,27,355,4860
gauge,grade1,27,359,1080
gauge,grade1,27,363,1440
gauge,grade1,27,371,120
gauge,grade1,27,375,5580
gauge,grade1,27,379,4320
gauge,grade1,27,383,4860
gauge,grade1,27,387,1080
gauge,grade1,27,391,1080
gauge,grade1,27,395,120
gauge,grade1,27,399,540
gauge,grade1,27,411,5160
gauge,grade1,27,415,4320
gauge,grade1,27,419,1980
gauge,grade1,27,427,540
gauge,grade1,27,451,2160
gauge,grade1,27,455,1080
gauge,grade1,27,459,600
gauge,grade1,27,467,120
gauge,grade1,27,491,1440
gauge,grade1,27,495,540
gauge,grade1,29,75,180
gauge,grade1,29,79,2220
gauge,grade1,29,83,11160
gauge,grade1,29,87,39840
gauge,grade1,29,91,99540
gauge,grade1,29,95,201540
gauge,grade1,29,99,367560
gauge,grade1,29,103,589680
gauge,grade1,29,107,865980
gauge,grade1,29,111,1126440
gauge,grade1,29,115,1400400
gauge,grade1,29,119,1707900
gauge,grade1,29,123,1878480
gauge,grade1,29,127,2120400
gauge,grade1,29,131,2260440
gauge,grade1,29,135,2317860
gauge,grade1,29,139,2390760
gauge,grade1,29,143,2341080
gauge,grade1,29,147,2154600
gauge,grade1,29,151,2225160
gauge,grade1,29,155,2129940
gauge,grade1,29,159,2073240
gauge,grade1,29,163,1821960
gauge,grade1,29,167,1864800
gauge,grade1,29,171,1617480
gauge,grade1,29,175,1529280
gauge,grade1,29,179,1252080
gauge,grade1,29,183,1149480
gauge,grade1,29,187,1145520
gauge,grade1,29,191,1138320
gauge,grade1,29,195,1011600
gauge,grade1,29,199,847080
gauge,grade1,29,203,759960
gauge,grade1,29,207,823320
gauge,grade1,29,211,598860
gauge,grade1,29,215,565740
gauge,grade1,29,219,446040
gauge,grade1,29,223,447120
gauge,grade1,29,227,382860
gauge,grade1,29,231,376380
gauge,grade1,29,235,365220
gauge,grade1,29,239,382320
gauge,grade1,29,243,284940
gauge,grade1,29,247,307260
gauge,grade1,29,251,221580
gauge,grade1,29,255,221580
gauge,grade1,29,259,172080
gauge,grade1,29,263,168660
gauge,grade1,29,267,125820
gauge,grade1,29,271,103860
gauge,grade1,29,275,123840
gauge,grade1,29,279,89820
gauge,grade1,29,283,97800
gauge,grade1,29,287,124740
gauge,grade1,29,291,119040
gauge,grade1,29,295,111960
gauge,grade1,29,299,71760
gauge,grade1,29,303,86760
gauge,grade1,29,307,49140
gauge,grade1,29,311,27360
gauge,grade1,29,315,36300
gauge,grade1,29,319,53640
gauge,grade1,29,323,41640
gauge,grade1,29,327,40680
gauge,grade1,29,331,18480
gauge,grade1,29,335,24840
gauge,grade1,29,339,9720
gauge,grade1,29,343,24300
gauge,grade1,29,347,35700
gauge,grade1,29,351,48600
gauge,grade1,29,355,32880
gauge,grade1,29,359,30240
gauge,grade1,29,363,9840
gauge,grade1,29,367,15480
gauge,grade1,29,371,4860
gauge,grade1,29,375,1620
gauge,grade1,29,379,12540
gauge,grade1,29,383,11160
gauge,grade1,29,387,17280
gauge,grade1,29,391,10620
gauge,grade1,29,395,7140
gauge,grade1,29,399,1080
gauge,grade1,29,403,5400
gauge,grade1,29,407,1620
gauge,grade1,29,411,180
gauge,grade1,29,415,11160
gauge,grade1,29,419,15240
gauge,grade1,29,423,14400
gauge,grade1,29,427,5040
gauge,grade1,29,431,4320
gauge,grade1,29,435,1080
gauge,grade1,29,439,1440
gauge,grade1,29,443,120
gauge,grade1,29,451,540
gauge,grade1,29,455,5040
gauge,grade1,29,459,4320
gauge,grade1,29,463,4860
gauge,grade1,29,467,1080
gauge,grade1,29,471,1080
gauge,grade1,29,475,120
gauge,grade1,29,479,540
gauge,grade1,29,491,120
gauge,grade1,29,495,5040
gauge,grade1,29,499,4320
gauge,grade1,29,503,1980
gauge,grade1,29,511,540
gauge,grade1,31,87,720
gauge,grade1,31,91,5580
gauge,grade1,31,95,22200
gauge,grade1,31,99,65340
gauge,grade1,31,103,146580
gauge,grade1,31,107,289620
gauge,grade1,31,111,517800
gauge,grade1,31,115,797940
gauge,grade1,31,119,1153980
gauge,grade1,31,123,1533780
gauge,grade1,31,127,1926120
gauge,grade1,31,131,2374380
gauge,grade1,31,135,2694600
gauge,grade1,31,139,3062880
gauge,grade1,31,143,3385980
gauge,grade1,31,147,3530520
gauge,grade1,31,151,3633840
gauge,grade1,31,155,3701160
gauge,grade1,31,159,3668460
gauge,grade1,31,163,3760920
gauge,grade1,31,167,3577320
gauge,grade1,31,171,3591000
gauge,grade1,31,175,3360960
gauge,grade1,31,179,3407220
gauge,grade1,31,183,2955240
gauge,grade1,31,187,2711520
gauge,grade1,31,191,2530080
gauge,grade1,31,195,2522160
gauge,grade1,31,199,2384640
gauge,grade1,31,203,2185020
gauge,grade1,31,207,1932480
gauge,grade1,31,211,1921680
gauge,grade1,31,215,1753200
gauge,grade1,31,219,1608840
gauge,grade1,31,223,1220400
gauge,grade1,31,227,1303200
gauge,grade1,31,231,1138320
gauge,grade1,31,235,1010880
gauge,grade1,31,239,947520
gauge,grade1,31,243,946260
gauge,grade1,31,247,799920
gauge,grade1,31,251,876420
gauge,grade1,31,255,712260
gauge,grade1,31,259,674100
gauge,grade1,31,263,586440
gauge,grade1,31,267,568260
gauge,grade1,31,271,373320
gauge,grade1,31,275,404100
gauge,grade1,31,279,366120
gauge,grade1,31,283,297900
gauge,grade1,31,287,320760
gauge,grade1,31,291,295560
gauge,grade1,31,295,288000
gauge,grade1,31,299,318960
gauge,grade1,31,303,265860
gauge,grade1,31,307,280440
gauge,grade1,31,311,230580
gauge,grade1,31,315,172800
gauge,grade1,31,319,103320
gauge,grade1,31,323,135060
gauge,grade1,31,327,143100
gauge,grade1,31,331,134340
gauge,grade1,31,335,100260
gauge,grade1,31,339,94080
gauge,grade1,31,343,50220
gauge,grade1,31,347,82800
gauge,grade1,31,351,71100
gauge,grade1,31,355,104520
gauge,grade1,31,359,106560
gauge,grade1,31,363,121380
gauge,grade1,31,367,60840
gauge,grade1,31,371,74100
gauge,grade1,31,375,45360
gauge,grade1,31,379,25200
gauge,grade1,31,383,28620
gauge,grade1,31,387,30300
gauge,grade1,31,391,40140
gauge,grade1,31,395,45480
gauge,grade1,31,399,37080
gauge,grade1,31,403,10200
gauge,grade1,31,407,23760
gauge,grade1,31,411,14040
gauge,grade1,31,415,7560
gauge,grade1,31,419,17040
gauge,grade1,31,423,32940
gauge,grade1,31,427,48420
gauge,grade1,31,431,36000
gauge,grade1,31,435,26220
gauge,grade1,31,439,8640
gauge,grade1,31,443,14940
gauge,grade1,31,447,5940
gauge,grade1,31,451,720
gauge,grade1,31,455,4320
gauge,grade1,31,459,8760
gauge,grade1,31,463,10620
gauge,grade1,31,467,18720
gauge,grade1,31,471,8640
gauge,grade1,31,475,7020
gauge,grade1,31,479,1080
gauge,grade1,31,483,6060
gauge,grade1,31,487,1080
gauge,grade1,31,491,60
gauge,grade1,31,495,1080
gauge,grade1,31,499,10200
gauge,grade1,31,503,15120
gauge,grade1,31,507,14940
gauge,grade1,31,511,4500
gauge,grade1,33,99,1680
gauge,grade1,33,103,9720
gauge,grade1,33,107,32220
gauge,grade1,33,111,87560
gauge,grade1,33,115,190620
gauge,grade1,33,119,370380
gauge,grade1,33,123,649500
gauge,grade1,33,127,983880
gauge,grade1,33,131,1434060
gauge,grade1,33,135,1964280
gauge,grade1,33,139,2471580
gauge,grade1,33,143,3074520
gauge,grade1,33,147,3666540
gauge,grade1,33,151,4201200
gauge,grade1,33,155,4668840
gauge,grade1,33,159,5046780
gauge,grade1,33,163,5354640
gauge,grade1,33,167,5527200
gauge,grade1,33,171,5720640
gauge,grade1,33,175,5909760
gauge,grade1,33,179,5662800
gauge,grade1,33,183,6018720
gauge,grade1,33,187,5788260
gauge,grade1,33,191,5410800
gauge,grade1,33,195,5114760
gauge,grade1,33,199,5096520
gauge,grade1,33,203,4697280
gauge,grade1,33,207,4708260
gauge,grade1,33,211,4385880
gauge,grade1,33,215,3990600
gauge,grade1,33,219,3986520
gauge,grade1,33,223,3894480
gauge,grade1,33,227,3082320
gauge,grade1,33,231,3148740
gauge,grade1,33,235,2899800
gauge,grade1,33,239,2662200
gauge,grade1,33,243,2363760
gauge,grade1,33,247,2263680
gauge,grade1,33,251,2000160
gauge,grade1,33,255,2078520
gauge,grade1,33,259,1912140
gauge,grade1,33,263,1725480
gauge,grade1,33,267,1595160
gauge,grade1,33,271,1676160
gauge,grade1,33,275,1174500
gauge,grade1,33,279,1224720
gauge,grade1,33,283,999540
gauge,grade1,33,287,916380
gauge,grade1,33,291,940860
gauge,grade1,33,295,831600
gauge,grade1,33,299,715500
gauge,grade1,33,303,737880
gauge,grade1,33,307,739260
gauge,grade1,33,311,745200
gauge,grade1,33,315,686700
gauge,grade1,33,319,675000
gauge,grade1,33,323,428760
gauge,grade1,33,327,384120
gauge,grade1,33,331,409320
gauge,grade1,33,335,398340
gauge,grade1,33,339,346680
gauge,grade1,33,343,309420
gauge,grade1,33,347,231840
gauge,grade1,33,351,266760
gauge,grade1,33,355,198180
gauge,grade1,33,359,232740
gauge,grade1,33,363,219620
gauge,grade1,33,367,320220
gauge,grade1,33,371,242400
gauge,grade1,33,375,253080
gauge,grade1,33,379,193320
gauge,grade1,33,383,163980
gauge,grade1,33,387,97860
gauge,grade1,33,391,103140
gauge,grade1,33,395,95700
gauge,grade1,33,399,125820
gauge,grade1,33,403,131760
gauge,grade1,33,407,72900
gauge,grade1,33,411,77400
gauge,grade1,33,415,59400
gauge,grade1,33,419,54240
gauge,grade1,33,423,35280
gauge,grade1,33,427,56700
gauge,grade1,33,431,106920
gauge,grade1,33,435,119640
gauge,grade1,33,439,104760
gauge,grade1,33,443,52740
gauge,grade1,33,447,65880
gauge,grade1,33,451,48600
gauge,grade1,33,455,22860
gauge,grade1,33,459,16860
gauge,grade1,33,463,21600
gauge,grade1,33,467,24540
gauge,grade1,33,471,47880
gauge,grade1,33,475,35640
gauge,grade1,33,479,29520
gauge,grade1,33,483,9180
gauge,grade1,33,487,29700
gauge,grade1,33,491,10920
gauge,grade1,33,495,5940
gauge,grade1,33,499,4320
gauge,grade1,33,503,16200
gauge,grade1,33,507,31860
gauge,grade1,33,511,49680
gauge,grade1,35,111,2520
gauge,grade1,35,115,12600
gauge,grade1,35,119,37440
gauge,grade1,35,123,100980
gauge,grade1,35,127,221940
gauge,grade1,35,131,418500
gauge,grade1,35,135,728880
gauge,grade1,35,139,1136700
gauge,grade1,35,143,1662180
gauge,grade1,35,147,2290140
gauge,grade1,35,151,2988840
gauge,grade1,35,155,3809700
gauge,grade1,35,159,4572180
gauge,grade1,35,163,5370300
gauge,grade1,35,167,6191040
gauge,grade1,35,171,6708960
gauge,grade1,35,175,7387260
gauge,grade1,35,179,7948980
gauge,grade1,35,183,8079060
gauge,grade1,35,187,8691120
gauge,grade1,35,191,8970300
gauge,grade1,35,195,8972280
gauge,grade1,35,199,8830080
gauge,grade1,35,203,8869500
gauge,grade1,35,207,8381880
gauge,grade1,35,211,8563680
gauge,grade1,35,215,8275080
gauge,grade1,35,219,7775280
gauge,grade1,35,223,7663680
gauge,grade1,35,227,7629120
gauge,grade1,35,231,6936120
gauge,grade1,35,235,6672240
gauge,grade1,35,239,6111540
gauge,grade1,35,243,6147000
gauge,grade1,35,247,5464080
gauge,grade1,35,251,5126760
gauge,grade1,35,255,4713480
gauge,grade1,35,259,4533840
gauge,grade1,35,263,4339500
gauge,grade1,35,267,4068000
gauge,grade1,35,271,3709080
gauge,grade1,35,275,3866760
gauge,grade1,35,279,3327480
gauge,grade1,35,283,3239280
gauge,grade1,35,287,2572560
gauge,grade1,35,291,2547540
gauge,grade1,35,295,2379960
gauge,grade1,35,299,2265840
gauge,grade1,35,303,1928160
gauge,grade1,35,307,1778580
gauge,grade1,35,311,1776780
gauge,grade1,35,315,1764720
gauge,grade1,35,319,1662840
gauge,grade1,35,323,1775160
gauge,grade1,35,327,1430100
gauge,grade1,35,331,1247580
gauge,grade1,35,335,1100160
gauge,grade1,35,339,1103940
gauge,grade1,35,343,1010340
gauge,grade1,35,347,868860
gauge,grade1,35,351,814140
gauge,grade1,35,355,774720
gauge,grade1,35,359,628740
gauge,grade1,35,363,662220
gauge,grade1,35,367,488700
gauge,grade1,35,371,655560
gauge,grade1,35,375,630540
gauge,grade1,35,379,715680
gauge,grade1,35,383,574020
gauge,grade1,35,387,581760
gauge,grade1,35,391,406800
gauge,grade1,35,395,383040
gauge,grade1,35,399,273240
gauge,grade1,35,403,326700
gauge,grade1,35,407,358920
gauge,grade1,35,411,298860
gauge,grade1,35,415,268200
gauge,grade1,35,419,200040
gauge,grade1,35,423,193860
gauge,grade1,35,427,148080
gauge,grade1,35,431,128340
gauge,grade1,35,435,191880
gauge,grade1,35,439,275220
gauge,grade1,35,443,286140
gauge,grade1,35,447,207180
gauge,grade1,35,451,210120
gauge,grade1,35,455,187200
gauge,grade1,35,459,152760
gauge,grade1,35,463,89460
gauge,grade1,35,467,75780
gauge,grade1,35,471,76680
gauge,grade1,35,475,110400
gauge,grade1,35,479,109620
gauge,grade1,35,483,91200
gauge,grade1,35,487,50040
gauge,grade1,35,491,96960
gauge,grade1,35,495,49680
gauge,grade1,35,499,51840
gauge,grade1,35,503,19800
gauge,grade1,35,507,34860
gauge,grade1,35,511,56160
gauge,grade1,37,123,2520
gauge,grade1,37,127,12600
gauge,grade1,37,131,37440
gauge,grade1,37,135,100980
gauge,grade1,37,139,224820
gauge,grade1,37,143,426780
gauge,grade1,37,147,750060
gauge,grade1,37,151,1193400
gauge,grade1,37,155,1777680
gauge,grade1,37,159,2512860
gauge,grade1,37,163,3348180
gauge,grade1,37,167,4359300
gauge,grade1,37,171,5390640
gauge,grade1,37,175,6430260
gauge,grade1,37,179,7620660
gauge,grade1,37,183,8527860
gauge,grade1,37,187,9454500
gauge,grade1,37,191,10475760
gauge,grade1,37,195,11179440
gauge,grade1,37,199,12016140
gauge,grade1,37,203,12572460
gauge,grade1,37,207,12873000
gauge,grade1,37,211,12961080
gauge,grade1,37,215,13413780
gauge,grade1,37,219,13193100
gauge,grade1,37,223,13161660
gauge,grade1,37,227,13037580
gauge,grade1,37,231,12900720
gauge,grade1,37,235,12735720
gauge,grade1,37,239,12483900
gauge,grade1,37,243,11522520
gauge,grade1,37,247,11667780
gauge,grade1,37,251,11079000
gauge,grade1,37,255,10630980
gauge,grade1,37,259,9735840
gauge,grade1,37,263,9425520
gauge,grade1,37,267,8988840
gauge,grade1,37,271,8524920
gauge,grade1,37,275,8029800
gauge,grade1,37,279,7814160
gauge,grade1,37,283,7344720
gauge,grade1,37,287,7482240
gauge,grade1,37,291,6324480
gauge,grade1,37,295,5983560
gauge,grade1,37,299,5559660
gauge,grade1,37,303,5547240
gauge,grade1,37,307,4706640
gauge,grade1,37,311,4523040
gauge,grade1,37,315,4169520
gauge,grade1,37,319,3895920
gauge,grade1,37,323,3832920
gauge,grade1,37,327,3913980
gauge,grade1,37,331,3480120
gauge,grade1,37,335,3468960
gauge,grade1,37,339,2951280
gauge,grade1,37,343,2781540
gauge,grade1,37,347,2651580
gauge,grade1,37,351,2364840
gauge,grade1,37,355,2158920
gauge,grade1,37,359,2064240
gauge,grade1,37,363,1882620
gauge,grade1,37,367,1787220
gauge,grade1,37,371,1483560
gauge,grade1,37,375,1453500
gauge,grade1,37,379,1282860
gauge,grade1,37,383,1699020
gauge,grade1,37,387,1456020
gauge,grade1,37,391,1479600
gauge,grade1,37,395,1273320
gauge,grade1,37,399,1255500
gauge,grade1,37,403,840420
gauge,grade1,37,407,905400
gauge,grade1,37,411,916740
gauge,grade1,37,415,854640
gauge,grade1,37,419,841860
gauge,grade1,37,423,695880
gauge,grade1,37,427,534600
gauge,grade1,37,431,543600
gauge,grade1,37,435,435600
gauge,grade1,37,439,385020
gauge,grade1,37,443,559080
gauge,grade1,37,447,638460
gauge,grade1,37,451,567360
gauge,grade1,37,455,558360
gauge,grade1,37,459,509460
gauge,grade1,37,463,511200
gauge,grade1,37,467,414060
gauge,grade1,37,471,310680
gauge,grade1,37,475,240780
gauge,grade1,37,479,298620
gauge,grade1,37,483,313200
gauge,grade1,37,487,250920
gauge,grade1,37,491,202440
gauge,grade1,37,495,255240
gauge,grade1,37,499,162420
gauge,grade1,37,503,218700
gauge,grade1,37,507,101100
gauge,grade1,37,511,116100
gauge,grade1,39,135,1680
gauge,grade1,39,139,9720
gauge,grade1,39,143,32220
gauge,grade1,39,147,87560
gauge,grade1,39,151,197640
gauge,grade1,39,155,391140
gauge,grade1,39,159,705840
gauge,grade1,39,163,1137240
gauge,grade1,39,167,1744740
gauge,grade1,39,171,2567160
gauge,grade1,39,175,3468420
gauge,grade1,39,179,4609980
gauge,grade1,39,183,5961020
gauge,grade1,39,187,7216560
gauge,grade1,39,191,8666940
gauge,grade1,39,195,10150680
gauge,grade1,39,199,11472300
gauge,grade1,39,203,12895560
gauge,grade1,39,207,14364060
gauge,grade1,39,211,15525000
gauge,grade1,39,215,16410720
gauge,grade1,39,219,17585400
gauge,grade1,39,223,18150480
gauge,grade1,39,227,18591660
gauge,grade1,39,231,19092720
gauge,grade1,39,235,19459980
gauge,grade1,39,239,19397400
gauge,grade1,39,243,19835400
gauge,grade1,39,247,19508040
gauge,grade1,39,251,19017540
gauge,grade1,39,255,18974880
gauge,grade1,39,259,19210500
gauge,grade1,39,263,17547480
gauge,grade1,39,267,17571900
gauge,grade1,39,271,17065080
gauge,grade1,39,275,16051140
gauge,grade1,39,279,15667080
gauge,grade1,39,283,15017400
gauge,grade1,39,287,13971720
gauge,grade1,39,291,14486640
gauge,grade1,39,295,13727340
gauge,grade1,39,299,12497040
gauge,grade1,39,303,11669760
gauge,grade1,39,307,12020940
gauge,grade1,39,311,10332720
gauge,grade1,39,315,10370820
gauge,grade1,39,319,9412200
gauge,grade1,39,323,8470080
gauge,grade1,39,327,8468160
gauge,grade1,39,331,8309520
gauge,grade1,39,335,7357800
gauge,grade1,39,339,7693560
gauge,grade1,39,343,7036200
gauge,grade1,39,347,6576120
gauge,grade1,39,351,6175800
gauge,grade1,39,355,5976720
gauge,grade1,39,359,5182200
gauge,grade1,39,363,4884480
gauge,grade1,39,367,4846500
gauge,grade1,39,371,4379760
gauge,grade1,39,375,4132320
gauge,grade1,39,379,3755160
gauge,grade1,39,383,2959740
gauge,grade1,39,387,3555720
gauge,grade1,39,391,3331260
gauge,grade1,39,395,3386340
gauge,grade1,39,399,3017400
gauge,grade1,39,403,3228120
gauge,grade1,39,407,2480220
gauge,grade1,39,411,2442600
gauge,grade1,39,415,2267460
gauge,grade1,39,419,2174400
gauge,grade1,39,423,2150460
gauge,grade1,39,427,2083320
gauge,grade1,39,431,1590120
gauge,grade1,39,435,1546260
gauge,grade1,39,439,1371600
gauge,grade1,39,443,1126620
gauge,grade1,39,447,1174680
gauge,grade1,39,451,1337580
gauge,grade1,39,455,1332720
gauge,grade1,39,459,1313280
gauge,grade1,39,463,1197180
gauge,grade1,39,467,1245060
gauge,grade1,39,471,1220580
gauge,grade1,39,475,1080000
gauge,grade1,39,479,788760
gauge,grade1,39,483,798840
gauge,grade1,39,487,867240
gauge,grade1,39,491,726660
gauge,grade1,39,495,653040
gauge,grade1,39,499,647460
gauge,grade1,39,503,487980
gauge,grade1,39,507,637220
gauge,grade1,39,511,402300
gauge,grade2,1,1,6
gauge,grade2,2,2,15
gauge,grade2,3,5,66
gauge,grade2,3,9,6
gauge,grade2,4,4,15
gauge,grade2,4,6,150
gauge,grade2,4,10,30
gauge,grade2,5,5,6
gauge,grade2,5,9,330
gauge,grade2,5,13,66
gauge,grade2,5,17,66
gauge,grade2,5,25,6
gauge,grade2,6,6,1
gauge,grade2,6,8,120
gauge,grade2,6,10,675
gauge,grade2,6,12,60
gauge,grade2,6,14,300
gauge,grade2,6,18,165
gauge,grade2,6,26,30
gauge,grade2,7,9,42
gauge,grade2,7,13,1020
gauge,grade2,7,17,330
gauge,grade2,7,21,660
gauge,grade2,7,25,66
gauge,grade2,7,29,66
gauge,grade2,7,37,66
gauge,grade2,7,49,6
gauge,grade2,8,10,6
gauge,grade2,8,12,420
gauge,grade2,8,14,1806
gauge,grade2,8,16,480
gauge,grade2,8,18,1350
gauge,grade2,8,20,210
gauge,grade2,8,22,1500
gauge,grade2,8,26,300
gauge,grade2,8,28,60
gauge,grade2,8,30,300
gauge,grade2,8,34,30
gauge,grade2,8,38,150
gauge,grade2,8,50,30
gauge,grade2,9,13,126
gauge,grade2,9,17,2190
gauge,grade2,9,21,1092
gauge,grade2,9,25,2970
gauge,grade2,9,29,690
gauge,grade2,9,33,660
gauge,grade2,9,41,726
gauge,grade2,9,45,66
gauge,grade2,9,53,66
gauge,grade2,9,65,66
gauge,grade2,9,81,6
gauge,grade2,10,14,15
gauge,grade2,10,16,840
gauge,grade2,10,18,3186
gauge,grade2,10,20,1680
gauge,grade2,10,22,3621
gauge,grade2,10,24,1560
gauge,grade2,10,26,6075
gauge,grade2,10,28,540
gauge,grade2,10,30,2706
gauge,grade2,10,32,480
gauge,grade2,10,34,2175
gauge,grade2,10,36,180
gauge,grade2,10,38,300
gauge,grade2,10,40,120
gauge,grade2,10,42,1650
gauge,grade2,10,46,300
gauge,grade2,10,50,15
gauge,grade2,10,52,60
gauge,grade2,10,54,300
gauge,grade2,10,58,30
gauge,grade2,10,66,150
gauge,grade2,10,82,30
gauge,grade2,11,17,210
gauge,grade2,11,21,3402
gauge,grade2,11,25,2652
gauge,grade2,11,29,8190
gauge,grade2,11,33,3180
gauge,grade2,11,37,4080
gauge,grade2,11,41,372
gauge,grade2,11,45,3630
gauge,grade2,11,49,660
gauge,grade2,11,53,690
gauge,grade2,11,57,330
gauge,grade2,11,61,66
gauge,grade2,11,65,66
gauge,grade2,11,69,660
gauge,grade2,11,73,66
gauge,grade2,11,85,66
gauge,grade2,11,101,66
gauge,grade2,11,121,6
gauge,grade2,12,18,20
gauge,grade2,12,20,1050
gauge,grade2,12,22,3870
gauge,grade2,12,24,3360
gauge,grade2,12,26,6420
gauge,grade2,12,28,5040
gauge,grade2,12,30,14456
gauge,grade2,12,32,3840
gauge,grade2,12,34,10836
gauge,grade2,12,36,2835
gauge,grade2,12,38,10380
gauge,grade2,12,40,1440
gauge,grade2,12,42,2706
gauge,grade2,12,44,1500
gauge,grade2,12,46,8100
gauge,grade2,12,48,480
gauge,grade2,12,50,3000
gauge,grade2,12,52,90
gauge,grade2,12,54,1656
gauge,grade2,12,56,480
gauge,grade2,12,58,1350
gauge,grade2,12,60,180
