mask,basis_cycle_ids,basis_active_count,lambda_support,lambda_coefficient_sum,lambda_abs_sum,lambda_vector_sha256
740,2 5 6 7 9,5,297,465632,465632,ef0e95aa6c084768c58c9f0d026f4a29617a2afc5df2d1cd0e1586015aecec03
741,0 2 5 6 7 9,6,297,658368,658368,bb466ade5d180209b9ef20e8905c43c6382a0e8d8abef41aff6dadfd83e5d5b6
742,1 2 5 6 7 9,6,297,692768,692768,3f85e1704cce8926a0167c72831302af4ee45916007799abbd76d52d6b617f7e
743,0 1 2 5 6 7 9,7,297,885504,885504,9a0803a203db68fcc01fba9e777be8e6a471c86a386930ce50713d4e90c8bd74
744,3 5 6 7 9,5,297,615104,615104,4c619e89b91ad75557a854802f7d01336cc470b3d54fbb35572f5ed4a91e53cd
745,0 3 5 6 7 9,6,297,807840,807840,6018d766308f64d700ccb65bc3516a6e894fb2d2aa2d9ca59e67772e683e8660
746,1 3 5 6 7 9,6,297,842240,842240,52563a99285ab696f0db6603c3344f990c1714ed4cc67d8e864ee9c5de4dec15
747,0 1 3 5 6 7 9,7,297,1034976,1034976,76dc534dfe13c2c32587022ca898bdf716c27788ff3a0e8431b52baddb5a6676
748,2 3 5 6 7 9,6,297,717056,717056,eab5ec2ff76d342167d716dcfba8cf528d1620568dfd88e83e5de6aab274df2e
749,0 2 3 5 6 7 9,7,297,909792,909792,8a2ab472be36769c47933c734ceec5789291814d79d321d22564b3e446a198ad
750,1 2 3 5 6 7 9,7,297,944192,944192,710c02465a2ef2654c5c6e7fc14236cb37317e4a6dc984729c5e20e6d4a897cc
751,0 1 2 3 5 6 7 9,8,297,1136928,1136928,95410da89db2aaf4ef09330a9214399b9bb23e6386441958ce302773035a6a0a
752,4 5 6 7 9,5,297,544512,544512,6635805df50933dc8bc7ce082b94c96b6c69ea2ef7465042a12fb29e2c055ac8
753,0 4 5 6 7 9,6,297,737248,737248,bbed418a8bfd971f9a8f0abe33e92db41cb8cfc58ba67c8b2cddd69724262f18
754,1 4 5 6 7 9,6,297,771648,771648,e4342d4fb9a5608dcb7bbfb8bfe4ce5cc70c7d4c0d1f26f38bd0c1eef32817bc
755,0 1 4 5 6 7 9,7,297,964384,964384,45e412ab3cf37679b01394638dcbcdd0c6fb0d2ac78ae4e71628256cad82093e
756,2 4 5 6 7 9,6,297,646464,646464,9ea8b74de5f1f341eb65964f750f5a5cadc90b70425671a463b616ccba9804b7
757,0 2 4 5 6 7 9,7,297,839200,839200,96d18e2bbb08612099d01ada9015301d318bc03809468d44170931d9242b2995
758,1 2 4 5 6 7 9,7,297,873600,873600,f027f90fb18b01338b8eb80b6c2527a7553c301fe92ac4a62da01668894203ac
759,0 1 2 4 5 6 7 9,8,297,1066336,1066336,5b59ae512d2c4d14e19162e8c67fa95aa7912d3f34322db808487b15c6e2166b
760,3 4 5 6 7 9,6,297,795936,795936,d7d0d249ebd893161a8e77975d0ac8b9834c955c3db16f9ad2cf4da17f5d47e6
761,0 3 4 5 6 7 9,7,297,988672,988672,bea30c6d99f678c948eedad9d92ce37abf92bad21e3b9a412f88bb2bab08f5b7
762,1 3 4 5 6 7 9,7,297,1023072,1023072,cc4a49227ef7775188b57aedcb9516011efd950d5536ff84b598ef54f7835f27
763,0 1 3 4 5 6 7 9,8,297,1215808,1215808,0c2482d22b500bddcfc8f7ff9e36927236b6c8a4e7e57bd31172eeccf2c23cff
764,2 3 4 5 6 7 9,7,297,897888,897888,e39c665404180e5bcd100909daad77bd4769951101c863a16e00228ca47f51b9
765,0 2 3 4 5 6 7 9,8,297,1090624,1090624,805d30edd3a14e50646ef18f9344221e973759d77948954ef1e6a673b78f1d21
766,1 2 3 4 5 6 7 9,8,297,1125024,1125024,9df65cf09d0eaddeb5909c2c626ba7e36d9faebc937ec3a6ac29cb8e9fd0924e
767,0 1 2 3 4 5 6 7 9,9,297,1317760,1317760,80bf1d1d5a4107dee0af3430dfcdf9ddc4d2128e4444ee19b498cdb173aa8df0
768,8 9,2,297,150400,150400,7bd8550c7e5f880fe72f25b49e18fd08e7b82502b30db3dd5a36d0ad82e8ac15
769,0 8 9,3,297,343136,343136,4c99b5a97590ba8a8fe77b62a1b1ee27c5831ec1a6b572dcf8f357a48ca70b7b
770,1 8 9,3,297,377536,377536,9adbdf3694b478378ee8dfcab19ec2aead7cd4a4fb2b09383bfda36b9c7f7fa7
771,0 1 8 9,4,297,570272,570272,3c42a75e41d89f8e52b67495e9fc2ff5dc3dbcd379e44b13eac709f69649bf7a
772,2 8 9,3,297,252352,252352,3afc23060671ee41a7fdb6662c187b610e1d4df2e892ce1fd6eaeb5b37b9d159
773,0 2 8 9,4,297,445088,445088,2f0fa5935093c05b6612dfe7f1fdf8872d2306754741ad910dd02fb3b1baf573
774,1 2 8 9,4,297,479488,479488,8d666e9d61721daadb32fd21b0f19d0288649dda238a4ca1e9c878a1ead5f551
775,0 1 2 8 9,5,297,672224,672224,921863dab7acdebc2f9bff662d48c3c52cb4e480c58cf4ed77f345dd8bb3c355
776,3 8 9,3,297,401824,401824,9d1ba14ea968b4ac2418bca53c3e0b63ad936a8396a943614a45a137b78889fa
777,0 3 8 9,4,297,594560,594560,b165a87f5e5cef4bf566b44bac6ef182f1fa3d8a5b5693e1e6dcc26a35eaecaf
778,1 3 8 9,4,297,628960,628960,2060954d006a7a93927203a01d36b1a59a461e3e9de38344dfe5b4777731339a
779,0 1 3 8 9,5,297,821696,821696,8401d12ecb8cb8ea98c042e12b4f3525b9ad99111c3c8f70ac1cb4cfee5aa296
780,2 3 8 9,4,297,503776,503776,eac00a22ade38cfeb376c641eecf7ab88e7da83f89e6bc52b135dca9d0588081
781,0 2 3 8 9,5,297,696512,696512,a9fb2ee8bf2c95545ed8b88498d812456d67fa639f77b6f8a65a63c240a61ceb
782,1 2 3 8 9,5,297,730912,730912,3b13597b7869bbac709a7c68a61e58af44eebb7f343bb76848020b80e9f989d6
783,0 1 2 3 8 9,6,297,923648,923648,43e1145d2b5c1e23a5e24a17219a6ecd47e45c27d82dfb68d0465441187b89f8
784,4 8 9,3,297,331232,331232,9e1d924934f527318b7883d42bc2064c77e25c6d78ea250d8373b8c609a3c3f2
785,0 4 8 9,4,297,523968,523968,c5b86b004faedb9dd0d8ae847c51212a2806197b1075b61b17fc94c0d838b236
786,1 4 8 9,4,297,558368,558368,bde198a20647202ab87512fad440b77196b5ec806692f9b4874f8ecf84bd0546
787,0 1 4 8 9,5,297,751104,751104,67902c09121c49042af0381ba96ba605be1404d104748bd2d07118dd9ba40983
788,2 4 8 9,4,297,433184,433184,b73b1abacdaee9459a842f3d6502a629608b5c1559795bbf91ea7e1f058a6ef8
789,0 2 4 8 9,5,297,625920,625920,333a8508a8dc4a63b59a7b3f5eaed78ce68b5beabe7a9cfd37cb304cf7ad908f
790,1 2 4 8 9,5,297,660320,660320,7922ca4e450fedbf70de0ef326d3d9c4461f8375afa90744932e82055eba85cf
791,0 1 2 4 8 9,6,297,853056,853056,d00613e25fa68e329faf11bd4ec8fb05280ee30bdc220416ca1933642827d1e2
792,3 4 8 9,4,297,582656,582656,426997f449e89882eeb0dd2ef83fc8064b1888a852d5959f9600b0a33dddbf7d
793,0 3 4 8 9,5,297,775392,775392,07d62b1eb8002f5d1be9a249f530435296219c74665dfb61a13653231320294c
794,1 3 4 8 9,5,297,809792,809792,cbcd5bdf58415badc34f52151e79742e8a7f8363641a13aaf36515f73921c4fa
795,0 1 3 4 8 9,6,297,1002528,1002528,e04a6f401795c565f7155dd1cba90d733a51707d8273525b807df5b56f019080
796,2 3 4 8 9,5,297,684608,684608,da69e446e8d9c4db86aa7ee924b8a6682feb12ce58e872b4d11bd3c09b07f478
797,0 2 3 4 8 9,6,297,877344,877344,eac74a557ba974fe38b2580a1d7bd564eaea02cd86b57c0657f64a281513577f
798,1 2 3 4 8 9,6,297,911744,911744,f9d81984b7db5f79471fc33cc24bda38ad71028db17e00e39b51d14f8af8c45c
799,0 1 2 3 4 8 9,7,297,1104480,1104480,575c74e53f57991074d30ab036fa8cf3273223da4dffb028ccce53d875b46a6e
800,5 8 9,3,297,202720,202720,8f6abaf067652e29beac09de3b1e4d5a14bb97e3de7859348fc6cdcb4acbf32f
801,0 5 8 9,4,297,395456,395456,3e1a6a612f96385c6392085a88fa2ef4f4fac671dc743371593db963ec1f8205
802,1 5 8 9,4,297,429856,429856,41338b9714d15812d5cf5765697872292466175d99309214e6edee3d1092b029
803,0 1 5 8 9,5,297,622592,622592,33bd0e1a400ba8473622acd03bfc116b7d8d9a7c2272cf6828e45f9e9011959d
804,2 5 8 9,4,297,304672,304672,f0b63e3fbfacaaf04d4bf1b271d47b56c25e81ca5894d39f75f6b6175a809eff
805,0 2 5 8 9,5,297,497408,497408,7cb9b05bd47812466c1adcbed21cd9b41c36732deede5b2601a1f5439cc41357
806,1 2 5 8 9,5,297,531808,531808,2ab04d72e2ff45eb0d4541770ac92c1f2c342ea6aedad66002c46aa1b0596d51
807,0 1 2 5 8 9,6,297,724544,724544,41f87d1d27f2835173069ad39d3d635a568de18a48f8192cedda160560c426f3
808,3 5 8 9,4,297,454144,454144,12c9fe902653475d5f36b90a49b7cce554b7d623c7a7e0a0d6f30a8a6b2f64a9
809,0 3 5 8 9,5,297,646880,646880,fceae73b78f783396ec81f4bccb68323fe6d562f4c981b4a925f2302398f93f3
810,1 3 5 8 9,5,297,681280,681280,e2fe38cc87b16ec1e844baa66c55c303be5822ab1e87a1e3ecde9813067f4004
811,0 1 3 5 8 9,6,297,874016,874016,78bd56c12bf38a4d021e524184e82502ac1a5b5d1acc485bb8ed9fe7a97ccd15
812,2 3 5 8 9,5,297,556096,556096,cf6a0d5498baecec1c0efaf1fc1578c685825054fae1ef3cc478d63cb79b303f
813,0 2 3 5 8 9,6,297,748832,748832,66adfd52b7c75a8efd4ebed6ec2f3490664c3029cd774ea5d136e88abe5d802b
814,1 2 3 5 8 9,6,297,783232,783232,26946f271a060457eaa57819086def3ecb822489e60cc87ca13ad7d1f726592d
815,0 1 2 3 5 8 9,7,297,975968,975968,d2c4daefff0fc83eff872b2f1bf0d214f9ff563bb1027d3647e5e10f2aec7ce4
816,4 5 8 9,4,297,383552,383552,655a95223d1af5c848e225aaced6c90be4ecf0daab9a228b36ab14becae8c55e
817,0 4 5 8 9,5,297,576288,576288,5fba0a953b5fe2e9bdf74ca7304563d82fcf128f6e16ed82795ec56ed076a09f
818,1 4 5 8 9,5,297,610688,610688,1af608b5df1366ee14ca4075d37c38603631190d3d6589b834b690e67367cb28
819,0 1 4 5 8 9,6,297,803424,803424,39a51da453648d065bfb3d158acffaa6aca6ba42c13e8c2ad2bda4f9b5a3d09d
820,2 4 5 8 9,5,297,485504,485504,11a5c252439d6680f7cc54c205c56287c7213fcaaa97b2d8df2348db5d5cdec8
821,0 2 4 5 8 9,6,297,678240,678240,da17b43cda5410a169aa90aefdb399b6abf7d215584ee283f3617283d888cd33
822,1 2 4 5 8 9,6,297,712640,712640,45b6e3a4bd30130ed7c72c11bdd794a997429af6e660ac8b091643b8382b64b7
823,0 1 2 4 5 8 9,7,297,905376,905376,2529d4721a3e36b2dc16f9c6cd8970b640298dd709cd52e6cba4757d13a744f6
824,3 4 5 8 9,5,297,634976,634976,7b83c41eb3e89b0a1fc907bb1eb5fd1c0a62cb9463833d3dae317f6d379a2cca
825,0 3 4 5 8 9,6,297,827712,827712,ff14a10f3fac5a3da5d1d1fccc6d119be4080a78edf70d379d3e5b74d554c9cc
826,1 3 4 5 8 9,6,297,862112,862112,be56c4ba3e0f33998db22b73e8a842086f8bf30dc4f675a95d85ba9ca2d4f303
827,0 1 3 4 5 8 9,7,297,1054848,1054848,ff0e25655963f47aec62763f289a7a687c59ae826b302c45a87ba41e6c34fc7e
828,2 3 4 5 8 9,6,297,736928,736928,1fe39992aecc999ca2444362f101a4959896377de373c6ea0f84fbc4b3870636
829,0 2 3 4 5 8 9,7,297,929664,929664,bd2e3553a0b578c24a55ef93d679f6f5d3398828ac3e138f72942a3142228c22
830,1 2 3 4 5 8 9,7,297,964064,964064,701d98aa3aa59eaf6df6a96290152280d7cefd9653101149c9003b4a68ed74cc
831,0 1 2 3 4 5 8 9,8,297,1156800,1156800,25532d0cc856bbcdb5be5bbc3f6069c1f15b4c344d8a5478c9a11425f5710672
832,6 8 9,3,297,221440,221440,66a1dcb967eeaeeb7b3e4d5b2c59b978179e3cabdf6acf03766388f409aaae09
833,0 6 8 9,4,297,414176,414176,0622bd83a5d2f51a183e420d1f86db0698562c87261e68c64ff67ee38d792944
834,1 6 8 9,4,297,448576,448576,f9fab422b789f2de3ee316862301eb186aec7a47ce93bef1a0dc1e252e826b64
835,0 1 6 8 9,5,297,641312,641312,01eed7e943bb36cc622eb9be6380b86c5c0a8878441bf3a5a411094e92aab9df
836,2 6 8 9,4,297,323392,323392,c7a1f50455270ce53f551f8d108e17d05ce9e12afbe5931458b79a4871f599f8
837,0 2 6 8 9,5,297,516128,516128,9d8487820641bde7df906dbada77bfbc6ba1dd33992ceecdd86c461216781a3f
838,1 2 6 8 9,5,297,550528,550528,9df47b5fa893cedf871d3c3e7851992bab4a64220679c9d3b29d33a9708dd8bc
839,0 1 2 6 8 9,6,297,743264,743264,2d437f21628a0178084387367287b88c35faba80f9db0039af7e4377329bc206
840,3 6 8 9,4,297,472864,472864,09245b512b62b170f8c4c162576b08fd6c3e1b53dd4afb2879db06670b09a683
841,0 3 6 8 9,5,297,665600,665600,4766143f08e1684c915f47244428ce5e814eed0cbbec6e734e3b50a9a582abd4
842,1 3 6 8 9,5,297,700000,700000,ae90614d1cef631ec8c2662f7e316b01c3e6768aaef8d84ed72c2636f35ca57f
843,0 1 3 6 8 9,6,297,892736,892736,42d5da0da994a85669078a253c1d7b259af4cc34e61902b55844dd8ec4b76d36
844,2 3 6 8 9,5,297,574816,574816,0582169b7de35aa8c19745a7b522d5d1ed10bbae5ae26c8476c8a50c77b90ead
845,0 2 3 6 8 9,6,297,767552,767552,4ab559ba77b2fada2af2e7a74cbc12c93f47fb388deb57459939ea95776391c3
846,1 2 3 6 8 9,6,297,801952,801952,a926cef13467f915c53773c22f621d6c0aebf13181e19559df0d1dd24255dee4
847,0 1 2 3 6 8 9,7,297,994688,994688,2f7a49ec8b41dc81673a30f5b4aa7eeacf1bd8982e3125cd79972967931223c2
848,4 6 8 9,4,297,402272,402272,590fdaab621cf2256e2d0f235b14d03b3f7c680d06c64d656c038d1854d33d38
849,0 4 6 8 9,5,297,595008,595008,c1a210b4e75e9c059328a04b0d329c8faad79a74362fa21159782764193cf01b
850,1 4 6 8 9,5,297,629408,629408,e40d91d26e6e380d33f691ac7de96bfeb4d19a700f869078b1179d497f07af9d
851,0 1 4 6 8 9,6,297,822144,822144,c73e8cb8aa3eac6d80998f977218e3068dee2c3d3c604f80ad2abe5cacb99f61
852,2 4 6 8 9,5,297,504224,504224,89fd47745abd72153a23bbfefe98a90251b90f1d3d57cefcf1719f62e3bc9ba5
853,0 2 4 6 8 9,6,297,696960,696960,a7113148c6c7c584c2a7bc71c73b8aef81e6cfc137a58386b8563ded470f3326
854,1 2 4 6 8 9,6,297,731360,731360,da5051eea5da4020b71a04b60e682dcf8d68f9b3f07ff875e3d38226cb624db6
855,0 1 2 4 6 8 9,7,297,924096,924096,b6755d89202f7606c4880f68286fb58ecef7ce4b2ee7bd517cdb62f610474959
856,3 4 6 8 9,5,297,653696,653696,34e304b7f8a88be42fb842a458aa915b6912169f84577549bf7adddc243ab7a7
857,0 3 4 6 8 9,6,297,846432,846432,5960b026730c8d93df0b67ce1d95846e7545435a5f87221f9fb466fe99fd3bb2
858,1 3 4 6 8 9,6,297,880832,880832,56779d1d99713704b68cedca1734af62907db1af823f60b6d06cae9f78d4c3ad
859,0 1 3 4 6 8 9,7,297,1073568,1073568,a62a5c66d5168fba32a0267d157656c90539cfd7dbd4019fc81169c92eff9313
860,2 3 4 6 8 9,6,297,755648,755648,dbc4f39dc81d2c5de25161604c5635ecf8f2843b4102167f892266c0198d926a
861,0 2 3 4 6 8 9,7,297,948384,948384,c157aeef30f4af96aba2d1ae27a967672079001d1c5a202f92dff8f3039d04a2
862,1 2 3 4 6 8 9,7,297,982784,982784,b58b14e07c143a57472b3e9b3aa4cb443e1896c9f49348b7be9d0f96a90039ac
863,0 1 2 3 4 6 8 9,8,297,1175520,1175520,1179b40855547fe4d712b3470b4c574025f19f461963ab9d646275f0d430fde8
864,5 6 8 9,4,297,273760,273760,709f17300006054acf7334220f28a8a5c9d42a22055a13426bc65e349a5b9b3c
865,0 5 6 8 9,5,297,466496,466496,4301b6d03e100c797e4d2f7906656f3d47888309ccab335ca9e891b24095827e
866,1 5 6 8 9,5,297,500896,500896,27ab0feeb96962f7175632e9647ed2be4ca41087d73ee284d9281236406a599c
867,0 1 5 6 8 9,6,297,693632,693632,e88ec34edda5a858e324eb4c51c2ec7fedd20f6d715cdcf6b132fcf8bb9e4826
868,2 5 6 8 9,5,297,375712,375712,d43f2b2db2c5473c71439ca3be45fd32257c20d09a36c836d79359cba7b48ea5
869,0 2 5 6 8 9,6,297,568448,568448,f1478a4d5bea4b3d3323be2621d4fd115e27803501acd5953595cd336b94e560
870,1 2 5 6 8 9,6,297,602848,602848,57a6c3a7245f11410328a3ae10c37742eb52d405f299f0b4be2274cc77d3a174
871,0 1 2 5 6 8 9,7,297,795584,795584,72185f452a8f8a26ea3cc606c762c7fc455dc66eb602695f61de17a7d82e00e4
872,3 5 6 8 9,5,297,525184,525184,14c28f8d793f4d1c64f4dc863f6d1c7fb81af2709a91e5b4fa7a191cf8654024
873,0 3 5 6 8 9,6,297,717920,717920,b78e9d645646f61f7d12029123c432caf0f5f1385e951dca915e21b5c7b38852
874,1 3 5 6 8 9,6,297,752320,752320,af4fe763dcba7ce7929cc516fbb5a547ed5a5116e7ba75e234e8d32d8ee9ad71
875,0 1 3 5 6 8 9,7,297,945056,945056,9269a86349d9d1de16b6220b8aff27897485190bda237ec3902a920d0d35ed30
876,2 3 5 6 8 9,6,297,627136,627136,35bc00231b7e2be388f55a84d0d98f8603ea8a3af081c0cc2eeba4a95f77933f
877,0 2 3 5 6 8 9,7,297,819872,819872,b342bddbb6f90716408b1c720b04c7fb85f2f208ea1e74df9e3a3e394bd15162
878,1 2 3 5 6 8 9,7,297,854272,854272,187360e288442c0097d5af012e63726f766f680b5eef00a294dcd2811882137a
879,0 1 2 3 5 6 8 9,8,297,1047008,1047008,2552f661a9bca46f49dc5b3c877dfb275f0e11337de7dec05ca1866649909341
880,4 5 6 8 9,5,297,454592,454592,aef363863f573365a7cd2536db8fd3ad7040102bfab3d315b82b90f66924c007
881,0 4 5 6 8 9,6,297,647328,647328,df65c0118bdcdd80a111a8788895b03cda08d02959faf7f61df19593d5634928
882,1 4 5 6 8 9,6,297,681728,681728,bcd9556969c3126e84334ac4f429360db0346cba2cb192120040e26ebff18e70
883,0 1 4 5 6 8 9,7,297,874464,874464,c09d487765732c861970f403d8a41a2ef755fad019365acc74229e38094a9798
884,2 4 5 6 8 9,6,297,556544,556544,18c0cf3593bb93abe51ea798e2399be5bb7f7014dadc6af1c5279b15eb1d5ebd
885,0 2 4 5 6 8 9,7,297,749280,749280,8623e5c00a14c5d40837ac0d1d221587e0577f85f8efcf898ed0a0319e395012
886,1 2 4 5 6 8 9,7,297,783680,783680,768bd7a8c0f68a8205782852dada39f07bbfc35fa2fec6cd155c140e08ed8c5c
887,0 1 2 4 5 6 8 9,8,297,976416,976416,fd3d8772cec577dbcbeeb3d3abd8f51c9e6adb33cc9c521ac2633eba97a7c190
888,3 4 5 6 8 9,6,297,706016,706016,23c4a942b9154e2d67729a092f5ddc0c5b5deeb080d00b39441e77bd2c98c0ba
889,0 3 4 5 6 8 9,7,297,898752,898752,a925be4ab05ace375d8d950f20efbed93f8bfa1bb7aeee6406cbd1a7e8cccb57
890,1 3 4 5 6 8 9,7,297,933152,933152,93d8a26d2a11965e6ca36a2e352ea59bcfe8af3d37f13df2fc6487fb6c92e441
891,0 1 3 4 5 6 8 9,8,297,1125888,1125888,36386ceb36bedc4f3d75161c2dcfcd20dc1d5e370e96073779a9a855962f32ad
892,2 3 4 5 6 8 9,7,297,807968,807968,91f3f5bfe6dbbed9e4e278b650cc181933ddc545d323f1f3f698ca94c098a127
893,0 2 3 4 5 6 8 9,8,297,1000704,1000704,1f68bebdfc4cf203bdd94a52529ba83ef29fea39f1f957074a8762dcac3b171c
894,1 2 3 4 5 6 8 9,8,297,1035104,1035104,859d999c3610cdb68e3e18945b79e61442a0d90f5acaf239253f53e29f1904f0
895,0 1 2 3 4 5 6 8 9,9,297,1227840,1227840,f3b6c8c36a98fa3d701052cff2c9bef441a25f6edc460e9e1114753fd8bdd667
896,7 8 9,3,297,294272,294272,b50499a03127d500f93310d4ddd5d5224a0856bcd7c653167b5318f81dc60556
897,0 7 8 9,4,297,487008,487008,09565431cec4def8d7b9000e6910f297a47838d020ad77e01b4104d3954297b6
898,1 7 8 9,4,297,521408,521408,ba670d7e5b479ca53a7b4ccdf26f95ff50b879e9aa8259af2d77b3d53f6953d9
899,0 1 7 8 9,5,297,714144,714144,4c6fd54c8e0da53c63e607ecff46d4acef57fb4507d176c473a2b1dd0cadc3e7
900,2 7 8 9,4,297,396224,396224,167188a5df71cc05a4959a2c32a6dc604f19f91deaa1f77b306c82c64d5505aa
901,0 2 7 8 9,5,297,588960,588960,2f3cdd2774fefeacbadc5000313d584b7c4c812fcfec6adff2cc0ebebc0be18c
902,1 2 7 8 9,5,297,623360,623360,b3f5b64b22e64bd928a669bcb1a1fd862299baeff047fcecdd1f0bebd3ad9e29
903,0 1 2 7 8 9,6,297,816096,816096,0e1d0531ebd0f468ded712dbeccbc09eb6ddae1d36877fa8828d1362185bcb34
904,3 7 8 9,4,297,545696,545696,bb08d7e98c9f06a4e0aaaf6ca76182a9f9e117d7c327afbcd4dcfbc6427650e3
905,0 3 7 8 9,5,297,738432,738432,398589fed72252b32b6a0ac803811ac02cbe358a5b4250d1ecc8d642928c0bcf
906,1 3 7 8 9,5,297,772832,772832,eee4a6801682d9ae5fc55c1330283b577dec313ccaf1daf2d7fe4c4c2996fd3e
907,0 1 3 7 8 9,6,297,965568,965568,3163d1972f2a0fa27421231befc9c9d642da5f37a979d71a0bf18d14d1ef11e2
908,2 3 7 8 9,5,297,647648,647648,cd1992b3371a371548080b787305254cc8bf71ced11b6185e086ea93f3696bc8
909,0 2 3 7 8 9,6,297,840384,840384,2f8de0b255d3df1904ee6350b596caed01bf609e3fbb5e617f4ce2e826a0bab6
910,1 2 3 7 8 9,6,297,874784,874784,8e03518d5e8db3440d8c08ec69a756c04aed261a85c13660f9a1d6aa22026af7
911,0 1 2 3 7 8 9,7,297,1067520,1067520,cf5be833dce4feae1b9dc0e3005cc17dbd5b43907a1b41b0fb0022790f558605
912,4 7 8 9,4,297,475104,475104,b8c1b80c9fdd81ab2a59691e5cf01895883e788d2cf70eea413d5454d6e2e8c5
913,0 4 7 8 9,5,297,667840,667840,93526a26f7637d34f480dfbc51755d2755c794366694d323796bea85890561c1
914,1 4 7 8 9,5,297,702240,702240,e7732c71a6b299f8de62ab81fe66a71c3c2b7dce2d9e9b68d89ed3d2017a8e10
915,0 1 4 7 8 9,6,297,894976,894976,81b82c366141229d22f3b8872bb7ea4283d19bb9fc8c8555b83741d625e06f3c
916,2 4 7 8 9,5,297,577056,577056,5379a82c43866bd2e9397c8c3b532830d3a7bbcea2e8005a14bd657b5f1d265e
917,0 2 4 7 8 9,6,297,769792,769792,2118d8a4986da50b859fe3a0912cc6c6fd0e5cbbce069c4f6b8e9b02008cd453
918,1 2 4 7 8 9,6,297,804192,804192,f037a5be87b7095ec3c18048474088e7a87f1c3a8fff7120b8887a967e8a2e07
919,0 1 2 4 7 8 9,7,297,996928,996928,20e894817f521a7059129513602c09285eb3697b2a4b08ef33c3506b011330eb
920,3 4 7 8 9,5,297,726528,726528,aa0e28093bd939d81c9287135b3e282afc3f155990c47f4c6980114e7a1badd7
921,0 3 4 7 8 9,6,297,919264,919264,d37a2dbf14bb18b5c67a18641a53e1d4ba71baff920e14ac158b889cd9b0000c
922,1 3 4 7 8 9,6,297,953664,953664,8bcf8d6adc19c9da362fa2937cced738c8400438acd4aba5249b39d8b070897d
923,0 1 3 4 7 8 9,7,297,1146400,1146400,24c85dd7217b721906811d99d8d690d3d33013a75041698429f4115e49beed2a
924,2 3 4 7 8 9,6,297,828480,828480,4c6549ab5994849e9e5fc7f6cc69ab7d1d66d247910a195adf939495e48b52d8
925,0 2 3 4 7 8 9,7,297,1021216,1021216,ea4990f3a5aaf7add810ab549d2b4f12ce838afa6b5488cded49280d4e9a2cd2
926,1 2 3 4 7 8 9,7,297,1055616,1055616,79791deaffc2b29df9636b3f818d474cf2238a8b0c0287b93c0d0a935c309815
927,0 1 2 3 4 7 8 9,8,297,1248352,1248352,6cfb044c2e9792698bf8718feb58b0062ba600491160614a3b3ad09338c32cec
928,5 7 8 9,4,297,346592,346592,7c1d3bf26b47e7c021b79d6393e0b50018531d314c2d047dd07c038a08ea6100
929,0 5 7 8 9,5,297,539328,539328,ec4bb5435eb52b79a296dc8743e243aaa56ae7f6d1027f4e8505c0e4ecb23084
930,1 5 7 8 9,5,297,573728,573728,220a60f0e8ce7cd6148ca8064db892e2c97d7379c94d6763d122a67251186e15
931,0 1 5 7 8 9,6,297,766464,766464,9d82b43614bd72be48ec2bd2dac035afbaa984d398f49adb204cbedc9016902d
932,2 5 7 8 9,5,297,448544,448544,d9fa25aafd3d48c7bc01d981b08c8d226e6c53d04d1cf80e22819eb4e2421708
933,0 2 5 7 8 9,6,297,641280,641280,a1dc9e0fdfa10e981eb72e78cb7ce5209a2a728b03aedd9998b0487f71762bdd
934,1 2 5 7 8 9,6,297,675680,675680,0bad5c2bd2a2534f42d2c77e241f7f90c47b856d0f025ef7a455201a56e90074
935,0 1 2 5 7 8 9,7,297,868416,868416,9d91121b3b57605b55a56d53f483beb58cff86a6573a5661b39b04be48a2eda3
936,3 5 7 8 9,5,297,598016,598016,674365a8a1c0730f7911913ed67ed9eda15fbbb8ae69b447a45dd565fed717c6
937,0 3 5 7 8 9,6,297,790752,790752,e671c0ec7cd99e62f20045915f19af1bb203b17a177ef75c2956e30d927e58ce
938,1 3 5 7 8 9,6,297,825152,825152,819b066180348236694b5f1cc4fae9ce5819b91d6ee5a81d973d26a5bda39560
939,0 1 3 5 7 8 9,7,297,1017888,1017888,fb4fa16ffc0fdade38995eed3e7e6027dc65f9f9cb32c65b6e031da5c9ff2708
940,2 3 5 7 8 9,6,297,699968,699968,6dfc7c77d2dd21ecc9b68c2fb482ac4535dde53f3549222ba0a0e0e37a884145
941,0 2 3 5 7 8 9,7,297,892704,892704,0a8f0e17941e63ab340374407a82acbd37e5aaca468a7d997877b45c9c3ea676
942,1 2 3 5 7 8 9,7,297,927104,927104,a431ed61d529267c4a38d60dd347e586b6900af51db7cbdf7d06e217f8d7f418
943,0 1 2 3 5 7 8 9,8,297,1119840,1119840,7612a34a2f155787836099dac578b1857bfa462d78ff04a95bf0ae8a044ea1af
944,4 5 7 8 9,5,297,527424,527424,c58578928980e7d35cd608873a3847da72762e945656f1075d31fe25fd1a6413
945,0 4 5 7 8 9,6,297,720160,720160,659ad45dd282f73b30e95fd750ea535d49944201fa7d8db436f25650a863d624
946,1 4 5 7 8 9,6,297,754560,754560,3aee44829a85d496b2d930743078ca4bbef0a9175b3029899eef5eb4a0a8606b
947,0 1 4 5 7 8 9,7,297,947296,947296,7645b19d748df3010e1920df477f36872cb844aa5f1a2a5b7b2b9b9094712056
948,2 4 5 7 8 9,6,297,629376,629376,da7d4c7a514ed34a6706a9c021c8f8e574b88e657818580c1f5096a0bd344f57
