mask,basis_cycle_ids,basis_active_count,lambda_support,lambda_coefficient_sum,lambda_abs_sum,lambda_vector_sha256
1025,0 10,2,297,333376,333376,f9a1b0825ae825c111bfe68f252002d9e4ed32771b9ea424bde02f46f085596b
1026,1 10,2,297,367776,367776,591895115ee843f8f93fe3b23407dcdd9f417cfca1dd65efeb2125b59e81e625
1027,0 1 10,3,297,560512,560512,522f90ebc8cfc3eafc13d7d0322a1c83ecf5045abeb78c666a4b5f5551aa0085
1028,2 10,2,297,242592,242592,17c5d92a0575ae72f16f7a320364ad98294293e065e53b1459e4f2602cbee741
1029,0 2 10,3,297,435328,435328,92ad4765108cbdc93c2c7ca95cfb369bffdc33d8b609378a55203dc47be95212
1030,1 2 10,3,297,469728,469728,565f05652edc116d0ecda1a72d481cec1037aacf664ad67350e6914d3d7144d2
1031,0 1 2 10,4,297,662464,662464,f8a4b8be40c4784dca54da35f869328de0b6b18b699117f8e79b4dc01a9c26dd
1032,3 10,2,297,392064,392064,3d9e0f67dbaa8f4ef8f4c6f12c1f75462c56dc32b48ae5965af384f0ec6f6a8c
1033,0 3 10,3,297,584800,584800,0f1811326ff7886a23c8d4831b4fd9f8c59a79bd6256f12657b9c0bf44af8fee
1034,1 3 10,3,297,619200,619200,9caf9f3d63dbbd19f7521e32007633175214724cfaec582bf0a15a9d687d7790
1035,0 1 3 10,4,297,811936,811936,7cbdc1f94477fa54c0d48a108508d8384d096b6520a03bf001dfc1db386cb1a0
1036,2 3 10,3,297,494016,494016,0489bea534f19ea9909975486a4fc89b9dd45971cfc78ae329d695fe98a3f6e1
1037,0 2 3 10,4,297,686752,686752,aef8f37977ad6fd0a98259fde9af44af8c19bc9a2023aec7dfa656443e17cc7c
1038,1 2 3 10,4,297,721152,721152,8715c72d4066d2acd26b0768a7878224b6cbc5886bbeb8aa3d7a7b76aee3acb0
1039,0 1 2 3 10,5,297,913888,913888,69df6de454027e72fc40b44e0cf4a8a5e529428e3f0cc18f90be2e8890cc31be
1040,4 10,2,297,321472,321472,51fab0558f7266a6268012f07bc720d1ba5eda7820268cc2b4bc1a1bef4fd701
1041,0 4 10,3,297,514208,514208,971c05998a27c03cf17f995c2cba27804e6cc64381c070c897010c820509f4f0
1042,1 4 10,3,297,548608,548608,a12872b93a28414604fca6499be67f820f324222c0317531996e79e8d06b7863
1043,0 1 4 10,4,297,741344,741344,6feff0278542045cf37ed6ab7e2b8613e95dedeb792597b7a040334484cca59a
1044,2 4 10,3,297,423424,423424,f439a6d143bc1059c2c50223aa06271e25c604442527d87e2a6492e02239baf2
1045,0 2 4 10,4,297,616160,616160,873d6bf1af9a6f7b9ac572ec98a42fb71929afeee251444eb719f4fcbf7fb26c
1046,1 2 4 10,4,297,650560,650560,4f278a3d6812a051411cf27dfd23be004bac41a2eab4c24d724702e43c5e03d2
1047,0 1 2 4 10,5,297,843296,843296,aee3c31513c57f693f577c67dde493112fe1344bae9f3de3cdf137eb68c1227e
1048,3 4 10,3,297,572896,572896,b38ca8eb4e3235891597dc5551cabd3259e4ad56a8789d6ed0ecfa76691cd31c
1049,0 3 4 10,4,297,765632,765632,dea24ecf9f49e2c7b241cdcff1b2bf4a39fea7aebc1461bba3bb27a734f8de63
1050,1 3 4 10,4,297,800032,800032,8bba6eae0c2a73e3124470beee1c9016240ff2056216f76225c0fc2dd1bb2784
1051,0 1 3 4 10,5,297,992768,992768,9d92c1577db7833fd071b699802c25bbacff9b2642a47f46099cc2265995c87b
1052,2 3 4 10,4,297,674848,674848,1a04ab801c1fd83d98ba22c85ed22ca99fa98807c4ab2a47438343edb0629854
1053,0 2 3 4 10,5,297,867584,867584,4f1a88fc6dbba1c0f2f9461ea337b4c3e039ab089fcf58b0f417cbde4dbe7c73
1054,1 2 3 4 10,5,297,901984,901984,3b415955386bc27d67b22c25ce4b839f6add2dc1ee00924e08e7ce8a165f4c6c
1055,0 1 2 3 4 10,6,297,1094720,1094720,04d7f63ad2ba58847c1b0d45a779dc5b13517c1ff1c79629473af47a3738acf2
1056,5 10,2,297,192960,192960,1ba12f34d4236abe65baabefc9e0c7f806d4c3dc4d339970cfaa013d07ac9698
1057,0 5 10,3,297,385696,385696,e6c13dd63214075f1e90b80fa732dbe7cb7bc5f1c2280dc9635a8a3c10999cc9
1058,1 5 10,3,297,420096,420096,c71da80add2d9496d1cf34895187a4185433afa859b70abb182657acd107e5bb
1059,0 1 5 10,4,297,612832,612832,75fd83c09a9a12d3dd48d6e89b09954c19fd4fe1b247a7befa0fb43bfd3b7e6a
1060,2 5 10,3,297,294912,294912,13767d0c81d410d977e7a7e90b5d23cc18d45cd6ca053ae2d4f5032bd73ab025
1061,0 2 5 10,4,297,487648,487648,c50f02fa8b5072208aacc5859c91e00443e3d22bbb27b74e203a0826dc2181dd
1062,1 2 5 10,4,297,522048,522048,8299e00aa2721d1525d01817e29e3660e036d33fe6b32ebaf1eb0483be5d2f2f
1063,0 1 2 5 10,5,297,714784,714784,f7cd4286b4b2b6acbd4e0551706e495b8afb95fcd9496665c8c4142d7e08d531
1064,3 5 10,3,297,444384,444384,88a4421787712455ce4c047ec3edaa040061770b854de4e4e32cb185fc50947f
1065,0 3 5 10,4,297,637120,637120,3e169398203baaf2f611321fd89ec5b685fc708b0b4ba4f35cbc6d3aec4754db
1066,1 3 5 10,4,297,671520,671520,fbd0826c5bc93581538fcb36fc02225c5f9d037c2df1ca1bfad0587d950e6424
1067,0 1 3 5 10,5,297,864256,864256,13678c9c76fe33ded440bf8facc6f976d81237d5cdde990933af7e9ed9674e6f
1068,2 3 5 10,4,297,546336,546336,e4f3664141bb69222f79d08c7b8bd2985a0b2ce9c72762a652dca68746a1623b
1069,0 2 3 5 10,5,297,739072,739072,b004d3bf7cfd17839b965cb684c6f6e02b70df6f7136604f1eec607d6bf8010a
1070,1 2 3 5 10,5,297,773472,773472,d75c114f8fe0906ca430c3db6d2c26bf489471c8e24a8a44ec4d9af36710d8ce
1071,0 1 2 3 5 10,6,297,966208,966208,82ee7692df35eaa2b0fdd688e69474b265b64f41b33ece2f29062bd79995f6f4
1072,4 5 10,3,297,373792,373792,f0a61066012e9b84161d58dbd56c05b39845f4490f73795518b8810cb9e16202
1073,0 4 5 10,4,297,566528,566528,510464128f6b68d7e9e138944fb79d4b86d6b09e61e37c9d01bff801f922bf05
1074,1 4 5 10,4,297,600928,600928,5a6ab44371a1ced143106b286c77b3830cd5f4023c8ec596fa2fa44e559329d9
1075,0 1 4 5 10,5,297,793664,793664,f443284ddb639ec8b380e3a4741247daff5001adf682d3485244e3eada53c218
1076,2 4 5 10,4,297,475744,475744,d2f8e0d14e75193e9625e87a54ec602a9ebb88048ba92c91c8e55cd82ca5fabc
1077,0 2 4 5 10,5,297,668480,668480,149c9faed6c7522308f3f8b333c2708fb4f668a6c06e2605a3cc1f81a4cea681
1078,1 2 4 5 10,5,297,702880,702880,86e619ee5e9f0bcfd4608e94b85e367a7804919f7f8529e1395f2440fa35c3cc
1079,0 1 2 4 5 10,6,297,895616,895616,073909ba3f72b1e9b82ad48d654e43a8253c4087ea5472b1b8620cf43b5c84f5
1080,3 4 5 10,4,297,625216,625216,fb73ea827c245d654d50af7fcab07449c9e5842cf27686ca84e1d1e04b494476
1081,0 3 4 5 10,5,297,817952,817952,d71eb1f70bdffaca095a214b927c0326fe053d6ecbd0f9d69e6cfd4874abbe30
1082,1 3 4 5 10,5,297,852352,852352,ba69a8763e8ab3b9c4a89dd44f1892c246770de5ed220976a34cc9ccd432ce59
1083,0 1 3 4 5 10,6,297,1045088,1045088,9b4bf0f4e906a3b80511d84e98155099f21a7a0e0fb2255e1137d82c3b039b14
1084,2 3 4 5 10,5,297,727168,727168,d9ccb1ab18cb4dfb64e7f33f63ba02fd859693fb3d53e4c4c3c3c1527d1b974d
1085,0 2 3 4 5 10,6,297,919904,919904,fda53495cb93a679053408256e494b424bfadc0d5a628dc9b274ce959a3894ac
1086,1 2 3 4 5 10,6,297,954304,954304,5eee3f1341e19ea9d0013a65c0576ab3d54dca39fe24c308dac2aa8d39f5c4a8
1087,0 1 2 3 4 5 10,7,297,1147040,1147040,e2e59b06e96a2ead0e89e1b533737b3dc1b938db6103a4ee09a31bedee27c7cc
1088,6 10,2,297,211680,211680,4dd8df8b312e4d817ddedd9b0c915e0cc8e95da3c221579a65d5aef04f56f5c6
1089,0 6 10,3,297,404416,404416,0159d4fe8cc6d7e1f62637ff27440b340010b0efb2966da6ed97536b82567711
1090,1 6 10,3,297,438816,438816,f8ea438f098c58cb05eb098c9260af99edffca8abac30ec325a81ea01e821cd7
1091,0 1 6 10,4,297,631552,631552,d16cc2f5dbb2bac64b37defd54ab4d4b154cdc99395f985116171db3e4e00807
1092,2 6 10,3,297,313632,313632,fdc21fcc7b003b6bd5e9087bdc717be1f04afcef543907792cc0047187d43f01
1093,0 2 6 10,4,297,506368,506368,696dc5ef7124fc55d69fba672a94821de22258bce4359f430730f1a0d3491795
1094,1 2 6 10,4,297,540768,540768,23ce1a0e46d22824dcd728ecc318e5d1e7111511dd3ce16765da77eaf0d2dbe8
1095,0 1 2 6 10,5,297,733504,733504,c41553a83cf580ea5113cfb2f582f50ceac9ae728ac21ef1df4866e41a58b762
1096,3 6 10,3,297,463104,463104,dbd8ab4a2eb51cd692e3a151f6577bb18fa8808fdf5ccb1c497dde7e46b1cd1e
1097,0 3 6 10,4,297,655840,655840,7ba28531455618f5432d38495eb3affd4ee87a23941534b9170fe4f009b07b4c
1098,1 3 6 10,4,297,690240,690240,3b88137bed0af739dac08a6061cfd9a8848639282daeeb1aa29e5ca50c2a4a87
1099,0 1 3 6 10,5,297,882976,882976,98314defd45ec1c631056fa2c7308a2cb29c872b12734ee49a9e9fed3623177d
1100,2 3 6 10,4,297,565056,565056,4c1ce2393ed15654b3208dc5e41ce19977f6c63fefbaec7911622532174ffebe
1101,0 2 3 6 10,5,297,757792,757792,4d7240a57f2e5d936ad0895ef8ee8cb36d55eb851a9e4509f5a8ba17cd66a8d0
1102,1 2 3 6 10,5,297,792192,792192,0eeaa2db51372784f184a856b48f440bfaaff1a76e4f685c8cf3d19fa806265c
1103,0 1 2 3 6 10,6,297,984928,984928,f6c49ca118aa36cd40aad010856b88e18719bdfc7a07781daa5ac52cf391b481
1104,4 6 10,3,297,392512,392512,9ea9bf88c1335a61e9d186fa4392026dc393ba011d312aa1087a27ebff9f8f4e
1105,0 4 6 10,4,297,585248,585248,9dae2118b9832ddaf07d480f5a87583aa9091c7e74d458ee46461601752c7d33
1106,1 4 6 10,4,297,619648,619648,bc9a628e7c7deebbd04263f5842e3ef3b83f70f14338df8f39f3b6db720c0ca7
1107,0 1 4 6 10,5,297,812384,812384,a28bbebc01ee5c3ea788ee630e13e6259f71da1b008d8ae3c6ff9c77d221d2b7
1108,2 4 6 10,4,297,494464,494464,a5adf3b69d311992a71be0ae809b43301a3be28a561e51e439f13537c816fb43
1109,0 2 4 6 10,5,297,687200,687200,b2885fe18d7c26040c49e95f59c89ff3641965f588cb62d4e1027dd57032788a
1110,1 2 4 6 10,5,297,721600,721600,8493d8acfa42b5237866e9b72ee88b9b54801cc9c09e7262f1f337aa57b6af5b
1111,0 1 2 4 6 10,6,297,914336,914336,9fdf15da9b5aa79defb487acdd7f3af36406e66740946ad7cf90a223c2fce4d0
1112,3 4 6 10,4,297,643936,643936,a33edcca98e0c59de438a5012ada704e9f95eb7061df44c6ae627e43390afe9f
1113,0 3 4 6 10,5,297,836672,836672,643484a04f933eee74f5f447dc32072a7ee824bfc9559ccb5232a2788e0eb340
1114,1 3 4 6 10,5,297,871072,871072,a66cae034b106806cc49d92c20c6df459854078bbe432f33a1b24b7f9dc41d41
1115,0 1 3 4 6 10,6,297,1063808,1063808,6b8e2747ab24f864afba34f9cc3099679eb3720ea7dbc073f3f2d9cb845f6316
1116,2 3 4 6 10,5,297,745888,745888,98eaf6908af7104b62aab1243ad01186f73dd48048c9f2d00bcf0ded2791db56
1117,0 2 3 4 6 10,6,297,938624,938624,1456e10dcaa729e23e16b6ec495e553788b07aacd0a8430eb6002c32565410c8
1118,1 2 3 4 6 10,6,297,973024,973024,9088c22337a62b072ba6a296ac17e62bddcb558e1a46cdc5d2552b636c63c4c8
1119,0 1 2 3 4 6 10,7,297,1165760,1165760,a22228a64db4414c924f9de4b364aef45abd3daf1e334a1f9adf765c3847e7dc
1120,5 6 10,3,297,264000,264000,1ecfd5e6f6b0e01f30458dd0d993560e579ac3386121ccc8b05923a051b9edcc
1121,0 5 6 10,4,297,456736,456736,402d5e1b27728af84c02ed43ebc73030ea830248c6b0dadc61aa8c0673f1a856
1122,1 5 6 10,4,297,491136,491136,796e3d88edeeda2b2fbbf4b2da67128ff46c8634c0f19a3054e709bdf4f0364f
1123,0 1 5 6 10,5,297,683872,683872,8cba4d2c965f4185c318a555b4562507a629daacba6c8788ebdb158e6cd0fad3
1124,2 5 6 10,4,297,365952,365952,bd20b7df293962fc86d01a728da1c22ae856fd2617787dca9e9ff7ddc861928e
1125,0 2 5 6 10,5,297,558688,558688,e19961621d4b494fdc2bc95cd382334c4113d0b8410d9575a14229d6714a8f87
1126,1 2 5 6 10,5,297,593088,593088,3800791b3c680dc4d1fda7a278243e74868b329bb0ce4c717f4ad756b5cffc51
1127,0 1 2 5 6 10,6,297,785824,785824,ca7f7baab77ae266fc4c8017b8ff457d3df84a4063ce12075fa12fe5aebc37d3
1128,3 5 6 10,4,297,515424,515424,6797791a8e18202eb59334dbd715c7c65096886426eda2866b0b2f8d8561c313
1129,0 3 5 6 10,5,297,708160,708160,26d37d600c81c80e682f4668905ff775f4598939486ddb626f5ba9cddd71a96e
1130,1 3 5 6 10,5,297,742560,742560,815ce492a8a29e03c646aef7a2cfae742bb980a7d6e2a8294dd08c3c0cde46d8
1131,0 1 3 5 6 10,6,297,935296,935296,8cee63bfb690e8728d1337b9bc5df1c6547d48ab5f439b773491d57e4231b2b0
1132,2 3 5 6 10,5,297,617376,617376,7e4582cdbd22343aa9f47556cf3040dd8bf0b0c96346fdb0cd8de57c5943c0b8
1133,0 2 3 5 6 10,6,297,810112,810112,fb15904cfd358bd616c85b5a895c418054e5271fac703d1d12675675ce8d73c6
1134,1 2 3 5 6 10,6,297,844512,844512,8572150716f85489178820b8744d6c724ad8f6f542e2df048a3f3c479e50479a
1135,0 1 2 3 5 6 10,7,297,1037248,1037248,0ebc7826fffa9445a73f9b309c655ec094b2f0b4b91ddad428414730c4c3c0bd
1136,4 5 6 10,4,297,444832,444832,c5fff2febc697ebf26e60da9d88f9b2de638c00e77b83fefb48576504e00367f
1137,0 4 5 6 10,5,297,637568,637568,ce6fb17b616d5e103a3d37120833f168c852eef2f0fec5ee8c7fe9e825d82f36
1138,1 4 5 6 10,5,297,671968,671968,de52b06a029c263680135fa66ac6933b0d5b74b8042813cfc69cff25ec3c196d
1139,0 1 4 5 6 10,6,297,864704,864704,a8e288022655a99c741c1d089fd03a2cf25ff482f580de8587be111a2c624b5f
1140,2 4 5 6 10,5,297,546784,546784,7454bc5e3db79d9ea0a527a1484150c4416f6a94a1d34e54151144752a9fe9f3
1141,0 2 4 5 6 10,6,297,739520,739520,5053dc6c36086971d2054366a9c8175f13f9f415aa795b1aa6d16966bf265218
1142,1 2 4 5 6 10,6,297,773920,773920,24fb62dedb0a866e9ce992637db831ac7edb9467a93a2838d200b23411bf3ba6
1143,0 1 2 4 5 6 10,7,297,966656,966656,e8fdd09149150f4df02e4ae69369306c562da0d9ba752b271d608f95e82d637a
1144,3 4 5 6 10,5,297,696256,696256,1b99e91935557934bb4accd594a29a56eb720cd6d1ea4e48644f70df26fd1669
1145,0 3 4 5 6 10,6,297,888992,888992,0b6eda722f3b25983b08f35676cc9005f64f5fd32a224d79f43acc8eca92f402
1146,1 3 4 5 6 10,6,297,923392,923392,6259403197263f2dca0cc9c24d8f2e70a1060134602ac11b2de360cac1cef56f
1147,0 1 3 4 5 6 10,7,297,1116128,1116128,7302c2c677776314d40213173de35a05699dde43346177b14fb84ce1a81df035
1148,2 3 4 5 6 10,6,297,798208,798208,10324199b1e2ee1d78245fa1052f8dadd2c61df64c95443430f1c29d91f6625b
1149,0 2 3 4 5 6 10,7,297,990944,990944,505085defb1985fe559adc55ccf84dba6ce00b72a731b3c4604f779a70c03664
1150,1 2 3 4 5 6 10,7,297,1025344,1025344,26bf70807fb37478157120b43dc4ef834d9c2e60ffbc910072e7327c4f07e281
1151,0 1 2 3 4 5 6 10,8,297,1218080,1218080,eb959e4fd27769593cc33289248fa686f7932b80bd4f266b5e2fffd34d0d3c4a
1152,7 10,2,297,284512,284512,3aa077cc2086a0d396ebef7d30c582dcfa2d781d29d3f815f026c3343c3c40f8
1153,0 7 10,3,297,477248,477248,c45f33f386c08f07284ed0e24dd660022519c8501ea4993ca8a6e95b0c50aa4c
1154,1 7 10,3,297,511648,511648,2fdea69f799f00dc1775332d6bf0afa94a20617539440eed09d0a515a498e017
1155,0 1 7 10,4,297,704384,704384,0fef39aeda4cd3f4f03d5e40057c99b6735fa8d936891e364e8c2debb91d0728
1156,2 7 10,3,297,386464,386464,37158c91c5169c6bb71791046d7bff7233c75dcbc3d0c9802d9fb78622d36300
1157,0 2 7 10,4,297,579200,579200,fa30345fab040b95fb552fc29977e02df3afd9e3d84d91851a6363adf1431d52
1158,1 2 7 10,4,297,613600,613600,9754463b6e8ceb09210c64f709df20fbaf1ef7ace4c0d7ff7433ec514455d024
1159,0 1 2 7 10,5,297,806336,806336,3a644e43881b1b6488fa596ae85a35e11bf82de2370fa8aed61a41778aeec718
1160,3 7 10,3,297,535936,535936,35fe612a14b3a81e2c9b28062476cea96490475ec247faf24416f9d4f8f35477
1161,0 3 7 10,4,297,728672,728672,e0de420147130a78eaae0465afe5050b256d66aa2e81a4c5b86df5fabaee3456
1162,1 3 7 10,4,297,763072,763072,eb1f35b4ac2111f9890cfe7d75393500408727154440f0450e131cfa8efc9fd8
1163,0 1 3 7 10,5,297,955808,955808,0bb69443bd3b6a63358a3d8eb6afda320da46da85332b0a26e1ade5b69f95e82
1164,2 3 7 10,4,297,637888,637888,52342708e5c2d9e608e5db58d618367dda04706fa636facdfce0cdd427c3e3d9
1165,0 2 3 7 10,5,297,830624,830624,046cceb607c6db0949aaafe9506395587ac8f9af3b040f00a5783f526889fc0c
1166,1 2 3 7 10,5,297,865024,865024,0f88136798fefaa87bfd7024f9557cdbe0a57d84bd213c66113438150dfd0700
1167,0 1 2 3 7 10,6,297,1057760,1057760,73e4888d957ec4c05b9491d001c19f4aca3d76a29f59f16f8ea3301a2b103e69
1168,4 7 10,3,297,465344,465344,ea0f5f95da1ee5bdb2024d92e99fa6929dd3e792743320fe346d91fe05676778
1169,0 4 7 10,4,297,658080,658080,4320ad6e508a3717bcf8c03ab4d5495bcd6fdc47b9da27843c5bbb01516a047e
1170,1 4 7 10,4,297,692480,692480,79dab50b3139ade3556ea5e0d93e3cc89bada5503fd5ad93aaa9bc3355a19358
1171,0 1 4 7 10,5,297,885216,885216,d9cb9c42919c7b3d6ac7e8cbb7741db416c3376990350f4d02976abe8bbe9ced
1172,2 4 7 10,4,297,567296,567296,2a0d9dca154b60f9e1451183f75dc0f11347f57300699b97f9083e3e3e9a3224
1173,0 2 4 7 10,5,297,760032,760032,7fe47c7f222eef45f3a6c74abf58c90c98954e60379b54dffd54c7498cd6ba57
1174,1 2 4 7 10,5,297,794432,794432,a2ee804b1f5b5a6cef20b73034972b38d1f910e47e80ae9356367cb2075ac1e8
1175,0 1 2 4 7 10,6,297,987168,987168,dcea433878ed9d6e51e3848e75c18e632799080ef54b340ca84717dbf9adfc55
1176,3 4 7 10,4,297,716768,716768,6262a6044144bb10cd098eb0bff809dffb6088f91b2429a277e70033d7f34505
1177,0 3 4 7 10,5,297,909504,909504,af8cc343eb6f815b67d88cb9c1862f0016c406ea71a06f9e489c55acfc9830c1
1178,1 3 4 7 10,5,297,943904,943904,5b08419a61cbfb2fae4076bd7ddb6b735a906e360d5fcecc39e010241189dc1b
1179,0 1 3 4 7 10,6,297,1136640,1136640,866c29e83c7f199c25aa2d862f57be051886e17ee82d737faa9f098e0114cee7
1180,2 3 4 7 10,5,297,818720,818720,bd2a8f60620ce0a9c7598764023af758eba5c4c54146dcc9bfa1ef46906a1598
1181,0 2 3 4 7 10,6,297,1011456,1011456,3af7f8c168bc755879e2e5a8d9d30a0bfea867560ef53d8883619598454f81e2
1182,1 2 3 4 7 10,6,297,1045856,1045856,dc98c90444a166470afd3e2635752c768c005f48218cfe2590e976db913f5bb2
1183,0 1 2 3 4 7 10,7,297,1238592,1238592,8a4b504d54d364f57954eccb6c21eecec1275dbe0272c052961b0bbb3207aff5
1184,5 7 10,3,297,336832,336832,f78d1d4859e0c70003520263b6b76213868904aa5b0ba64b6e6098f04269f053
1185,0 5 7 10,4,297,529568,529568,95579afe0d3cacb7d374ae746a9997457d4e8da906991a95865239ab1ec223a7
1186,1 5 7 10,4,297,563968,563968,705affe9c058dc5e45e839c0d468b95076dfba941b1390d27b7051947bf126ae
1187,0 1 5 7 10,5,297,756704,756704,8c9bc5e1421e2362194909ccc493b141e9185dc4dc63af363170c8a587b78e72
1188,2 5 7 10,4,297,438784,438784,15d78558e7a6146e55e10737bfc6660e73a88fc9dc8f8a22e236911a33f322f2
1189,0 2 5 7 10,5,297,631520,631520,411b18c1f1ca5089124f4534258267955774e072ec978f94bd5ba3410a226e4e
1190,1 2 5 7 10,5,297,665920,665920,f4ce30354ecc03e4bde05ec7fe4678e15a11cd9fef6aa9aedcb3b6077df52a47
1191,0 1 2 5 7 10,6,297,858656,858656,e96b9f17951ac1610b49987cfc9c92ad3a342481f5bfb92d98f26805d70ac313
1192,3 5 7 10,4,297,588256,588256,fc432d25fce8274541848f632d6aeb5b29f4e3f8f4737ef1c7e272b32cb1a85d
1193,0 3 5 7 10,5,297,780992,780992,72086de3f5b32887f1797aad26c69718813b770b5f1bc33d854a60c55819e407
1194,1 3 5 7 10,5,297,815392,815392,5370c7d061969dcf620511760a73380d8925e230408dc974117f8ae5a024ab72
1195,0 1 3 5 7 10,6,297,1008128,1008128,688d1e072fbb539254d2dc76a1ca0bf2d2168be47bbaaaa58b98fe376d555644
1196,2 3 5 7 10,5,297,690208,690208,2a3660d4f7025bfa9a1ed9c226b8b788a5ea77f3ce58f3195eb8000e408c6238
1197,0 2 3 5 7 10,6,297,882944,882944,553f1f1a9bc31d49a0a95a0a43347e6058f6c2902c774290939f341b7fba4ff0
1198,1 2 3 5 7 10,6,297,917344,917344,9031c1cf5eaee4aa22214c58e0151c4d54871204e7a127995f45ffd219aebd83
1199,0 1 2 3 5 7 10,7,297,1110080,1110080,44a434ff80ebe48a4212a168ab58389d8d607ccd21ed42c702f2cbb45d4f8d10
1200,4 5 7 10,4,297,517664,517664,466d6b428ff1f63f2c0e25e9f8c0ddf92dcf5f987675aa39660ef7675ee26def
1201,0 4 5 7 10,5,297,710400,710400,e9a192db8a21c99b3b42389a797d9c016a82304bf3debc75046cb6568289037b
1202,1 4 5 7 10,5,297,744800,744800,15391f459df3becbb0555cfd047e5c1cd711c6fdafa443bbb9903c1f1d9d54ac
1203,0 1 4 5 7 10,6,297,937536,937536,d27aa3bfe1a68fdb92f60af58840a5ea9d7ca1176035359f380a7c2b322338d0
1204,2 4 5 7 10,5,297,619616,619616,997ebe9bea2abe4ddc11eb194648d69b012abba2e835b425efa3a56db653c889
1205,0 2 4 5 7 10,6,297,812352,812352,f55b8255cf34101e326d2bfaa2ff3db7b494e414fc0601485193cbf77f4128b2
1206,1 2 4 5 7 10,6,297,846752,846752,6b99d3fa4840a7ac3772e96b8eb24a0f9e61317c45644fd46393223f8cb654d6
1207,0 1 2 4 5 7 10,7,297,1039488,1039488,09289b66cf3bdedfb2caaed82c9d31b1430b51e6718c318a6e8081b6d11a7056
1208,3 4 5 7 10,5,297,769088,769088,0cced94a1de4a4c703374f8dc4dfee9aa8c8434664be07f99a7b74b3ebc5df85
1209,0 3 4 5 7 10,6,297,961824,961824,2dc73e05f9f91689cc320e383384f3ba636d68c794109e6e75dd332ce84082d1
1210,1 3 4 5 7 10,6,297,996224,996224,567d2a85db380e66b9f848d4e7180f97c370610508555828064cd1b846b13d3b
1211,0 1 3 4 5 7 10,7,297,1188960,1188960,79eff46c95a92eb5d71612434fc6169a4796b658a742609c8e53bd4b96e07359
1212,2 3 4 5 7 10,6,297,871040,871040,c748fbc12fb263e2a02e6978399d05f611cd0d583657afb00a527f18888b88ee
1213,0 2 3 4 5 7 10,7,297,1063776,1063776,e2794caf0d20baf4ccae62b4ee0a5166250f8f1065e61085e8bdb1346d56162a
1214,1 2 3 4 5 7 10,7,297,1098176,1098176,9e09ec08971d5eebfafa2f0e30df4204a005ff345cb7ddc796e2e888f9686b0a
1215,0 1 2 3 4 5 7 10,8,297,1290912,1290912,e0daa98c1df89d3e262e7a441dcf161585c352f968be3df1984be76ff8a6a32e
1216,6 7 10,3,297,355552,355552,64c50e3eab0843ecd4ca362a32ffee7ac0995c9056a963fb36f88cd31a0cbc24
1217,0 6 7 10,4,297,548288,548288,92aca5b16f79908bc048e007b685bcf00b269cb2d98b3f5ac59c51890a326d28
1218,1 6 7 10,4,297,582688,582688,8b055bdee3b2f209358f50eeaedea70cf4f9ac254692b3502b0285af9aac7cb0
1219,0 1 6 7 10,5,297,775424,775424,b59cb125caa85aa2f79c7eed20666c388639bbcf6b6df4622cafbb2dca03c3c8
1220,2 6 7 10,4,297,457504,457504,f5cd0cfe83a8471afc1487b8ed3a3f656592a8e82f7472e03b18f47a58b25721
1221,0 2 6 7 10,5,297,650240,650240,56f7518eebefdc6e98423d7ab7c3f0775e8a7391c1a1a3d1e7bf9000bcc5b277
1222,1 2 6 7 10,5,297,684640,684640,05ef9645be0c8bbba2f067efe984fe4509d6367fea7ad8cc15867e849c0dc63e
1223,0 1 2 6 7 10,6,297,877376,877376,39895341b0918fe5ec6b38408103e54bc8843dc4df1681921b845e4b29088d56
1224,3 6 7 10,4,297,606976,606976,3704f25ced1d837dda4b6808d7c43e484d44b9604fe76d31e1679c1d9fa77549
1225,0 3 6 7 10,5,297,799712,799712,3c2aff582ac05e76420666b6f4cac39cc6c847a4028806489b451bc29ff61d19
1226,1 3 6 7 10,5,297,834112,834112,15f0083494e58458ab7e753bb20e21cafa3160cd9120907187be5acbb3b17083
1227,0 1 3 6 7 10,6,297,1026848,1026848,89676a3c4313b18a918870ae9edd55b18ddb8ff5ede5921a909a76535266b101
1228,2 3 6 7 10,5,297,708928,708928,a2039e7c2048993812453e8aa3c445dc82ad08dc525782f8783c22498b138ff9
1229,0 2 3 6 7 10,6,297,901664,901664,9b7f97a0bd65cad89bc08edf23ffc9021890492a2146ab2851830ee71ff2ee8a
1230,1 2 3 6 7 10,6,297,936064,936064,1b48715dc7c72db6709ccecc8caa7ce426e8a064a78eb38106c1bb0f7bbbe7bf
1231,0 1 2 3 6 7 10,7,297,1128800,1128800,79f6414d44a3d0a5e0c2d664328e4037f060d161b7af7020dd427b1b74304c5d
1232,4 6 7 10,4,297,536384,536384,f4ab244db691841b7e0515141d3c56da66c9871c4230315743d618794eb3e508
1233,0 4 6 7 10,5,297,729120,729120,39932c3271af145b74f119659157cf4c7d4bd7627af0fc5f6915403076ffdc73
1234,1 4 6 7 10,5,297,763520,763520,2307676493f5cbea3efe8cb8e90dab4a013aa4c2e5590378ebea35a4c4f56175
1235,0 1 4 6 7 10,6,297,956256,956256,a1dac6bd12b5668c4f2eae1d0b6802d7839471993e671a4b53c046f73d380453
1236,2 4 6 7 10,5,297,638336,638336,168d9a62bea4b3a0be3253587a205ce47f3d8ca9cece5c01b98608bf1636cf68
