grammar_cell_id,component_id,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,left_edit_radius,right_edit_radius,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,native_repair_flag,derived_repair_flag,derived_only_flag,first_derived_span_rank,first_derived_block_symbol_0_id,first_derived_block_symbol_1_id,first_derived_block_symbol_2_id,first_derived_block_symbol_3_id,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,left_boundary_flag,right_boundary_flag,gate_word_flag
90,0,15,2,1,1,4,3,1,2,5,4,4,5,2,1,4,5,-1,99,3,9,48,42,27,22,24,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,0,1,1,5,4,3,1,2,288,3,96,96,0,0,0,0,288,0,0,0
91,0,15,2,1,1,4,5,2,1,2,5,5,2,1,3,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,0,1,1,12,2,1,3,4,248,6,36,44,0,0,176,72,0,0,0,0
92,0,14,2,1,1,4,5,2,1,2,5,5,2,1,4,3,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,0,1,1,13,1,4,3,2,248,18,4,16,0,96,8,48,96,0,0,0
93,0,14,2,1,1,4,5,2,2,5,5,2,1,3,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,0,1,1,11,2,1,3,4,600,6,100,100,0,0,400,200,0,0,0,0
94,0,13,2,1,1,4,5,2,2,5,5,2,1,4,3,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,0,1,1,12,1,4,3,2,600,18,20,40,0,240,40,80,240,0,0,0
95,0,13,2,1,1,4,5,2,5,5,2,1,3,4,5,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,0,1,1,10,2,1,3,4,120,6,20,20,0,0,80,40,0,0,0,0
96,0,12,2,1,1,4,5,2,5,5,2,1,4,3,-1,-1,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,0,1,1,11,1,4,3,2,120,18,4,8,0,48,8,16,48,0,0,0
97,0,13,2,1,3,4,1,1,2,5,4,1,1,4,5,-1,-1,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,0,1,1,2,2,1,3,4,72,3,24,24,0,0,0,0,72,0,0,0
98,0,14,2,1,3,4,1,1,2,5,4,1,2,1,4,5,-1,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,0,1,1,2,2,1,3,4,48,2,24,24,0,0,0,0,0,0,0,0
99,0,15,2,1,3,4,1,1,2,5,4,1,5,2,1,4,5,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,0,1,1,2,2,1,3,4,48,2,24,24,0,0,0,48,0,0,0,0
100,0,15,2,1,3,4,1,1,2,5,4,4,5,2,1,4,5,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,0,1,1,2,2,1,3,4,288,3,96,96,0,0,0,0,288,0,0,0
101,0,13,2,1,3,4,1,1,4,4,5,2,1,4,5,-1,-1,-1,3,99,8,48,42,27,31,24,33,53,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,108,3,36,36,0,0,0,0,108,0,0,0
102,0,12,2,1,3,4,1,1,4,5,2,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,36,3,12,12,0,0,0,0,36,0,0,0
103,0,13,2,1,3,4,1,1,4,5,2,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,108,9,12,12,0,0,48,60,0,0,0,0
104,0,14,2,1,3,4,1,1,4,5,2,5,2,1,4,5,-1,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,36,3,12,12,0,0,12,24,0,0,0,0
105,0,15,2,1,3,4,1,1,4,5,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,180,9,12,24,0,72,12,24,72,0,0,0
106,0,14,2,1,3,4,1,2,5,1,1,5,2,1,4,5,-1,-1,3,99,11,48,42,27,31,28,29,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,171,1,1,0,2,2,1,3,4,48,2,24,24,0,0,0,48,0,0,0,0
107,0,15,2,1,3,4,1,2,5,1,1,5,5,2,1,4,5,-1,3,99,13,48,42,27,31,28,29,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,171,1,1,0,2,2,1,3,4,168,7,24,24,0,72,24,0,72,0,0,0
108,0,13,2,1,3,4,1,2,5,1,2,5,1,4,5,-1,-1,-1,3,99,8,48,42,27,31,28,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,8,1,8,8,0,0,0,0,0,0,0,0
109,0,14,2,1,3,4,1,2,5,1,2,5,2,1,4,5,-1,-1,3,99,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,24,3,8,8,0,0,8,16,0,0,0,0
110,0,16,2,1,3,4,1,2,5,1,2,5,2,5,2,1,4,5,3,99,13,48,42,27,31,28,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,24,3,8,8,0,0,8,16,0,0,0,0
111,0,15,2,1,3,4,1,2,5,1,2,5,5,2,1,4,5,-1,2,99,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,120,9,8,16,0,48,8,16,48,0,0,0
112,0,16,2,1,3,4,1,2,5,1,2,5,5,2,1,4,5,2,3,99,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,240,6,40,40,0,0,160,80,0,0,0,0
113,0,16,2,1,3,4,1,2,5,1,2,5,5,2,5,1,4,5,3,99,10,48,42,27,31,28,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,40,1,40,40,0,0,0,40,0,0,0,0
114,0,10,2,1,3,4,1,2,5,1,4,5,-1,-1,-1,-1,-1,-1,3,99,8,48,42,27,31,28,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,8,2,4,4,1,0,0,4,0,0,0,0
115,0,14,2,1,3,4,1,2,5,1,4,5,2,1,4,5,-1,-1,3,99,8,48,42,27,31,28,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,0,24,0,0,0
116,0,15,2,1,3,4,1,2,5,1,4,5,5,2,1,4,5,-1,3,99,13,48,42,27,31,28,29,34,54,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,213,1,1,0,2,2,1,3,4,48,6,8,8,0,24,8,16,0,0,0,0
117,0,11,2,1,3,4,1,2,5,2,1,4,5,-1,-1,-1,-1,-1,2,3,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,16,3,4,8,0,0,8,8,0,0,0,0
118,0,12,2,1,3,4,1,2,5,2,1,4,5,2,-1,-1,-1,-1,3,99,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,32,6,4,8,0,0,16,16,0,0,0,0
119,0,14,2,1,3,4,1,2,5,2,1,5,2,1,4,5,-1,-1,3,99,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,24,2,12,12,0,0,0,24,0,0,0,0
120,0,13,2,1,3,4,1,2,5,2,2,5,1,4,5,-1,-1,-1,3,99,10,48,42,27,31,28,29,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,28,3,4,12,0,0,0,4,0,0,0,0
121,0,14,2,1,3,4,1,2,5,2,2,5,2,1,4,5,-1,-1,3,99,11,48,42,27,31,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,92,3,28,32,0,0,28,64,0,0,0,0
122,0,15,2,1,3,4,1,2,5,2,2,5,5,2,1,4,5,-1,3,99,12,48,42,27,31,28,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,448,9,28,60,0,180,32,56,180,0,0,0
123,0,12,2,1,3,4,1,2,5,2,5,1,4,5,-1,-1,-1,-1,3,99,11,48,42,27,31,28,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,8,1,8,8,0,0,0,8,0,0,0,0
124,0,13,2,1,3,4,1,2,5,2,5,2,1,4,5,-1,-1,-1,2,3,13,48,42,27,31,28,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,16,3,4,8,0,0,8,8,0,0,0,0
125,0,14,2,1,3,4,1,2,5,2,5,2,1,4,5,2,-1,-1,3,99,13,48,42,27,31,28,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,32,6,4,8,0,0,16,16,0,0,0,0
126,0,14,2,1,3,4,1,2,5,2,5,2,5,1,4,5,-1,-1,3,99,13,48,42,27,31,28,29,39,45,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,8,1,8,8,0,0,0,8,0,0,0,0
127,0,14,2,1,3,4,1,2,5,2,5,5,2,1,4,5,-1,-1,3,99,12,48,42,27,31,28,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,92,9,4,12,0,36,4,16,36,0,0,0
128,0,12,2,1,3,4,1,2,5,4,1,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,31,28,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,36,3,12,12,0,0,0,0,36,0,0,0
129,0,13,2,1,3,4,1,2,5,4,1,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,31,28,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,24,2,12,12,0,0,0,0,0,0,0,0
130,0,16,2,1,3,4,1,2,5,4,1,2,5,5,2,1,4,5,3,99,7,48,42,27,31,28,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,276,9,12,36,0,108,12,48,108,0,0,0
131,0,14,2,1,3,4,1,2,5,4,1,5,2,1,4,5,-1,-1,3,99,7,48,42,27,31,28,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,24,2,12,12,0,0,0,24,0,0,0,0
132,0,14,2,1,3,4,1,2,5,4,4,5,2,1,4,5,-1,-1,3,99,7,48,42,27,31,28,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,127,1,1,0,2,2,1,3,4,144,3,48,48,0,0,0,0,144,0,0,0
133,0,14,2,1,3,4,1,2,5,5,1,2,5,1,4,5,-1,-1,3,99,11,48,42,27,31,28,29,45,35,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,171,1,1,0,2,2,1,3,4,28,1,28,28,0,0,0,0,0,0,0,0
134,0,16,2,1,3,4,1,2,5,5,1,2,5,5,2,1,4,5,3,99,14,48,42,27,31,28,29,45,35,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,213,1,1,0,2,2,1,3,4,420,9,28,56,0,168,28,56,168,0,0,0
135,0,12,2,1,3,4,1,2,5,5,2,1,4,5,-1,-1,-1,-1,1,2,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,92,9,4,12,0,36,4,16,36,0,0,0
136,0,13,2,1,3,4,1,2,5,5,2,1,4,5,2,-1,-1,-1,2,3,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,184,6,28,32,0,0,128,56,0,0,0,0
137,0,14,2,1,3,4,1,2,5,5,2,1,4,5,2,2,-1,-1,3,99,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,552,12,32,60,0,0,0,192,0,0,0,0
138,0,14,2,1,3,4,1,2,5,5,2,1,4,5,2,5,-1,-1,3,99,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,184,4,32,60,0,0,0,64,0,0,0,0
139,0,14,2,1,3,4,1,2,5,5,2,2,5,1,4,5,-1,-1,3,99,11,48,42,27,31,28,29,45,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,152,3,32,60,0,0,0,32,0,0,0,0
140,0,13,2,1,3,4,1,2,5,5,2,5,1,4,5,-1,-1,-1,2,3,10,48,42,27,31,28,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,28,1,28,28,0,0,0,28,0,0,0,0
141,0,14,2,1,3,4,1,2,5,5,2,5,1,4,5,2,-1,-1,3,99,10,48,42,27,31,28,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,56,2,28,28,0,0,56,0,0,0,0,0
142,0,14,2,1,3,4,1,2,5,5,2,5,2,1,4,5,-1,-1,3,99,12,48,42,27,31,28,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,92,3,28,32,0,0,28,64,0,0,0,0
143,0,13,2,1,3,4,1,2,5,5,2,5,4,1,5,-1,-1,-1,3,99,8,48,42,27,31,28,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,60,2,28,32,0,0,32,28,0,0,0,0
144,11,12,2,1,3,4,1,2,5,5,2,5,4,3,-1,-1,-1,-1,3,99,8,48,42,27,31,28,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,180,18,4,12,0,72,12,24,72,0,0,0
145,0,13,2,1,3,4,1,2,5,5,2,5,4,4,5,-1,-1,-1,3,99,8,48,42,27,31,28,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,240,8,28,32,0,0,128,112,0,0,0,0
146,0,15,2,1,3,4,1,2,5,5,2,5,5,2,1,4,5,-1,3,99,11,48,42,27,31,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,169,1,1,0,2,2,1,3,4,448,9,28,60,0,180,32,56,180,0,0,0
147,12,12,2,1,3,4,1,5,2,5,5,1,4,5,-1,-1,-1,-1,3,99,10,48,42,27,31,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,12,3,4,4,1,0,0,12,0,0,0,0
148,13,14,2,1,3,4,1,5,4,4,5,5,2,1,4,5,-1,-1,3,99,12,48,42,27,31,34,53,54,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,213,0,1,1,2,2,1,3,4,96,6,16,16,0,48,16,32,0,0,0,0
149,0,14,2,1,3,4,1,5,5,2,2,5,2,1,4,5,-1,-1,3,99,12,48,42,27,31,34,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,152,3,48,52,0,0,48,104,0,0,0,0
150,0,12,2,1,3,4,1,5,5,2,5,1,4,5,-1,-1,-1,-1,3,99,10,48,42,27,31,34,35,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,12,1,12,12,0,0,0,12,0,0,0,0
151,0,13,2,1,3,4,1,5,5,2,5,2,1,4,5,-1,-1,-1,3,99,12,48,42,27,31,34,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,28,3,8,12,0,0,12,16,0,0,0,0
152,0,15,2,1,3,4,1,5,5,2,5,2,5,2,1,4,5,-1,3,99,14,48,42,27,31,34,35,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,28,3,8,12,0,0,12,16,0,0,0,0
153,14,15,2,1,3,4,1,5,5,2,5,5,2,5,1,4,5,-1,3,99,10,48,42,27,31,34,35,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,0,1,1,2,2,1,3,4,48,1,48,48,0,0,0,48,0,0,0,0
154,0,12,2,1,3,4,5,1,1,5,2,1,4,5,-1,-1,-1,-1,2,99,11,48,42,27,31,50,34,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,24,2,12,12,0,0,0,24,0,0,0,0
155,0,13,2,1,3,4,5,1,1,5,2,1,4,5,2,-1,-1,-1,3,99,11,48,42,27,31,50,34,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,48,4,12,12,0,0,48,0,0,0,0,0
156,0,15,2,1,3,4,5,1,1,5,2,1,5,2,1,4,5,-1,3,99,11,48,42,27,31,50,34,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,24,2,12,12,0,0,0,24,0,0,0,0
157,0,15,2,1,3,4,5,1,1,5,4,1,5,2,1,4,5,-1,3,99,12,48,42,27,31,50,34,25,34,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,213,1,1,0,2,2,1,3,4,24,2,12,12,0,0,0,24,0,0,0,0
158,0,15,2,1,3,4,5,1,1,5,5,1,2,5,1,4,5,-1,3,99,11,48,42,27,31,50,34,25,35,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,36,1,36,36,0,0,0,0,0,0,0,0
159,0,12,2,1,3,4,5,1,1,5,5,1,4,5,-1,-1,-1,-1,2,99,10,48,42,27,31,50,34,25,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,36,3,12,12,0,0,0,36,0,0,0,0
160,0,13,2,1,3,4,5,1,1,5,5,1,4,5,2,-1,-1,-1,3,99,10,48,42,27,31,50,34,25,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,72,6,12,12,0,24,24,0,24,0,0,0
161,0,13,2,1,3,4,5,1,1,5,5,2,1,4,5,-1,-1,-1,1,3,13,48,42,27,31,50,34,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,84,7,12,12,0,36,12,0,36,0,0,0
162,0,14,2,1,3,4,5,1,1,5,5,2,1,4,5,2,-1,-1,2,99,13,48,42,27,31,50,34,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,168,6,24,36,0,0,96,72,0,0,0,0
163,0,15,2,1,3,4,5,1,1,5,5,2,1,4,5,2,2,-1,3,99,13,48,42,27,31,50,34,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,504,12,24,60,0,0,0,144,0,0,0,0
164,0,15,2,1,3,4,5,1,1,5,5,2,1,4,5,2,5,-1,3,99,13,48,42,27,31,50,34,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,168,4,24,60,0,0,0,48,0,0,0,0
165,0,15,2,1,3,4,5,1,1,5,5,2,2,5,1,4,5,-1,3,99,13,48,42,27,31,50,34,25,35,45,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,144,3,24,60,0,0,0,24,0,0,0,0
166,0,14,2,1,3,4,5,1,1,5,5,2,5,1,4,5,-1,-1,2,99,12,48,42,27,31,50,34,25,35,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,36,1,36,36,0,0,0,36,0,0,0,0
167,0,15,2,1,3,4,5,1,1,5,5,2,5,1,4,5,2,-1,3,99,12,48,42,27,31,50,34,25,35,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,72,2,36,36,0,0,72,0,0,0,0,0
168,0,15,2,1,3,4,5,1,1,5,5,2,5,2,1,4,5,-1,3,99,14,48,42,27,31,50,34,25,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,84,3,24,36,0,0,36,48,0,0,0,0
169,0,15,2,1,3,4,5,1,1,5,5,2,5,5,1,4,5,-1,3,99,12,48,42,27,31,50,34,25,35,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,199,1,1,0,2,2,1,3,4,144,5,24,36,0,0,72,72,0,0,0,0
170,0,16,2,1,3,4,5,1,1,5,5,2,5,5,2,1,4,5,3,99,13,48,42,27,31,50,34,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,456,9,24,60,0,180,24,72,180,0,0,0
171,0,15,2,1,3,4,5,1,2,5,1,1,5,2,1,4,5,-1,2,99,12,48,42,27,31,50,34,29,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,24,2,12,12,0,0,0,24,0,0,0,0
172,0,16,2,1,3,4,5,1,2,5,1,1,5,2,1,4,5,2,3,99,12,48,42,27,31,50,34,29,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,48,4,12,12,0,0,48,0,0,0,0,0
173,0,15,2,1,3,4,5,1,2,5,1,1,5,5,1,4,5,-1,3,99,11,48,42,27,31,50,34,29,25,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,36,3,12,12,0,0,0,36,0,0,0,0
174,0,16,2,1,3,4,5,1,2,5,1,1,5,5,2,1,4,5,3,99,14,48,42,27,31,50,34,29,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,84,7,12,12,0,36,12,0,36,0,0,0
175,0,15,2,1,3,4,5,1,2,5,1,2,5,1,3,4,5,-1,3,99,11,48,42,27,31,50,34,29,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,211,1,1,0,2,2,1,3,4,8,2,4,4,1,0,8,0,0,0,0,0
176,0,14,2,1,3,4,5,1,2,5,1,2,5,1,4,5,-1,-1,2,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,0,0,0,0,0
177,0,15,2,1,3,4,5,1,2,5,1,2,5,1,4,5,2,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,8,2,4,4,1,0,8,0,0,0,0,0
178,0,15,2,1,3,4,5,1,2,5,1,2,5,2,1,4,5,-1,2,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,12,3,4,4,1,0,4,8,0,0,0,0
179,0,16,2,1,3,4,5,1,2,5,1,2,5,2,1,4,5,2,3,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,24,6,4,4,1,0,16,8,0,0,0,0
180,0,16,2,1,3,4,5,1,2,5,1,2,5,2,5,1,4,5,3,99,12,48,42,27,31,50,34,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,4,0,0,0,0
181,0,14,2,1,3,4,5,1,2,5,1,2,5,4,1,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,8,2,4,4,1,0,0,0,0,0,0,0
182,7,13,2,1,3,4,5,1,2,5,1,2,5,4,3,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,0,24,0,0,0,0
183,0,14,2,1,3,4,5,1,2,5,1,2,5,4,4,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,8,4,4,1,0,0,0,0,0,0,0
184,0,15,2,1,3,4,5,1,2,5,1,2,5,5,1,4,5,-1,3,99,11,48,42,27,31,50,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,20,5,4,4,1,0,8,12,0,0,0,0
