pair_id,component_id,left_basis_id,right_basis_id,resistance_num,resistance_den
606,2,149,173,1656531888625794071,8973039417519705981
607,2,149,174,11627103986387386171,17946078835039411962
608,2,149,190,6049206822726377179,41874183948425294578
609,2,152,153,8147065815528823241,41874183948425294578
610,2,152,157,38047464990714570733,125622551845275883734
611,2,152,158,1664763798765966499,125622551845275883734
612,2,152,169,85846623534650705,62811275922637941867
613,2,152,170,1091968696175772423,20937091974212647289
614,2,152,171,2480840346776272127,62811275922637941867
615,2,152,172,24396283273250904977,62811275922637941867
616,2,152,173,7865136504232413391,125622551845275883734
617,2,152,174,11002616532982222688,20937091974212647289
618,2,152,190,170932594836306308,62811275922637941867
619,2,153,157,3297184817294950493,8973039417519705981
620,2,153,158,1687922832984426290,8973039417519705981
621,2,153,169,24599595477200300749,125622551845275883734
622,2,153,170,1417335640527713549,5982026278346470654
623,2,153,171,3386865494961766207,17946078835039411962
624,2,153,172,9281960023507343371,17946078835039411962
625,2,153,173,2110649795413331354,8973039417519705981
626,2,153,174,4182893211675164271,5982026278346470654
627,2,153,190,24759816538853241019,125622551845275883734
628,2,157,158,2659264439055886991,8973039417519705981
629,2,157,169,38205676351730465119,125622551845275883734
630,2,157,170,6193294420064554117,17946078835039411962
631,2,157,171,1772776749818461399,5982026278346470654
632,2,157,172,2776040518000040991,5982026278346470654
633,2,157,173,1003781510400214085,2991013139173235327
634,2,157,174,14420715976884264415,17946078835039411962
635,2,157,190,38365757699453034829,125622551845275883734
636,2,158,169,610645516949411847,41874183948425294578
637,2,158,170,1114102565157451039,17946078835039411962
638,2,158,171,710695901461611811,17946078835039411962
639,2,158,172,6854766591094989751,17946078835039411962
640,2,158,173,445864821783941624,8973039417519705981
641,2,158,174,9195971828411676793,17946078835039411962
642,2,158,190,666241701023917825,41874183948425294578
643,2,169,170,3290873531324191118,62811275922637941867
644,2,169,171,2555450935950977720,62811275922637941867
645,2,169,172,24475310014759938122,62811275922637941867
646,2,169,173,8031864413921306689,125622551845275883734
647,2,169,174,33091324764389458649,62811275922637941867
648,2,169,190,28637062920465077,20937091974212647289
649,2,170,171,674018360393029910,8973039417519705981
650,2,170,172,3863112059404961588,8973039417519705981
651,2,170,173,1993995865435455379,17946078835039411962
652,2,170,174,1717359370320698063,2991013139173235327
653,2,170,190,3322909573597332197,62811275922637941867
654,2,171,172,1140492041246086164,2991013139173235327
655,2,171,173,522393714276822181,5982026278346470654
656,2,171,174,4944522764386887173,8973039417519705981
657,2,171,190,2632127232942736175,62811275922637941867
658,2,172,173,2359246172819494585,5982026278346470654
659,2,172,174,7858179780702235961,8973039417519705981
660,2,172,190,24555291606275089985,62811275922637941867
661,2,173,174,9195971828411676793,17946078835039411962
662,2,173,190,8198320021306131247,125622551845275883734
663,2,174,190,33174635804291544272,62811275922637941867
