shell,support_size,subset_count,profile,gap_coefficients,positive_quotient_coefficients,min_positive_quotient_coefficient,quotient_zero_coefficient_count,positive_quotient_nonnegative,first_division_remainder,second_division_remainder
16,13,2040192,"0,0,0,0,0,1,21,95,220,245,135,37,5,0,0,0,0","162698390679,0,1538239330056,0,6362717228868,-110075314176,12727568215992,-10457154846720,-1999643257590,-26968451973120,6144926127672,-4072786624512,11861724158148,0,4191098947464,0,619139617239","162698390679,325396781358,2026334502093,3727272222828,11790927172431,19744506807858,40425654659277,50649647663976,58873997411085,40129895185074,27530719086735,10858756363884,6048517799181,1238279234478,619139617239",162698390679,0,True,0,0
16,13,425040,"0,0,0,0,0,3,12,108,219,230,148,36,2,1,0,0,0","162698390679,0,1538239330056,0,6362717228868,-330225942528,13718246043576,-11888133931008,-1889567943414,-25317322260480,4713947043384,-3962711310336,12191950100676,-110075314176,4191098947464,0,619139617239","162698390679,325396781358,2026334502093,3727272222828,11790927172431,19524356179506,40976031230157,50539572349800,58213545526029,40570196441778,27640794400911,10748681049708,6048517799181,1238279234478,619139617239",162698390679,0,True,0,0
16,14,170016,"0,0,0,0,0,0,2,40,135,240,240,72,30,0,0,0,0","75900000000,0,850080000000,0,4165392000000,0,11442946971648,-4403012567040,5550253386240,-26418075402240,-3558404106240,-7925422620672,12699510481920,0,6400707962880,0,1120123893504","75900000000,151800000000,1077780000000,2003760000000,7095132000000,12186504000000,28720822971648,40852129376256,58533689167104,49797173555712,37502253838080,17281911499776,9761079643392,2240247787008,1120123893504",75900000000,0,True,0,0
16,14,1700160,"0,0,0,0,0,0,3,36,138,250,215,96,19,2,0,0,0","75900000000,0,850080000000,0,4165392000000,0,11332871657472,-3962711310336,5220027443712,-27518828544000,-806521251840,-10567230160896,13910338937856,-220150628352,6400707962880,0,1120123893504","75900000000,151800000000,1077780000000,2003760000000,7095132000000,12186504000000,28610747657472,41072280004608,58753839795456,48916571042304,38272781037312,17061760871424,9761079643392,2240247787008,1120123893504",75900000000,0,True,0,0
16,14,91080,"0,0,0,0,0,0,7,16,175,224,210,112,14,0,1,0,0","75900000000,0,850080000000,0,4165392000000,0,10892570400768,-1761205026816,1147240819200,-24656870375424,-256144680960,-12328435187712,14460715508736,0,6290632648704,0,1120123893504","75900000000,151800000000,1077780000000,2003760000000,7095132000000,12186504000000,28170446400768,42393183774720,57763161967872,48476269785600,38933232922368,17061760871424,9651004329216,2240247787008,1120123893504",75900000000,0,True,0,0
16,15,12144,"0,0,0,0,0,0,0,15,15,280,168,210,70,0,0,1,0","32672461239,0,435632816520,0,2541191429700,0,8470638099000,-1651129712640,15996032993610,-30821087969280,5036897493432,-23115815976960,11902686570180,0,9337123125000,-110075314176,1945233984375","32672461239,65344922478,533650200237,1001955477996,4011452185455,7020948892914,18501083699373,28330088793192,54155126880621,49159076998770,49199924610351,26124956244972,14952674449773,3780392654574,1945233984375",32672461239,0,True,0,0
16,15,566720,"0,0,0,0,0,0,0,6,63,180,264,180,54,12,0,0,0","32672461239,0,435632816520,0,2541191429700,0,8470638099000,-660451885056,10712417913162,-19813556551680,-5530332667464,-19813556551680,13663891596996,-1320903770112,9337123125000,0,1945233984375","32672461239,65344922478,533650200237,1001955477996,4011452185455,7020948892914,18501083699373,29320766620776,50852867455341,52571411738226,48759623353647,25134278417388,15172825078125,3890467968750,1945233984375",32672461239,0,True,0,0
16,15,728640,"0,0,0,0,0,0,0,7,58,189,259,175,63,7,1,0,0","32672461239,0,435632816520,0,2541191429700,0,8470638099000,-770527199232,11262794484042,-20804234379264,-4979956096584,-19263179980800,12673213769412,-770527199232,9227047810824,0,1945233984375","32672461239,65344922478,533650200237,1001955477996,4011452185455,7020948892914,18501083699373,29210691306600,51183093397869,52351261109874,48539472725295,25464504359916,15062749763949,3890467968750,1945233984375",32672461239,0,True,0,0
16,16,637560,"0,0,0,0,0,0,0,0,13,96,228,256,130,32,4,0,0","12733906944,0,203742511104,0,1426197577728,0,5704790310912,0,12830996692992,-10567230160896,-2278010388480,-28179280429056,8509370400768,-3522410053632,12599219453952,0,3259880177664","12733906944,25467813888,241944231936,458420649984,2101094645760,3743768641536,11091232948224,18438697254912,38617158254592,48228389093376,55561609543680,34715549564928,22378859986944,6519760355328,3259880177664",12733906944,0,True,0,0
16,16,97152,"0,0,0,0,0,0,0,0,15,85,252,231,140,35,0,1,0","12733906944,0,203742511104,0,1426197577728,0,5704790310912,0,12610846064640,-9356401704960,-4919817928704,-25427397574656,7408617259008,-3852635996160,13039520710656,-110075314176,3259880177664","12733906944,25467813888,241944231936,458420649984,2101094645760,3743768641536,11091232948224,18438697254912,38397007626240,48998916292608,54681007030272,34935700193280,22599010615296,6409685041152,3259880177664",12733906944,0,True,0,0
16,16,759,"0,0,0,0,0,0,0,0,30,0,448,0,280,0,0,0,1","12733906944,0,203742511104,0,1426197577728,0,5704790310912,0,10959716352000,0,-26494579507200,0,-8001926725632,0,13039520710656,0,3149804863488","12733906944,25467813888,241944231936,458420649984,2101094645760,3743768641536,11091232948224,18438697254912,36745877913600,55053058572288,46865659723776,38678260875264,22488935301120,6299609726976,3149804863488",12733906944,0,True,0,0
16,17,340032,"0,0,0,0,0,0,0,0,0,25,141,267,225,85,15,1,0","4375483959,0,85009402632,0,722579922372,0,3509673908664,0,10654367222730,-2751882854400,5179294162488,-29390108884992,368663513412,-9356401704960,15789905244552,-110075314176,5294599897719","4375483959,8750967918,98135854509,187520741100,999485550063,1811450359026,6133089076653,10454727794280,25430733734637,37654856820594,55058274069039,43071582432492,31453554309357,10479124481262,5294599897719",4375483959,0,True,0,0
16,17,6072,"0,0,0,0,0,0,0,0,0,30,112,336,140,140,0,0,1","4375483959,0,85009402632,0,722579922372,0,3509673908664,0,10654367222730,-3302259425280,8371478273592,-36985305563136,9725065218372,-15410543984640,17441034957192,0,5184524583543","4375483959,8750967918,98135854509,187520741100,999485550063,1811450359026,6133089076653,10454727794280,25430733734637,37104480249714,57149705038383,40209624263916,32994608707821,10369049167086,5184524583543",4375483959,0,True,0,0
16,18,113344,"0,0,0,0,0,0,0,0,0,0,45,198,285,180,45,6,0","1274828544,0,30595885056,0,321256793088,0,1927540758528,0,7228277844480,0,12394477688832,-21794912206848,-5349664300032,-19813556551680,17351011067904,-660451885056,8364150077184","1274828544,2549657088,34420370688,66291084288,419418590976,772546097664,3053214362880,5333882628096,14842828737792,24351774847488,46255198646016,46363710237696,41122557529344,16067848269312,8364150077184",1274828544,0,True,0,0
16,18,21252,"0,0,0,0,0,0,0,0,0,0,46,192,300,160,60,0,1","1274828544,0,30595885056,0,321256793088,0,1927540758528,0,7228277844480,0,12284402374656,-21134460321792,-7000794012672,-17612050268160,15699881355264,0,8254074763008","1274828544,2549657088,34420370688,66291084288,419418590976,772546097664,3053214362880,5333882628096,14842828737792,24351774847488,46145123331840,46804011494400,40462105644288,16508149526016,8254074763008",1274828544,0,True,0,0
16,19,42504,"0,0,0,0,0,0,0,0,0,0,0,78,260,280,120,20,1","296484375,0,9013125000,0,119874562500,0,911046675000,0,4327471706250,0,13155513987000,-8585874505728,-3624105110460,-30821087969280,13928908294920,-2201506283520,12780449033943","296484375,592968750,9902578125,19212187500,148396359375,277580531250,1317811378125,2358042225000,7725744778125,13093447331250,31616663871375,41554005905772,47867242829709,23359391784366,12780449033943",296484375,0,True,0,0
16,20,10626,"0,0,0,0,0,0,0,0,0,0,0,0,130,320,240,64,5","49741824,0,1989672960,0,34819276800,0,348192768000,0,2176204800000,0,8704819200000,0,7452257157120,-35224100536320,4670564597760,-7044820107264,18880023429120","49741824,99483648,2138898432,4178313216,41037004800,77895696384,462947155968,847998615552,3409254875136,5970511134720,17236586594304,28502662053888,47220994670592,30715226750976,18880023429120",49741824,0,True,0,0
16,21,2024,"0,0,0,0,0,0,0,0,0,0,0,0,0,210,360,168,21","4979799,0,278868744,0,6832284228,0,95651979192,0,836954817930,0,4686946980408,0,16404314431428,-23115815976960,-6818484240504,-18492652781568,26395968657303","4979799,9959598,293808141,577656684,7693789455,14809922226,117578034189,220346146152,1160069076045,2099792005938,7726461916239,13353131826540,35384116168269,34299284533038,26395968657303",4979799,0,True,0,0
16,22,276,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,352,77","194304,0,17098752,0,658301952,0,14482642944,0,199136340480,0,1752399796224,0,9638198879232,0,-6033371486208,-38746510589952,33174988822272","194304,388608,17681664,34974720,710569728,1386164736,16544402688,31702640640,245997219072,460291797504,2426986172160,4393680546816,15998573800704,27603467054592,33174988822272",194304,0,True,0,0
16,23,24,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,253","759,0,139656,0,11242308,0,517146168,0,14867952330,0,273570322872,0,3146058713028,0,20674100114184,-55698108973056,31588983341751","759,1518,141933,282348,11665071,23047794,551576685,1080105576,16476586797,31873068018,320839872111,609806676204,4044832193325,7479857710446,31588983341751",759,0,True,0,0
16,24,1,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,15,True,0,0
