interval_id,source_node_id,target_node_id,graph_distance,interval_node_count,shortest_path_count,min_sector_coverage_count,max_sector_coverage_count,full_sector_preserved,min_signature_union_count,max_signature_union_count,high_signature_threshold,high_signature_preserved,full_high_preserved,min_tensor_path_coefficient_mass_sum,max_tensor_path_coefficient_mass_sum,endpoint_poincare_distance_x1e10,interval_poincare_diameter_x1e10
1254,30,39,3,10,9,4,6,0,116,183,155,0,0,54272,332800,5150833251,5150833251
1255,30,40,1,2,1,5,5,0,116,132,155,0,0,54272,104960,1897821218,1897821218
1256,30,41,2,6,4,4,6,0,88,167,155,0,0,40832,127360,3195232526,3195232526
1257,30,42,2,6,4,5,6,0,116,183,155,0,0,54272,259712,3743797491,3743797491
1258,30,43,3,10,9,4,6,0,88,169,155,0,0,40832,136320,4653567136,4653567136
1259,30,44,3,14,18,4,6,0,88,185,155,0,0,40832,282112,4940566621,4940566621
1260,30,45,3,10,9,4,6,0,116,183,155,0,0,54272,414464,5603118445,5603118445
1261,30,46,1,2,1,3,5,0,53,116,155,0,0,31872,54272,505641940,505641940
1262,30,47,1,2,1,4,5,0,88,116,155,0,0,40832,54272,2011228188,2011228188
1263,30,48,1,2,1,5,5,0,116,132,155,0,0,54272,186624,2344484480,2344484480
1264,30,49,2,4,2,4,6,0,88,151,155,0,0,40832,63232,3554702639,3554702639
1265,30,50,2,6,4,4,6,0,88,175,155,0,0,40832,209024,3608237121,3608237121
1266,30,51,2,4,2,5,6,0,116,175,155,0,0,54272,341376,4191001754,4191001754
1267,30,52,3,6,3,3,6,0,58,151,155,0,0,40832,72192,5116869936,5116869936
1268,30,53,3,10,9,4,6,0,88,177,155,0,0,40832,217984,5041596347,5041596347
1269,30,54,3,10,9,4,6,0,88,177,155,0,0,40832,363776,5377823670,5377823670
1270,30,55,3,6,3,3,6,0,97,175,155,0,0,54272,496128,6057968076,6057968076
1271,31,31,0,1,1,6,6,1,151,151,155,0,0,63232,63232,0,0
1272,31,32,1,2,1,6,6,1,151,175,155,0,0,63232,209024,1430037378,1430037378
1273,31,33,1,2,1,5,6,0,121,151,155,0,0,63232,72192,1551058095,1551058095
1274,31,34,1,2,1,6,6,1,151,177,155,0,0,63232,217984,1858253162,1858253162
1275,31,35,2,4,2,5,6,0,147,177,155,0,0,63232,363776,2926160101,2926160101
1276,31,36,3,8,6,3,6,0,97,169,155,0,0,63232,251136,3802141850,3802141850
1277,31,37,2,4,2,5,6,0,132,167,155,0,0,63232,178048,2472434943,2472434943
1278,31,38,2,4,2,6,6,1,151,169,155,0,0,63232,187008,3288012660,3288012660
1279,31,39,3,14,18,4,6,0,118,185,155,0,0,63232,332800,4237093046,4237093046
1280,31,40,2,6,4,4,6,0,88,167,155,0,0,40832,127360,1314666000,3195232526
1281,31,41,1,2,1,6,6,1,151,167,155,0,0,63232,113920,1885770527,1885770527
1282,31,42,2,6,4,5,6,0,146,183,155,0,0,63232,259712,2884903881,2884903881
1283,31,43,2,6,4,4,6,0,88,169,155,0,0,49792,136320,3193749144,3193749144
1284,31,44,2,6,4,5,6,0,146,185,155,0,0,63232,268672,3737588162,3737588162
1285,31,45,3,14,18,4,6,0,132,185,155,0,0,63232,414464,4677080602,4677080602
1286,31,46,2,4,2,3,6,0,53,151,155,0,0,31872,63232,1141089878,2011228188
1287,31,47,1,2,1,4,6,0,88,151,155,0,0,40832,63232,500622470,500622470
1288,31,48,2,6,4,4,6,0,88,175,155,0,0,40832,209024,1638309410,3608237121
1289,31,49,1,2,1,4,6,0,88,151,155,0,0,49792,63232,2003167731,2003167731
1290,31,50,1,2,1,5,6,0,146,151,155,0,0,63232,195584,2332293213,2332293213
1291,31,51,2,4,2,5,6,0,132,175,155,0,0,63232,341376,3307057480,3307057480
1292,31,52,2,4,2,3,6,0,58,151,155,0,0,49792,72192,3561694669,3561694669
1293,31,53,2,6,4,4,6,0,88,177,155,0,0,49792,217984,3610728960,3610728960
1294,31,54,2,4,2,5,6,0,134,177,155,0,0,63232,350336,4188903624,4188903624
1295,31,55,3,8,6,3,6,0,97,177,155,0,0,63232,496128,5121827037,5121827037
1296,32,32,0,1,1,6,6,1,175,175,155,1,1,209024,209024,0,0
1297,32,33,2,4,2,5,6,0,121,177,155,0,0,63232,217984,2320144107,2320144107
1298,32,34,1,2,1,6,6,1,175,177,155,1,1,209024,217984,1536147670,1536147670
1299,32,35,1,2,1,5,6,0,147,175,155,0,0,209024,363776,1849744958,1849744958
1300,32,36,3,8,6,3,6,0,97,183,155,0,0,127360,332800,2831296777,3729989672
1301,32,37,2,4,2,5,6,0,132,183,155,0,0,127360,259712,1431167044,2324329404
1302,32,38,3,14,18,4,6,0,118,185,155,0,0,63232,332800,2768438588,4237093046
1303,32,39,2,4,2,4,6,0,148,183,155,0,0,209024,332800,3281265012,3281265012
1304,32,40,2,6,4,5,6,0,116,183,155,0,0,54272,259712,163394384,3743797491
1305,32,41,2,6,4,5,6,0,146,183,155,0,0,63232,259712,1673473386,2884903881
1306,32,42,1,2,1,6,6,1,175,183,155,1,1,209024,259712,1876343784,1876343784
1307,32,43,3,14,18,4,6,0,88,185,155,0,0,49792,282112,3215875917,3862916022
1308,32,44,2,6,4,5,6,0,146,185,155,0,0,195584,282112,3174056835,3174056835
1309,32,45,2,6,4,4,6,0,132,183,155,0,0,209024,414464,3733383469,3733383469
1310,32,46,2,4,2,3,6,0,53,175,155,0,0,31872,209024,1405119856,2344484480
1311,32,47,2,6,4,4,6,0,88,175,155,0,0,40832,209024,1374539091,3608237121
1312,32,48,1,2,1,5,6,0,132,175,155,0,0,186624,209024,496645083,496645083
1313,32,49,2,4,2,4,6,0,88,175,155,0,0,49792,209024,2563899475,2563899475
1314,32,50,1,2,1,5,6,0,146,175,155,0,0,195584,209024,1984910493,1984910493
1315,32,51,1,2,1,5,6,0,132,175,155,0,0,209024,341376,2322768038,2322768038
1316,32,52,3,8,6,3,6,0,58,177,155,0,0,49792,217984,4016947696,4016947696
1317,32,53,2,4,2,5,6,0,134,177,155,0,0,195584,217984,3524964979,3524964979
1318,32,54,2,6,4,5,6,0,132,177,155,0,0,195584,363776,3591786283,3591786283
1319,32,55,2,4,2,3,6,0,97,175,155,0,0,209024,496128,4188108366,4188108366
1320,33,33,0,1,1,5,5,0,121,121,155,0,0,72192,72192,0,0
1321,33,34,1,2,1,5,6,0,121,177,155,0,0,72192,217984,1428723561,1428723561
1322,33,35,2,3,1,5,6,0,121,177,155,0,0,72192,363776,2849200958,2849200958
1323,33,36,3,6,3,3,6,0,97,169,155,0,0,72192,251136,3420200437,3420200437
1324,33,37,3,10,9,4,6,0,88,169,155,0,0,49792,200448,2485045675,3526445228
1325,33,38,2,4,2,5,6,0,121,169,155,0,0,72192,187008,2480180509,2480180509
1326,33,39,3,10,9,4,6,0,118,185,155,0,0,72192,332800,3779176406,3779176406
1327,33,40,3,10,9,4,6,0,88,169,155,0,0,40832,136320,2156867157,4653567136
1328,33,41,2,6,4,4,6,0,88,169,155,0,0,49792,136320,1314134554,3193749144
1329,33,42,3,14,18,4,6,0,88,185,155,0,0,49792,282112,2732406738,3862916022
1330,33,43,1,2,1,5,6,0,121,155,155,0,0,72192,122880,1896169698,1896169698
1331,33,44,2,6,4,5,6,0,121,185,155,0,0,72192,268672,2897263494,2897263494
1332,33,45,3,10,9,4,6,0,121,185,155,0,0,72192,414464,4158400911,4158400911
1333,33,46,3,6,3,3,6,0,53,151,155,0,0,31872,72192,2675110696,3554702639
1334,33,47,2,4,2,4,6,0,88,151,155,0,0,40832,72192,1136545722,2003167731
1335,33,48,3,10,9,4,6,0,88,177,155,0,0,40832,217984,2161650600,5041596347
1336,33,49,1,2,1,4,5,0,88,121,155,0,0,49792,72192,501601848,501601848
1337,33,50,2,6,4,4,6,0,88,177,155,0,0,49792,217984,1639530615,3610728960
1338,33,51,3,10,9,4,6,0,88,177,155,0,0,49792,363776,3027214255,4188903624
1339,33,52,1,2,1,3,5,0,58,121,155,0,0,58752,72192,2019142366,2019142366
1340,33,53,1,2,1,5,5,0,121,134,155,0,0,72192,204544,2347858374,2347858374
1341,33,54,2,4,2,5,6,0,121,177,155,0,0,72192,350336,3325051618,3325051618
1342,33,55,3,6,3,3,6,0,97,177,155,0,0,72192,496128,4553860615,4553860615
1343,34,34,0,1,1,6,6,1,177,177,155,1,1,217984,217984,0,0
1344,34,35,1,2,1,5,6,0,147,177,155,0,0,217984,363776,1420479249,1420479249
1345,34,36,3,8,6,3,6,0,97,185,155,0,0,136320,332800,2070086906,2884602340
1346,34,37,3,14,18,4,6,0,118,185,155,0,0,63232,332800,1073924693,4237093046
1347,34,38,2,4,2,6,6,1,155,185,155,1,1,136320,268672,1433954616,2328853769
1348,34,39,2,4,2,4,6,0,148,185,155,0,0,217984,332800,2472131044,2472131044
1349,34,40,3,14,18,4,6,0,88,185,155,0,0,40832,282112,1404719155,4940566621
1350,34,41,2,6,4,5,6,0,146,185,155,0,0,63232,268672,163133240,3737588162
1351,34,42,2,6,4,5,6,0,146,185,155,0,0,195584,282112,1305996519,3174056835
1352,34,43,2,6,4,5,6,0,121,185,155,0,0,72192,268672,1680703353,2897263494
1353,34,44,1,2,1,6,6,1,177,185,155,1,1,217984,268672,1882171461,1882171461
1354,34,45,2,6,4,4,6,0,134,185,155,0,0,217984,414464,2890557834,2890557834
1355,34,46,3,8,6,3,6,0,53,177,155,0,0,31872,217984,2606915357,3608237121
1356,34,47,2,4,2,4,6,0,88,177,155,0,0,40832,217984,1397859141,2332293213
1357,34,48,2,4,2,5,6,0,132,177,155,0,0,186624,217984,1126178965,1984910493
1358,34,49,2,6,4,4,6,0,88,177,155,0,0,49792,217984,1375582735,3610728960
1359,34,50,1,2,1,5,6,0,146,177,155,0,0,195584,217984,496422755,496422755
1360,34,51,2,6,4,5,6,0,132,177,155,0,0,195584,363776,1630874340,3591786283
1361,34,52,2,4,2,3,6,0,58,177,155,0,0,58752,217984,2581233482,2581233482
1362,34,53,1,2,1,5,6,0,134,177,155,0,0,204544,217984,1995796153,1995796153
1363,34,54,1,2,1,5,6,0,134,177,155,0,0,217984,350336,2332689138,2332689138
1364,34,55,2,4,2,3,6,0,97,177,155,0,0,217984,496128,3320483959,3320483959
1365,35,35,0,1,1,5,5,0,147,147,155,0,0,363776,363776,0,0
1366,35,36,3,6,3,3,5,0,97,169,155,0,0,200448,414464,989278905,2779019071
1367,35,37,3,10,9,4,6,0,118,183,155,0,0,127360,414464,454540450,4182159019
1368,35,38,3,10,9,4,6,0,118,185,155,0,0,136320,414464,1435589720,3311943214
1369,35,39,2,4,2,4,5,0,147,169,155,0,0,282112,414464,1436546679,2333096084
1370,35,40,3,10,9,4,6,0,116,183,155,0,0,54272,414464,1836835519,5603118445
1371,35,41,3,14,18,4,6,0,132,185,155,0,0,63232,414464,1544088371,4677080602
1372,35,42,2,6,4,4,6,0,132,183,155,0,0,209024,414464,162946671,3733383469
1373,35,43,3,10,9,4,6,0,121,185,155,0,0,72192,414464,2480221966,4158400911
1374,35,44,2,6,4,4,6,0,134,185,155,0,0,217984,414464,1676758705,2890557834
1375,35,45,1,2,1,4,5,0,147,148,155,0,0,363776,414464,1887326405,1887326405
1376,35,46,3,6,3,3,6,0,53,175,155,0,0,31872,363776,3248834558,4191001754
1377,35,47,3,10,9,4,6,0,88,177,155,0,0,40832,363776,2582097395,5377823670
1378,35,48,2,4,2,5,6,0,132,175,155,0,0,186624,363776,1392153865,2322768038
1379,35,49,3,10,9,4,6,0,88,177,155,0,0,49792,363776,2752601122,4188903624
1380,35,50,2,6,4,5,6,0,132,177,155,0,0,195584,363776,1368316710,3591786283
1381,35,51,1,2,1,5,5,0,132,147,155,0,0,341376,363776,496309102,496309102
1382,35,52,3,6,3,3,6,0,58,177,155,0,0,58752,363776,3653436715,3653436715
1383,35,53,2,4,2,5,6,0,134,177,155,0,0,204544,363776,2564365697,2564365697
1384,35,54,1,2,1,5,5,0,134,147,155,0,0,350336,363776,1992943855,1992943855
1385,35,55,1,2,1,3,5,0,97,147,155,0,0,363776,496128,2341271709,2341271709
1386,36,36,0,1,1,3,3,0,97,97,155,0,0,251136,251136,0,0
1387,36,37,1,2,1,3,5,0,97,132,155,0,0,178048,251136,1404561480,1404561480
1388,36,38,1,2,1,3,6,0,97,155,155,0,0,187008,251136,1224899981,1224899981
1389,36,39,1,2,1,3,4,0,97,148,155,0,0,251136,332800,450257207,450257207
1390,36,40,2,3,1,3,5,0,97,132,155,0,0,104960,251136,2807232925,2807232925
1391,36,41,2,4,2,3,6,0,97,167,155,0,0,113920,251136,2136977129,2136977129
1392,36,42,2,4,2,3,6,0,97,183,155,0,0,178048,332800,957912495,1854767082
1393,36,43,2,3,1,3,6,0,97,155,155,0,0,122880,251136,2454050590,2454050590
1394,36,44,2,4,2,3,6,0,97,185,155,0,0,187008,332800,1170789554,1430131664
1395,36,45,2,3,1,3,4,0,97,148,155,0,0,251136,414464,902588526,902588526
1396,36,46,3,4,1,3,5,0,53,132,155,0,0,31872,251136,4221924800,4221924800
1397,36,47,3,6,3,3,6,0,88,167,155,0,0,40832,251136,3405094765,3405094765
1398,36,48,3,6,3,3,6,0,97,183,155,0,0,104960,332800,2359666124,3257428045
1399,36,49,3,6,3,3,6,0,88,167,155,0,0,49792,251136,3193165552,3193165552
1400,36,50,3,8,6,3,6,0,97,185,155,0,0,113920,332800,1783148057,2524859907
1401,36,51,3,6,3,3,6,0,97,183,155,0,0,178048,414464,510789921,2307065135
1402,36,52,3,4,1,3,6,0,58,155,155,0,0,58752,251136,3696804531,3696804531
1403,36,53,3,6,3,3,6,0,97,185,155,0,0,122880,332800,2359287740,2630926868
1404,36,54,3,6,3,3,6,0,97,185,155,0,0,187008,414464,1283485829,1732737896
1405,36,55,3,4,1,3,4,0,97,148,155,0,0,251136,496128,1357474701,1357474701
1406,37,37,0,1,1,5,5,0,132,132,155,0,0,178048,178048,0,0
1407,37,38,1,2,1,5,6,0,132,155,155,0,0,178048,187008,1536438365,1536438365
1408,37,39,1,2,1,4,5,0,132,148,155,0,0,178048,332800,1854767082,1854767082
1409,37,40,1,2,1,5,5,0,132,132,155,0,0,104960,178048,1402671815,1402671815
1410,37,41,1,2,1,5,6,0,132,167,155,0,0,113920,178048,1218923435,1218923435
1411,37,42,1,2,1,5,6,0,132,183,155,0,0,178048,259712,446736808,446736808
1412,37,43,2,4,2,5,6,0,132,167,155,0,0,113920,187008,2398917732,2398917732
1413,37,44,2,6,4,4,6,0,132,185,155,0,0,113920,332800,1868649570,2524859907
1414,37,45,2,4,2,4,6,0,132,183,155,0,0,178048,414464,2307065135,2307065135
1415,37,46,2,3,1,3,5,0,53,132,155,0,0,31872,178048,2817364424,2817364424
1416,37,47,2,4,2,4,6,0,88,167,155,0,0,40832,178048,2137055128,2137055128
1417,37,48,2,4,2,5,6,0,132,183,155,0,0,104960,259712,955125945,1849357508
1418,37,49,2,3,1,4,6,0,88,167,155,0,0,49792,178048,2445459803,2445459803
1419,37,50,2,4,2,5,6,0,132,183,155,0,0,113920,259712,1163243498,1420912866
1420,37,51,2,3,1,5,6,0,132,183,155,0,0,178048,341376,894108794,894108794
1421,37,52,3,6,3,3,6,0,58,167,155,0,0,49792,187008,3499597902,3499597902
1422,37,53,3,10,9,4,6,0,88,185,155,0,0,49792,332800,2561142459,3515880596
1423,37,54,3,10,9,4,6,0,132,185,155,0,0,113920,414464,2243654151,2932783901
1424,37,55,3,6,3,3,6,0,97,183,155,0,0,178048,496128,2761927391,2761927391
1425,38,38,0,1,1,6,6,1,155,155,155,1,1,187008,187008,0,0
1426,38,39,1,2,1,4,6,0,148,155,155,0,0,187008,332800,1430131664,1430131664
1427,38,40,2,4,2,5,6,0,132,167,155,0,0,104960,187008,2677974484,2677974484
1428,38,41,1,2,1,6,6,1,155,167,155,1,1,113920,187008,1406127982,1406127982
1429,38,42,2,6,4,4,6,0,132,185,155,0,0,113920,332800,1280787276,2524859907
1430,38,43,1,2,1,6,6,1,155,155,155,1,1,122880,187008,1229175072,1229175072
1431,38,44,1,2,1,6,6,1,155,185,155,1,1,187008,268672,449953010,449953010
1432,38,45,2,4,2,4,6,0,148,185,155,0,0,187008,414464,1732737896,1732737896
1433,38,46,3,6,3,3,6,0,53,167,155,0,0,31872,187008,4002932872,4002932872
1434,38,47,2,3,1,4,6,0,88,167,155,0,0,40832,187008,2814218414,2814218414
1435,38,48,3,10,9,4,6,0,88,185,155,0,0,40832,332800,2278221109,3829883258
1436,38,49,2,4,2,4,6,0,88,167,155,0,0,49792,187008,2147351316,2147351316
1437,38,50,2,4,2,5,6,0,146,185,155,0,0,113920,268672,958583965,1856056236
1438,38,51,3,10,9,4,6,0,132,185,155,0,0,113920,414464,1149154094,2932783901
1439,38,52,2,3,1,3,6,0,58,155,155,0,0,58752,187008,2471977915,2471977915
1440,38,53,2,4,2,5,6,0,134,185,155,0,0,122880,268672,1174395075,1434519593
1441,38,54,2,3,1,5,6,0,134,185,155,0,0,187008,350336,901597134,901597134
1442,38,55,3,6,3,3,6,0,97,185,155,0,0,187008,496128,2092608385,2092608385
1443,39,39,0,1,1,4,4,0,148,148,155,0,0,332800,332800,0,0
1444,39,40,2,4,2,4,6,0,132,183,155,0,0,104960,332800,3257428045,3257428045
1445,39,41,2,6,4,4,6,0,132,185,155,0,0,113920,332800,2524859907,2524859907
1446,39,42,1,2,1,4,6,0,148,183,155,0,0,259712,332800,1408073849,1408073849
1447,39,43,2,4,2,4,6,0,148,185,155,0,0,122880,332800,2630926868,2630926868
1448,39,44,1,2,1,4,6,0,148,185,155,0,0,268672,332800,1229388964,1229388964
1449,39,45,1,2,1,4,4,0,148,148,155,0,0,332800,414464,452331336,452331336
1450,39,46,3,6,3,3,6,0,53,183,155,0,0,31872,332800,4672113332,4672113332
1451,39,47,3,10,9,4,6,0,88,185,155,0,0,40832,332800,3829883258,3829883258
1452,39,48,2,3,1,4,6,0,132,183,155,0,0,186624,332800,2809841031,2809841031
1453,39,49,3,10,9,4,6,0,88,185,155,0,0,49792,332800,3515880596,3515880596
1454,39,50,2,4,2,4,6,0,146,185,155,0,0,195584,332800,2141423485,2141423485
1455,39,51,2,4,2,4,6,0,132,183,155,0,0,259712,414464,960790026,1860353512
1456,39,52,3,6,3,3,6,0,58,185,155,0,0,58752,332800,3864621270,3864621270
1457,39,53,2,3,1,4,6,0,134,185,155,0,0,204544,332800,2462005480,2462005480
1458,39,54,2,4,2,4,6,0,134,185,155,0,0,268672,414464,1175679795,1436107614
1459,39,55,2,3,1,3,4,0,97,148,155,0,0,332800,496128,907217545,907217545
1460,40,40,0,1,1,5,5,0,132,132,155,0,0,104960,104960,0,0
1461,40,41,1,2,1,5,6,0,132,167,155,0,0,104960,113920,1536475566,1536475566
1462,40,42,1,2,1,5,6,0,132,183,155,0,0,104960,259712,1849357508,1849357508
1463,40,43,2,3,1,5,6,0,132,167,155,0,0,104960,122880,3080371322,3080371322
1464,40,44,2,4,2,5,6,0,132,185,155,0,0,104960,268672,3092272157,3092272157
1465,40,45,2,3,1,4,6,0,132,183,155,0,0,104960,414464,3709710227,3709710227
1466,40,46,1,2,1,3,5,0,53,132,155,0,0,31872,104960,1414692983,1414692983
1467,40,47,1,2,1,4,5,0,88,132,155,0,0,40832,104960,1224974483,1224974483
1468,40,48,1,2,1,5,5,0,132,132,155,0,0,104960,186624,447633737,447633737
1469,40,49,2,4,2,4,6,0,88,167,155,0,0,40832,113920,2402255767,2402255767
1470,40,50,2,6,4,4,6,0,88,183,155,0,0,40832,259712,1865760112,2520984908
1471,40,51,2,4,2,5,6,0,132,183,155,0,0,104960,341376,2296696807,2296696807
1472,40,52,3,6,3,3,6,0,58,167,155,0,0,40832,122880,3862128184,3862128184
1473,40,53,3,10,9,4,6,0,88,185,155,0,0,40832,268672,3398965190,3398965190
1474,40,54,3,10,9,4,6,0,88,185,155,0,0,40832,414464,3516871162,4262073114
1475,40,55,3,6,3,3,6,0,97,183,155,0,0,104960,496128,4164555999,4164555999
1476,41,41,0,1,1,6,6,1,167,167,155,1,1,113920,113920,0,0
1477,41,42,1,2,1,6,6,1,167,183,155,1,1,113920,259712,1420912866,1420912866
1478,41,43,1,2,1,6,6,1,155,167,155,1,1,113920,122880,1543910678,1543910678
1479,41,44,1,2,1,6,6,1,167,185,155,1,1,113920,268672,1856056236,1856056236
1480,41,45,2,4,2,4,6,0,148,185,155,0,0,113920,414464,2932783901,2932783901
1481,41,46,2,4,2,3,6,0,53,167,155,0,0,31872,113920,2691315067,2691315067
1482,41,47,1,2,1,4,6,0,88,167,155,0,0,40832,113920,1408107893,1408107893
1483,41,48,2,6,4,4,6,0,88,183,155,0,0,40832,259712,1278815631,2520984908
1484,41,49,1,2,1,4,6,0,88,167,155,0,0,49792,113920,1226536571,1226536571
1485,41,50,1,2,1,5,6,0,146,167,155,0,0,113920,195584,447664153,447664153
1486,41,51,2,4,2,5,6,0,132,183,155,0,0,113920,341376,1718840308,1718840308
1487,41,52,2,4,2,3,6,0,58,167,155,0,0,49792,122880,2419749588,2419749588
1488,41,53,2,6,4,4,6,0,88,185,155,0,0,49792,268672,1876961327,2536039691
1489,41,54,2,4,2,5,6,0,134,185,155,0,0,113920,350336,2307692305,2307692305
1490,41,55,3,8,6,3,6,0,97,185,155,0,0,113920,496128,3354734396,3354734396
1491,42,42,0,1,1,6,6,1,183,183,155,1,1,259712,259712,0,0
1492,42,43,2,4,2,6,6,1,155,185,155,1,1,113920,268672,2317443114,2317443114
1493,42,44,1,2,1,6,6,1,183,185,155,1,1,259712,268672,1539634214,1539634214
1494,42,45,1,2,1,4,6,0,148,183,155,0,0,259712,414464,1860353512,1860353512
1495,42,46,2,4,2,3,6,0,53,183,155,0,0,31872,259712,3264039697,3264039697
1496,42,47,2,6,4,4,6,0,88,183,155,0,0,40832,259712,2520984908,2520984908
1497,42,48,1,2,1,5,6,0,132,183,155,0,0,186624,259712,1401767517,1401767517
1498,42,49,2,4,2,4,6,0,88,183,155,0,0,49792,259712,2617606343,2617606343
1499,42,50,1,2,1,5,6,0,146,183,155,0,0,195584,259712,1219539286,1219539286
1500,42,51,1,2,1,5,6,0,132,183,155,0,0,259712,341376,447371998,447371998
1501,42,52,3,8,6,3,6,0,58,185,155,0,0,49792,268672,3493193860,3493193860
1502,42,53,2,4,2,5,6,0,134,185,155,0,0,195584,268672,2402912594,2402912594
1503,42,54,2,6,4,4,6,0,132,185,155,0,0,195584,414464,1873485763,2531400265
1504,42,55,2,4,2,3,6,0,97,183,155,0,0,259712,496128,2315206399,2315206399
1505,43,43,0,1,1,6,6,1,155,155,155,1,1,122880,122880,0,0
1506,43,44,1,2,1,6,6,1,155,185,155,1,1,122880,268672,1434519593,1434519593
1507,43,45,2,3,1,4,6,0,148,185,155,0,0,122880,414464,2870559166,2870559166
1508,43,46,3,6,3,3,6,0,53,167,155,0,0,31872,122880,4159756565,4159756565
1509,43,47,2,4,2,4,6,0,88,167,155,0,0,40832,122880,2694653846,2694653846
1510,43,48,3,10,9,4,6,0,88,185,155,0,0,40832,268672,2797939831,3398965190
1511,43,49,1,2,1,4,6,0,88,155,155,0,0,49792,122880,1418261176,1418261176
1512,43,50,2,6,4,4,6,0,88,185,155,0,0,49792,268672,1286486431,2536039691
1513,43,51,3,10,9,4,6,0,88,185,155,0,0,49792,414464,2322093347,3866687196
1514,43,52,1,2,1,3,6,0,58,155,155,0,0,58752,122880,1242827843,1242827843
1515,43,53,1,2,1,5,6,0,134,155,155,0,0,122880,204544,453033032,453033032
1516,43,54,2,4,2,5,6,0,134,185,155,0,0,122880,350336,1737315482,1737315482
1517,43,55,3,6,3,3,6,0,97,185,155,0,0,122880,496128,3159923599,3159923599
1518,44,44,0,1,1,6,6,1,185,185,155,1,1,268672,268672,0,0
1519,44,45,1,2,1,4,6,0,148,185,155,0,0,268672,414464,1436107614,1436107614
1520,44,46,3,8,6,3,6,0,53,185,155,0,0,31872,268672,4436714268,4436714268
1521,44,47,2,4,2,4,6,0,88,185,155,0,0,40832,268672,3264157262,3264157262
1522,44,48,2,4,2,5,6,0,132,185,155,0,0,186624,268672,2679345863,2679345863
1523,44,49,2,6,4,4,6,0,88,185,155,0,0,49792,268672,2536039691,2536039691
1524,44,50,1,2,1,5,6,0,146,185,155,0,0,195584,268672,1408469698,1408469698
1525,44,51,2,6,4,4,6,0,132,185,155,0,0,195584,414464,1284094071,2531400265
1526,44,52,2,4,2,3,6,0,58,185,155,0,0,58752,268672,2649026267,2649026267
1527,44,53,1,2,1,5,6,0,134,185,155,0,0,204544,268672,1232657685,1232657685
1528,44,54,1,2,1,5,6,0,134,185,155,0,0,268672,350336,451644680,451644680
1529,44,55,2,4,2,3,6,0,97,185,155,0,0,268672,496128,1740879173,1740879173
1530,45,45,0,1,1,4,4,0,148,148,155,0,0,414464,414464,0,0
1531,45,46,3,6,3,3,6,0,53,183,155,0,0,31872,414464,5124385923,5124385923
1532,45,47,3,10,9,4,6,0,88,185,155,0,0,40832,414464,4262073114,4262073114
1533,45,48,2,4,2,4,6,0,132,183,155,0,0,186624,414464,3262110375,3262110375
1534,45,49,3,10,9,4,6,0,88,185,155,0,0,49792,414464,3866687196,3866687196
1535,45,50,2,6,4,4,6,0,132,185,155,0,0,195584,414464,2531400265,2531400265
1536,45,51,1,2,1,4,5,0,132,148,155,0,0,341376,414464,1413025305,1413025305
1537,45,52,3,6,3,3,6,0,58,185,155,0,0,58752,414464,4078430236,4078430236
1538,45,53,2,4,2,4,6,0,134,185,155,0,0,204544,414464,2640798888,2640798888
1539,45,54,1,2,1,4,5,0,134,148,155,0,0,350336,414464,1235157714,1235157714
1540,45,55,1,2,1,3,4,0,97,148,155,0,0,414464,496128,454886227,454886227
1541,46,46,0,1,1,3,3,0,53,53,155,0,0,31872,31872,0,0
1542,46,47,1,2,1,3,4,0,53,88,155,0,0,31872,40832,1551782739,1551782739
1543,46,48,1,2,1,3,5,0,53,132,155,0,0,31872,186624,1862275548,1862275548
1544,46,49,2,3,1,3,4,0,53,88,155,0,0,31872,49792,3099906287,3099906287
1545,46,50,2,4,2,3,5,0,53,146,155,0,0,31872,195584,3102790432,3102790432
1546,46,51,2,3,1,3,5,0,53,132,155,0,0,31872,341376,3711363322,3711363322
1547,46,52,3,4,1,3,4,0,53,88,155,0,0,31872,58752,4662853803,4662853803
1548,46,53,3,6,3,3,5,0,53,146,155,0,0,31872,204544,4542964446,4542964446
1549,46,54,3,6,3,3,5,0,53,146,155,0,0,31872,350336,4875017339,4875017339
1550,46,55,3,4,1,3,5,0,53,132,155,0,0,31872,496128,5579220891,5579220891
1551,47,47,0,1,1,4,4,0,88,88,155,0,0,40832,40832,0,0
1552,47,48,1,2,1,4,5,0,88,132,155,0,0,40832,186624,1425731480,1425731480
1553,47,49,1,2,1,4,4,0,88,88,155,0,0,40832,49792,1548203737,1548203737
1554,47,50,1,2,1,4,5,0,88,146,155,0,0,40832,195584,1855747481,1855747481
1555,47,51,2,4,2,4,5,0,88,146,155,0,0,40832,341376,2923657244,2923657244
1556,47,52,2,3,1,3,4,0,58,88,155,0,0,40832,58752,3111309637,3111309637
1557,47,53,2,4,2,4,5,0,88,146,155,0,0,40832,204544,3110228045,3110228045
1558,47,54,2,3,1,4,5,0,88,146,155,0,0,40832,350336,3715796754,3715796754
1559,47,55,3,6,3,3,5,0,88,146,155,0,0,40832,496128,4700687055,4700687055
1560,48,48,0,1,1,5,5,0,132,132,155,0,0,186624,186624,0,0
1561,48,49,2,4,2,4,5,0,88,146,155,0,0,40832,195584,2317051467,2317051467
1562,48,50,1,2,1,5,5,0,132,146,155,0,0,186624,195584,1534849103,1534849103
1563,48,51,1,2,1,5,5,0,132,132,155,0,0,186624,341376,1849088506,1849088506
