interval_id,source_node_id,target_node_id,graph_distance,interval_node_count,shortest_path_count,min_sector_coverage_count,max_sector_coverage_count,full_sector_preserved,min_signature_union_count,max_signature_union_count,high_signature_threshold,high_signature_preserved,full_high_preserved,min_tensor_path_coefficient_mass_sum,max_tensor_path_coefficient_mass_sum,endpoint_poincare_distance_x1e10,interval_poincare_diameter_x1e10
312,5,47,3,10,9,4,6,0,88,173,155,0,0,40832,229888,1049962985,4218264083
313,5,48,2,3,1,5,6,0,132,171,155,0,0,186624,229888,1206079639,1206079639
314,5,49,3,10,9,4,6,0,88,173,155,0,0,49792,229888,2551662286,5567545129
315,5,50,2,4,2,5,6,0,146,173,155,0,0,195584,229888,2418962982,2418962982
316,5,51,2,4,2,5,6,0,132,171,155,0,0,208256,363008,3047623734,3047623734
317,5,52,3,6,3,3,6,0,58,173,155,0,0,58752,229888,4101177908,4217203944
318,5,53,2,3,1,5,6,0,134,173,155,0,0,204544,229888,3881885230,3881885230
319,5,54,2,4,2,5,6,0,134,173,155,0,0,217216,363008,4184634250,4184634250
320,5,55,2,3,1,3,5,0,97,146,155,0,0,229888,496128,4913605782,4913605782
321,6,6,0,1,1,4,4,0,90,90,155,0,0,98304,98304,0,0
322,6,7,1,2,1,4,5,0,90,138,155,0,0,98304,148992,1925755331,1925755331
323,6,8,1,2,1,4,5,0,90,126,155,0,0,75904,98304,515106082,515106082
324,6,9,1,2,1,4,5,0,90,131,155,0,0,84864,98304,2042506413,2042506413
325,6,10,1,2,1,4,6,0,90,167,155,0,0,98304,230656,2376082824,2376082824
326,6,11,2,3,1,4,5,0,90,138,155,0,0,98304,199680,3809997134,3809997134
327,6,12,2,4,2,4,5,0,90,142,155,0,0,75904,148992,2413234218,2413234218
328,6,13,2,4,2,4,6,0,90,165,155,0,0,84864,148992,3728497332,3728497332
329,6,14,2,4,2,4,6,0,90,168,155,0,0,98304,281344,4255491070,4255491070
330,6,15,2,3,1,4,5,0,90,126,155,0,0,53504,98304,1025569792,1025569792
331,6,16,2,4,2,4,6,0,90,147,155,0,0,62464,98304,2514998136,2514998136
332,6,17,2,4,2,4,6,0,90,171,155,0,0,75904,230656,2859456803,2859456803
333,6,18,2,3,1,4,5,0,90,131,155,0,0,71424,98304,4056489871,4056489871
334,6,19,2,4,2,4,6,0,90,173,155,0,0,84864,230656,4142563493,4142563493
335,6,20,2,3,1,4,6,0,90,167,155,0,0,98304,363008,4701244256,4701244256
336,6,21,1,2,1,3,4,0,70,90,155,0,0,98304,99072,295615056,295615056
337,6,22,1,2,1,4,4,0,90,118,155,0,0,98304,149760,2050506511,2050506511
338,6,23,1,2,1,4,5,0,90,116,155,0,0,76672,98304,623402024,623402024
339,6,24,1,2,1,4,5,0,90,121,155,0,0,85632,98304,1985402949,1985402949
340,6,25,1,2,1,4,5,0,90,147,155,0,0,98304,231424,2500732640,2500732640
341,6,26,2,4,2,4,5,0,90,138,155,0,0,98304,200448,3924855420,3924855420
342,6,27,2,6,4,4,5,0,90,146,155,0,0,75904,149760,2519937126,2519937126
343,6,28,2,6,4,4,6,0,90,169,155,0,0,84864,149760,3751162631,3751162631
344,6,29,2,6,4,4,6,0,90,169,155,0,0,98304,282112,4371488056,4371488056
345,6,30,2,4,2,4,5,0,90,126,155,0,0,54272,98304,1099744995,1099744995
346,6,31,2,6,4,4,6,0,90,151,155,0,0,63232,98304,2475492904,2475492904
347,6,32,2,6,4,4,6,0,90,175,155,0,0,75904,231424,2968884956,2968884956
348,6,33,2,4,2,4,5,0,90,131,155,0,0,72192,98304,3986216893,3986216893
349,6,34,2,6,4,4,6,0,90,177,155,0,0,84864,231424,4176316601,4176316601
350,6,35,2,4,2,4,6,0,90,167,155,0,0,98304,363776,4818288202,4818288202
351,6,36,3,6,3,3,5,0,90,138,155,0,0,98304,251136,5799598914,5799598914
352,6,37,3,10,9,4,5,0,90,146,155,0,0,75904,200448,4396711212,4396711212
353,6,38,3,10,9,4,6,0,90,169,155,0,0,84864,200448,5587897556,5587897556
354,6,39,3,10,9,4,6,0,90,169,155,0,0,98304,332800,6249731537,6249731537
355,6,40,3,10,9,4,5,0,90,146,155,0,0,53504,149760,2997533403,2997533403
356,6,41,3,14,18,4,6,0,90,169,155,0,0,62464,149760,4247794634,4247794634
357,6,42,3,14,18,4,6,0,90,183,155,0,0,75904,282112,4843120997,4843120997
358,6,43,3,10,9,4,6,0,90,169,155,0,0,71424,149760,5657328730,5657328730
359,6,44,3,14,18,4,6,0,90,185,155,0,0,84864,282112,6024842335,6024842335
360,6,45,3,10,9,4,6,0,90,169,155,0,0,98304,414464,6701960198,6701960198
361,6,46,3,6,3,3,5,0,53,126,155,0,0,31872,98304,1593119719,1593119719
362,6,47,3,10,9,4,6,0,88,151,155,0,0,40832,98304,2967503666,2967503666
363,6,48,3,10,9,4,6,0,90,175,155,0,0,53504,231424,3444223171,3444223171
364,6,49,3,10,9,4,6,0,88,151,155,0,0,49792,98304,4462877720,4462877720
365,6,50,3,14,18,4,6,0,90,177,155,0,0,62464,231424,4672538679,4672538679
366,6,51,3,10,9,4,6,0,90,175,155,0,0,75904,363776,5290229614,5290229614
367,6,52,3,6,3,3,5,0,58,131,155,0,0,58752,98304,6004446400,6004446400
368,6,53,3,10,9,4,6,0,90,177,155,0,0,71424,231424,6062193844,6062193844
369,6,54,3,10,9,4,6,0,90,177,155,0,0,84864,363776,6465206341,6465206341
370,6,55,3,6,3,3,6,0,90,167,155,0,0,98304,496128,7156761382,7156761382
371,7,7,0,1,1,5,5,0,138,138,155,0,0,148992,148992,0,0
372,7,8,1,2,1,5,5,0,126,138,155,0,0,75904,148992,1433559450,1433559450
373,7,9,1,2,1,5,5,0,131,138,155,0,0,84864,148992,1237526061,1237526061
374,7,10,1,2,1,5,6,0,138,167,155,0,0,148992,230656,451306187,451306187
375,7,11,1,2,1,4,5,0,117,138,155,0,0,148992,199680,1884241835,1884241835
376,7,12,1,2,1,5,5,0,138,142,155,0,0,126592,148992,500570594,500570594
377,7,13,1,2,1,5,6,0,138,165,155,0,0,135552,148992,1995726585,1995726585
378,7,14,1,2,1,5,5,0,138,168,155,0,0,148992,281344,2329832978,2329832978
379,7,15,2,4,2,5,5,0,112,142,155,0,0,53504,148992,969103795,1911745205
380,7,16,2,6,4,5,6,0,126,165,155,0,0,62464,148992,1342460625,3214494207
381,7,17,2,6,4,5,6,0,126,171,155,0,0,75904,281344,936867061,3760766339
382,7,18,2,4,2,5,6,0,117,165,155,0,0,71424,148992,2734415823,2734415823
383,7,19,2,6,4,5,6,0,131,173,155,0,0,84864,281344,2351101033,2894165829
384,7,20,2,4,2,5,6,0,138,168,155,0,0,148992,363008,2775786011,2775786011
385,7,21,2,4,2,3,5,0,70,138,155,0,0,98304,149760,1835748731,2050506511
386,7,22,1,2,1,4,5,0,118,138,155,0,0,148992,149760,286734147,286734147
387,7,23,2,6,4,4,5,0,90,146,155,0,0,75904,149760,1326066039,2519937126
388,7,24,2,6,4,4,6,0,90,169,155,0,0,84864,149760,952704900,3751162631
389,7,25,2,6,4,4,6,0,90,169,155,0,0,98304,282112,631522168,4371488056
390,7,26,1,2,1,4,5,0,118,138,155,0,0,148992,200448,2007321867,2007321867
391,7,27,1,2,1,5,5,0,138,146,155,0,0,127360,148992,606128809,606128809
392,7,28,1,2,1,5,6,0,138,169,155,0,0,136320,148992,1940920951,1940920951
393,7,29,1,2,1,5,5,0,138,169,155,0,0,148992,282112,2453293020,2453293020
394,7,30,2,4,2,5,5,0,116,146,155,0,0,54272,148992,826122754,2035688030
395,7,31,2,6,4,5,6,0,126,169,155,0,0,63232,148992,1102928811,3236110963
396,7,32,2,6,4,5,6,0,126,175,155,0,0,75904,282112,1051961075,3886494716
397,7,33,2,4,2,5,6,0,121,169,155,0,0,72192,148992,2559136142,2559136142
398,7,34,2,6,4,5,6,0,131,177,155,0,0,84864,282112,2328832631,3107188891
399,7,35,2,4,2,5,6,0,138,169,155,0,0,148992,363776,2899625187,2899625187
400,7,36,2,4,2,3,5,0,97,138,155,0,0,148992,251136,3876594574,3876594574
401,7,37,2,6,4,4,5,0,117,146,155,0,0,126592,200448,2472528982,2472528982
402,7,38,2,6,4,4,6,0,117,169,155,0,0,135552,200448,3700079961,3700079961
403,7,39,2,6,4,4,5,0,117,169,155,0,0,148992,332800,4326849163,4326849163
404,7,40,2,4,2,5,5,0,132,146,155,0,0,104960,148992,1071806516,1071806516
405,7,41,2,6,4,5,6,0,138,169,155,0,0,113920,148992,2425623143,2425623143
406,7,42,2,6,4,5,6,0,138,183,155,0,0,126592,282112,2919210616,2919210616
407,7,43,2,4,2,5,6,0,138,169,155,0,0,122880,148992,3926808605,3926808605
408,7,44,2,6,4,5,6,0,138,185,155,0,0,135552,282112,4128138303,4128138303
409,7,45,2,4,2,4,5,0,138,169,155,0,0,148992,414464,4779178874,4779178874
410,7,46,3,8,6,3,5,0,53,146,155,0,0,31872,148992,357281095,2503318802
411,7,47,3,14,18,4,6,0,88,169,155,0,0,40832,148992,1422749026,3732746844
412,7,48,3,14,18,5,6,0,112,183,155,0,0,53504,282112,1518795116,4352217963
413,7,49,3,14,18,4,6,0,88,169,155,0,0,49792,148992,2950074180,5145651619
414,7,50,3,20,36,5,6,0,126,185,155,0,0,62464,282112,2821176995,5513534856
415,7,51,3,14,18,4,6,0,126,183,155,0,0,75904,414464,3366544234,6212422012
416,7,52,3,8,6,3,6,0,58,169,155,0,0,58752,148992,4505106110,4505106110
417,7,53,3,14,18,5,6,0,117,185,155,0,0,71424,282112,4294658391,4339267221
418,7,54,3,14,18,4,6,0,131,185,155,0,0,84864,414464,4561994047,5285344680
419,7,55,3,8,6,3,6,0,97,169,155,0,0,148992,496128,5234064150,5234064150
420,8,8,0,1,1,5,5,0,126,126,155,0,0,75904,75904,0,0
421,8,9,1,2,1,5,5,0,126,131,155,0,0,75904,84864,1573771215,1573771215
422,8,10,1,2,1,5,6,0,126,167,155,0,0,75904,230656,1884811623,1884811623
423,8,11,2,4,2,4,5,0,117,142,155,0,0,75904,199680,3314438657,3314438657
424,8,12,1,2,1,5,5,0,126,142,155,0,0,75904,126592,1911745205,1911745205
425,8,13,2,6,4,5,6,0,126,165,155,0,0,62464,148992,3214494207,3214494207
426,8,14,2,6,4,5,6,0,126,171,155,0,0,75904,281344,3760766339,3760766339
427,8,15,1,2,1,5,5,0,112,126,155,0,0,53504,75904,510464610,510464610
428,8,16,1,2,1,5,6,0,126,147,155,0,0,62464,75904,2027684427,2027684427
429,8,17,1,2,1,5,6,0,126,171,155,0,0,75904,208256,2360083346,2360083346
430,8,18,2,4,2,5,6,0,117,147,155,0,0,62464,84864,3579073006,3579073006
431,8,19,2,6,4,5,6,0,126,173,155,0,0,62464,230656,3627553424,3627553424
432,8,20,2,4,2,5,6,0,126,171,155,0,0,75904,363008,4207189855,4207189855
433,8,21,2,4,2,3,5,0,70,126,155,0,0,75904,99072,560361494,623402024
434,8,22,2,6,4,4,5,0,90,146,155,0,0,75904,149760,1585311103,2519937126
435,8,23,1,2,1,5,5,0,116,126,155,0,0,75904,76672,292768959,292768959
436,8,24,2,6,4,4,6,0,90,151,155,0,0,63232,98304,1488817062,2475492904
437,8,25,2,6,4,4,6,0,90,175,155,0,0,75904,231424,2030327702,2968884956
438,8,26,2,4,2,4,5,0,118,146,155,0,0,75904,200448,3440246404,3440246404
439,8,27,1,2,1,5,5,0,126,146,155,0,0,75904,127360,2035688030,2035688030
440,8,28,2,6,4,5,6,0,126,169,155,0,0,63232,148992,3236110963,3236110963
441,8,29,2,6,4,5,6,0,126,175,155,0,0,75904,282112,3886494716,3886494716
442,8,30,1,2,1,5,5,0,116,126,155,0,0,54272,75904,617817608,617817608
443,8,31,1,2,1,5,6,0,126,151,155,0,0,63232,75904,1971091605,1971091605
444,8,32,1,2,1,5,6,0,126,175,155,0,0,75904,209024,2484012703,2484012703
445,8,33,2,4,2,5,6,0,121,151,155,0,0,63232,84864,3496168150,3496168150
446,8,34,2,6,4,5,6,0,126,177,155,0,0,63232,230656,3661888095,3661888095
447,8,35,2,4,2,5,6,0,126,175,155,0,0,75904,363776,4332981778,4332981778
448,8,36,3,8,6,3,5,0,97,146,155,0,0,75904,251136,5309836916,5309836916
449,8,37,2,4,2,5,5,0,126,146,155,0,0,75904,178048,3905484231,3905484231
450,8,38,3,14,18,4,6,0,117,169,155,0,0,62464,200448,5075545912,5075545912
451,8,39,3,14,18,4,6,0,117,183,155,0,0,75904,332800,5760092498,5760092498
452,8,40,2,6,4,5,5,0,112,146,155,0,0,53504,127360,2503318802,2503318802
453,8,41,2,6,4,5,6,0,126,167,155,0,0,62464,127360,3732746844,3732746844
454,8,42,2,6,4,5,6,0,126,183,155,0,0,75904,259712,4352217963,4352217963
455,8,43,3,14,18,4,6,0,88,169,155,0,0,49792,148992,5145651619,5145651619
456,8,44,3,20,36,5,6,0,126,185,155,0,0,62464,282112,5513534856,5513534856
457,8,45,3,14,18,4,6,0,126,183,155,0,0,75904,414464,6212422012,6212422012
458,8,46,2,4,2,3,5,0,53,126,155,0,0,31872,75904,1090616383,1090616383
459,8,47,2,6,4,4,6,0,88,151,155,0,0,40832,75904,2459221669,2459221669
460,8,48,2,6,4,5,6,0,112,175,155,0,0,53504,209024,2950895086,2950895086
461,8,49,2,4,2,4,6,0,88,151,155,0,0,49792,75904,3966799723,3966799723
462,8,50,2,6,4,5,6,0,126,175,155,0,0,62464,209024,4158017195,4158017195
463,8,51,2,4,2,5,6,0,126,175,155,0,0,75904,341376,4799587937,4799587937
464,8,52,3,8,6,3,6,0,58,151,155,0,0,49792,84864,5515299763,5515299763
465,8,53,3,14,18,4,6,0,88,177,155,0,0,49792,230656,5548761716,5548761716
466,8,54,3,14,18,5,6,0,126,177,155,0,0,62464,363776,5954924682,5954924682
467,8,55,3,8,6,3,6,0,97,175,155,0,0,75904,496128,6667306201,6667306201
468,9,9,0,1,1,5,5,0,131,131,155,0,0,84864,84864,0,0
469,9,10,1,2,1,5,6,0,131,167,155,0,0,84864,230656,1438599902,1438599902
470,9,11,2,4,2,4,6,0,117,165,155,0,0,84864,199680,2482021573,2482021573
471,9,12,2,6,4,5,6,0,126,165,155,0,0,62464,148992,1322545801,3214494207
472,9,13,1,2,1,5,6,0,131,165,155,0,0,84864,135552,1894654370,1894654370
473,9,14,2,6,4,5,6,0,131,173,155,0,0,84864,281344,2894165829,2894165829
474,9,15,2,4,2,5,6,0,112,147,155,0,0,53504,84864,1150414030,2027684427
475,9,16,1,2,1,5,6,0,131,147,155,0,0,62464,84864,504052178,504052178
476,9,17,2,6,4,5,6,0,126,173,155,0,0,62464,230656,1647019495,3627553424
477,9,18,1,2,1,5,5,0,117,131,155,0,0,71424,84864,2014293034,2014293034
478,9,19,1,2,1,5,6,0,131,173,155,0,0,84864,217216,2341714340,2341714340
479,9,20,2,4,2,5,6,0,131,173,155,0,0,84864,363008,3315470899,3315470899
480,9,21,2,4,2,3,5,0,70,131,155,0,0,84864,99072,2133421974,2133421974
481,9,22,2,6,4,4,6,0,90,169,155,0,0,84864,149760,1521528724,3751162631
482,9,23,2,6,4,4,6,0,90,151,155,0,0,63232,98304,1701099443,2475492904
483,9,24,1,2,1,5,5,0,121,131,155,0,0,84864,85632,288472490,288472490
484,9,25,2,6,4,4,6,0,90,177,155,0,0,84864,231424,1721297739,4176316601
485,9,26,2,4,2,4,6,0,118,169,155,0,0,84864,200448,2707262450,2707262450
486,9,27,2,6,4,5,6,0,126,169,155,0,0,63232,148992,1601238758,3236110963
487,9,28,1,2,1,5,6,0,131,169,155,0,0,84864,136320,2016688373,2016688373
488,9,29,2,6,4,5,6,0,131,177,155,0,0,84864,282112,3107188891,3107188891
489,9,30,2,4,2,5,6,0,116,151,155,0,0,54272,84864,1332720126,1971091605
490,9,31,1,2,1,5,6,0,131,151,155,0,0,63232,84864,609814952,609814952
491,9,32,2,6,4,5,6,0,126,177,155,0,0,63232,230656,1907001798,3661888095
492,9,33,1,2,1,5,5,0,121,131,155,0,0,72192,84864,1957273353,1957273353
493,9,34,1,2,1,5,6,0,131,177,155,0,0,84864,217984,2463701062,2463701062
494,9,35,2,4,2,5,6,0,131,177,155,0,0,84864,363776,3518725002,3518725002
495,9,36,3,8,6,3,6,0,97,169,155,0,0,84864,251136,4407738174,4407738174
496,9,37,3,14,18,4,6,0,117,169,155,0,0,62464,200448,3064215217,5075545912
497,9,38,2,4,2,5,6,0,131,169,155,0,0,84864,187008,3889365985,3889365985
498,9,39,3,14,18,4,6,0,117,185,155,0,0,84864,332800,4844318594,4844318594
499,9,40,3,14,18,4,6,0,88,169,155,0,0,40832,148992,1820376189,3732746844
500,9,41,2,6,4,5,6,0,131,169,155,0,0,62464,136320,2484125367,2484125367
501,9,42,3,20,36,5,6,0,126,185,155,0,0,62464,282112,3483793974,5513534856
502,9,43,2,6,4,5,6,0,117,169,155,0,0,71424,136320,3726052041,3726052041
503,9,44,2,6,4,5,6,0,131,185,155,0,0,84864,268672,4339267221,4339267221
504,9,45,3,14,18,4,6,0,131,185,155,0,0,84864,414464,5285344680,5285344680
505,9,46,3,8,6,3,6,0,53,151,155,0,0,31872,84864,1088187826,2459221669
506,9,47,2,4,2,4,6,0,88,151,155,0,0,40832,84864,1078345455,1078345455
507,9,48,3,14,18,4,6,0,88,177,155,0,0,40832,230656,2192604732,4158017195
508,9,49,2,6,4,4,6,0,88,151,155,0,0,49792,84864,2446099809,2446099809
509,9,50,2,6,4,5,6,0,131,177,155,0,0,62464,217984,2931665603,2931665603
510,9,51,3,14,18,5,6,0,126,177,155,0,0,62464,363776,3910172917,5954924682
511,9,52,2,4,2,3,5,0,58,131,155,0,0,58752,84864,3969299165,3969299165
512,9,53,2,6,4,5,6,0,117,177,155,0,0,71424,217984,4155354558,4155354558
513,9,54,2,4,2,5,6,0,131,177,155,0,0,84864,350336,4790856317,4790856317
514,9,55,3,8,6,3,6,0,97,177,155,0,0,84864,496128,5730752421,5730752421
515,10,10,0,1,1,6,6,1,167,167,155,1,1,230656,230656,0,0
516,10,11,2,4,2,4,6,0,117,168,155,0,0,148992,281344,1434543399,2329832978
517,10,12,2,6,4,5,6,0,126,171,155,0,0,75904,281344,164123956,3760766339
518,10,13,2,6,4,5,6,0,131,173,155,0,0,84864,281344,1678798824,2894165829
519,10,14,1,2,1,5,6,0,167,168,155,1,0,230656,281344,1879523837,1879523837
520,10,15,2,4,2,5,6,0,112,171,155,0,0,53504,230656,1414433886,2360083346
521,10,16,2,6,4,5,6,0,126,173,155,0,0,62464,230656,1381831508,3627553424
522,10,17,1,2,1,6,6,1,167,171,155,1,1,208256,230656,498528095,498528095
523,10,18,2,4,2,5,6,0,117,173,155,0,0,71424,230656,2574190617,2574190617
524,10,19,1,2,1,6,6,1,167,173,155,1,1,217216,230656,1989903044,1989903044
525,10,20,1,2,1,5,6,0,146,167,155,0,0,230656,363008,2325162019,2325162019
526,10,21,2,4,2,3,6,0,70,167,155,0,0,98304,231424,2278147396,2500732640
527,10,22,2,6,4,4,6,0,90,169,155,0,0,98304,282112,414543816,4371488056
528,10,23,2,6,4,4,6,0,90,175,155,0,0,75904,231424,1771967635,2968884956
529,10,24,2,6,4,4,6,0,90,177,155,0,0,84864,231424,1154941812,4176316601
530,10,25,1,2,1,5,6,0,147,167,155,0,0,230656,231424,285451540,285451540
531,10,26,2,4,2,4,6,0,118,169,155,0,0,148992,282112,1556960882,2453293020
532,10,27,2,6,4,5,6,0,126,175,155,0,0,75904,282112,174751496,3886494716
533,10,28,2,6,4,5,6,0,131,177,155,0,0,84864,282112,1578977857,3107188891
534,10,29,1,2,1,5,6,0,167,169,155,1,0,230656,282112,2002575055,2002575055
535,10,30,2,4,2,5,6,0,116,175,155,0,0,54272,230656,1276358276,2484012703
536,10,31,2,6,4,5,6,0,126,177,155,0,0,63232,230656,1101329922,3661888095
537,10,32,1,2,1,6,6,1,167,175,155,1,1,209024,230656,603740977,603740977
538,10,33,2,4,2,5,6,0,121,177,155,0,0,72192,230656,2364719371,2463701062
539,10,34,1,2,1,6,6,1,167,177,155,1,1,217984,230656,1935526928,1935526928
540,10,35,1,2,1,5,6,0,147,167,155,0,0,230656,363776,2448716083,2448716083
541,10,36,3,8,6,3,6,0,97,169,155,0,0,148992,332800,3425301273,4326849163
542,10,37,3,14,18,4,6,0,117,183,155,0,0,75904,332800,2021322254,5760092498
543,10,38,3,14,18,4,6,0,117,185,155,0,0,84864,332800,3275077648,4844318594
544,10,39,2,4,2,4,6,0,148,169,155,0,0,230656,332800,3875554419,3875554419
545,10,40,3,14,18,5,6,0,112,183,155,0,0,53504,282112,622104909,4352217963
546,10,41,3,20,36,5,6,0,126,185,155,0,0,62464,282112,2045685269,5513534856
547,10,42,2,6,4,5,6,0,167,183,155,1,0,208256,282112,2467976223,2467976223
548,10,43,3,14,18,5,6,0,117,185,155,0,0,71424,282112,3573117363,4339267221
549,10,44,2,6,4,5,6,0,167,185,155,1,0,217216,282112,3697551314,3697551314
550,10,45,2,6,4,4,6,0,146,169,155,0,0,230656,414464,4327883161,4327883161
551,10,46,3,8,6,3,6,0,53,175,155,0,0,31872,230656,801627594,2950895086
552,10,47,3,14,18,4,6,0,88,177,155,0,0,40832,230656,1262005560,4158017195
553,10,48,2,4,2,5,6,0,132,175,155,0,0,186624,230656,1068151375,1068151375
554,10,49,3,14,18,4,6,0,88,177,155,0,0,49792,230656,2705082130,5548761716
555,10,50,2,6,4,5,6,0,146,177,155,0,0,195584,230656,2420155615,2420155615
556,10,51,2,6,4,5,6,0,132,175,155,0,0,208256,363776,2915293307,2915293307
557,10,52,3,8,6,3,6,0,58,177,155,0,0,58752,230656,4235339128,4235339128
558,10,53,2,4,2,5,6,0,134,177,155,0,0,204544,230656,3922540197,3922540197
559,10,54,2,6,4,5,6,0,134,177,155,0,0,217216,363776,4127401109,4127401109
560,10,55,2,4,2,3,6,0,97,167,155,0,0,230656,496128,4782767784,4782767784
561,11,11,0,1,1,4,4,0,117,117,155,0,0,199680,199680,0,0
562,11,12,1,2,1,4,5,0,117,142,155,0,0,126592,199680,1405987534,1405987534
563,11,13,1,2,1,4,6,0,117,165,155,0,0,135552,199680,1220256415,1220256415
564,11,14,1,2,1,4,5,0,117,168,155,0,0,199680,281344,446561767,446561767
565,11,15,2,3,1,4,5,0,112,142,155,0,0,53504,199680,2830064161,2830064161
566,11,16,2,4,2,4,6,0,117,165,155,0,0,62464,199680,2143898621,2143898621
567,11,17,2,4,2,4,6,0,117,171,155,0,0,126592,281344,956744790,1852500463
568,11,18,2,3,1,4,6,0,117,165,155,0,0,71424,199680,2450178950,2450178950
569,11,19,2,4,2,4,6,0,117,173,155,0,0,135552,281344,1163743279,1421526183
570,11,20,2,3,1,4,5,0,117,168,155,0,0,199680,363008,893166133,893166133
571,11,21,3,6,3,3,5,0,70,138,155,0,0,98304,200448,3709822876,3924855420
572,11,22,2,4,2,4,5,0,117,138,155,0,0,148992,200448,1797116225,2007321867
573,11,23,3,10,9,4,5,0,90,146,155,0,0,75904,200448,3205979787,4396711212
574,11,24,3,10,9,4,6,0,90,169,155,0,0,84864,200448,2266674987,5587897556
575,11,25,3,10,9,4,6,0,90,169,155,0,0,98304,332800,1360717701,6249731537
576,11,26,1,2,1,4,4,0,117,118,155,0,0,199680,200448,283262813,283262813
577,11,27,2,6,4,4,5,0,117,146,155,0,0,126592,200448,1301234128,2472528982
578,11,28,2,6,4,4,6,0,117,169,155,0,0,135552,200448,939887780,3700079961
579,11,29,2,6,4,4,5,0,117,169,155,0,0,148992,332800,625194761,4326849163
580,11,30,3,10,9,4,5,0,112,146,155,0,0,53504,200448,2710322253,3905484231
581,11,31,3,14,18,4,6,0,117,169,155,0,0,62464,200448,1901413986,5075545912
582,11,32,3,14,18,4,6,0,117,183,155,0,0,75904,332800,863092044,5760092498
583,11,33,3,10,9,4,6,0,117,169,155,0,0,71424,200448,2166207687,3926808605
584,11,34,3,14,18,4,6,0,117,185,155,0,0,84864,332800,927895882,4844318594
585,11,35,3,10,9,4,6,0,117,169,155,0,0,148992,414464,1049156753,4779178874
586,11,36,1,2,1,3,4,0,97,117,155,0,0,199680,251136,2000627544,2000627544
587,11,37,1,2,1,4,5,0,117,132,155,0,0,178048,199680,600151294,600151294
588,11,38,1,2,1,4,6,0,117,155,155,0,0,187008,199680,1931862908,1931862908
589,11,39,1,2,1,4,4,0,117,148,155,0,0,199680,332800,2450248624,2450248624
590,11,40,2,4,2,4,5,0,117,142,155,0,0,104960,199680,812545420,2002116327
591,11,41,2,6,4,4,6,0,117,167,155,0,0,113920,199680,1090574794,3199536674
592,11,42,2,6,4,4,6,0,117,183,155,0,0,126592,332800,1043776700,3855831282
593,11,43,2,4,2,4,6,0,117,165,155,0,0,122880,199680,2543824181,2543824181
594,11,44,2,6,4,4,6,0,117,185,155,0,0,135552,332800,2322830777,3099069497
595,11,45,2,4,2,4,5,0,117,168,155,0,0,199680,414464,2902135567,2902135567
596,11,46,3,6,3,3,5,0,53,142,155,0,0,31872,199680,2224500952,3425510175
597,11,47,3,10,9,4,6,0,88,167,155,0,0,40832,199680,1612322704,4568316402
598,11,48,3,10,9,4,6,0,112,183,155,0,0,53504,332800,368567682,5279733056
599,11,49,3,10,9,4,6,0,88,167,155,0,0,49792,199680,2241637293,3452122621
600,11,50,3,14,18,4,6,0,117,185,155,0,0,62464,332800,1259553592,4429475233
601,11,51,3,10,9,4,6,0,117,183,155,0,0,126592,414464,1489891862,4307879150
602,11,52,3,6,3,3,6,0,58,165,155,0,0,58752,199680,3508040693,3508040693
603,11,53,3,10,9,4,6,0,117,185,155,0,0,71424,332800,2794284771,4035475204
604,11,54,3,10,9,4,6,0,117,185,155,0,0,135552,414464,2733464529,3516920950
605,11,55,3,6,3,3,5,0,97,168,155,0,0,199680,496128,3356692154,3356692154
606,12,12,0,1,1,5,5,0,142,142,155,0,0,126592,126592,0,0
607,12,13,1,2,1,5,6,0,142,165,155,0,0,126592,135552,1541373811,1541373811
608,12,14,1,2,1,5,5,0,142,168,155,0,0,126592,281344,1852500463,1852500463
609,12,15,1,2,1,5,5,0,112,142,155,0,0,53504,126592,1424076699,1424076699
610,12,16,1,2,1,5,6,0,142,147,155,0,0,62464,126592,1231481101,1231481101
611,12,17,1,2,1,5,6,0,142,171,155,0,0,126592,208256,449333030,449333030
612,12,18,2,4,2,5,6,0,117,165,155,0,0,62464,135552,2411915420,2411915420
613,12,19,2,6,4,5,6,0,142,173,155,0,0,62464,281344,1870463220,2527380887
614,12,20,2,4,2,5,6,0,142,171,155,0,0,126592,363008,2299074533,2299074533
615,12,21,3,8,6,3,5,0,70,146,155,0,0,75904,149760,2334013981,2519937126
616,12,22,2,4,2,4,5,0,118,146,155,0,0,126592,149760,544838753,606128809
617,12,23,2,4,2,5,5,0,116,146,155,0,0,75904,127360,1822488751,2035688030
618,12,24,3,14,18,4,6,0,90,169,155,0,0,62464,149760,1045268631,4247794634
619,12,25,3,14,18,4,6,0,90,183,155,0,0,75904,282112,431499760,4843120997
620,12,26,2,6,4,4,5,0,117,146,155,0,0,126592,200448,1555608191,2472528982
621,12,27,1,2,1,5,5,0,142,146,155,0,0,126592,127360,285340456,285340456
622,12,28,2,6,4,5,6,0,138,169,155,0,0,113920,148992,1458913537,2425623143
623,12,29,2,6,4,5,6,0,138,183,155,0,0,126592,282112,1996526598,2919210616
624,12,30,2,6,4,5,5,0,112,146,155,0,0,53504,127360,1317361010,2503318802
625,12,31,2,6,4,5,6,0,126,167,155,0,0,62464,127360,948096535,3732746844
626,12,32,2,6,4,5,6,0,126,183,155,0,0,75904,259712,628789639,4352217963
627,12,33,3,14,18,4,6,0,88,169,155,0,0,49792,148992,2205010152,5145651619
