cut_id,left_addr,right_addr,closed_section_count,open_section_count,crossing_section_count,closed_coeff_sum,open_coeff_sum,crossing_coeff_sum,closed_coeff_square_sum,open_coeff_square_sum,crossing_coeff_square_sum,count_gluing_total,coeff_gluing_total,coeff_square_gluing_total,count_gluing_flag,coeff_gluing_flag,coeff_square_gluing_flag
249,249,250,297856,850961,266148,587440,1417416,532504,2532910,3542234,2044832,1414965,2537360,8119976,1,1,1
250,250,251,298494,849333,267138,589552,1413064,534744,2546386,3526854,2046736,1414965,2537360,8119976,1,1,1
251,251,252,299160,847733,268072,591728,1408776,536856,2560046,3511658,2048272,1414965,2537360,8119976,1,1,1
252,252,253,299525,846552,268888,593360,1405888,538112,2571112,3500916,2047948,1414965,2537360,8119976,1,1,1
253,253,254,299904,845385,269676,595024,1403032,539304,2582270,3490266,2047440,1414965,2537360,8119976,1,1,1
254,254,255,300654,842873,271438,598640,1396296,542424,2633642,3463130,2023204,1414965,2537360,8119976,1,1,1
255,255,256,301071,841744,272150,600416,1393552,543392,2645300,3452980,2021696,1414965,2537360,8119976,1,1,1
256,256,257,301502,840629,272834,602224,1390840,544296,2657050,3442922,2020004,1414965,2537360,8119976,1,1,1
257,257,258,302256,839117,273592,604752,1386904,545704,2672574,3429590,2017812,1414965,2537360,8119976,1,1,1
258,258,259,302701,838016,274248,606640,1384272,546448,2684896,3420104,2014976,1414965,2537360,8119976,1,1,1
259,259,260,303160,836929,274876,608560,1381672,547128,2697310,3410710,2011956,1414965,2537360,8119976,1,1,1
260,260,261,303966,835469,275530,611248,1377896,548216,2713498,3398042,2008436,1414965,2537360,8119976,1,1,1
261,261,262,304800,834037,276128,614000,1374184,549176,2729870,3385558,2004548,1414965,2537360,8119976,1,1,1
262,262,263,305297,832988,276680,616048,1371712,549600,2742856,3376736,2000384,1414965,2537360,8119976,1,1,1
263,263,264,306590,830507,277868,620480,1366544,550336,2784572,3361804,1973600,1414965,2537360,8119976,1,1,1
264,264,265,307931,828074,278960,625040,1361504,550816,2826688,3347272,1946016,1414965,2537360,8119976,1,1,1
265,265,266,309336,825705,279924,629728,1356592,551040,2869148,3333084,1917744,1414965,2537360,8119976,1,1,1
266,266,267,310789,823384,280792,634544,1351808,551008,2912008,3319296,1888672,1414965,2537360,8119976,1,1,1
267,267,268,312300,821121,281544,639488,1347152,550720,2955228,3305868,1858880,1414965,2537360,8119976,1,1,1
268,268,269,313871,818918,282176,644560,1342624,550176,2998840,3292832,1828304,1414965,2537360,8119976,1,1,1
269,269,270,315482,816755,282728,649760,1338224,549376,3042812,3280156,1797008,1414965,2537360,8119976,1,1,1
270,270,271,317153,814652,283160,655088,1333952,548320,3087176,3267872,1764928,1414965,2537360,8119976,1,1,1
271,271,272,318499,813374,283092,658720,1331304,547336,3104688,3261092,1754196,1414965,2537360,8119976,1,1,1
272,272,273,320561,811628,282776,664272,1326872,546216,3147436,3246360,1726180,1414965,2537360,8119976,1,1,1
273,273,274,322671,809930,282364,669952,1322568,544840,3190572,3232016,1697388,1414965,2537360,8119976,1,1,1
274,274,275,324117,808752,282096,673840,1320176,543344,3208896,3226048,1685032,1414965,2537360,8119976,1,1,1
275,275,276,325738,807557,281670,677792,1317848,541720,3226240,3220220,1673516,1414965,2537360,8119976,1,1,1
276,276,277,327244,806439,281282,681808,1315584,539968,3244884,3214572,1660520,1414965,2537360,8119976,1,1,1
277,277,278,328923,805302,280740,685888,1313384,538088,3262572,3209088,1648316,1414965,2537360,8119976,1,1,1
278,278,279,330620,804183,280162,690032,1311248,536080,3280484,3203828,1635664,1414965,2537360,8119976,1,1,1
279,279,280,332214,803153,279598,694240,1309176,533944,3299624,3198676,1621676,1414965,2537360,8119976,1,1,1
280,280,281,333969,802092,278904,698512,1307168,531680,3317880,3193760,1608336,1414965,2537360,8119976,1,1,1
281,281,282,335623,801122,278220,702848,1305224,529288,3337340,3188928,1593708,1414965,2537360,8119976,1,1,1
282,282,283,338077,799768,277120,709424,1301816,526120,3383388,3177496,1559092,1414965,2537360,8119976,1,1,1
283,283,284,339801,798868,276296,713920,1300032,523408,3403304,3173120,1543552,1414965,2537360,8119976,1,1,1
284,284,285,341684,797935,275346,718480,1298312,520568,3422348,3168992,1528636,1414965,2537360,8119976,1,1,1
285,285,286,343452,797079,274434,723104,1296656,517600,3442684,3165036,1512256,1414965,2537360,8119976,1,1,1
286,286,287,345381,796192,273392,727792,1295064,514504,3462156,3161336,1496484,1414965,2537360,8119976,1,1,1
287,287,288,348011,795014,271940,734880,1292168,510312,3509992,3151692,1458292,1414965,2537360,8119976,1,1,1
288,288,289,350004,794191,270770,739728,1290736,506896,3529964,3148492,1441520,1414965,2537360,8119976,1,1,1
289,289,290,352019,793390,269556,744640,1289368,503352,3550136,3145492,1424348,1414965,2537360,8119976,1,1,1
290,290,291,353953,792700,268312,749616,1288064,499680,3571368,3142432,1406176,1414965,2537360,8119976,1,1,1
291,291,292,354434,789643,270888,750360,1284168,502832,3572762,3136490,1410724,1414965,2537360,8119976,1,1,1
292,292,293,354945,786616,273404,751152,1280320,505888,3574240,3130632,1415104,1414965,2537360,8119976,1,1,1
293,293,294,355486,783619,275860,751992,1276520,508848,3575802,3124858,1419316,1414965,2537360,8119976,1,1,1
294,294,295,356057,780652,278256,752880,1272768,511712,3577448,3119168,1423360,1414965,2537360,8119976,1,1,1
295,295,296,356591,777678,280696,753816,1269064,514480,3579448,3113700,1426828,1414965,2537360,8119976,1,1,1
296,296,297,357105,775188,282672,754800,1265408,517152,3581680,3107216,1431080,1414965,2537360,8119976,1,1,1
297,297,298,357655,772734,284576,755832,1261800,519728,3583984,3100804,1435188,1414965,2537360,8119976,1,1,1
298,298,299,358297,769868,286800,756912,1258240,522208,3586200,3095552,1438224,1414965,2537360,8119976,1,1,1
299,299,300,359026,767059,288880,758040,1254728,524592,3588250,3090266,1441460,1414965,2537360,8119976,1,1,1
300,300,301,359785,764280,290900,759216,1251264,526880,3590384,3085064,1444528,1414965,2537360,8119976,1,1,1
301,301,302,360574,761531,292860,760440,1247848,529072,3592602,3079946,1447428,1414965,2537360,8119976,1,1,1
302,302,303,361393,758812,294760,761712,1244480,531168,3594904,3074912,1450160,1414965,2537360,8119976,1,1,1
303,303,304,362277,756090,296598,763032,1241160,533168,3597404,3070092,1452480,1414965,2537360,8119976,1,1,1
304,304,305,363233,753316,298416,764400,1237888,535072,3599736,3065616,1454624,1414965,2537360,8119976,1,1,1
305,305,306,364233,750586,300146,765816,1234664,536880,3602124,3061196,1456656,1414965,2537360,8119976,1,1,1
306,306,307,365249,747996,301720,767280,1231488,538592,3604792,3056544,1458640,1414965,2537360,8119976,1,1,1
307,307,308,366197,745762,303006,768792,1228360,540208,3607540,3051180,1461256,1414965,2537360,8119976,1,1,1
308,308,309,367169,743552,304244,770352,1225280,541728,3610384,3045912,1463680,1414965,2537360,8119976,1,1,1
309,309,310,368281,741164,305520,771960,1222248,543152,3613404,3041288,1465284,1414965,2537360,8119976,1,1,1
310,310,311,369429,738812,306724,773616,1219264,544480,3616496,3036736,1466744,1414965,2537360,8119976,1,1,1
311,311,312,370617,736500,307848,775320,1216328,545712,3619652,3032248,1468076,1414965,2537360,8119976,1,1,1
312,312,313,371841,734224,308900,777072,1213440,546848,3622880,3027832,1469264,1414965,2537360,8119976,1,1,1
313,313,314,373001,732202,309762,778872,1210600,547888,3626068,3022908,1471000,1414965,2537360,8119976,1,1,1
314,314,315,374185,730204,310576,780720,1207808,548832,3629352,3018080,1472544,1414965,2537360,8119976,1,1,1
315,315,316,374578,727753,312634,781488,1203888,551984,3631370,3010146,1478460,1414965,2537360,8119976,1,1,1
316,316,317,375029,725360,314576,782352,1200064,554944,3633584,3002408,1483984,1414965,2537360,8119976,1,1,1
317,317,318,375531,722788,316646,783312,1196336,557712,3636204,2995360,1488412,1414965,2537360,8119976,1,1,1
318,318,319,376104,720517,318344,784368,1192704,560288,3638798,2988002,1493176,1414965,2537360,8119976,1,1,1
319,319,320,376735,718304,319926,785520,1189168,562672,3641588,2980840,1497548,1414965,2537360,8119976,1,1,1
320,320,321,377453,715948,321564,786768,1185728,564864,3644688,2974272,1501016,1414965,2537360,8119976,1,1,1
321,321,322,378251,713672,323042,788112,1182384,566864,3647916,2967832,1504228,1414965,2537360,8119976,1,1,1
322,322,323,379137,711484,324344,789552,1179136,568672,3651256,2961504,1507216,1414965,2537360,8119976,1,1,1
323,323,324,380018,709521,325426,791088,1175984,570288,3654794,2955090,1510092,1414965,2537360,8119976,1,1,1
324,324,325,380957,707616,326392,792720,1172928,571712,3658528,2948872,1512576,1414965,2537360,8119976,1,1,1
325,325,326,381954,705769,327242,794448,1169968,572944,3662458,2942850,1514668,1414965,2537360,8119976,1,1,1
326,326,327,383009,703980,327976,796272,1167104,573984,3666584,2937024,1516368,1414965,2537360,8119976,1,1,1
327,327,328,383223,702750,328992,797024,1163680,576656,3669788,2924372,1525816,1414965,2537360,8119976,1,1,1
328,328,329,383461,701544,329960,797840,1160320,579200,3673256,2911984,1534736,1414965,2537360,8119976,1,1,1
329,329,330,383727,700366,330872,798720,1157024,581616,3676908,2899780,1543288,1414965,2537360,8119976,1,1,1
330,330,331,384021,699216,331728,799664,1153792,583904,3680744,2887760,1551472,1414965,2537360,8119976,1,1,1
331,331,332,384335,698086,332544,800672,1150624,586064,3684924,2876084,1558968,1414965,2537360,8119976,1,1,1
332,332,333,384677,696984,333304,801744,1147520,588096,3689288,2864592,1566096,1414965,2537360,8119976,1,1,1
333,333,334,384963,696210,333792,802768,1145168,589424,3695364,2854764,1569848,1414965,2537360,8119976,1,1,1
334,334,335,385269,695456,334240,803824,1142848,590688,3701496,2844992,1573488,1414965,2537360,8119976,1,1,1
335,335,336,385595,694722,334648,804912,1140560,591888,3707684,2835276,1577016,1414965,2537360,8119976,1,1,1
336,336,337,385941,694008,335016,806032,1138304,593024,3713928,2825616,1580432,1414965,2537360,8119976,1,1,1
337,337,338,386407,693030,335528,807360,1135456,594544,3718956,2814788,1586232,1414965,2537360,8119976,1,1,1
338,338,339,386652,692285,336028,808560,1133280,595520,3727034,2805130,1587812,1414965,2537360,8119976,1,1,1
339,339,340,386907,691550,336508,809792,1131136,596432,3735284,2795644,1589048,1414965,2537360,8119976,1,1,1
340,340,341,387176,690829,336960,811056,1129024,597280,3743626,2786250,1590100,1414965,2537360,8119976,1,1,1
341,341,342,387455,690118,337392,812352,1126944,598064,3752140,2777028,1590808,1414965,2537360,8119976,1,1,1
342,342,343,387748,689421,337796,813680,1124896,598784,3760746,2767898,1591332,1414965,2537360,8119976,1,1,1
343,343,344,388298,688527,338140,815312,1122352,599696,3767238,2758534,1594204,1414965,2537360,8119976,1,1,1
344,344,345,388617,687856,338492,816720,1120384,600256,3776176,2749736,1594064,1414965,2537360,8119976,1,1,1
345,345,346,389305,686438,339222,819072,1116960,601328,3787892,2739072,1593012,1414965,2537360,8119976,1,1,1
346,346,347,389993,685020,339952,821552,1113664,602144,3801192,2729992,1588792,1414965,2537360,8119976,1,1,1
347,347,348,390354,684391,340220,823152,1111888,602320,3811606,2722670,1585700,1414965,2537360,8119976,1,1,1
348,348,349,390729,683776,340460,824784,1110144,602432,3822112,2715440,1582424,1414965,2537360,8119976,1,1,1
349,349,350,390788,683232,340945,825505,1107926,603929,3832545,2691070,1596361,1414965,2537360,8119976,1,1,1
350,350,351,390891,682389,341685,826231,1105354,605775,3838633,2674888,1606455,1414965,2537360,8119976,1,1,1
351,351,352,391207,679983,343775,827000,1100651,609709,3840860,2662339,1616777,1414965,2537360,8119976,1,1,1
352,352,353,391323,679160,344482,827753,1098118,611489,3847057,2646288,1626631,1414965,2537360,8119976,1,1,1
353,353,354,391654,676953,346358,828551,1093480,615329,3849305,2633134,1637537,1414965,2537360,8119976,1,1,1
354,354,355,391721,676427,346817,829303,1091303,616754,3859941,2608977,1651058,1414965,2537360,8119976,1,1,1
355,355,356,391911,675044,348010,830111,1088133,619116,3864649,2597805,1657522,1414965,2537360,8119976,1,1,1
356,356,357,392033,674159,348773,830887,1085634,620839,3871155,2583744,1665077,1414965,2537360,8119976,1,1,1
357,357,358,392399,671827,350739,831800,1081122,624438,3874014,2571932,1674030,1414965,2537360,8119976,1,1,1
358,358,359,392788,669526,352651,832743,1076660,627957,3876905,2560208,1682863,1414965,2537360,8119976,1,1,1
359,359,360,393022,668209,353734,833627,1073626,630107,3881849,2549456,1688671,1414965,2537360,8119976,1,1,1
360,360,361,393172,667366,354427,834463,1071213,631684,3888587,2535677,1695712,1414965,2537360,8119976,1,1,1
361,361,362,393638,663601,357726,835645,1064227,637488,3893913,2511935,1714128,1414965,2537360,8119976,1,1,1
362,362,363,394065,661361,359539,836689,1059929,640742,3897217,2500821,1721938,1414965,2537360,8119976,1,1,1
363,363,364,394522,657668,362775,837953,1053225,646182,3902621,2477925,1739430,1414965,2537360,8119976,1,1,1
364,364,365,394980,655469,364516,839071,1049053,649236,3906133,2467299,1746544,1414965,2537360,8119976,1,1,1
365,365,366,395477,651818,367670,840483,1042517,654360,3912777,2445819,1761380,1414965,2537360,8119976,1,1,1
366,366,367,396031,648201,370733,841799,1036193,659368,3917465,2427007,1775504,1414965,2537360,8119976,1,1,1
367,367,368,396222,647425,371318,842791,1033986,660583,3925243,2414366,1780367,1414965,2537360,8119976,1,1,1
368,368,369,396422,646662,371881,843799,1031803,661758,3933093,2401813,1785070,1414965,2537360,8119976,1,1,1
369,369,370,396739,645309,372917,844873,1028979,663508,3937457,2393509,1789010,1414965,2537360,8119976,1,1,1
370,370,371,397062,643968,373935,845957,1026171,665232,3941839,2385229,1792908,1414965,2537360,8119976,1,1,1
371,371,372,397523,641976,375466,847161,1022181,668018,3945807,2374639,1799530,1414965,2537360,8119976,1,1,1
372,372,373,398009,640023,376933,848415,1018309,670636,3949947,2364595,1805434,1414965,2537360,8119976,1,1,1
373,373,374,398362,638730,377873,849547,1015609,672204,3954419,2356621,1808936,1414965,2537360,8119976,1,1,1
374,374,375,398719,637447,378799,850687,1012923,673750,3958907,2348669,1812400,1414965,2537360,8119976,1,1,1
375,375,376,399217,635368,380380,851922,1009190,676248,3962594,2340074,1817308,1414965,2537360,8119976,1,1,1
376,376,377,399607,634129,381229,853110,1006569,677681,3967172,2332253,1820551,1414965,2537360,8119976,1,1,1
377,377,378,400116,632072,382777,854365,1002889,680106,3970909,2323821,1825246,1414965,2537360,8119976,1,1,1
378,378,379,400509,630847,383609,855557,1000299,681504,3975493,2316089,1828394,1414965,2537360,8119976,1,1,1
379,379,380,401115,627418,386432,857309,994719,685332,3982825,2301137,1836014,1414965,2537360,8119976,1,1,1
380,380,381,401721,623981,389263,859141,989187,689032,3991297,2287197,1841482,1414965,2537360,8119976,1,1,1
381,381,382,402123,622783,390059,860362,986654,690344,3996052,2279672,1844252,1414965,2537360,8119976,1,1,1
382,382,383,402531,621597,390837,861595,984139,691626,4000831,2272177,1846968,1414965,2537360,8119976,1,1,1
383,383,384,402938,620416,391611,862852,981643,692865,4005792,2264813,1849371,1414965,2537360,8119976,1,1,1
384,384,385,403373,619269,392323,864129,979167,694064,4010661,2257327,1851988,1414965,2537360,8119976,1,1,1
385,385,386,403793,618113,393059,865407,976708,695245,4015659,2250030,1854287,1414965,2537360,8119976,1,1,1
386,386,387,404237,616987,393741,866693,974265,696402,4020531,2242613,1856832,1414965,2537360,8119976,1,1,1
387,387,388,404808,615216,394941,868089,970757,698514,4024909,2233543,1861524,1414965,2537360,8119976,1,1,1
388,388,389,405402,613300,396263,869622,967406,700332,4030072,2226092,1863812,1414965,2537360,8119976,1,1,1
389,389,390,406002,611396,397567,871165,964077,702118,4035265,2218695,1866016,1414965,2537360,8119976,1,1,1
390,390,391,406617,609683,398665,872635,960701,704024,4039765,2210007,1870204,1414965,2537360,8119976,1,1,1
391,391,392,407078,608602,399285,873962,958346,705052,4044750,2202812,1872414,1414965,2537360,8119976,1,1,1
392,392,393,407541,607529,399895,875291,956007,706062,4049737,2195661,1874578,1414965,2537360,8119976,1,1,1
393,393,394,408002,606460,400503,876639,953716,707005,4054875,2188784,1876317,1414965,2537360,8119976,1,1,1
394,394,395,408459,605393,401113,877975,951427,707958,4059973,2181909,1878094,1414965,2537360,8119976,1,1,1
395,395,396,408992,603684,402289,879473,948111,709776,4065339,2172931,1881706,1414965,2537360,8119976,1,1,1
396,396,397,409742,600442,404781,881411,943197,712752,4072263,2161523,1886190,1414965,2537360,8119976,1,1,1
397,397,398,410285,598757,405923,882927,939987,714446,4077621,2153145,1889210,1414965,2537360,8119976,1,1,1
398,398,399,410851,597103,407011,884497,936847,716016,4083251,2144975,1891750,1414965,2537360,8119976,1,1,1
399,399,400,411606,593896,409463,886505,932079,718776,4091443,2134787,1893746,1414965,2537360,8119976,1,1,1
400,400,401,412179,592261,410525,888099,928999,720262,4097197,2126861,1895918,1414965,2537360,8119976,1,1,1
401,401,402,412759,590605,411601,889501,925789,722070,4101509,2118833,1899634,1414965,2537360,8119976,1,1,1
402,402,403,412902,590251,411812,890670,924125,722565,4115998,2098625,1905353,1414965,2537360,8119976,1,1,1
403,403,404,413133,589703,412129,891866,922239,723255,4125598,2086269,1908109,1414965,2537360,8119976,1,1,1
404,404,405,413739,587895,413331,893373,919192,724795,4130257,2079928,1909791,1414965,2537360,8119976,1,1,1
405,405,406,413971,587355,413639,894575,917324,725461,4139915,2067652,1912409,1414965,2537360,8119976,1,1,1
406,406,407,414107,587002,413856,895744,915668,725948,4154460,2047508,1918008,1414965,2537360,8119976,1,1,1
407,407,408,414721,585213,415031,897283,912695,727382,4159229,2041549,1919198,1414965,2537360,8119976,1,1,1
408,408,409,415282,583602,416081,898831,909715,728814,4164695,2034319,1920962,1414965,2537360,8119976,1,1,1
409,409,410,415892,581823,417250,900368,906752,730240,4169556,2028316,1922104,1414965,2537360,8119976,1,1,1
410,410,411,416455,580226,418284,901926,903812,731622,4175078,2021226,1923672,1414965,2537360,8119976,1,1,1
411,411,412,417072,578466,419427,903461,900901,732998,4179769,2015377,1924830,1414965,2537360,8119976,1,1,1
412,412,413,417657,576873,420435,904867,897831,734662,4184077,2007781,1928118,1414965,2537360,8119976,1,1,1
413,413,414,417808,576549,420608,906086,896239,735035,4198952,1987981,1933043,1414965,2537360,8119976,1,1,1
414,414,415,417957,576225,420783,907303,894647,735410,4213825,1968181,1937970,1414965,2537360,8119976,1,1,1
415,415,416,418608,574129,422228,909131,889951,738278,4224601,1955705,1939670,1414965,2537360,8119976,1,1,1
416,416,417,419138,572533,423294,910625,887021,739714,4230039,1948619,1941318,1414965,2537360,8119976,1,1,1
417,417,418,419672,570949,424344,912107,884143,741110,4235289,1941857,1942830,1414965,2537360,8119976,1,1,1
418,418,419,420236,569367,425362,913463,881133,742764,4239405,1934629,1945942,1414965,2537360,8119976,1,1,1
419,419,420,420819,567615,426531,914938,878246,744176,4244038,1928830,1947108,1414965,2537360,8119976,1,1,1
420,420,421,421408,565875,427682,916431,875397,745532,4248797,1923229,1947950,1414965,2537360,8119976,1,1,1
421,421,422,421755,564857,428353,917897,873327,746136,4257019,1916823,1946134,1414965,2537360,8119976,1,1,1
422,422,423,422102,563845,429018,919351,871269,746740,4265181,1910453,1944342,1414965,2537360,8119976,1,1,1
423,423,424,422437,562828,429700,920799,869203,747358,4273391,1904063,1942522,1414965,2537360,8119976,1,1,1
424,424,425,422766,561810,430389,922221,867133,748006,4281493,1897657,1940826,1414965,2537360,8119976,1,1,1
425,425,426,423095,560799,431071,923639,865079,748642,4289583,1891303,1939090,1414965,2537360,8119976,1,1,1
426,426,427,423416,559785,431764,925035,863013,749312,4297605,1884901,1937470,1414965,2537360,8119976,1,1,1
427,427,428,424086,557757,433122,926735,858577,752048,4306693,1873633,1939650,1414965,2537360,8119976,1,1,1
428,428,429,424748,555735,434482,928275,854189,754896,4312965,1862749,1944262,1414965,2537360,8119976,1,1,1
429,429,430,425379,553713,435873,929707,849801,757852,4317589,1851865,1950522,1414965,2537360,8119976,1,1,1
430,430,431,425681,552699,436585,931025,847747,758588,4325283,1845523,1949170,1414965,2537360,8119976,1,1,1
431,431,432,425981,551689,437295,932335,845697,759328,4332957,1839185,1947834,1414965,2537360,8119976,1,1,1
432,432,433,426129,551400,437436,933635,844224,759501,4348969,1820560,1950447,1414965,2537360,8119976,1,1,1
433,433,434,426668,549672,438625,934943,841408,761009,4352919,1815088,1951969,1414965,2537360,8119976,1,1,1
434,434,435,426813,549384,438768,936240,839936,761184,4368928,1796464,1954584,1414965,2537360,8119976,1,1,1
435,435,436,428849,546288,439828,939856,835552,761952,4379838,1788022,1952116,1414965,2537360,8119976,1,1,1
436,436,437,430919,543190,440856,943504,831200,762656,4390856,1779592,1949528,1414965,2537360,8119976,1,1,1
437,437,438,433007,540110,441848,947184,826880,763296,4401942,1771230,1946804,1414965,2537360,8119976,1,1,1
438,438,439,435050,537117,442798,950896,822592,763872,4413246,1763014,1943716,1414965,2537360,8119976,1,1,1
439,439,440,437182,534117,443666,954640,818336,764384,4424372,1754788,1940816,1414965,2537360,8119976,1,1,1
440,440,441,439346,531113,444506,958416,814112,764832,4435606,1746574,1937796,1414965,2537360,8119976,1,1,1
441,441,442,441542,528165,445258,962224,809920,765216,4446884,1738460,1934632,1414965,2537360,8119976,1,1,1
442,442,443,443750,525205,446010,966064,805760,765536,4458226,1730354,1931396,1414965,2537360,8119976,1,1,1
443,443,444,445915,522334,446716,969936,801632,765792,4469774,1722382,1927820,1414965,2537360,8119976,1,1,1
444,444,445,448181,519456,447328,973840,797536,765984,4481204,1714420,1924352,1414965,2537360,8119976,1,1,1
445,445,446,450467,516598,447900,977776,793472,766112,4492702,1706526,1920748,1414965,2537360,8119976,1,1,1
446,446,447,452773,513760,448432,981744,789440,766176,4504256,1698688,1917032,1414965,2537360,8119976,1,1,1
447,447,448,455099,510942,448924,985744,785440,766176,4515870,1690910,1913196,1414965,2537360,8119976,1,1,1
448,448,449,457374,508181,449410,989776,781472,766112,4527698,1683218,1909060,1414965,2537360,8119976,1,1,1
449,449,450,459669,505440,449856,993840,777536,765984,4539582,1675582,1904812,1414965,2537360,8119976,1,1,1
450,450,451,462077,502680,450208,997936,773632,765792,4551308,1667860,1900808,1414965,2537360,8119976,1,1,1
451,451,452,464495,499954,450516,1002064,769760,765536,4563130,1660290,1896556,1414965,2537360,8119976,1,1,1
452,452,453,466959,497286,450720,1006224,765920,765216,4574908,1652716,1892352,1414965,2537360,8119976,1,1,1
453,453,454,469439,494598,450928,1010416,762112,764832,4586786,1645146,1888044,1414965,2537360,8119976,1,1,1
454,454,455,471949,491976,451040,1014640,758336,764384,4598672,1637680,1883624,1414965,2537360,8119976,1,1,1
455,455,456,474463,489346,451156,1018896,754592,763872,4610682,1630298,1878996,1414965,2537360,8119976,1,1,1
456,456,457,476997,486736,451232,1023184,750880,763296,4622748,1622972,1874256,1414965,2537360,8119976,1,1,1
457,457,458,479575,484146,451244,1027504,747200,762656,4634834,1615610,1869532,1414965,2537360,8119976,1,1,1
458,458,459,482173,481576,451216,1031856,743552,761952,4646976,1608304,1864696,1414965,2537360,8119976,1,1,1
459,459,460,484773,479044,451148,1036240,739936,761184,4659182,1601158,1859636,1414965,2537360,8119976,1,1,1
460,460,461,487395,476534,451036,1040656,736352,760352,4671440,1594064,1854472,1414965,2537360,8119976,1,1,1
461,461,462,489970,474073,450922,1045104,732800,759456,4683940,1587044,1848992,1414965,2537360,8119976,1,1,1
462,462,463,492565,471632,450768,1049584,729280,758496,4696496,1580080,1843400,1414965,2537360,8119976,1,1,1
463,463,464,495182,469213,450570,1054096,725792,757472,4709108,1573172,1837696,1414965,2537360,8119976,1,1,1
464,464,465,497819,466814,450332,1058640,722336,756384,4721776,1566320,1831880,1414965,2537360,8119976,1,1,1
465,465,466,500577,464440,449948,1063216,718912,755232,4734254,1559446,1826276,1414965,2537360,8119976,1,1,1
466,466,467,503357,462088,449520,1067824,715520,754016,4746784,1552624,1820568,1414965,2537360,8119976,1,1,1
467,467,468,505091,460780,449094,1071048,713360,752952,4754356,1548024,1817596,1414965,2537360,8119976,1,1,1
468,468,469,507818,458867,448280,1075712,709832,751816,4767978,1538846,1813152,1414965,2537360,8119976,1,1,1
469,469,470,509578,457585,447802,1078976,707712,750672,4775624,1534320,1810032,1414965,2537360,8119976,1,1,1
470,470,471,512339,455706,446920,1083696,704240,749424,4789372,1525268,1805336,1414965,2537360,8119976,1,1,1
471,471,472,515104,453831,446030,1088448,700800,748112,4803256,1516352,1800368,1414965,2537360,8119976,1,1,1
472,472,473,518152,451871,444942,1093232,697392,746736,4815468,1507796,1796712,1414965,2537360,8119976,1,1,1
473,473,474,519958,450635,444372,1096584,695360,745416,4823314,1503470,1793192,1414965,2537360,8119976,1,1,1
474,474,475,522779,448816,443370,1101424,692008,743928,4837352,1494708,1787916,1414965,2537360,8119976,1,1,1
475,475,476,524611,447606,442748,1104816,690016,742528,4845272,1490456,1784248,1414965,2537360,8119976,1,1,1
476,476,477,527736,445667,441562,1109712,686720,740928,4857692,1482172,1780112,1414965,2537360,8119976,1,1,1
477,477,478,530615,443906,440444,1114640,683456,739264,4871916,1473596,1774464,1414965,2537360,8119976,1,1,1
478,478,479,532485,442734,439746,1118096,681528,737736,4879980,1469488,1770508,1414965,2537360,8119976,1,1,1
479,479,480,535378,440987,438600,1123080,678320,735960,4894410,1461118,1764448,1414965,2537360,8119976,1,1,1
480,480,481,537274,439841,437850,1126576,676432,734352,4902548,1457084,1760344,1414965,2537360,8119976,1,1,1
481,481,482,540483,437986,436496,1131616,673280,732464,4915308,1449140,1755528,1414965,2537360,8119976,1,1,1
482,482,483,543714,436153,435098,1136688,670160,730512,4928132,1441260,1750584,1414965,2537360,8119976,1,1,1
483,483,484,546976,434407,433582,1141792,667072,728496,4940928,1433288,1745760,1414965,2537360,8119976,1,1,1
484,484,485,548914,433303,432748,1145376,665272,726712,4949296,1429484,1741196,1414965,2537360,8119976,1,1,1
485,485,486,551929,431678,431358,1150536,662240,724584,4964022,1421410,1734544,1414965,2537360,8119976,1,1,1
486,486,487,555234,429919,429812,1155728,659240,722392,4977092,1413776,1729108,1414965,2537360,8119976,1,1,1
487,487,488,557214,428857,428894,1159376,657504,720480,4985564,1410076,1724336,1414965,2537360,8119976,1,1,1
488,488,489,560273,427276,427416,1164624,654560,718176,5000520,1402232,1717224,1414965,2537360,8119976,1,1,1
489,489,490,563350,425713,425902,1169904,651648,715808,5015548,1394460,1709968,1414965,2537360,8119976,1,1,1
490,490,491,566754,424109,424102,1175216,648768,713376,5028708,1386852,1704416,1414965,2537360,8119976,1,1,1
491,491,492,570165,422456,422344,1180560,645920,710880,5042088,1379528,1698360,1414965,2537360,8119976,1,1,1
492,492,493,572209,421458,421298,1184320,644296,708744,5050834,1376102,1693040,1414965,2537360,8119976,1,1,1
493,493,494,574263,420470,420232,1188096,642688,706576,5059582,1372678,1687716,1414965,2537360,8119976,1,1,1
494,494,495,577749,418948,418268,1193520,639920,703920,5072920,1365248,1681808,1414965,2537360,8119976,1,1,1
495,495,496,580922,417481,416562,1198976,637184,701200,5088368,1357896,1673712,1414965,2537360,8119976,1,1,1
496,496,497,584419,415914,414632,1204464,634480,698416,5102064,1350888,1667024,1414965,2537360,8119976,1,1,1
497,497,498,586527,414980,413458,1208328,632960,696072,5110996,1347648,1661332,1414965,2537360,8119976,1,1,1
498,498,499,590060,413449,411456,1213872,630312,693176,5124806,1340754,1654416,1414965,2537360,8119976,1,1,1
499,499,500,593321,412070,409574,1219448,627696,690216,5140428,1333576,1645972,1414965,2537360,8119976,1,1,1
500,500,501,596586,410695,407684,1225056,625112,687192,5156190,1326538,1637248,1414965,2537360,8119976,1,1,1
