proof,proof_format,cnf,line,proof_id,op,literal_count,hint_count,max_var,integrity_type,class_code,reason,uses_extension_variable,has_duplicate_literal,contains_complement_pair,literals
xor_unsat.cadical.frat,frat,xor_unsat.cnf,5,5,o,3,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,3 4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,6,6,o,3,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,3 -4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,7,7,o,3,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-3 4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,8,8,o,3,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-3 -4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,9,9,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 2 4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,10,10,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 2 -4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,11,11,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 -2 4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,12,12,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 -2 -4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,13,13,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 2 4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,14,14,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 2 -4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,15,15,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -2 4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,16,16,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -2 -4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,17,17,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 2 4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,18,18,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 2 -4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,19,19,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 -2 4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,20,20,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,1 -2 -4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,21,21,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 2 4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,22,22,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 2 -4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,23,23,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -2 4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,24,24,o,4,0,5,C,C_PUBLIC_FRAT_ORIGINAL_CLAUSE,FRAT original-clause event over public DIMACS literals,false,false,false,-1 -2 -4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,25,25,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,1 2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,26,26,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,1 2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,27,27,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-1 2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,28,28,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-1 2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,29,29,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,1 -2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,30,30,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,1 -2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,31,31,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-1 -2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,32,32,a,3,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-1 -2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,33,33,a,2,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,1 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,34,34,a,2,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,1 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,35,35,a,2,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-1 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,36,36,a,2,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-1 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,37,37,a,1,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,38,38,a,1,2,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,39,39,a,1,1,4,C,C_PUBLIC_FRAT_DERIVED_CLAUSE,FRAT derived clause over public DIMACS literals; antecedent references are checked IDs,false,false,false,-4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,40,40,a,0,2,0,C,C_PUBLIC_FRAT_EMPTY_CLAUSE,FRAT derived empty clause with public antecedent references,false,false,false,
xor_unsat.cadical.frat,frat,xor_unsat.cnf,41,25,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,1 2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,42,26,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,1 2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,43,27,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-1 2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,44,28,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-1 2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,45,29,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,1 -2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,46,30,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,1 -2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,47,31,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-1 -2 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,48,32,d,3,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-1 -2 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,49,33,d,2,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,1 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,50,34,d,2,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,1 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,51,35,d,2,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-1 4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,52,36,d,2,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-1 -4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,53,37,d,1,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,54,38,d,1,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,55,39,d,1,0,4,C,C_PUBLIC_FRAT_DELETION,FRAT deletion is public proof bookkeeping over a public clause,false,false,false,-4
xor_unsat.cadical.frat,frat,xor_unsat.cnf,56,1,f,3,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 1 3
xor_unsat.cadical.frat,frat,xor_unsat.cnf,57,2,f,3,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-3 1 -2
xor_unsat.cadical.frat,frat,xor_unsat.cnf,58,3,f,3,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 -3 -1
xor_unsat.cadical.frat,frat,xor_unsat.cnf,59,4,f,3,0,3,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-1 3 -2
xor_unsat.cadical.frat,frat,xor_unsat.cnf,60,5,f,3,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,3 4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,61,6,f,3,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,3 -4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,62,7,f,3,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,4 5 -3
xor_unsat.cadical.frat,frat,xor_unsat.cnf,63,8,f,3,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-4 -5 -3
xor_unsat.cadical.frat,frat,xor_unsat.cnf,64,9,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 1 4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,65,10,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 1 -4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,66,11,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1 4 -2 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,67,12,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1 5 -4 -2
xor_unsat.cadical.frat,frat,xor_unsat.cnf,68,13,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 -1 4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,69,14,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 -1 -4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,70,15,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,4 5 -2 -1
xor_unsat.cadical.frat,frat,xor_unsat.cnf,71,16,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-4 -5 -2 -1
xor_unsat.cadical.frat,frat,xor_unsat.cnf,72,17,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,4 2 1 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,73,18,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-4 2 1 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,74,19,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1 4 -2 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,75,20,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,1 -4 -2 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,76,21,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 -1 4 5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,77,22,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,2 -1 -4 -5
xor_unsat.cadical.frat,frat,xor_unsat.cnf,78,23,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,4 -5 -1 -2
xor_unsat.cadical.frat,frat,xor_unsat.cnf,79,24,f,4,0,5,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,-4 5 -1 -2
xor_unsat.cadical.frat,frat,xor_unsat.cnf,80,40,f,0,0,0,C,C_PUBLIC_FRAT_FINALIZATION,FRAT finalization is public proof bookkeeping over a public clause,false,false,false,
