candidate_id,target_word_id,edit_distance,word_length,symbol_0_id,symbol_1_id,symbol_2_id,symbol_3_id,symbol_4_id,symbol_5_id,symbol_6_id,canonical_insert_0_slot,canonical_insert_0_symbol_id,canonical_insert_1_slot,canonical_insert_1_symbol_id,rooted_carrier_path_count,distinct_end_carrier_count,trace_reaches_node44_flag,first_node44_raw_rank,selected_prefix_consumed_at_node44,target_subsequence_flag,target_consumed_before_node44_flag,weak_repair_flag,strong_repair_flag,trace_edge_count,trace_detour_overhead,trace_min_signature_after_node42,signature_valley_depth,metric_gromov_delta_twice,metric_diameter,metric_radius,trace_signature_total_variation,beats_baseline_overhead_flag,ties_baseline_overhead_flag,baseline_score_match_flag
175,0,2,7,2,1,4,2,3,4,5,4,3,4,4,0,0,1,7,7,1,1,0,0,6,4,146,37,2,4,3,173,0,0,0
176,0,2,7,2,1,4,2,3,5,0,4,3,5,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
177,0,2,7,2,1,4,2,3,5,1,4,3,5,1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
178,0,2,7,2,1,4,2,3,5,2,4,3,5,2,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
179,0,2,7,2,1,4,2,3,5,3,4,3,5,3,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
180,0,2,7,2,1,4,2,3,5,4,4,3,5,4,0,0,1,7,7,1,1,0,0,7,5,146,37,2,3,2,205,0,0,0
181,0,2,7,2,1,4,2,3,5,5,4,3,5,5,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
182,0,2,7,2,1,4,2,4,0,5,4,4,4,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
183,0,2,7,2,1,4,2,4,1,5,4,4,4,1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
184,0,2,7,2,1,4,2,4,2,5,4,4,4,2,0,0,1,6,7,1,1,0,0,6,4,146,37,2,4,3,155,0,0,0
185,0,2,7,2,1,4,2,4,3,5,4,4,4,3,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
186,0,2,7,2,1,4,2,4,4,5,4,4,4,4,0,0,1,7,7,1,1,0,0,6,4,134,49,2,4,3,197,0,0,0
187,0,2,7,2,1,4,2,4,5,0,4,4,5,0,0,0,1,5,6,1,1,0,0,5,3,146,37,1,3,2,155,0,0,0
188,0,2,7,2,1,4,2,4,5,1,4,4,5,1,0,0,1,5,6,1,1,0,0,5,3,146,37,1,3,2,155,0,0,0
189,0,2,7,2,1,4,2,4,5,2,4,4,5,2,0,0,1,5,6,1,1,0,0,5,3,146,37,1,3,2,155,0,0,0
190,0,2,7,2,1,4,2,4,5,3,4,4,5,3,0,0,1,5,6,1,1,0,0,5,3,146,37,1,3,2,155,0,0,0
191,0,2,7,2,1,4,2,4,5,4,4,4,5,4,0,0,1,5,6,1,1,0,0,5,3,146,37,1,3,2,155,0,0,0
192,0,2,7,2,1,4,2,4,5,5,4,4,5,5,0,0,1,5,6,1,1,0,0,5,3,146,37,1,3,2,155,0,0,0
193,0,2,7,2,1,4,2,5,0,0,5,0,5,0,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
194,0,2,7,2,1,4,2,5,0,1,5,0,5,1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
195,0,2,7,2,1,4,2,5,0,2,5,0,5,2,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
196,0,2,7,2,1,4,2,5,0,3,5,0,5,3,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
197,0,2,7,2,1,4,2,5,0,4,5,0,5,4,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
198,0,2,7,2,1,4,2,5,0,5,5,0,5,5,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
199,0,2,7,2,1,4,2,5,1,0,5,1,5,0,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
200,0,2,7,2,1,4,2,5,1,1,5,1,5,1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
201,0,2,7,2,1,4,2,5,1,2,5,1,5,2,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
202,0,2,7,2,1,4,2,5,1,3,5,1,5,3,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
203,0,2,7,2,1,4,2,5,1,4,5,1,5,4,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
204,0,2,7,2,1,4,2,5,1,5,5,1,5,5,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
205,0,2,7,2,1,4,2,5,2,0,5,2,5,0,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
206,0,2,7,2,1,4,2,5,2,1,5,2,5,1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
207,0,2,7,2,1,4,2,5,2,2,5,2,5,2,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
208,0,2,7,2,1,4,2,5,2,3,5,2,5,3,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
209,0,2,7,2,1,4,2,5,2,4,5,2,5,4,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
210,0,2,7,2,1,4,2,5,2,5,5,2,5,5,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
211,0,2,7,2,1,4,2,5,3,0,5,3,5,0,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
212,0,2,7,2,1,4,2,5,3,1,5,3,5,1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
213,0,2,7,2,1,4,2,5,3,2,5,3,5,2,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
214,0,2,7,2,1,4,2,5,3,3,5,3,5,3,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
215,0,2,7,2,1,4,2,5,3,4,5,3,5,4,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
216,0,2,7,2,1,4,2,5,3,5,5,3,5,5,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
217,0,2,7,2,1,4,2,5,4,0,5,4,5,0,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
218,0,2,7,2,1,4,2,5,4,1,5,4,5,1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
219,0,2,7,2,1,4,2,5,4,2,5,4,5,2,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
220,0,2,7,2,1,4,2,5,4,3,5,4,5,3,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
221,0,2,7,2,1,4,2,5,4,4,5,4,5,4,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
222,0,2,7,2,1,4,2,5,4,5,5,4,5,5,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
223,0,2,7,2,1,4,2,5,5,0,5,5,5,0,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
224,0,2,7,2,1,4,2,5,5,1,5,5,5,1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
225,0,2,7,2,1,4,2,5,5,2,5,5,5,2,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
226,0,2,7,2,1,4,2,5,5,3,5,5,5,3,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
227,0,2,7,2,1,4,2,5,5,4,5,5,5,4,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
228,0,2,7,2,1,4,2,5,5,5,5,5,5,5,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
229,0,2,7,2,1,4,3,0,2,5,3,3,3,0,40,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
230,0,2,7,2,1,4,3,1,2,5,3,3,3,1,80,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
231,0,2,7,2,1,4,3,2,0,5,3,3,4,0,16,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
232,0,2,7,2,1,4,3,2,1,5,3,3,4,1,16,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
233,0,2,7,2,1,4,3,2,2,5,3,3,4,2,160,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
234,0,2,7,2,1,4,3,2,3,5,3,3,4,3,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
235,0,2,7,2,1,4,3,2,4,5,3,3,4,4,0,0,1,6,7,1,1,0,0,6,4,146,37,2,4,3,163,0,0,0
236,0,2,7,2,1,4,3,2,5,0,3,3,5,0,12,3,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
237,0,2,7,2,1,4,3,2,5,1,3,3,5,1,12,3,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
238,0,2,7,2,1,4,3,2,5,2,3,3,5,2,64,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
239,0,2,7,2,1,4,3,2,5,3,3,3,5,3,32,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
240,0,2,7,2,1,4,3,2,5,4,3,3,5,4,32,4,1,6,7,1,1,1,1,7,5,146,37,1,3,2,163,0,0,0
241,0,2,7,2,1,4,3,2,5,5,3,3,5,5,128,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
242,0,2,7,2,1,4,3,3,2,5,3,3,3,3,96,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
243,0,2,7,2,1,4,3,4,2,5,3,3,3,4,0,0,1,6,7,1,1,0,0,7,5,88,95,2,4,3,289,0,0,0
244,0,2,7,2,1,4,3,5,2,5,3,3,3,5,64,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
245,0,2,7,2,1,4,4,0,2,5,3,4,3,0,120,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
246,0,2,7,2,1,4,4,1,2,5,3,4,3,1,160,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
247,0,2,7,2,1,4,4,2,0,5,3,4,4,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
248,0,2,7,2,1,4,4,2,1,5,3,4,4,1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
249,0,2,7,2,1,4,4,2,2,5,3,4,4,2,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
250,0,2,7,2,1,4,4,2,3,5,3,4,4,3,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
251,0,2,7,2,1,4,4,2,4,5,3,4,4,4,0,0,1,6,7,1,1,0,0,6,4,121,62,2,4,3,223,0,0,0
252,0,2,7,2,1,4,4,2,5,0,3,4,5,0,0,0,1,5,6,1,1,0,0,6,4,121,62,2,4,3,223,0,0,0
253,0,2,7,2,1,4,4,2,5,1,3,4,5,1,0,0,1,5,6,1,1,0,0,6,4,121,62,2,4,3,223,0,0,0
254,0,2,7,2,1,4,4,2,5,2,3,4,5,2,0,0,1,5,6,1,1,0,0,6,4,121,62,2,4,3,223,0,0,0
255,0,2,7,2,1,4,4,2,5,3,3,4,5,3,0,0,1,5,6,1,1,0,0,6,4,121,62,2,4,3,223,0,0,0
256,0,2,7,2,1,4,4,2,5,4,3,4,5,4,0,0,1,5,6,1,1,0,0,6,4,121,62,2,4,3,223,0,0,0
257,0,2,7,2,1,4,4,2,5,5,3,4,5,5,0,0,1,5,6,1,1,0,0,6,4,121,62,2,4,3,223,0,0,0
258,0,2,7,2,1,4,4,3,2,5,3,4,3,3,160,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
259,0,2,7,2,1,4,4,4,2,5,3,4,3,4,0,0,1,6,7,1,1,0,0,7,5,58,125,2,4,3,349,0,0,0
260,0,2,7,2,1,4,4,5,2,5,3,4,3,5,144,5,1,5,6,1,0,1,0,6,4,121,62,2,4,3,223,0,0,0
261,0,2,7,2,1,4,5,0,2,5,3,5,3,0,24,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
262,0,2,7,2,1,4,5,1,2,5,3,5,3,1,24,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
263,0,2,7,2,1,4,5,2,0,5,3,5,4,0,24,4,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
264,0,2,7,2,1,4,5,2,1,5,3,5,4,1,24,4,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
265,0,2,7,2,1,4,5,2,2,5,3,5,4,2,240,5,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
266,0,2,7,2,1,4,5,2,3,5,3,5,4,3,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
267,0,2,7,2,1,4,5,2,4,5,3,5,4,4,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
268,0,2,7,2,1,4,5,2,5,0,3,5,5,0,24,3,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
269,0,2,7,2,1,4,5,2,5,1,3,5,5,1,24,3,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
270,0,2,7,2,1,4,5,2,5,2,3,5,5,2,96,5,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
271,0,2,7,2,1,4,5,2,5,3,3,5,5,3,32,4,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
272,0,2,7,2,1,4,5,2,5,4,3,5,5,4,48,4,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
273,0,2,7,2,1,4,5,2,5,5,3,5,5,5,192,5,1,4,5,1,0,1,0,5,3,146,37,1,3,2,127,0,1,1
274,0,2,7,2,1,4,5,3,2,5,3,5,3,3,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
275,0,2,7,2,1,4,5,4,2,5,3,5,3,4,0,0,1,5,6,1,0,0,0,6,4,134,49,2,4,3,213,0,0,0
276,0,2,7,2,1,4,5,5,2,5,3,5,3,5,144,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
277,0,2,7,2,1,5,0,4,2,5,2,5,2,0,0,0,1,6,7,1,1,0,0,7,5,146,37,2,4,3,147,0,0,0
278,0,2,7,2,1,5,1,4,2,5,2,5,2,1,0,0,1,6,7,1,1,0,0,7,5,146,37,2,4,3,187,0,0,0
279,0,2,7,2,1,5,2,4,2,5,2,5,2,2,0,0,1,4,5,1,0,0,0,4,2,146,37,2,3,2,127,0,0,0
280,0,2,7,2,1,5,3,4,2,5,2,5,2,3,0,0,1,6,7,1,1,0,0,7,5,146,37,2,4,3,185,0,0,0
281,0,2,7,2,1,5,4,0,2,5,2,5,3,0,20,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
282,0,2,7,2,1,5,4,1,2,5,2,5,3,1,20,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
283,0,2,7,2,1,5,4,2,0,5,2,5,4,0,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
284,0,2,7,2,1,5,4,2,1,5,2,5,4,1,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
285,0,2,7,2,1,5,4,2,2,5,2,5,4,2,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
286,0,2,7,2,1,5,4,2,3,5,2,5,4,3,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
287,0,2,7,2,1,5,4,2,4,5,2,5,4,4,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
288,0,2,7,2,1,5,4,2,5,0,2,5,5,0,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
289,0,2,7,2,1,5,4,2,5,1,2,5,5,1,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
290,0,2,7,2,1,5,4,2,5,2,2,5,5,2,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
291,0,2,7,2,1,5,4,2,5,3,2,5,5,3,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
292,0,2,7,2,1,5,4,2,5,4,2,5,5,4,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
293,0,2,7,2,1,5,4,2,5,5,2,5,5,5,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
294,0,2,7,2,1,5,4,3,2,5,2,5,3,3,24,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
295,0,2,7,2,1,5,4,4,2,5,2,5,3,4,0,0,1,6,7,1,1,0,0,7,5,134,49,2,4,3,213,0,0,0
296,0,2,7,2,1,5,4,5,2,5,2,5,3,5,0,0,1,5,6,1,0,0,0,6,4,134,49,2,4,3,213,0,0,0
297,0,2,7,2,1,5,5,4,2,5,2,5,2,5,0,0,1,5,6,1,0,0,0,6,4,134,49,2,4,3,197,0,0,0
298,1,0,5,2,1,5,2,4,-1,-1,-1,-1,-1,-1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
299,1,1,6,2,1,0,5,2,4,-1,2,0,-1,-1,0,0,1,5,6,1,1,0,0,6,4,138,45,2,4,3,143,0,0,0
300,1,1,6,2,1,1,5,2,4,-1,2,1,-1,-1,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,183,0,0,0
301,1,1,6,2,1,2,5,2,4,-1,2,2,-1,-1,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,225,0,0,0
302,1,1,6,2,1,3,5,2,4,-1,2,3,-1,-1,0,0,1,5,6,1,1,0,0,5,3,146,37,0,2,1,127,0,0,0
303,1,1,6,2,1,4,5,2,4,-1,2,4,-1,-1,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
304,1,1,6,2,1,5,0,2,4,-1,3,0,-1,-1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
305,1,1,6,2,1,5,1,2,4,-1,3,1,-1,-1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
306,1,1,6,2,1,5,2,0,4,-1,4,0,-1,-1,16,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
307,1,1,6,2,1,5,2,1,4,-1,4,1,-1,-1,16,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
308,1,1,6,2,1,5,2,2,4,-1,4,2,-1,-1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
309,1,1,6,2,1,5,2,3,4,-1,4,3,-1,-1,12,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
310,1,1,6,2,1,5,2,4,0,-1,5,0,-1,-1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
311,1,1,6,2,1,5,2,4,1,-1,5,1,-1,-1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
312,1,1,6,2,1,5,2,4,2,-1,5,2,-1,-1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
313,1,1,6,2,1,5,2,4,3,-1,5,3,-1,-1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
314,1,1,6,2,1,5,2,4,4,-1,5,4,-1,-1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
315,1,1,6,2,1,5,2,4,5,-1,5,5,-1,-1,0,0,1,4,5,1,1,0,0,4,2,146,37,2,3,2,127,0,0,0
316,1,1,6,2,1,5,2,5,4,-1,4,5,-1,-1,16,4,1,5,6,1,1,1,1,5,3,146,37,1,3,2,169,0,1,0
317,1,1,6,2,1,5,3,2,4,-1,3,3,-1,-1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
318,1,1,6,2,1,5,4,2,4,-1,3,4,-1,-1,0,0,1,4,5,1,0,0,0,5,3,146,37,1,3,2,127,0,0,1
319,1,1,6,2,1,5,5,2,4,-1,3,5,-1,-1,0,0,1,5,6,1,1,0,0,6,4,146,37,2,4,3,171,0,0,0
320,1,2,7,2,1,0,0,5,2,4,2,0,2,0,0,0,1,6,7,1,1,0,0,7,5,90,93,2,4,3,239,0,0,0
321,1,2,7,2,1,0,1,5,2,4,2,0,2,1,0,0,1,6,7,1,1,0,0,7,5,90,93,2,4,3,239,0,0,0
322,1,2,7,2,1,0,2,5,2,4,2,0,2,2,0,0,1,6,7,1,1,0,0,6,4,138,45,2,4,3,183,0,0,0
323,1,2,7,2,1,0,3,5,2,4,2,0,2,3,0,0,1,6,7,1,1,0,0,7,5,126,57,1,3,2,167,0,0,0
324,1,2,7,2,1,0,4,5,2,4,2,0,2,4,0,0,1,5,6,1,0,0,0,6,4,131,52,2,4,3,157,0,0,0
325,1,2,7,2,1,0,5,0,2,4,2,0,3,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
326,1,2,7,2,1,0,5,1,2,4,2,0,3,1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
327,1,2,7,2,1,0,5,2,0,4,2,0,4,0,16,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
328,1,2,7,2,1,0,5,2,1,4,2,0,4,1,16,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
329,1,2,7,2,1,0,5,2,2,4,2,0,4,2,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
330,1,2,7,2,1,0,5,2,3,4,2,0,4,3,12,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
331,1,2,7,2,1,0,5,2,4,0,2,0,5,0,0,0,1,5,6,1,1,0,0,6,4,138,45,2,4,3,143,0,0,0
332,1,2,7,2,1,0,5,2,4,1,2,0,5,1,0,0,1,5,6,1,1,0,0,6,4,138,45,2,4,3,143,0,0,0
333,1,2,7,2,1,0,5,2,4,2,2,0,5,2,0,0,1,5,6,1,1,0,0,6,4,138,45,2,4,3,143,0,0,0
334,1,2,7,2,1,0,5,2,4,3,2,0,5,3,0,0,1,5,6,1,1,0,0,6,4,138,45,2,4,3,143,0,0,0
335,1,2,7,2,1,0,5,2,4,4,2,0,5,4,0,0,1,5,6,1,1,0,0,6,4,138,45,2,4,3,143,0,0,0
336,1,2,7,2,1,0,5,2,4,5,2,0,5,5,0,0,1,5,6,1,1,0,0,6,4,138,45,2,4,3,143,0,0,0
337,1,2,7,2,1,0,5,2,5,4,2,0,4,5,16,4,1,6,7,1,1,1,1,7,5,138,45,2,4,3,183,0,0,0
338,1,2,7,2,1,0,5,3,2,4,2,0,3,3,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
339,1,2,7,2,1,0,5,4,2,4,2,0,3,4,0,0,1,5,6,1,0,0,0,6,4,138,45,2,4,3,143,0,0,0
340,1,2,7,2,1,0,5,5,2,4,2,0,3,5,0,0,1,6,7,1,1,0,0,7,5,138,45,2,4,3,185,0,0,0
341,1,2,7,2,1,1,0,5,2,4,2,1,2,0,0,0,1,6,7,1,1,0,0,7,5,90,93,2,4,3,239,0,0,0
342,1,2,7,2,1,1,1,5,2,4,2,1,2,1,0,0,1,6,7,1,1,0,0,7,5,70,113,2,4,3,279,0,0,0
343,1,2,7,2,1,1,2,5,2,4,2,1,2,2,0,0,1,6,7,1,1,0,0,6,4,118,65,2,4,3,225,0,0,0
344,1,2,7,2,1,1,3,5,2,4,2,1,2,3,0,0,1,6,7,1,1,0,0,7,5,116,67,1,3,2,187,0,0,0
345,1,2,7,2,1,1,4,5,2,4,2,1,2,4,0,0,1,5,6,1,0,0,0,6,4,118,65,2,4,3,183,0,0,0
346,1,2,7,2,1,1,5,0,2,4,2,1,3,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
347,1,2,7,2,1,1,5,1,2,4,2,1,3,1,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
348,1,2,7,2,1,1,5,2,0,4,2,1,4,0,80,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
349,1,2,7,2,1,1,5,2,1,4,2,1,4,1,80,4,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
350,1,2,7,2,1,1,5,2,2,4,2,1,4,2,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
351,1,2,7,2,1,1,5,2,3,4,2,1,4,3,60,5,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
352,1,2,7,2,1,1,5,2,4,0,2,1,5,0,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,183,0,0,0
353,1,2,7,2,1,1,5,2,4,1,2,1,5,1,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,183,0,0,0
354,1,2,7,2,1,1,5,2,4,2,2,1,5,2,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,183,0,0,0
355,1,2,7,2,1,1,5,2,4,3,2,1,5,3,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,183,0,0,0
356,1,2,7,2,1,1,5,2,4,4,2,1,5,4,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,183,0,0,0
357,1,2,7,2,1,1,5,2,4,5,2,1,5,5,0,0,1,5,6,1,1,0,0,6,4,118,65,2,4,3,183,0,0,0
358,1,2,7,2,1,1,5,2,5,4,2,1,4,5,80,4,1,6,7,1,1,1,1,7,5,118,65,2,4,3,225,0,0,0
359,1,2,7,2,1,1,5,3,2,4,2,1,3,3,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
